rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
75,Know You,Ladipoe,401,63,73,86,86,65,401,167.8571429
76,Chulo Vibes,Timaya,401,77,74,85,70,70,401,168.2857143
77,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,401,67,83,83,75,92,401,171.7142857
78,Wild West,Central Cee,401,80,77,94,83,69,401,172.1428571
79,LOL (Lord of Lamba),Naira Marley,401,83,93,80,69,88,401,173.5714286
80,Something Else,Mr Eazi,401,72,81,82,101,87,401,175
81,Realms,Wande Coal,401,75,92,91,89,80,401,175.5714286
82,Trap Symphony EP,Roddy Ricch,401,86,98,79,82,83,401,175.7142857
83,Pluto x Baby Pluto,Future & Lil Uzi Vert,401,76,78,95,95,85,401,175.8571429
84,SoundGod Fest Reloaded,Runtown,401,81,85,89,103,82,401,177.4285714
85,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna",401,84,88,76,106,86,401,177.4285714
86,Alagbe,Qdot,401,94,97,74,85,94,401,178
87,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again,401,85,95,97,78,97,401,179.1428571
88,Masta Groove,Masterkraft,401,91,109,99,80,77,401,179.7142857
89,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert,401,92,111,78,108,79,401,181.4285714
90,I Love Girls With Trobul,Sarz X WurlD,401,105,89,106,76,93,401,181.5714286
91,Levon James,King Von,401,107,86,112,87,78,401,181.7142857
92,Good News,Megan Thee Stallion,401,119,90,88,90,89,401,182.5714286
93,So Much Fun,Young Thug,401,88,104,84,99,102,401,182.7142857
94,Rema Freestyle EP,Rema,401,106,100,87,92,95,401,183.1428571
95,IT’S REMBLE,Remble,401,97,99,92,88,105,401,183.2857143
96,Viral Infection 1.0,Ayanfe Viral,401,98,94,107,96,104,401,185.8571429
97,PINK PLANET,Pink Sweat$,401,110,91,96,113,99,401,187.2857143
98,S.C.A.M,G4 Boyz,401,104,112,100,91,110,401,188.4285714
99,The Prince I Became,Ric Hassani,401,90,96,111,97,129,401,189.2857143
100,Off The Record,Reekado Banks,401,95,107,105,117,106,401,190.2857143
101,ZaZa Vibes,L.A.X,401,99,102,90,111,128,401,190.2857143
102,The Prodigal,Mr. P,401,100,105,110,105,111,401,190.4285714
103,On God II,Big Yavo,401,120,103,103,102,103,401,190.4285714
104,L.O.V.E. (Deluxe),Luh Kel,401,96,84,116,100,136,401,190.5714286
105,Mixed Emotions,Luh Kel,401,103,82,98,121,142,401,192.5714286
106,The Palmwine Express,Show Dem Camp,401,111,120,113,110,101,401,193.8571429
107,Slime Language 2,"Young Stoner Life, Young Thug & Gunna",401,108,114,114,112,113,401,194.7142857
108,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,401,101,131,120,118,96,401,195.4285714
109,T R A P S O U L (Deluxe),Bryson Tiller,401,109,110,108,129,112,401,195.7142857
110,Nicotine,Trevor Daniel,401,122,119,102,98,127,401,195.7142857
111,The Beauty of Becoming,Rotimi,401,113,123,128,104,107,401,196.7142857
112,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,401,112,118,117,126,116,401,198.7142857
113,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",401,116,127,104,116,133,401,199.7142857
114,The Backend Child,NoCap,401,126,121,115,115,125,401,200.5714286
115,PTSD,G Herbo,401,115,101,101,144,147,401,201.4285714
116,My Letter To You Riddim,Various Artists,401,129,129,130,94,139,401,203.2857143
117,Greatest Lord,SINACH,401,130,136,118,125,117,401,204
118,4:00 am,BJ The Chicago Kid,401,157,162,68,81,165,401,205
119,Yabasi,Basketmouth,401,151,124,126,137,118,401,208.2857143
120,L.O.V.E.,Luh Kel,401,158,122,129,114,135,401,208.5714286
121,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",401,162,130,132,130,115,401,210.1428571
122,Homesick,Trevor Daniel,401,125,145,124,148,132,401,210.8571429
123,RESTLESS II,Simi,401,138,139,123,139,137,401,211.1428571
124,Honorable,Hotkid,401,131,143,121,134,151,401,211.7142857
125,CITIZEN OF THE WORLD,King Perryy,401,139,116,131,165,131,401,212
126,Jackboy,Jackboy,401,118,150,143,151,120,401,212
127,Dum and Dummer 2,Young Dolph & Key Glock,401,136,171,159,109,114,401,213
128,WUNNA,Gunna,401,140,157,133,136,123,401,213
129,Anloga Junction,Stonebwoy,401,142,128,147,122,155,401,213.7142857
130,"Grandson, Vol. 1",King Von,401,163,125,144,119,146,401,214.1428571
131,The Idea Of Her,Ali Gatie,401,123,155,119,143,164,401,215.1428571
132,Roots,NSG,401,132,147,148,142,143,401,216.2857143
133,Too Late Too Lit,KDDO,401,121,166,137,164,130,401,217.1428571
134,Aje (The Mixtape),Jaywon,401,145,106,136,169,167,401,217.8571429
135,PERFECT PICTURE,Dremo,401,159,126,151,172,149,401,222.7142857
136,RoadToCDK,Zlatan,401,133,169,142,150,166,401,223.1428571
137,Seed,Gyakie,401,154,164,146,159,150,401,225
138,Shiesty Season - Spring Deluxe,Pooh Shiesty,401,102,76,401,107,109,401,228.1428571
139,Ecstasy,Lil Kesh,401,166,163,145,170,163,401,229.8571429
140,Afrodisíaco,Rauw Alejandro,401,401,117,122,123,100,401,237.8571429
141,Clone Wars Vol. 5 (- The Algorhythm),Show Dem Camp,401,124,138,401,153,108,401,246.5714286
142,Big Grim Reaper,Big Scarr,401,87,113,401,163,161,401,246.7142857
143,Amazing Grace,MEDIKAL,401,117,401,154,128,126,401,246.8571429
144,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats,401,401,153,135,133,122,401,249.4285714
145,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,401,134,142,138,132,401,401,249.8571429
146,Trench Baby,Lil Zay Osama,401,114,151,127,401,157,401,250.2857143
147,Taste EP,Nandy,401,137,137,401,140,140,401,251
148,23 Is Back,JayDaYoungan,401,147,108,401,167,134,401,251.2857143
149,We All Shine,YNW Melly,401,401,140,140,135,152,401,252.8571429
150,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",401,401,133,155,138,158,401,255.2857143
151,Wildboy,Calboy,401,401,146,139,149,153,401,255.7142857
152,YOU,Ali Gatie,401,128,173,401,141,159,401,257.7142857
153,A Boy From Tandale,Diamond Platnumz,401,127,148,160,166,401,401,257.7142857
154,!,Trippie Redd,401,401,160,141,162,145,401,258.7142857
155,Cray Cray,Crayon,401,164,135,158,154,401,401,259.1428571
156,Bittersweet,Aramide,401,168,159,157,401,148,401,262.1428571
157,Empress,Yemi Alade,401,160,156,162,401,160,401,263
158,Only The Generals Part II,Kevin Gates,401,401,115,401,124,121,401,280.5714286
159,Top Shotta,NLE Choppa,401,401,134,134,401,98,401,281.4285714
160,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,401,146,401,401,120,119,401,284.1428571
161,Trench Baby (Deluxe Edition),Lil Zay Osama,401,144,401,109,147,401,401,286.2857143
162,Nothing To Prove,Victor AD,401,401,401,401,401,26,4,290.7142857
163,Kommunity Service,YG & Mozzy,401,135,132,168,401,401,401,291.2857143
164,Rora,Reekado Banks,401,152,401,156,131,401,401,291.8571429
165,Ice Daddy,Gucci Mane,401,401,154,401,155,138,401,293
166,Still Taking Risks,Quando Rondo,401,401,149,153,157,401,401,294.7142857
167,The Mayor of Lagos,Mayorkun,401,161,401,163,401,144,401,296
168,Artist 2.0,A Boogie Wit da Hoodie,401,156,170,401,401,172,401,300.2857143
169,USEE4YOURSELF,IDK,401,401,176,170,401,162,401,301.7142857
170,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More",401,401,174,164,175,401,401,302.4285714
171,Blackstar,Kelvyn Boy,401,143,401,125,401,401,401,324.7142857
172,Kpanlogo,Darkovibes,401,401,401,401,127,141,401,324.7142857
173,Bando Season,BangBangSG,401,401,401,401,146,124,401,325
174,Silent Battles (Deluxe),Joony,401,401,401,152,145,401,401,328.8571429
175,38 Baby 2,YoungBoy Never Broke Again,401,148,401,401,152,401,401,329.2857143
176,Misunderstood,JayDaYoungan,401,401,152,401,401,156,401,330.4285714
177,Afro Streets,Rexxie,401,401,141,401,174,401,401,331.4285714
178,Table For Two,Korede Bello,401,401,158,401,161,401,401,332
179,Space and Time,Justine Skye,401,170,401,149,401,401,401,332
180,CTV3: Cool Tape Vol. 3,Jaden,401,401,172,150,401,401,401,332.4285714
181,Drip Or Drown 2,Gunna,401,401,165,165,401,401,401,333.5714286
182,Heaven Or Hell,Don Toliver,401,171,401,401,160,401,401,333.7142857
183,Living In History,Jackboy,401,165,401,167,401,401,401,333.8571429
184,Future Hndrxx Presents: The WIZRD,Future,401,174,401,161,401,401,401,334.2857143
185,STORY TELLER- EP,KOLABOY,401,167,401,401,401,171,401,334.7142857
186,For You,Vedo,401,401,401,401,173,169,401,335.2857143
187,The Prodigy,Skillibeng,401,401,175,401,401,170,401,335.7142857
188,No Pressure,Sarkodie,401,401,401,401,401,401,1,343.8571429
189,Legendary,Tyga,401,141,401,401,401,401,401,363.8571429
190,Kut Da Fan On,HOTBOII,401,401,144,401,401,401,401,364.2857143
191,With Love 2,Phora,401,149,401,401,401,401,401,365
192,Hip Hop|Trap|Rap Instrumentals Certified 2020 TYPE BEATS,Ryzy.A  Beats,401,150,401,401,401,401,401,365.1428571
193,The African Gentleman (Deluxe Version),Ric Hassani,401,153,401,401,401,401,401,365.5714286
194,Fever,Megan Thee Stallion,401,401,401,401,401,154,401,365.7142857
195,OSAMA,MO3,401,155,401,401,401,401,401,365.8571429
196,6locc 6a6y,Lil Loaded,401,401,401,401,156,401,401,366
197,Project Baby 2: All Grown Up (Deluxe Edition),Kodak Black,401,401,401,401,158,401,401,366.2857143
198,Runtown Hits Vol. 1,Runtown,401,401,161,401,401,401,401,366.7142857
199,Heart Break Kodak (HBK),Kodak Black,401,401,401,166,401,401,401,367.4285714
200,Lil Durk Presents Only The Family Involved Vol.2,Only The Family,401,401,167,401,401,401,401,367.5714286
201,Goat Talk 3,Boosie Badazz,401,401,168,401,401,401,401,367.7142857
202,Too Deep For Tears,OMB Peezy,401,401,401,169,401,401,401,367.8571429
203,Outside,Burna Boy,401,169,401,401,401,401,401,367.8571429
204,Afro Series,Terri,401,401,401,401,171,401,401,368.1428571
205,RETURN OF OKOMFO ANOKYE,Jay Bahd,401,172,401,401,401,401,401,368.2857143
206,Afrostreets Vol 1,Rexxie,401,173,401,401,401,401,401,368.4285714
207,Suga,Megan Thee Stallion,401,401,401,401,176,401,401,368.8571429
