rank,album,artist,apple,audiomark,deezer,boom,RT
433,Street Gossip,Lil Baby,231,510,450,520,1321.0
434,Unorthodox Jukebox,Bruno Mars,500,510,181,520,1321.0
435,Whole Lotta Red,Playboi Carti,232,510,450,520,1322.0
436,Last Daze Of Summer,Maleek Berry,500,510,182,520,1322.0
437,High Tension 2.0,Dangbana Republik & Bella Shmurda,234,510,450,520,1324.0
438,Prisoner (Remastered),Lucky Dube,500,510,184,520,1324.0
439,Once Again,John Legend,500,510,185,520,1325.0
440,"Jagz Nation, Vol.1: Thy Nation Come",Jesse Jagz,235,510,450,520,1325.0
441,On a Spaceship,Burna Boy,236,510,450,520,1326.0
442,Fear of God,9ice,500,510,186,520,1326.0
443,Born to Do It,Craig David,237,510,450,520,1327.0
444,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,500,510,187,520,1327.0
445,Port of Miami 2,Rick Ross,500,510,188,520,1328.0
446,Drip Season 3 (Deluxe),Gunna,239,510,450,520,1329.0
447,Tradition,Runtown,500,510,190,520,1330.0
448,HNDRXX,Future,241,510,450,520,1331.0
449,Ready,Trey Songz,500,510,191,520,1331.0
450,Without Warning,21 Savage,500,510,192,520,1332.0
451,x (Deluxe Edition),Ed Sheeran,243,510,450,520,1333.0
452,Riddim & Babes,Furz Khadi,500,510,193,520,1333.0
453,Born Sinner (Deluxe Version),J. Cole,244,510,450,520,1334.0
454,ADHD,Joyner Lucas,500,510,194,520,1334.0
455,"Forest Hills Drive: Live from Fayetteville, NC",J. Cole,500,510,195,520,1335.0
456,Who Is Laycon?,Laycon,500,510,196,520,1336.0
457,Do,ops & Hooligans (Deluxe Version) - Bruno Mars,247,510,450,520,1337.0
458,Hood Billionaire (Deluxe),Rick Ross,500,510,197,520,1337.0
459,Era I,Era,248,510,450,520,1338.0
460,Forever,Popcaan,249,510,450,520,1339.0
461,"Mafia Culture, Vol. 2.0",Idowest,500,510,199,520,1339.0
462,All of Me (Live in South Africa),Eben,500,510,200,520,1340.0
463,Birds in the Trap Sing McKnight,Travis Scott,250,510,450,520,1340.0
464,Heaux Tales,Jazmine Sullivan,500,510,201,520,1341.0
465,Face 2 Face - Remix,2Face Idibia,500,510,204,520,1344.0
466,1000 Forms Of Fear (Deluxe Version),Sia,500,510,205,520,1345.0
467,Finally Famous (10th Anniversary Deluxe Edition Remixed and Remastered),Big Sean,500,510,206,520,1346.0
468,Poetic Pain (Illustrated),Toosii,257,510,450,520,1347.0
469,Songs In Isolation,Dotti,500,510,207,520,1347.0
470,Thats What They All Say,Jack Harlow,258,510,450,520,1348.0
471,Scaled And Icy,Twenty One Pilots,500,510,208,520,1348.0
472,Powers Vol. 2,DAP The Contract,500,510,209,520,1349.0
473,Reviens pour l'hiver,Barbara Pravi,500,510,210,520,1350.0
474,The Plugs I Met 2,Benny The Butcher,500,510,211,520,1351.0
475,folklore (deluxe version),Taylor Swift,262,510,450,520,1352.0
476,Saturn,Victony,500,510,212,520,1352.0
477,Top Boy (A Selection of Music Inspired by the Series),Various Artists,500,510,213,520,1353.0
478,Painting Pictures,Kodak Black,265,510,450,520,1355.0
479,"Spontaneous Praise, Vol. 1",Laolu Gbenjo,500,510,215,520,1355.0
480,6pc Hot EP,6LACK,266,510,450,520,1356.0
481,COSMIC,Bazzi,500,510,219,520,1359.0
482,Hood Life Krisis Vol. 3 EP,J.I the Prince of N.Y,500,510,222,520,1362.0
483,21,Adele,500,510,224,520,1364.0
484,Enjoy Yourself,Pop Smoke,500,510,225,520,1365.0
485,Euphoria (Original Score from the HBO Series),Labrinth,500,510,228,520,1368.0
486,4:00 am,Tooclasiq,500,510,229,520,1369.0
487,One Hit Wonder - EP,Afroman,500,510,230,520,1370.0
488,Make E No Cause Fight 2,Ajebutter22,500,510,232,520,1372.0
489,Virgo World,Lil Tecca,500,510,233,520,1373.0
490,Mansion,NF,500,510,234,520,1374.0
491,Rodeo (Expanded Edition),Travis Scott,500,510,240,520,1380.0
492,The Very Best of Enya (Deluxe Edition),Enya,500,510,241,520,1381.0
493,Bad 25th Anniversary,Michael Jackson,500,510,243,520,1383.0
494,"Clubtraxxx, Vol. 16",Various Artists,500,510,244,520,1384.0
495,Future & Juice WRLD Present... WRLD ON DRUGS,Future,500,510,246,520,1386.0
496,Legacy (Ahamefuna),Duncan Mighty,500,510,247,520,1387.0
497,"Clone Wars Vol. IV ""These Buhari Times""",Show Dem Camp,500,510,250,520,1390.0
498,Most Wanted,Spotemgottem,500,510,251,520,1391.0
499,Black Times,Seun Kuti,500,510,254,520,1394.0
500,Culture II,Migos,500,510,255,520,1395.0
501,Love Diaries of an Introvert,Tatiana Manaois,500,510,256,520,1396.0
502,The Falz Experience 2017,Falz,500,510,257,520,1397.0
503,Lukas Graham,Lukas Graham,500,510,258,520,1398.0
504,Prayer (Live),1spirit & Theophilus Sunday,500,510,260,520,1400.0
505,Aspiration,Yinka Ayefele,500,510,261,520,1401.0
506,Neotheater,AJR,500,510,263,520,1403.0
507,It's Complicated,Da' T.R.U.T.H.,500,510,264,520,1404.0
508,999,Olamide,500,510,265,520,1405.0
509,Bigger Love,John Legend,500,510,266,520,1406.0
510,Palmwine Music,Show Dem Camp,500,510,267,520,1407.0
511,dont smile at me,Billie Eilish,500,510,268,520,1408.0
512,LATE GRADUATION,OLUWAF3Mi,500,510,269,520,1409.0
513,Midnight Train,Sauti Sol,500,510,272,520,1412.0
514,NO ZZZZ 2,Zilla Oaks,500,510,273,520,1413.0
515,SYRE,Jaden,500,510,274,520,1414.0
516,Issa Album,21 Savage,500,510,275,520,1415.0
517,Ni Da Ku,Nura M. Inuwa,500,510,276,520,1416.0
518,27,Falz,500,510,277,520,1417.0
519,Gang Signs & Prayer,Stormzy,500,510,280,520,1420.0
520,Mixed Feelings,Dreylo,500,510,282,520,1422.0
521,\u00f7 (Deluxe),Ed Sheeran,500,510,283,520,1423.0
522,Superstar Creature,Lil Gotit,500,510,285,520,1425.0
523,YAGI (Young and Getting It),Lil Kesh,500,510,286,520,1426.0
524,Which Way is Forward?,Obongjayar,500,510,287,520,1427.0
525,Six Paths,Dave,500,510,288,520,1428.0
526,Everlasting Grace,Yinka Ayefele,500,510,289,520,1429.0
527,Obey In the 60's (Vol 1),Ebenezer Obey,500,510,291,520,1431.0
528,24K Magic,Bruno Mars,500,510,292,520,1432.0
529,AJ Tracey,AJ Tracey,500,510,294,520,1434.0
530,The L.I.B.R.A.,T.I.,500,510,295,520,1435.0
531,Santana World,Tay-K,500,510,296,520,1436.0
532,Sail Out,Jhen\u00e9 Aiko,500,510,297,520,1437.0
533,"Love, Death & Glory",1spirit & Theophilus Sunday,500,510,299,520,1439.0
534,Ghetto Love,Jaheim,500,510,300,520,1440.0
535,Perception,NF,500,510,301,520,1441.0
536,Cycles,Tiara Imani,500,510,302,520,1442.0
537,Know-It-All (Deluxe),Alessia Cara,500,510,303,520,1443.0
538,So Far Gone,Drake,500,510,304,520,1444.0
539,True Story,Timaya,500,510,305,520,1445.0
540,Say It,Jordan Feliz,500,510,306,520,1446.0
541,Funk Wav Bounces Vol.1,Calvin Harris,500,510,307,520,1447.0
542,Evering Road,Tom Grennan,500,510,308,520,1448.0
543,The Essential,Era,500,510,309,520,1449.0
544,508-507-2209,Joyner Lucas,500,510,310,520,1450.0
545,Omo Baba Olowo: The Genesis,DaVido,500,510,311,520,1451.0
546,Straight Outta Compton,N.W.A,500,510,312,520,1452.0
547,Origins (Deluxe),Imagine Dragons,500,510,313,520,1453.0
548,Arojinle,Adeyinka Alaseyori,500,510,314,520,1454.0
549,The Essential Michael Jackson,Michael Jackson,500,510,316,520,1456.0
550,Love Letter,R. Kelly,500,510,317,520,1457.0
551,Birds of Prey: The Album,Various Artists,500,510,318,520,1458.0
552,Music to Study by Relaxing Piano Study Music New Age Music Meditation and Classical Piano Background Music,Studying Music and Study Music,500,510,319,520,1459.0
553,Juice & Zimm,Yung L,500,510,320,520,1460.0
554,Titanium (feat. Sia),David Guetta,500,510,322,520,1462.0
555,Best Of 50 Cent,50 Cent,500,510,323,520,1463.0
556,Era I 2002,Era,500,510,324,520,1464.0
557,Gjeilo: Northern Lights,Phoenix Chorale,500,510,326,520,1466.0
558,PARTYNEXTDOOR TWO,PARTYNEXTDOOR,500,510,327,520,1467.0
559,kairos,NA,500,510,450,31,1467.75
560,"Runtown Hits, Vol. 1",Runtown,500,510,328,520,1468.0
561,born of god,NA,500,510,450,34,1468.5
562,Another Revolution (Timeless Worship),Chris Morgan,500,510,329,520,1469.0
563,Home Video,Lucy Dacus,500,510,330,520,1470.0
564,Future Now,Ada Ehi,500,510,331,520,1471.0
565,mafia culture,NA,500,510,450,46,1471.5
566,2 TIMES A GUY,Reggie,500,510,332,520,1472.0
567,you have done me well,NA,500,510,450,50,1472.5
568,next level,NA,500,510,450,53,1473.25
569,the life and times of 50th birthday edition,NA,500,510,450,55,1473.75
570,Thank God For The Radio,Mike Denver,500,510,334,520,1474.0
571,Shout It Loud,Sinach,500,510,335,520,1475.0
572,Annie (Original Motion Picture Soundtrack),Various Artists,500,510,336,520,1476.0
573,Mozart Piano Concertos 19\u221920\u221921\u221923,Hai-Kyung Suh,500,510,337,520,1477.0
574,you are great,NA,500,510,450,68,1477.0
575,iri,NA,500,510,450,70,1477.5
576,no bad songz,NA,500,510,450,72,1478.0
577,!,NA,500,510,450,77,1479.25
578,hymnal,NA,500,510,450,79,1479.75
579,the playmaker,NA,500,510,450,82,1480.5
580,chiomalized,NA,500,510,450,83,1480.75
581,"Sacred Mantras From India: Beautiful Indian Mantras For Peace, Prosperity, Love, Abundance, and More!",Various Artists,500,510,341,520,1481.0
582,country moods,NA,500,510,450,84,1481.0
583,warriors,NA,500,510,450,86,1481.5
584,once in a lifetime,NA,500,510,450,88,1482.0
585,FUTURE,Future,500,510,342,520,1482.0
586,faith is rising,NA,500,510,450,91,1482.75
587,mother nature,NA,500,510,450,92,1483.0
588,The Documentary,The Game,500,510,343,520,1483.0
589,colours and sounds,NA,500,510,450,95,1483.75
590,AI YoungBoy 2,YoungBoy Never Broke Again,500,510,344,520,1484.0
591,about 30,NA,500,510,450,97,1484.25
592,by special request vol. 2,NA,500,510,450,98,1484.5
593,awol,NA,500,510,450,100,1485.0
594,hopeless fountain kingdom (Deluxe),Halsey,500,510,346,520,1486.0
595,The Very Best of Celine Dion,C\u00e9line Dion,500,510,347,520,1487.0
596,Evolution,Joyner Lucas,500,510,348,520,1488.0
597,Double O Baby,Hotboii,500,510,349,520,1489.0
598,El Shaddai,Paul Wilbur,500,510,350,520,1490.0
599,The Marshall Mathers LP,Eminem,500,510,351,520,1491.0
600,Majestic (Live),Kari Jobe,500,510,352,520,1492.0
601,Nkulunkulu,Kamo Mphela,500,510,353,520,1493.0
602,24Hrs in Lagos City,Trey Wavey,500,510,354,520,1494.0
603,ye,Kanye West,500,510,355,520,1495.0
604,BADLANDS (Deluxe),Halsey,500,510,358,520,1498.0
605,Goodbye & Good Riddance II,The Abyss,500,510,360,520,1500.0
606,Rappa Ternt Sanga (Expanded Edition),T-Pain,500,510,361,520,1501.0
607,Perfect Ten,Mustard,500,510,362,520,1502.0
608,THE ORIGINALS.,Tobe Nwigwe,500,510,363,520,1503.0
609,"BTS, THE BEST",BTS,500,510,367,520,1507.0
610,Stargazing - EP,Kygo,500,510,368,520,1508.0
611,THE BOOK,YOASOBI,500,510,369,520,1509.0
612,Run The World: Season 1 (Music from the STARZ Original Series),Robert Glasper,500,510,371,520,1511.0
613,Illmatic,Nas,500,510,373,520,1513.0
614,I AM NAMI,Nami,500,510,374,520,1514.0
615,AT.LONG.LAST.A$AP,A$AP Rocky,500,510,375,520,1515.0
616,Falling into You,C\u00e9line Dion,500,510,376,520,1516.0
617,"LABRINTH, SIA & DIPLO PRESENT... LSD (feat. Sia, Diplo & Labrinth)",LSD,500,510,377,520,1517.0
618,Purple BLUE,Otis Kane,500,510,378,520,1518.0
619,Exodus,Bob Marley & The Wailers,500,510,379,520,1519.0
620,untitled unmastered.,Kendrick Lamar,500,510,381,520,1521.0
621,Gully (Original Motion Picture Soundtrack),Various Artists,500,510,382,520,1522.0
622,Care Package,Drake,500,510,384,520,1524.0
623,1989,Taylor Swift,500,510,385,520,1525.0
