rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,The Voice of the Heroes,Lil Baby,1,1,1,1,1,1,6,1.714285714
2,LV N ATTN,Lojay,2,2,2,2,2,3,5,2.571428571
3,PANDEMIC,Ruger,4,3,3,9,4,4,9,5.142857143
4,The Off-Season,J. Cole,5,5,9,7,7,16,14,9
5,Scam,G4 Boyz,3,4,4,11,5,7,30,9.142857143
6,Made In Lagos,Wizkid,8,11,11,4,32,6,8,11.42857143
7,SOUR,Olivia Rodrigo,6,17,7,14,6,8,31,12.71428571
8,Sex Over Love,Blaqbonez,10,28,44,8,22,12,22,20.85714286
9,Wild West,Central Cee,42,10,5,6,36,36,21,22.28571429
10,African Giant,Burna Boy,14,15,33,66,9,14,18,24.14285714
11,Twice As Tall,Burna Boy,29,47,61,16,13,11,13,27.14285714
12,Hopeless Romantic,Tomi Thomas,7,12,26,30,33,48,51,29.57142857
13,Justice,Justin Bieber,55,19,8,10,97,9,40,34
14,Please Excuse Me for Being Antisocial,Roddy Ricch,47,58,63,23,29,21,38,39.85714286
15,ROOTS,The Cavemen.,301,6,6,3,3,5,25,49.85714286
16,KHALED KHALED,DJ Khaled,24,25,301,12,8,28,29,61
17,Somewhere Between Beauty & Magic,Joeboy,13,8,41,28,301,34,20,63.57142857
18,Goodbye & Good Riddance (Anniversary Edition),Juice Wrld,16,70,17,29,52,40,301,75
19,Chronicles of CORIZO,Corizo,62,63,25,54,39,301,36,82.85714286
20,Exodus,DMX,60,71,27,40,44,84,301,89.57142857
21,Man Of Galilee,Judikay,9,9,301,24,12,301,89,106.4285714
22,The Human Condition,Jon Bellion,77,31,14,301,301,15,42,111.5714286
23,Zulu Man With Some Power,Nasty C,84,46,301,37,14,26,301,115.5714286
24,High Tension,Bella Shmurda,301,56,62,301,15,63,84,126
25,Rum & Boogie,Peruzzi,301,76,301,79,81,30,41,129.8571429
26,CLOUDS (THE MIXTAPE),NF,301,301,22,41,35,301,26,146.7142857
27,Scaled And Icy,Twenty One Pilots,26,18,301,301,34,49,301,147.1428571
28,Still Sleep?,Sleepy Hallow,12,35,32,301,49,301,301,147.2857143
29,Hollywood's Bleeding,Post Malone,15,14,91,21,301,301,301,149.1428571
30,Cultural Praise,KCee,20,29,43,301,54,301,301,149.8571429
31,Be Right Back,Jorja Smith,301,13,301,301,76,29,28,149.8571429
32,beerbongs & bentleys,Post Malone,301,16,55,17,74,301,301,152.1428571
33,Haitian Boy Kodak,Kodak Black,57,26,301,301,46,301,34,152.2857143
34,APOLLO,Fireboy Dml,301,48,30,43,48,301,301,153.1428571
35,Product of My Environment,Abra Cadabra,27,301,21,39,301,82,301,153.1428571
36,THE GOAT,POLO G,301,301,37,301,68,65,19,156
37,SoulFly,Rod Wave,54,30,301,301,55,301,54,156.5714286
38,PSYCHODRAMA,Dave,34,61,301,301,25,301,74,156.7142857
39,Sounds From The Other Side,Wizkid,301,65,301,19,301,77,37,157.2857143
40,East Atlanta Love Letter,6lack,22,301,301,63,72,301,52,158.8571429
41,Destined 2 Win,Lil Tjay,301,74,301,18,77,41,301,159
42,Ea$t N We$t,Dremo,56,301,23,81,301,301,56,159.8571429
43,KOD,J. Cole,301,32,301,95,84,35,301,164.1428571
44,Before the Chaos - EP,Erigga,23,301,301,70,88,301,67,164.4285714
45,When It's All Said And Done... Take Time,Giveon,53,301,301,301,59,53,91,165.5714286
46,A Better Time,DaVido,301,301,301,5,19,301,27,179.2857143
47,Big Conspiracy,J Hus,301,52,301,301,11,10,301,182.4285714
48,Outside,Burna Boy,301,301,57,301,20,17,301,185.4285714
49,JACKBOYS,JACKBOYS,301,22,301,13,301,62,301,185.8571429
50,Strings And Bling,Nasty C,301,301,301,62,21,18,301,186.4285714
51,The Search,NF,301,301,16,301,10,301,77,186.7142857
52,Old Church Basement,Elevation Worship,301,7,12,301,301,86,301,187
53,I LOVE GIRLS WITH TROBUL,Sarz,301,23,301,301,28,60,301,187.8571429
54,Mirage,Mannywellz,32,49,301,301,30,301,301,187.8571429
55,TOO LATE TOO LIT (EP),KDDO,18,301,45,301,301,301,50,188.1428571
56,Justice (Triple Chucks Deluxe),Justin Bieber,21,301,301,301,37,301,65,189.5714286
57,Let It Shine (Original Soundtrack),Various Artists,35,301,301,301,60,31,301,190
58,Ayra Starr,Ayra Starr,301,45,38,301,301,45,301,190.2857143
59,Boo of the Booless,Chike,46,301,301,301,64,301,23,191
60,Spiral: From The Book of Saw Soundtrack,21 Savage,301,36,34,72,301,301,301,192.2857143
61,Legends Never Die,Juice Wrld,30,301,97,301,301,301,16,192.4285714
62,Death Race For Love,Juice Wrld,48,301,301,301,26,301,75,193.2857143
63,WONDALAND,Teni,98,301,13,301,301,52,301,195.2857143
64,While The World Was Burning,SAINt JHN,65,301,301,301,41,301,61,195.8571429
65,Glory Sound Prep,Jon Bellion,301,79,28,301,61,301,301,196
66,17,XXXTentacion,301,301,96,59,16,301,301,196.4285714
67,Best Of Davido,DaVido,301,301,50,301,31,90,301,196.4285714
68,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,301,301,301,15,301,70,87,196.5714286
69,2014 Forest Hills Drive,J. Cole,301,67,24,83,301,301,301,196.8571429
70,Asa (Asha),A\u1e63a,301,66,301,47,301,301,72,198.4285714
71,Bad Commando,Rema,301,60,47,301,301,301,80,198.7142857
72,4:44,Jay-Z,85,301,301,57,47,301,301,199
73,Razor,Cheque,59,301,301,301,69,69,301,200.1428571
74,Different World,Alan Walker,301,91,301,301,301,13,95,200.4285714
75,Yellow,Brymo,301,53,301,301,301,64,85,200.8571429
76,I'll Say It For You,Dax,301,89,59,301,65,301,301,202.4285714
77,A Good Time,DaVido,301,301,65,71,301,301,81,203
78,Hall of Fame,POLO G,301,301,301,301,301,2,2,215.5714286
79,What Have We Done,Omah lay,301,301,20,26,301,301,301,221.5714286
80,The Palmwine Express,Show Dem Camp,28,21,301,301,301,301,301,222
81,Get Layd,Omah lay,301,20,29,301,301,301,301,222
82,"Laughter, Tears & Goosebumps",Fireboy Dml,301,301,31,22,301,301,301,222.5714286
