rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
208,PLAYBOY Live,Tory Lanez,301,301,97,97,301,301,301,242.7142857
209,Table of Context,Cautious Clay,301,301,301,301,301,98,98,243
210,T.I. VS T.I.P.,T.I.,301,301,98,98,301,301,301,243
211,12 Songs From Home,Ludovico Einaudi,301,301,301,301,301,99,99,243.2857143
212,Alagbe,Qdot,99,99,301,301,301,301,301,243.2857143
213,There Is More,Hillsong Worship,301,301,99,99,301,301,301,243.2857143
214,DAYTONA,Pusha T,301,301,100,100,301,301,301,243.5714286
215,Unforgettable,Dana Winner,100,100,301,301,301,301,301,243.5714286
216,SoundMan Vol. 1,Starboy,301,301,301,301,301,100,100,243.5714286
217,Ayo,Wizkid,301,301,301,301,23,301,301,261.2857143
218,"Forest Hills Drive: Live from Fayetteville, NC",J. Cole,301,301,301,301,27,301,301,261.8571429
219,The New Toronto 3,Tory Lanez,301,301,301,301,28,301,301,262
220,New Era,Kiss Daniel,301,301,301,301,30,301,301,262.2857143
221,Best Of Davido,DaVido,301,301,301,301,31,301,301,262.4285714
222,Black History Project (Live from London),The Spirituals,301,301,301,301,33,301,301,262.7142857
223,Love Goes,Sam Smith,301,301,301,301,36,301,301,263.1428571
224,Sweet And Short 2.0,Cassper Nyovest,301,301,301,301,40,301,301,263.7142857
225,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,301,301,301,301,43,301,301,264.1428571
226,WUNNA,Gunna,301,301,301,301,44,301,301,264.2857143
227,Jesus Is Born,Sunday Service Choir,301,301,301,301,46,301,301,264.5714286
228,Calvary,Ccioma,301,301,301,301,47,301,301,264.7142857
229,After Hours,The Weeknd,301,301,301,301,48,301,301,264.8571429
230,Nasty,Kida Kudz,301,301,301,301,50,301,301,265.1428571
231,Mr. Boombastic,Blaqbonez,301,301,301,301,52,301,301,265.4285714
232,"Laughter, Tears & Goosebumps",Fireboy Dml,301,301,301,301,54,301,301,265.7142857
233,IGOR,"Tyler, The Creator",301,301,301,301,57,301,301,266.1428571
234,Suzie's Funeral,Santi,301,301,301,301,61,301,301,266.7142857
235,The Azure Album,Lardo,301,301,301,301,62,301,301,266.8571429
236,A Week Away (Music From The Netflix Film),The Cast Of Netflix's Film A Week Away,301,301,301,301,64,301,301,267.1428571
237,El Dorado,24kgoldn,301,301,301,301,67,301,301,267.5714286
238,Kashamadupe,Kashy,301,301,301,301,69,301,301,267.8571429
239,Man On The Moon III: The Chosen,Kid Cudi,301,301,301,301,72,301,301,268.2857143
240,Alt Therapy,Emanuel,301,301,301,301,74,301,301,268.5714286
241,Gold,Commodores,301,301,301,301,75,301,301,268.7142857
242,Get Rich Or Die Tryin,50 Cent,301,301,301,301,76,301,301,268.8571429
243,The World Is Yours,Rich The Kid,301,301,301,301,77,301,301,269
244,BABY REAPER EP,YXNG K.A,301,301,301,301,79,301,301,269.2857143
245,Oso Different,MarMar Oso,301,301,301,301,80,301,301,269.4285714
246,Revenge Of The Dreamers III,Dreamville,301,301,301,301,81,301,301,269.5714286
247,Anthology,Bryan Adams,301,301,301,301,83,301,301,269.8571429
248,BLAME IT ON BABY,DaBaby,301,301,301,301,84,301,301,270
249,High Off Life,Future,301,301,301,301,85,301,301,270.1428571
250,ADHD,Joyner Lucas,301,301,301,301,86,301,301,270.2857143
251,Enjoy Your Life,Lady Donli,301,301,301,301,87,301,301,270.4285714
252,Swimming,MAC MILLER,301,301,301,301,89,301,301,270.7142857
253,Michigan Boy Boat,Lil Yachty,301,301,301,301,90,301,301,270.8571429
254,Money Can't Buy Happiness,Fredo,301,301,301,301,91,301,301,271
255,The Heist,Macklemore,301,301,301,301,92,301,301,271.1428571
256,Only Child,Sasha Sloan,301,301,301,301,93,301,301,271.2857143
257,Celia,Tiwa Savage,301,301,301,301,94,301,301,271.4285714
258,Discover Bethel Music,Bethel Music,301,301,301,301,95,301,301,271.5714286
259,THE TRENCHES,Odumodublvck,301,301,301,301,96,301,301,271.7142857
260,Introduction to Trapfro,Yung6ix,301,301,301,301,97,301,301,271.8571429
261,Stuck In Nostalgia,NO SPIRIT,301,301,301,301,98,301,301,272
262,Smooth Jazz Relax,Various Artists,301,301,301,301,99,301,301,272.1428571
