rank,album,artist,apple,audiomark,deezer,boom,RT
435,Title (Expanded Edition),Meghan Trainor,500,510,257,520,1397.0
436,Lost & Found,Jorja Smith,500,510,258,520,1398.0
437,Love Diaries of an Introvert,Tatiana Manaois,500,510,259,520,1399.0
438,Freudian,Daniel Caesar,500,510,260,520,1400.0
439,KIDS SEE GHOSTS,KIDS SEE GHOSTS,500,510,262,520,1402.0
440,Michael Jackson's This Is It,Michael Jackson,500,510,263,520,1403.0
441,Translations Through Speakers,Jon Bellion,500,510,265,520,1405.0
442,Rapture EP,Koffee,500,510,267,520,1407.0
443,\u00f7 (Deluxe),Ed Sheeran,500,510,268,520,1408.0
444,Time Served (Deluxe),Moneybagg Yo,500,510,269,520,1409.0
445,For My Friends,Jacob Banks,500,510,272,520,1412.0
446,LOGAN,Emtee,500,510,273,520,1413.0
447,Playboi Carti,Playboi Carti,500,510,276,520,1416.0
448,Revenge Is Sweet,Krept & Konan,500,510,277,520,1417.0
449,Sarkology,Sarkodie,500,510,278,520,1418.0
450,This Thing Called Life,August Alsina,500,510,279,520,1419.0
451,The Essential Collection,Don Williams,500,510,280,520,1420.0
452,Nigerian Gospel Music,Morgan,500,510,281,520,1421.0
453,Enjoy Your Life,Lady Donli,500,510,282,520,1422.0
454,Archangel,Two Steps from Hell,500,510,284,520,1424.0
455,Tribute,Yanni,500,510,285,520,1425.0
456,LIFE'S A TRIP,Trippie Redd,500,510,286,520,1426.0
457,20 Songs of Inspiration,Jim Reeves,500,510,288,520,1428.0
458,King's Disease,Nas,500,510,289,520,1429.0
459,Olu Maintain,Olu Maintain,500,510,291,520,1431.0
460,Die Lit,Playboi Carti,500,510,292,520,1432.0
461,All Of My Best Friends,Hillsong Young & Free,500,510,293,520,1433.0
462,"Life is Eazi, Vol. 2 - Lagos To London",Mr Eazi,500,510,294,520,1434.0
463,Black Habits,D Smoke,500,510,295,520,1435.0
464,Sailing Soul(s),Jhen\u00e9 Aiko,500,510,296,520,1436.0
465,Evolution,Joyner Lucas,500,510,297,520,1437.0
466,Life Up Your Voice: Hymns of Charles Wesley,Washington Choral Arts Society,500,510,298,520,1438.0
467,D'banj Essentials,D'banj,500,510,299,520,1439.0
468,The Mayor of Lagos,Mayorkun,500,510,300,520,1440.0
469,"Sincerely, Tokyo",MadeinTYO,500,510,301,520,1441.0
470,The Essential Michael Jackson,Michael Jackson,500,510,303,520,1443.0
471,From Dark to Light,NLE Choppa,500,510,304,520,1444.0
472,Thats What They All Say,Jack Harlow,500,510,305,520,1445.0
473,Bed of Stone,A\u1e63a,500,510,306,520,1446.0
474,The Essential,Era,500,510,307,520,1447.0
475,Midnight City (Remix EP),M83,500,510,308,520,1448.0
476,next chapter,Zubi,500,510,309,520,1449.0
477,Blood Bunny,chloe moriondo,500,510,310,520,1450.0
478,"#Minimansiondust, Vol. 4",Estee Nack,500,510,311,520,1451.0
479,Drip or Drown 2,Gunna,500,510,313,520,1453.0
480,Songs From The Internet: RELOADED,Piff Marti,500,510,314,520,1454.0
481,ALL-AMERIKKKAN BADA$$,Joey Bada$$,500,510,315,520,1455.0
482,Fran\u00e7ois Couperin - Antonio Vivaldi - Carl Philipp Emanuel Bach - Johann Sebastian Bach,Pierre Fournier,500,510,316,520,1456.0
483,The Essential Charley Pride,Charley Pride,500,510,317,520,1457.0
484,The Love Language,Trevor Jackson,500,510,318,520,1458.0
485,Reckless Love,Bethel Music,500,510,319,520,1459.0
486,The Chronic,Dr. Dre,500,510,321,520,1461.0
487,Never Grow Up.,Shane Eagle,500,510,323,520,1463.0
488,Relaxin' Jazz Moods,Jazz Instrumentals,500,510,324,520,1464.0
489,Lagos Nawa!,Olamide,500,510,325,520,1465.0
490,kairos,NA,500,510,450,22,1465.5
491,No Other Name,Hillsong Worship,500,510,326,520,1466.0
492,King Of Comedy Rap 2,Gmac Cash,500,510,327,520,1467.0
493,Flu Game,AJ Tracey,500,510,328,520,1468.0
494,next level,NA,500,510,450,36,1469.0
495,Smoking Mirrors,Wifisfuneral,500,510,329,520,1469.0
496,mafia culture,NA,500,510,450,37,1469.25
497,born of god,NA,500,510,450,39,1469.75
498,Timz,Bad Boy Timz,500,510,330,520,1470.0
499,the erigma ii,NA,500,510,450,43,1470.75
500,The Second Coming,Adina Howard,500,510,331,520,1471.0
501,the life and times of 50th birthday edition,NA,500,510,450,47,1471.75
502,barry back the ep,NA,500,510,450,48,1472.0
503,RED EYE,Victor AD,500,510,332,520,1472.0
504,My Brother\u2019s Keeper (Long Live G),DaBaby,500,510,333,520,1473.0
505,you have done me well,NA,500,510,450,55,1473.75
506,Blame It On Jay Z,Anoyd,500,510,334,520,1474.0
507,Wilmer,Patoranking,500,510,335,520,1475.0
508,The Best of Ten Years / 1976-1986,Kitaro,500,510,336,520,1476.0
509,kingdom now,NA,500,510,450,65,1476.25
510,hymnal,NA,500,510,450,70,1477.5
511,no bad songz,NA,500,510,450,71,1477.75
512,you are great,NA,500,510,450,72,1478.0
513,Xxiii,Zamir,500,510,338,520,1478.0
514,Communion (Deluxe),Years & Years,500,510,339,520,1479.0
515,the playmaker,NA,500,510,450,78,1479.5
516,this god is too good,NA,500,510,450,79,1479.75
517,Love Child 3,Angeloh,500,510,340,520,1480.0
518,jowo,NA,500,510,450,80,1480.0
519,c,NA,500,510,450,82,1480.5
520,!,NA,500,510,450,84,1481.0
521,Higher Place,Skip Marley,500,510,341,520,1481.0
522,country moods,NA,500,510,450,85,1481.25
523,chiomalized,NA,500,510,450,86,1481.5
524,indomitable,NA,500,510,450,87,1481.75
525,Mylo Xyloto,Coldplay,500,510,342,520,1482.0
526,warriors,NA,500,510,450,92,1483.0
527,Chemtrails Over The Country Club,Lana Del Rey,500,510,343,520,1483.0
528,once in a lifetime,NA,500,510,450,94,1483.5
529,about 30,NA,500,510,450,95,1483.75
530,Mini World,Indila,500,510,344,520,1484.0
531,best of the best,NA,500,510,450,96,1484.0
532,999,NA,500,510,450,98,1484.5
533,faith is rising,NA,500,510,450,99,1484.75
534,7 Days,Krept & Konan,500,510,345,520,1485.0
535,asha,NA,500,510,450,100,1485.0
536,Lost,Brent Faiyaz,500,510,346,520,1486.0
537,Quick Little Mixtape,Pete & Bas,500,510,347,520,1487.0
538,Nemesis X,Brand X Music,500,510,348,520,1488.0
539,508-507-2209,Joyner Lucas,500,510,350,520,1490.0
540,The Pinkprint,Nicki Minaj,500,510,351,520,1491.0
541,The Thrill Of It All (Special Edition),Sam Smith,500,510,352,520,1492.0
542,James Arthur (Deluxe),James Arthur,500,510,353,520,1493.0
543,One and Only,Sheff G,500,510,354,520,1494.0
544,Latin Jazz Suite,Lalo Schifrin,500,510,355,520,1495.0
545,Empires,Hillsong UNITED,500,510,356,520,1496.0
546,Night Visions,Imagine Dragons,500,510,358,520,1498.0
547,Hood Life Krisis Vol. 2,J.I the Prince of N.Y,500,510,359,520,1499.0
548,Palo Santo,Years & Years,500,510,360,520,1500.0
549,Real To Me,Callista Clark,500,510,361,520,1501.0
550,Big Ship,Freddie Mcgregor,500,510,362,520,1502.0
551,Honeymoon,Lana Del Rey,500,510,363,520,1503.0
552,DRINK.,Bastille,500,510,364,520,1504.0
553,Songs for the Drunk and Broken Hearted (Deluxe),Passenger,500,510,365,520,1505.0
554,A Real Good Kid,Mike Posner,500,510,366,520,1506.0
555,The Cost of Our Lives,Ignis Brothers,500,510,368,520,1508.0
556,Lyricist Lounge Volume 2,Various Artists,500,510,369,520,1509.0
557,The Very Best Of Don Williams,Don Williams,500,510,370,520,1510.0
558,Stay Shining - EP,Riky Rick,500,510,371,520,1511.0
559,Setlist Vol. 1 (Live),Travis Greene,500,510,372,520,1512.0
560,POST HUMAN: SURVIVAL HORROR,Bring Me the Horizon,500,510,373,520,1513.0
561,Skin,Flume,500,510,374,520,1514.0
562,Live in London and More ..,Donnie McClurkin,500,510,376,520,1516.0
563,"God Forgives, I Don't",Rick Ross,500,510,377,520,1517.0
564,Blessed,Flavour,500,510,378,520,1518.0
565,Bleu Vandross 3,Yung Bleu,500,510,379,520,1519.0
566,A Hundred Million Suns,Snow Patrol,500,510,380,520,1520.0
567,The Very Best of Enya (Deluxe Edition),Enya,500,510,381,520,1521.0
568,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,500,510,383,520,1523.0
569,85 to Africa,Jidenna,500,510,385,520,1525.0
570,Cusp,Ameen,500,510,386,520,1526.0
571,Thank You Lord (Live),Don Moen,500,510,387,520,1527.0
572,Seven Degrees North,King Sunny Ade,500,510,388,520,1528.0
573,THE S(EX) TAPES,FLETCHER,500,510,389,520,1529.0
