rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Made In Lagos: Deluxe Edition,Wizkid,1,2,2,2,2,2,2,1.8571428571428572
2,Euphoria,PsychoYP,5,3,3,3,3,3,3,3.2857142857142856
3,Eclipse,Troniq Music,2,5,5,5,5,5,5,4.571428571428571
4,"If I Can’t Have Love, I Want Power",Halsey,9,4,4,4,4,4,4,4.714285714285714
5,19 & Dangerous,Ayra Starr,3,6,6,6,6,6,6,5.571428571428571
6,Jackboy 2,Jackboy,7,7,7,7,7,7,7,7.0
7,Human (Deluxe),OneRepublic,11,8,8,8,8,8,8,8.428571428571429
8,We Love You Tecca 2,Lil Tecca,6,9,9,9,9,9,9,8.571428571428571
9,The Voice of the Heroes,Lil Baby,17,10,10,10,10,10,10,11.0
10,High Tension 2.0,Dangbana Republik,8,13,13,13,13,13,13,12.285714285714286
11,Water & Garri,Tiwa Savage,4,18,18,18,18,18,18,16.0
12,Happier Than Ever,Billie Eilish,30,14,14,14,14,14,14,16.285714285714285
13,All or Nothing,Rotimi,10,19,19,19,19,19,19,17.714285714285715
14,PSYCHODRAMA,Dave,33,16,16,16,16,16,16,18.428571428571427
15,Cultural Praise,KCee,60,12,12,12,12,12,12,18.857142857142858
16,THE GOAT,POLO G,35,17,17,17,17,17,17,19.571428571428573
17,We're All Alone In This Together,Dave,71,11,11,11,11,11,11,19.571428571428573
18,The Off-Season,J. Cole,22,25,25,25,25,25,25,24.571428571428573
19,Death Race For Love,Juice Wrld,12,28,28,28,28,28,28,25.714285714285715
20,Dead Rose,Corizo,72,20,20,20,20,20,20,27.428571428571427
21,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers,65,24,24,24,24,24,24,29.857142857142858
22,Legends Never Die,Juice Wrld,37,34,34,34,34,34,34,34.42857142857143
23,ROOTS,The Cavemen.,41,35,35,35,35,35,35,35.857142857142854
24,3 Th3 Album,Not3s,19,39,39,39,39,39,39,36.142857142857146
25,LV N ATTN,Lojay,15,41,41,41,41,41,41,37.285714285714285
26,CTV3: Day Tripper's Edition,Jaden,74,38,38,38,38,38,38,43.142857142857146
27,Donda,Kanye West,301,1,1,1,1,1,1,43.857142857142854
28,Trip At Knight (Complete Edition),Trippie Redd,32,46,46,46,46,46,46,44.0
29,Alari,Liya,24,48,48,48,48,48,48,44.57142857142857
30,Justice,Justin Bieber,27,49,49,49,49,49,49,45.857142857142854
31,Shopla,Jaido P,13,53,53,53,53,53,53,47.285714285714285
32,Trip At Knight,Trippie Redd,75,47,47,47,47,47,47,51.0
33,High Tension,Bella Shmurda,301,15,15,15,15,15,15,55.857142857142854
34,Goodbye & Good Riddance,Juice Wrld,14,63,63,63,63,63,63,56.0
35,What Have We Done,Omah lay,70,57,57,57,57,57,57,58.857142857142854
36,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,301,21,21,21,21,21,21,61.0
37,Hollywood's Bleeding,Post Malone,49,64,64,64,64,64,64,61.857142857142854
38,Hall of Fame,POLO G,301,22,22,22,22,22,22,61.857142857142854
39,Julie and the Phantoms: Season 1 (From the Netflix Original Series),Julie and the Phantoms Cast,301,23,23,23,23,23,23,62.714285714285715
40,DAMN.,Kendrick Lamar,301,26,26,26,26,26,26,65.28571428571429
41,Scorpion,Drake,91,62,62,62,62,62,62,66.14285714285714
42,Glory Sound Prep,Jon Bellion,301,27,27,27,27,27,27,66.14285714285714
43,Twice As Tall,Burna Boy,34,73,73,73,73,73,73,67.42857142857143
44,Faith,Pop Smoke,28,74,74,74,74,74,74,67.42857142857143
45,Rema Freestyle EP,Rema,301,29,29,29,29,29,29,67.85714285714286
46,African Giant,Burna Boy,301,30,30,30,30,30,30,68.71428571428571
47,WONDALAND,Teni,58,71,71,71,71,71,71,69.14285714285714
48,JESUS IS KING,Kanye West,301,31,31,31,31,31,31,69.57142857142857
49,Light,MohBad,301,32,32,32,32,32,32,70.42857142857143
50,Roots,NSG,301,33,33,33,33,33,33,71.28571428571429
51,Tribl I,tribl,64,75,75,75,75,75,75,73.42857142857143
52,Freedom.,Justin Bieber,301,36,36,36,36,36,36,73.85714285714286
53,SoulFly (Deluxe Version),Rod Wave,301,37,37,37,37,37,37,74.71428571428571
54,Budweiser (Remix),Various Artists,301,40,40,40,40,40,40,77.28571428571429
55,My Turn (Deluxe),Lil Baby,301,42,42,42,42,42,42,79.0
56,Evolution,Joyner Lucas,301,43,43,43,43,43,43,79.85714285714286
57,Godfather of Harlem: Season 2 (Original Series Soundtrack),Godfather of Harlem,301,44,44,44,44,44,44,80.71428571428571
58,CLOUDS (THE MIXTAPE),NF,301,45,45,45,45,45,45,81.57142857142857
59,The Human Condition,Jon Bellion,93,80,80,80,80,80,80,81.85714285714286
60,Lemonade Mouth,Lemonade Mouth,301,50,50,50,50,50,50,85.85714285714286
61,No.6 Collaborations Project,Ed Sheeran,301,51,51,51,51,51,51,86.71428571428571
62,Cloud 19,Kehlani,301,52,52,52,52,52,52,87.57142857142857
63,Just A Matter of Slime,YNW Melly,301,55,55,55,55,55,55,90.14285714285714
64,The House Is Burning,Isaiah Rashad,301,56,56,56,56,56,56,91.0
65,Too Faithful,Moses Bliss,301,58,58,58,58,58,58,92.71428571428571
66,A Week Away (Music From The Netflix Film),The Cast Of Netflix's Film A Week Away,301,59,59,59,59,59,59,93.57142857142857
67,Outside,Burna Boy,57,100,100,100,100,100,100,93.85714285714286
68,Chrome,Zinoleesky,301,60,60,60,60,60,60,94.42857142857143
69,More Life,Drake,301,61,61,61,61,61,61,95.28571428571429
70,I LOVE GIRLS WITH TROBUL,Sarz,301,65,65,65,65,65,65,98.71428571428571
71,Melly vs. Melvin,YNW Melly,301,66,66,66,66,66,66,99.57142857142857
72,Meet The Woo 2,Pop Smoke,301,67,67,67,67,67,67,100.42857142857143
73,Distant Relatives,Damian Marley,301,68,68,68,68,68,68,101.28571428571429
74,Don Moen Collection,Don Moen,301,69,69,69,69,69,69,102.14285714285714
75,Meet The Woo 2 (Deluxe),Pop Smoke,301,70,70,70,70,70,70,103.0
76,Man Of Galilee,Judikay,301,72,72,72,72,72,72,104.71428571428571
77,"Spontaneous Praise, Vol. 1",Laolu Gbenjo,301,76,76,76,76,76,76,108.14285714285714
78,Grass 2 Grace,2Face Idibia,301,77,77,77,77,77,77,109.0
79,808s & Heartbreak,Kanye West,301,78,78,78,78,78,78,109.85714285714286
80,Purpose (Deluxe),Justin Bieber,301,79,79,79,79,79,79,110.71428571428571
81,Future Now,Ada Ehi,301,81,81,81,81,81,81,112.42857142857143
82,Mylo Xyloto,Coldplay,301,82,82,82,82,82,82,113.28571428571429
83,By the Holyghost,Samsong,301,83,83,83,83,83,83,114.14285714285714
84,Virgo Moon,Lil Tecca,301,84,84,84,84,84,84,115.0
85,Underneath The Stars,Kate Rusby,301,85,85,85,85,85,85,115.85714285714286
86,It's Dark And Hell Is Hot,DMX,301,86,86,86,86,86,86,116.71428571428571
87,Hitler Wears Hermes 8: Sincerely Adolf,Westside Gunn,301,87,87,87,87,87,87,117.57142857142857
88,Birdy (Deluxe Version),Birdy,301,88,88,88,88,88,88,118.42857142857143
89,Nursery Rhymes by Cocomelon,Cocomelon,301,89,89,89,89,89,89,119.28571428571429
90,Invasion of Privacy,Cardi B,301,90,90,90,90,90,90,120.14285714285714
91,It's 4 am. You're sleeping. I'm Crying.,LUUV.,301,91,91,91,91,91,91,121.0
92,Love Is Contagious,WurlD,301,92,92,92,92,92,92,121.85714285714286
93,Warna,Joey Alexander,301,93,93,93,93,93,93,122.71428571428571
94,Shoot For The Stars Aim For The Moon,Pop Smoke,301,94,94,94,94,94,94,123.57142857142857
95,Most Underrated,Diego Tinny,301,95,95,95,95,95,95,124.42857142857143
96,BTR,Big Time Rush,301,96,96,96,96,96,96,125.28571428571429
97,Rhythm & Soul,Pryme,301,97,97,97,97,97,97,126.14285714285714
98,Unlimited - Verse 1,Frank Edwards,301,98,98,98,98,98,98,127.0
99,Perception,NF,301,99,99,99,99,99,99,127.85714285714286
100,SOUR,Olivia Rodrigo,16,301,301,301,301,301,301,260.2857142857143
101,Get Layd,Omah lay,18,301,301,301,301,301,301,260.57142857142856
102,Ayo,Wizkid,20,301,301,301,301,301,301,260.85714285714283
103,KOD,J. Cole,21,301,301,301,301,301,301,261.0
104,Oil + Water,Travis Greene,23,301,301,301,301,301,301,261.2857142857143
105,PANDEMIC,Ruger,25,301,301,301,301,301,301,261.57142857142856
106,Sex Over Love,Blaqbonez,26,301,301,301,301,301,301,261.7142857142857
107,See You Next Wednesday,Belly,29,301,301,301,301,301,301,262.14285714285717
108,Sorry I Delayed,Shally Baamshal,31,301,301,301,301,301,301,262.42857142857144
109,APOLLO,Fireboy Dml,36,301,301,301,301,301,301,263.14285714285717
110,"Huncho Jack, Jack Huncho",Huncho Jack,38,301,301,301,301,301,301,263.42857142857144
111,Sounds From The Other Side,Wizkid,39,301,301,301,301,301,301,263.57142857142856
112,A Better Time,DaVido,40,301,301,301,301,301,301,263.7142857142857
113,Superstar,Wizkid,42,301,301,301,301,301,301,264.0
114,High Off Life,Future,43,301,301,301,301,301,301,264.14285714285717
115,Bad Boy Blaq,Blaqbonez,44,301,301,301,301,301,301,264.2857142857143
116,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,45,301,301,301,301,301,301,264.42857142857144
117,"Jagz Nation, Vol.1: Thy Nation Come",Jesse Jagz,46,301,301,301,301,301,301,264.57142857142856
118,No Pressure,Sarkodie,47,301,301,301,301,301,301,264.7142857142857
119,JACKBOYS,JACKBOYS,48,301,301,301,301,301,301,264.85714285714283
120,Culture III (Deluxe),Migos,50,301,301,301,301,301,301,265.14285714285717
121,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,51,301,301,301,301,301,301,265.2857142857143
122,I'll Say It For You,Dax,52,301,301,301,301,301,301,265.42857142857144
123,Saturn,Victony,53,301,301,301,301,301,301,265.57142857142856
124,Carpe Diem,Olamide,54,301,301,301,301,301,301,265.7142857142857
125,Future & Juice WRLD Present... WRLD ON DRUGS,Future,55,301,301,301,301,301,301,265.85714285714283
126,beerbongs & bentleys,Post Malone,56,301,301,301,301,301,301,266.0
127,Justice (Triple Chucks Deluxe),Justin Bieber,59,301,301,301,301,301,301,266.42857142857144
128,Country Boy,DaBlixx Osha,61,301,301,301,301,301,301,266.7142857142857
129,Surface Sounds,KALEO,62,301,301,301,301,301,301,266.85714285714283
130,Nothing To Prove,Victor AD,63,301,301,301,301,301,301,267.0
