rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,CALL ME IF YOU GET LOST,"Tyler, The Creator",2,4,6,9,4,5,31,8.714285714
2,PANDEMIC,Ruger,5,10,5,13,8,15,8,9.142857143
3,Made In Lagos,Wizkid,10,18,8,8,23,3,7,11
4,Hall of Fame,POLO G,7,6,28,11,3,6,29,12.85714286
5,The Voice of the Heroes,Lil Baby,6,11,10,4,21,13,27,13.14285714
6,Planet Her,Doja Cat,1,56,2,3,12,11,9,13.42857143
7,YS Collection Vol. 1,Logic,4,5,7,6,5,50,77,22
8,Culture III,Migos,21,12,9,19,37,55,17,24.28571429
9,Justice,Justin Bieber,35,17,15,59,12,24,10,24.57142857
10,The Off-Season,J. Cole,49,9,11,18,38,14,48,26.71428571
11,A True Champion,Rexxie,301,8,1,1,1,1,1,44.85714286
12,UY Scuti,Olamide,3,301,2,2,2,4,3,45.28571429
13,Planet Her (Deluxe),Doja Cat,301,3,4,3,6,7,11,47.85714286
14,LV N ATTN,Lojay,8,36,12,10,301,2,16,55
15,Twice As Tall,Burna Boy,19,21,18,7,301,11,25,57.42857143
16,Somewhere Between Beauty & Magic,Joeboy,17,39,16,301,14,26,13,60.85714286
17,Sex Over Love,Blaqbonez,12,301,14,25,39,10,28,61.28571429
18,ROOTS,The Cavemen.,54,301,25,21,7,8,33,64.14285714
19,Death Race For Love,Juice Wrld,301,13,34,64,19,33,52,73.71428571
20,KHALED KHALED,DJ Khaled,50,26,13,96,301,23,15,74.85714286
21,The Human Condition,Jon Bellion,15,14,23,301,70,32,83,76.85714286
22,Back of My Mind,H.E.R.,57,27,26,301,93,21,49,82
23,Wild West,Central Cee,18,54,21,15,9,301,301,102.7142857
24,JORDI (Deluxe),Maroon 5,22,45,56,5,20,301,301,107.1428571
25,Zulu Man With Some Power,Nasty C,20,20,22,78,301,29,301,110.1428571
26,Jubilee: Juneteenth Edition,Maverick City Music,11,301,17,301,36,53,76,113.5714286
27,Old Church Basement,Elevation Worship,301,30,29,301,13,61,73,115.4285714
28,Hollywood's Bleeding,Post Malone,93,67,36,301,18,16,301,118.8571429
29,APOLLO,Fireboy Dml,42,22,69,63,42,301,301,120
30,Chronicles of CORIZO,Corizo,301,51,41,26,301,56,66,120.2857143
31,SOUR,Olivia Rodrigo,60,52,57,54,301,301,38,123.2857143
32,Big Conspiracy,J Hus,84,40,66,301,45,76,301,130.4285714
33,Scam,G4 Boyz,301,28,301,16,301,22,20,141.2857143
34,High Tension,Bella Shmurda,28,42,24,301,301,301,23,145.7142857
35,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,301,34,301,20,31,301,55,149
36,African Giant,Burna Boy,95,301,35,301,301,12,9,150.5714286
37,Legends Never Die,Juice Wrld,301,15,70,29,301,301,54,153
38,The Search,NF,25,68,301,33,43,301,301,153.1428571
39,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,40,49,301,27,301,66,301,155
40,"Laughter, Tears & Goosebumps",Fireboy Dml,48,89,27,301,34,301,301,157.2857143
41,Goodbye & Good Riddance (Anniversary Edition),Juice Wrld,31,301,301,56,100,301,19,158.4285714
42,The Palmwine Express,Show Dem Camp,301,53,301,74,58,301,24,158.8571429
43,THE GOAT,POLO G,301,82,301,68,301,42,18,159
44,Free Spirit,Khalid,39,301,301,38,46,301,96,160.2857143
45,Outside,Burna Boy,71,74,52,301,301,301,26,160.8571429
46,Strings And Bling,Nasty C,301,33,77,35,79,301,301,161
47,Best Of Davido,DaVido,83,77,46,24,301,301,301,161.8571429
48,Hopeless Romantic,Tomi Thomas,59,301,58,55,301,94,301,167
49,Beautiful Thugger Girls,Young Thug,79,301,80,81,301,34,301,168.1428571
50,Sin City The Mixtape,Ski Mask the Slump God,9,7,301,57,301,301,301,182.4285714
51,Culture III (Deluxe),Migos,47,301,301,14,301,20,301,183.5714286
52,American Teen,Khalid,14,301,301,301,26,301,51,185
53,Before the Chaos,Erigga,301,25,301,17,301,57,301,186.1428571
54,Boo of the Booless,Chike,301,43,301,301,33,44,301,189.1428571
55,WONDALAND,Teni,301,58,301,53,301,301,14,189.8571429
56,My Turn (Deluxe),Lil Baby,62,301,37,301,27,301,301,190
57,DAMN.,Kendrick Lamar,301,301,301,43,41,301,50,191.1428571
58,Tungsten,Healy,45,38,301,51,301,301,301,191.1428571
59,Product of My Environment,Abra Cadabra,301,85,301,301,22,27,301,191.1428571
60,Ghetto Lenny's Love Songs,SAINt JHN,301,301,301,301,10,69,56,191.2857143
61,For Broken Ears,Tems,38,301,301,301,301,28,70,191.4285714
62,Dangerous Levels of Introspection,Jp Saxe,301,47,20,301,301,301,74,192.1428571
63,Eyan Mayweather,Olamide,55,301,53,301,301,301,35,192.4285714
64,The Definition,Jon Bellion,301,23,301,40,301,301,88,193.5714286
65,The Erigma II,Erigga,43,19,301,301,301,301,99,195
66,beerbongs & bentleys,Post Malone,26,301,59,301,301,78,301,195.2857143
67,Greatest Hits,Westlife,301,301,30,87,56,301,301,196.7142857
68,SoulFly,Rod Wave,63,301,63,301,301,301,47,196.7142857
69,F*CK LOVE (SAVAGE),The Kid Laroi,301,301,65,301,72,63,301,200.5714286
70,Heavy Is The Head,Stormzy,96,90,19,301,301,301,301,201.2857143
71,Destined 2 Win,Lil Tjay,301,301,301,48,301,95,64,201.5714286
72,Collection One,SAINt JHN,301,88,301,301,73,70,301,205
73,The Life Of Pablo,Kanye West,301,78,301,80,301,301,82,206.2857143
74,When The Lights Go Off,Layzee Ella,16,29,301,301,301,301,301,221.4285714
75,Man Of Galilee,Judikay,301,16,301,301,30,301,301,221.5714286
76,A Better Time,DaVido,301,301,31,301,15,301,301,221.5714286
77,God's Favourite Baby,Limoblaze,301,301,301,301,301,52,2,222.7142857
78,Masta Groove,Masterkraft,301,301,301,301,301,51,6,223.1428571
79,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,301,35,301,23,301,301,301,223.2857143
80,Don Moen Collection,Don Moen,301,301,301,41,17,301,301,223.2857143
81,PSYCHODRAMA,Dave,301,301,301,37,301,301,22,223.4285714
82,KOD,J. Cole,301,301,301,301,32,301,34,224.4285714
83,25,Adele,301,301,301,301,301,65,4,224.8571429
84,Same Earth Different Worlds,Omar Sterling,27,50,301,301,301,301,301,226
85,The Voice (Deluxe),Lil Durk,24,301,301,301,301,301,57,226.5714286
86,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,58,24,301,301,301,301,301,226.7142857
87,Off the Yak,Young M.A,23,301,60,301,301,301,301,226.8571429
88,The Highlights,The Weeknd,301,301,301,301,301,25,63,227.5714286
89,Justice (Triple Chucks Deluxe),Justin Bieber,34,301,301,301,301,301,58,228.1428571
90,Send Them To Coventry,Pa Salieu,301,61,301,301,301,301,32,228.2857143
