rank,album,artist,apple,audiomark,deezer,boom,RT
144,Free Spirit,Khalid,154,510,139,520,933.0
145,beerbongs & bentleys,Post Malone,138,510,156,520,934.0
146,Lucid,Aṣa,245,510,50,520,935.0
147,When It's All Said And Done... Take Time,GIVĒON,75,510,222,520,937.0
148,Back of My Mind,H.E.R.,112,510,186,520,938.0
149,Championships,Meek Mill,198,510,105,520,943.0
150,All My Demons Greeting Me As A Friend (Deluxe),AURORA,143,510,163,520,946.0
151,Beautiful Thugger Girls,Young Thug,72,510,240,520,952.0
152,Positions (Deluxe),Ariana Grande,186,510,130,520,956.0
153,USEE4YOURSELF,IDK,213,169,450,520,962.0
154,The House Is Burning,Isaiah Rashad,181,510,142,520,963.0
155,W I L D,EP - Lady Donli,180,510,144,520,964.0
156,Pluto x Baby Pluto,Future & Lil Uzi Vert,500,83,251,520,964.0
157,Dark Lane Demo Tapes,Drake,110,510,214,520,964.0
158,Itheep,Moelogo,179,510,145,520,964.0
159,Ayra Starr,EP - Ayra Starr,99,510,227,520,966.0
160,Thank You For Believing (The Manifestation),Toosii,182,510,146,520,968.0
161,SOUR,Olivia Rodrigo,41,510,289,520,970.0
162,Bobby Tarantino III,Logic,191,510,140,520,971.0
163,New Era,Kiss Daniel,500,36,308,520,974.0
164,Future Hndrxx Presents: The WIZRD,Future,216,184,450,520,980.0
165,Meet The Woo,Pop Smoke,185,510,264,97,983.25
166,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,500,145,209,520,984.0
167,Graduation,Kanye West,184,510,162,520,986.0
168,Take Care (Deluxe),Drake,193,510,155,520,988.0
169,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,237,510,112,520,989.0
170,HOFFA,Dave East & Harry Fraud,201,510,149,520,990.0
171,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,240,510,110,520,990.0
172,The Search,NF,239,510,117,520,996.0
173,Twelve A.M,Crayon,500,42,450,25,998.25
174,Three,Patoranking,500,53,450,28,1010.0
175,Hoodie SZN,A Boogie Wit Da Hoodie,500,59,321,520,1010.0
176,Project Baby 2: All Grown Up (Deluxe Edition),Kodak Black,234,197,450,520,1011.0
177,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route Empire,202,510,170,520,1012.0
178,Saturn,EP - Victony,223,510,153,520,1016.0
179,Love Goes,Sam Smith,108,510,268,520,1016.0
180,Duke Hefner,Lil Duke & Young Stoner Life,229,510,148,520,1017.0
181,Omo Charlie Champagne Vol1,Simi,500,55,450,52,1018.0
182,Yellow,Brymo,100,510,282,520,1022.0
183,The Cross: My Gaze,Mercy Chinwo,500,56,450,83,1026.75
184,This Is Acting (Deluxe Version),Sia,158,510,229,520,1027.0
185,Ayo,Wizkid,59,510,450,58,1033.5
186,i am > i was (Deluxe),21 Savage,165,510,233,520,1038.0
187,Bittersweet,Aramide,500,156,252,520,1038.0
188,Deal with It,Phyno,500,74,450,63,1039.75
189,Alagbe,Qdot,500,86,450,16,1040.0
190,Whole Lotta Red,Playboi Carti,210,510,192,520,1042.0
191,LOL (Lord of Lamba),Naira Marley,500,79,450,54,1042.5
192,CALL ME IF YOU GET LOST,"Tyler, The Creator",113,510,291,520,1044.0
193,Drip or Drown 2,Gunna,500,181,234,520,1045.0
194,fever,Megan Thee Stallion,500,194,224,520,1048.0
195,HNDRXX,Future,207,510,201,520,1048.0
196,Maverick City Vol. 3 Part 1,Maverick City Music,232,510,181,520,1053.0
197,Something Else,Mr Eazi,500,80,450,95,1053.75
198,Differences,B Young,225,510,197,520,1062.0
199,In The Dark,Mizzle,168,510,257,520,1065.0
200,The Prodigal,Mr. P,500,102,450,61,1067.25
201,The Prince I Became (Deluxe Version),Ric Hassani,500,99,345,520,1074.0
202,Bigger Than Life Or Death,EST Gee,144,510,296,520,1080.0
203,FATHER OF 4,Offset,169,510,271,520,1080.0
204,The Spirit of Light,Tope Alabi & Ty Bello,209,510,344,82,1083.5
205,Yes and Amen,Tope Alabi,124,510,450,31,1091.75
206,Rema Compilation,Rema,500,12,450,520,1092.0
207,Tha Carter V (Deluxe),Lil Wayne,190,510,263,520,1093.0
208,B4 The Storm,Internet Money,203,510,250,520,1093.0
209,Ecstasy,Lil Kesh,500,139,450,30,1096.5
210,No Bad Songz,Kizz Daniel,500,510,71,75,1099.75
211,Chrome Eccentric Ep,Zinoleesky,500,22,450,520,1102.0
212,The Of,eason - J. Cole,14,510,450,520,1104.0
213,Welcome To The Madhouse (Deluxe),Tones And I,250,510,219,520,1109.0
214,Wins & Losses,Meek Mill,161,510,309,520,1110.0
215,The Golden Boy,KiDi,500,31,450,520,1111.0
216,Seed,Gyakie,500,137,450,100,1112.0
217,TOP PRIZE,ALKALINE,500,38,450,520,1118.0
218,Starboy,The Weeknd,156,510,326,520,1122.0
219,!,Trippie Redd,500,154,450,78,1123.5
220,Afro Series,Terri,500,204,290,520,1124.0
221,Shottaz 4Eva,MO3,500,45,450,520,1125.0
222,Bad Commando,Rema,500,46,450,520,1126.0
223,Culture,Migos,500,52,450,520,1132.0
224,Soundgod Fest Vol.1,Runtown,500,54,450,520,1134.0
225,Heart Break Kodak (HBK),Kodak Black,500,199,305,520,1134.0
226,TattleTales,6ix9ine,500,58,450,520,1138.0
227,Billionaire,Teni,500,60,450,520,1140.0
228,My Beautiful Dark Twisted Fantasy,Kanye West,224,510,277,520,1141.0
229,Hakuna Matata,Dotman,500,61,450,520,1141.0
230,TIME,Yaw Tog,500,62,450,520,1142.0
231,Lil Durk Presents: Loyal Bros,Only The Family,500,70,450,520,1150.0
232,ANTI,Rihanna,217,510,295,520,1152.0
233,Ghetto Lenny's Love Songs,SAINt JHN,62,510,450,520,1152.0
234,Feed tha Streets,Roddy Ricch,171,510,450,93,1154.25
235,Know You,Ladipoe,500,75,450,520,1155.0
236,Chulo Vibes,Timaya,500,76,450,520,1156.0
237,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,500,77,450,520,1157.0
238,Realms,Wande Coal,500,81,450,520,1161.0
239,Trap Symphony EP,Roddy Ricch,500,82,450,520,1162.0
240,Platinum Heart (Deluxe),Toosii,73,510,450,520,1163.0
241,SoundGod Fest Reloaded,Runtown,500,84,450,520,1164.0
242,Send Them To Coventry,Pa Salieu,249,510,276,520,1165.0
243,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again,500,87,450,520,1167.0
244,Stony Hill,"Damian ""Jr. Gong"" Marley",241,510,288,520,1169.0
245,"Spontaneous Praise, Vol. 1",Laolu Gbenjo,212,510,317,520,1169.0
246,Levon James,King Von,500,91,450,520,1171.0
247,Zero Your Mind,EP - Dagizah,82,510,450,520,1172.0
248,Good News,Megan Thee Stallion,500,92,450,520,1172.0
249,Rema Freestyle EP,Rema,500,94,450,520,1174.0
250,IT’S REMBLE,Remble,500,95,450,520,1175.0
251,Viral Infection 1.0,Ayanfe Viral,500,96,450,520,1176.0
252,Too Faithful,Moses Bliss,211,510,450,23,1176.75
253,PINK PLANET,Pink Sweat$,500,97,450,520,1177.0
254,Jubilee: Juneteenth Edition,Maverick City Music,87,510,450,520,1177.0
255,S.C.A.M,G4 Boyz,500,98,450,520,1178.0
256,The Off-Season,J. Cole,500,510,38,520,1178.0
257,Off The Record,Reekado Banks,500,100,450,520,1180.0
258,Feed Tha Streets ll,Roddy Ricch,91,510,450,520,1181.0
259,ZaZa Vibes,L.A.X,500,101,450,520,1181.0
260,On God II,Big Yavo,500,103,450,520,1183.0
261,L.O.V.E. (Deluxe),Luh Kel,500,104,450,520,1184.0
262,Space Jam: A New Legacy (Original Motion Picture Soundtrack),Various Artists,500,510,45,520,1185.0
263,Mixed Emotions,Luh Kel,500,105,450,520,1185.0
264,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,500,108,450,520,1188.0
265,CLOUDS (THE MIXTAPE),NF,500,510,48,520,1188.0
266,Nicotine,Trevor Daniel,500,110,450,520,1190.0
267,The Beauty of Becoming,Rotimi,500,111,450,520,1191.0
268,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,500,112,450,520,1192.0
269,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",500,113,450,520,1193.0
270,The Backend Child,NoCap,500,114,450,520,1194.0
271,Mirage,Mannywellz,194,510,361,520,1195.0
272,PTSD,G Herbo,500,115,450,520,1195.0
273,KOD,J. Cole,500,510,55,520,1195.0
274,A Gangsta's Pain,Moneybagg Yo,106,510,450,520,1196.0
275,My Letter To You Riddim,Various Artists,500,116,450,520,1196.0
276,Greatest Lord,SINACH,500,117,450,520,1197.0
277,The Greatest Showman (Original Motion Picture Soundtrack),"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",107,510,450,520,1197.0
278,4:00 am,BJ The Chicago Kid,500,118,450,520,1198.0
279,Fuji the Sound,EP - K1 De Ultimate,230,510,450,40,1200.0
280,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",500,121,450,520,1201.0
281,Homesick,Trevor Daniel,500,122,450,520,1202.0
