rank,album,artist,apple,audiomark,deezer,boom,RT
429,Kedu America,Chief Stephen Osita Osadebe,226,510,450,520,1316.0
430,Nasty,Kida Kudz,500,510,176,520,1316.0
431,Drip Season 3 (Deluxe),Gunna,227,510,450,520,1317.0
432,Gold-Diggers Sound,Leon Bridges,500,510,178,520,1318.0
433,Lukas Graham,Lukas Graham,500,510,180,520,1320.0
434,Duke Hefner,Lil Duke & Young Stoner Life,231,510,450,520,1321.0
435,The Best of 2Pac,2Pac,500,510,182,520,1322.0
436,Care Package,Drake,500,510,184,520,1324.0
437,Adolescence,Unknown T,234,510,450,520,1324.0
438,Seven Degrees North,King Sunny Ade,500,510,185,520,1325.0
439,F.N,Lil Tjay,500,510,186,520,1326.0
440,Mansa,MHD,236,510,450,520,1326.0
441,If You're Reading This It's Too Late,Drake,500,510,187,520,1327.0
442,Chrome,EP - Zinoleesky,237,510,450,520,1327.0
443,Fuck The World,Brent Faiyaz,500,510,188,520,1328.0
444,Project Baby 2: All Grown Up (Deluxe),Kodak Black,238,510,450,520,1328.0
445,Under Twenty Five,ENNY,500,510,189,520,1329.0
446,Revenge Of The Dreamers III,Dreamville,500,510,190,520,1330.0
447,DS2 (Deluxe),Future,241,510,450,520,1331.0
448,Jiggy Pack Vol.1,Kida Kudz,500,510,192,520,1332.0
449,In the Lonely Hour (Drowning Shadows Videos Edition),Sam Smith,243,510,450,520,1333.0
450,Compton,Dr. Dre,500,510,193,520,1333.0
451,Gold,Adekunle Gold,244,510,450,520,1334.0
452,Get Rich Or Die Tryin',50 Cent,500,510,195,520,1335.0
453,Love Songs 4 the Streets 2,Lil Durk,245,510,450,520,1335.0
454,Midnight Vibes,Lojay,500,510,196,520,1336.0
455,"Spontaneous Praise, Vol. 1",Laolu Gbenjo,246,510,450,520,1336.0
456,The Chief,Jidenna,500,510,197,520,1337.0
457,Thats What They All Say,Jack Harlow,500,510,198,520,1338.0
458,Chosen,M\u00e5neskin,500,510,199,520,1339.0
459,monsters,Tom Odell,500,510,200,520,1340.0
460,Come Home,CalledOut Music,500,510,202,520,1342.0
461,Whole Lotta Red,Playboi Carti,500,510,203,520,1343.0
462,Deity,Marizu,500,510,204,520,1344.0
463,Made In The Pyrex (Bonus Track),Digga D,500,510,205,520,1345.0
464,El Dorado,24kgoldn,500,510,206,520,1346.0
465,The Saga of Wiz Khalifa (Deluxe),Wiz Khalifa,500,510,207,520,1347.0
466,Afrobeats Rap and Jesus,Limoblaze,500,510,208,520,1348.0
467,Greatest Hits,Westlife,500,510,209,520,1349.0
468,Windy City Bronx,Lil Tjay,500,510,211,520,1351.0
469,God's Favourite Baby,Limoblaze,500,510,212,520,1352.0
470,next chapter,Zubi,500,510,213,520,1353.0
471,3 (The Purple Album),Lukas Graham,500,510,214,520,1354.0
472,COSMIC,Bazzi,500,510,215,520,1355.0
473,What A Time To Be Alive,Drake,500,510,216,520,1356.0
474,Sample Ekwe,Original Stereoman,500,510,220,520,1360.0
475,TAKE TIME,Giveon,500,510,222,520,1362.0
476,Best Of Davido,DaVido,500,510,223,520,1363.0
477,Songs 4 Worship 50,Various Artists,500,510,228,520,1368.0
478,Doggystyle,Snoop Dogg,500,510,232,520,1372.0
479,AI YoungBoy 2,YoungBoy Never Broke Again,500,510,233,520,1373.0
480,City Hunter (Original Television Soundtrack),Various Artists,500,510,234,520,1374.0
481,Shea Butter Baby,Ari Lennox,500,510,236,520,1376.0
482,Give Me Something,Seafret,500,510,237,520,1377.0
483,Victory Lap,Nipsey Hussle,500,510,239,520,1379.0
484,Legacy - The Greatest Hits Collection,Boyz II Men,500,510,240,520,1380.0
485,Morning Dew,1spirit & Theophilus Sunday,500,510,242,520,1382.0
486,Humble Gardens: Reloaded,Supa Dupa Humble,500,510,244,520,1384.0
487,Akatsuki (Drill Tape),Genjutsu Beats,500,510,246,520,1386.0
488,rare.,Odunsi (The Engine),500,510,248,520,1388.0
489,Mare,Christian L\u00f6ffler,500,510,249,520,1389.0
490,Best of P-Square,P-Square,500,510,251,520,1391.0
491,Kamikaze,Eminem,500,510,252,520,1392.0
492,Palmwine Music 2,Show Dem Camp,500,510,253,520,1393.0
493,Best Of,Lucky Dube,500,510,254,520,1394.0
494,CALM,5 Seconds Of Summer,500,510,255,520,1395.0
495,Mood Swings,Pop Smoke,500,510,256,520,1396.0
496,"The Best of Franco, Vol. 2 (Dix ans apr\u00e8s sa mort)",Franco & le T.P OK Jazz,500,510,257,520,1397.0
497,Sob Rock,John Mayer,500,510,259,520,1399.0
498,Fetty Wap (Deluxe),Fetty Wap,500,510,260,520,1400.0
499,Labalaba & Ore Niwon,King Dr. Saheed Osupa,500,510,262,520,1402.0
500,Revival,Eminem,500,510,263,520,1403.0
501,M.M.M,Pasuma,500,510,265,520,1405.0
502,Lucid,A\u1e63a,500,510,266,520,1406.0
503,Back On My Baby Jesus $hit,Da baby,500,510,267,520,1407.0
504,All Of My Best Friends,Hillsong Young & Free,500,510,268,520,1408.0
505,There Is More,Hillsong Worship,500,510,269,520,1409.0
506,Afrobeats Best of 2015,Various Artistes,500,510,270,520,1410.0
507,Double Tap Diaries,Digga D,500,510,273,520,1413.0
508,It's Dark And Hell Is Hot,DMX,500,510,277,520,1417.0
509,KIDS SEE GHOSTS,KIDS SEE GHOSTS,500,510,279,520,1419.0
510,Ypszn,PsychoYP,500,510,280,520,1420.0
511,ADHD,Joyner Lucas,500,510,281,520,1421.0
512,Feed Tha Streets II,Roddy Ricch,500,510,282,520,1422.0
513,L.O.D.,Desiigner,500,510,286,520,1426.0
514,Make E No Cause Fight 2,Ajebutter22,500,510,287,520,1427.0
515,Fallen Angel,Taleban Dooda,500,510,289,520,1429.0
516,Saturn,Victony,500,510,291,520,1431.0
517,My Struggle,Unfoonk,500,510,293,520,1433.0
518,GEMINI,Tay Iwar,500,510,294,520,1434.0
519,Culture II,Migos,500,510,295,520,1435.0
520,Scary Hours 2,Drake,500,510,297,520,1437.0
521,The Click,AJR,500,510,298,520,1438.0
522,Nigeria the New Era,K1 De Ultimate,500,510,300,520,1440.0
523,A Love Letter To You 3,Trippie Redd,500,510,302,520,1442.0
524,Friday Night Lights,J. Cole,500,510,304,520,1444.0
525,TESTING,A$AP Rocky,500,510,305,520,1445.0
526,24K Magic,Bruno Mars,500,510,306,520,1446.0
527,Curtain Call: The Hits,Eminem,500,510,308,520,1448.0
528,Purpose,Justin Bieber,500,510,309,520,1449.0
529,Cabin Fever,Wiz Khalifa,500,510,310,520,1450.0
530,Victory,Solomon Lange,500,510,312,520,1452.0
531,Bed of Stone,A\u1e63a,500,510,314,520,1454.0
532,Fallin',StaySolidRocky,500,510,315,520,1455.0
533,Sanctus: Himmlische Klassik / Heavenly Classics,Andrew Parrott,500,510,317,520,1457.0
534,Sin City The Mixtape,Ski Mask the Slump God,500,510,318,520,1458.0
535,The Lost Boy,Cordae,500,510,319,520,1459.0
536,NLE Choppa,NLE Choppa,500,510,320,520,1460.0
537,Sumr Tape,Isaac Wheadon,500,510,321,520,1461.0
538,Light & Gold,Eric Whitacre,500,510,322,520,1462.0
539,"Trap Beats Nation, Vol.1",Beats De Rap,500,510,323,520,1463.0
540,Baroque Treasures,Various Artists,500,510,324,520,1464.0
541,too faithful,NA,500,510,450,22,1465.5
542,Grand Champ,DMX,500,510,326,520,1466.0
543,Rhythm And Blues,Christian Padovan,500,510,327,520,1467.0
544,Enjoy Your Life,Lady Donli,500,510,328,520,1468.0
545,kairos,NA,500,510,450,34,1468.5
546,born of god,NA,500,510,450,36,1469.0
547,QUARANTINE PACK,Meek Mill,500,510,329,520,1469.0
548,the harvest,NA,500,510,450,43,1470.75
549,you have done me well,NA,500,510,450,44,1471.0
550,barry back,NA,500,510,450,48,1472.0
551,Chronicles of CORIZO,Corizo,500,510,332,520,1472.0
552,the life and times of 50th birthday edition,NA,500,510,450,52,1473.0
553,mafia culture,NA,500,510,450,59,1474.75
554,kingdom now,NA,500,510,450,60,1475.0
555,Sweetener,Ariana Grande,500,510,335,520,1475.0
556,Complete Nwamamaiwota,Rev. Patty Obassey,500,510,336,520,1476.0
557,"Music, Trial & Trauma: A Drill Story",Loski,500,510,337,520,1477.0
558,you are great,NA,500,510,450,68,1477.0
559,this god is too good,NA,500,510,450,69,1477.25
560,no bad songz,NA,500,510,450,71,1477.75
561,,NA,500,510,450,72,1478.0
562,If You Wait (Deluxe Version),London Grammar,500,510,338,520,1478.0
563,country moods,NA,500,510,450,77,1479.25
564,The 20/20 Experience - 2 of 2 (Deluxe),Justin Timberlake,500,510,340,520,1480.0
565,hymnal,NA,500,510,450,81,1480.25
566,next level,NA,500,510,450,82,1480.5
567,chiomalized,NA,500,510,450,83,1480.75
568,Flu Game,AJ Tracey,500,510,341,520,1481.0
569,about 30,NA,500,510,450,88,1482.0
570,Professional Rapper,Lil Dicky,500,510,342,520,1482.0
571,by special request vol. 2,NA,500,510,450,89,1482.25
572,Take Not3s II,Not3s,500,510,343,520,1483.0
573,street ot,NA,500,510,450,97,1484.25
574,asha,NA,500,510,450,99,1484.75
575,warriors,NA,500,510,450,100,1485.0
