rank,album,artist,apple,audiomark,deezer,boom,RT
117,Goodbye & Good Riddance,Juice WRLD,75,510,163,520,878.0
118,Zulu Man With Some Power,Nasty C,167,510,71,520,878.0
119,FLOWERBOI4000,Zamir,146,510,93,520,879.0
120,ÌRÌ (The Album Live) (Live),Sola Allyson,131,510,119,520,890.0
121,My Turn (Deluxe),Lil Baby,40,510,227,520,907.0
122,Jackboy 2,Jackboy,144,510,130,520,914.0
123,We Love You Tecca 2,Lil Tecca,145,510,129,520,914.0
124,CITIZEN OF THE WORLD,King Perryy,500,174,112,520,916.0
125,Human (Deluxe),OneRepublic,147,510,131,520,918.0
126,"If I Can’t Have Love, I Want Power",Halsey,151,510,128,520,919.0
127,CTV3: Day Tripper's Edition,Jaden,148,510,133,520,921.0
128,3 Th3 Album,Not3s,150,510,134,520,924.0
129,All or Nothing,Rotimi,152,510,132,520,924.0
130,Zero Panic,Balloranking,500,137,276,60,928.0
131,See You Next Wednesday,Belly,153,510,139,520,932.0
132,Light,MohBad,500,17,289,520,936.0
133,Dark Lane Demo Tapes,Drake,125,510,172,520,937.0
134,2014 Forest Hills Drive,J. Cole,121,510,183,520,944.0
135,Mirage,Mannywellz,99,510,219,520,958.0
136,Free Dem Boyz (Deluxe),42 Dugg,149,510,182,520,971.0
137,King Of Love,Kizz Daniel,500,23,450,27,979.75
138,Rema Freestyle EP,Rema,500,92,266,520,988.0
139,I'll Say It For You,Dax,500,34,325,520,989.0
140,The King Is Coming,Nathaniel Bassey,175,510,297,32,990.0
141,NEW ERA,Kiss Daniel,500,18,450,96,992.0
142,Destined 2 Win,Lil Tjay,117,510,236,520,993.0
143,"Spontaneous Praise, Vol. 1",Laolu Gbenjo,133,510,225,520,998.0
144,Gratitude,Timaya,500,31,450,81,1001.25
145,Platinum Heart,Toosii,74,510,288,520,1002.0
146,Three,Patoranking,500,50,450,33,1008.25
147,The Gospel of the Kingdom,Dunsin Oyekan,46,510,450,22,1011.5
148,The Cross: My Gaze,Mercy Chinwo,500,46,450,86,1017.5
149,Dead Rose,Corizo,171,510,207,520,1018.0
150,Hallelujah Again (Revelation 19:3),Nathaniel Bassey,66,510,450,15,1029.75
151,Deal with It,Phyno,500,64,450,77,1033.25
152,LOL (Lord of Lamba),Naira Marley,500,68,450,69,1035.25
153,Twelve A.M,Crayon,500,81,450,34,1039.5
154,The Idea Of Her,Ali Gatie,500,147,263,520,1040.0
155,Culture,Migos,500,48,367,520,1045.0
156,Yellow,Brymo,126,510,279,520,1045.0
157,CTV3: Cool Tape Vol. 3,Jaden,500,181,238,520,1049.0
158,Ayo,Wizkid,77,510,450,58,1051.5
159,Alagbe,Qdot,500,98,450,20,1053.0
160,One In A Million,Aaliyah,500,144,287,520,1061.0
161,Blonde,Frank Ocean,165,510,271,520,1076.0
162,Cray Cray,Crayon,500,189,268,520,1087.0
163,Still Taking Risks,Quando Rondo,500,201,257,520,1088.0
164,Rema Compilation,Rema,500,15,450,520,1095.0
165,Chrome Eccentric Ep,Zinoleesky,500,22,450,520,1102.0
166,Common Sense,J Hus,162,510,307,520,1109.0
167,Shottaz 4Eva,MO3,500,32,450,520,1112.0
168,The Of,eason - J. Cole,27,510,450,520,1117.0
169,The Golden Boy,KiDi,500,37,450,520,1117.0
170,Off The Yak,Young M.A,500,41,450,520,1121.0
171,TOP PRIZE,ALKALINE,500,42,450,520,1122.0
172,Soundgod Fest Vol.1,Runtown,500,44,450,520,1124.0
173,Old Church Basement,Elevation Worship & Maverick City Music,34,510,450,520,1124.0
174,Omo Charlie Champagne Vol1,Simi,500,47,450,520,1127.0
175,Shiesty Season,Pooh Shiesty,500,49,450,520,1129.0
176,Mixed Feelings,Dreylo,42,510,450,520,1132.0
177,Hot Pink,Doja Cat,500,52,450,520,1132.0
178,TattleTales,6ix9ine,500,53,450,520,1133.0
179,Dead roses  chronicles2,Corizo,500,55,450,520,1135.0
180,After Hours,The Weeknd,47,510,450,520,1137.0
181,Herstory in the Making,Young M.A,500,60,450,520,1140.0
182,Lil Durk Presents: Loyal Bros,Only The Family,500,61,450,520,1141.0
183,Billionaire,Teni,500,62,450,520,1142.0
184,Dark Times,Victony,500,66,450,520,1146.0
185,Chulo Vibes,Timaya,500,67,450,520,1147.0
186,Life of Betrayal 2x,Yungeen Ace,500,69,450,520,1149.0
187,Trap Symphony EP,Roddy Ricch,500,71,450,520,1151.0
188,BEAUTIFUL THUGGER GIRLS,Young Thug,62,510,450,520,1152.0
189,TIME,Yaw Tog,500,72,450,520,1152.0
190,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,500,73,450,520,1153.0
191,Happy Birthday Kodak,Kodak Black,500,76,450,520,1156.0
192,F*CK LOVE 3+: OVER YOU,The Kid LAROI,68,510,450,520,1158.0
193,Itheep,Moelogo,500,78,450,520,1158.0
194,L.O.V.E.,Luh Kel,500,80,450,520,1160.0
195,Meet the Woo 2 (Deluxe),Pop Smoke,70,510,450,520,1160.0
196,Kairos,Steve Crown,500,202,450,36,1161.0
197,Ecstasy,Lil Kesh,500,204,450,35,1162.75
198,Levon James,King Von,500,83,450,520,1163.0
199,Hoodie SZN,A Boogie Wit Da Hoodie,500,84,450,520,1164.0
200,Hakuna Matata,Dotman,500,88,450,520,1168.0
201,The Search,NF,500,510,30,520,1170.0
202,Pluto x Baby Pluto,Future & Lil Uzi Vert,500,93,450,520,1173.0
203,I Love Girls With Trobul,Sarz X WurlD,500,94,450,520,1174.0
204,"Afromix, Ep. 2 (DJ Mix)",Spinall,85,510,450,520,1175.0
205,misery lake,blackbear,500,510,35,520,1175.0
206,SoundGod Fest Reloaded,Runtown,500,95,450,520,1175.0
207,Know You,Ladipoe,500,96,450,520,1176.0
208,On God II,Big Yavo,500,97,450,520,1177.0
209,Vivo (Original Motion Picture Soundtrack),Lin-Manuel Miranda,500,510,39,520,1179.0
210,"Scorpion, Vol. 2",Jizzle,500,99,450,520,1179.0
211,The Off-Season,J. Cole,500,510,40,520,1180.0
212,New Fela,YoungCee,90,510,450,520,1180.0
213,PTSD,G Herbo,500,100,450,520,1180.0
214,Razor,Cheque,500,101,450,520,1181.0
215,MVNSV,Morell,91,510,450,520,1181.0
216,Green With Envy,Tion Wayne,92,510,450,520,1182.0
217,Viral Infection 1.0,Ayanfe Viral,500,102,450,520,1182.0
218,No Bad Songz,Kizz Daniel,500,510,158,59,1182.75
219,Realms,Wande Coal,500,103,450,520,1183.0
220,Redemption song,Corizo,500,104,450,520,1184.0
221,The Human Condition,Jon Bellion,500,510,45,520,1185.0
222,Something Else,Mr Eazi,500,105,450,520,1185.0
223,Top Shotta,NLE Choppa,500,106,450,520,1186.0
224,T R A P S O U L (Deluxe),Bryson Tiller,500,107,450,520,1187.0
225,Masta Groove,Masterkraft,500,108,450,520,1188.0
226,PINK PLANET,Pink Sweat$,500,109,450,520,1189.0
227,No Love Lost (Deluxe),Blxst,100,510,450,520,1190.0
228,Mixed Emotions,Luh Kel,500,110,450,520,1190.0
229,The Prince I Became,Ric Hassani,500,111,450,520,1191.0
230,THE ANGEL YOU DON'T KNOW,Amaarae,103,510,450,520,1193.0
231,Off The Record,Reekado Banks,500,113,450,520,1193.0
232,NOEASY,Stray Kids,500,510,54,520,1194.0
233,Die a Legend,Polo G,104,510,450,520,1194.0
234,Strings And Bling,Nasty C,500,510,55,520,1195.0
235,The Beauty of Becoming,Rotimi,500,115,450,520,1195.0
236,The Backend Child,NoCap,500,116,450,520,1196.0
237,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,500,117,450,520,1197.0
238,ZaZa Vibes,L.A.X,500,118,450,520,1198.0
239,The Prodigal,Mr. P,500,119,450,520,1199.0
240,DAMN.,Kendrick Lamar,500,510,61,520,1201.0
241,Jackboy,Jackboy,500,121,450,520,1201.0
242,Feed Tha Streets ll,Roddy Ricch,113,510,450,520,1203.0
243,The Mayor of Lagos,Mayorkun,500,124,450,520,1204.0
244,PERFECT PICTURE,Dremo,500,126,450,520,1206.0
245,Thank You For Believing (The Manifestation),Toosii,116,510,450,520,1206.0
246,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,500,128,450,520,1208.0
247,Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,500,510,69,520,1209.0
248,Greatest Lord,SINACH,500,130,450,520,1210.0
249,Scorpion,Drake,120,510,450,520,1210.0
250,The Highlights,The Weeknd,500,510,70,520,1210.0
251,The Erigma II,Erigga,500,510,186,57,1210.25
252,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",500,131,450,520,1211.0
253,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE,500,132,450,520,1212.0
254,NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,123,510,450,520,1213.0
255,Perception,NF,500,510,73,520,1213.0
256,Honorable,Hotkid,500,134,450,520,1214.0
257,Trench Baby,Lil Zay Osama,500,135,450,520,1215.0
258,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",500,136,450,520,1216.0
259,Future & Juice WRLD Present... WRLD ON DRUGS,Future,500,510,77,520,1217.0
260,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",500,138,450,520,1218.0
261,Jubilee: Juneteenth Edition,Maverick City Music,128,510,450,520,1218.0
262,Made In Lagos: Deluxe Edition,Wizkid,500,510,79,520,1219.0
263,Chilombo (Deluxe Video Version),Jhené Aiko,130,510,450,520,1220.0
264,My Letter To You Riddim,Various Artists,500,140,450,520,1220.0
265,6pc Hot EP,6lack,500,510,81,520,1221.0
266,Lost Child,NUSKI2SQUAD,500,143,450,520,1223.0
267,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats,500,145,450,520,1225.0
268,Mandy & The Jungle,Santi,135,510,450,520,1225.0
269,Dying to Live,Kodak Black,136,510,450,520,1226.0
270,YOU,Ali Gatie,500,146,450,520,1226.0
271,All On Feelings EP,OT KinG,500,148,450,520,1228.0
272,!,Trippie Redd,500,149,450,520,1229.0
273,Amazing Grace,MEDIKAL,500,150,450,520,1230.0
274,Afrodisíaco,Rauw Alejandro,500,151,450,520,1231.0
275,Redemption,Burna Boy,500,510,91,520,1231.0
276,Dum and Dummer 2,Young Dolph & Key Glock,500,153,450,520,1233.0
277,Anloga Junction,Stonebwoy,500,154,450,520,1234.0
278,2040 II,Cali-Ber Tha Grime,500,510,94,520,1234.0
279,"Grandson, Vol. 1",King Von,500,156,450,520,1236.0
280,Only The Generals Part II,Kevin Gates,500,158,450,520,1238.0
281,Aje (The Mixtape),Jaywon,500,159,450,520,1239.0
282,RESTLESS II,Simi,500,160,450,520,1240.0
283,A Boy From Tandale,Diamond Platnumz,500,161,450,520,1241.0
284,Issa Album,21 Savage,500,510,101,520,1241.0
285,Seed,Gyakie,500,162,450,520,1242.0
286,Drip Or Drown 2,Gunna,500,163,450,520,1243.0
287,Black Panther The Album Music From And Inspired By,Kendrick Lamar,500,510,103,520,1243.0
288,Starboy,The Weeknd,500,510,104,520,1244.0
289,Kut Da Fan On,HOTBOII,500,164,450,520,1244.0
290,Rora,Reekado Banks,500,165,450,520,1245.0
291,Girian Love,Scott Giri,155,510,450,520,1245.0
292,Differences,B Young,500,510,106,520,1246.0
293,Good News,Megan Thee Stallion,500,166,450,520,1246.0
294,6locc 6a6y,Lil Loaded,500,167,450,520,1247.0
295,Before the Chao,P - Erigga,157,510,450,520,1247.0
296,Queen of the South,Shaybo,500,510,108,520,1248.0
297,Born Fi Dis (Prelude),Vybz Kartel,500,168,450,520,1248.0
298,Divinely Uninspired To A Hellish Extent (Extended Deluxe),Lewis Capaldi,158,510,450,520,1248.0
299,Tribl I,Tribl & Maverick City Music,159,510,450,520,1249.0
300,We All Shine,YNW Melly,500,169,450,520,1249.0
301,Big Grim Reaper,Big Scarr,500,170,450,520,1250.0
302,Over It,Summer Walker,160,510,450,520,1250.0
303,Asa (Asha),Aṣa,500,510,110,520,1250.0
304,Kpanlogo,Darkovibes,500,171,450,520,1251.0
305,Rise Above Hate,Unknown T,500,510,111,520,1251.0
306,38 Baby 2,YoungBoy Never Broke Again,500,172,450,520,1252.0
307,OSAMA,MO3,500,173,450,520,1253.0
308,City Of God,Blanco,163,510,450,520,1253.0
309,JORDI (Deluxe),Maroon 5,500,510,115,520,1255.0
310,Heat Of The Moment,Tink,500,175,450,520,1255.0
311,Fuji The Sound,K1 De Ultimate,500,510,233,48,1255.0
312,Signed to the Streets 3,Lil Durk,166,510,450,520,1256.0
313,Face 2 Face,2Face Idibia,500,510,116,520,1256.0
314,Black Love,Sarkodie,500,177,450,520,1257.0
315,The Life Of Pablo,Kanye West,500,510,118,520,1258.0
316,The Lion King: The Gift [Deluxe Edition],Beyoncé,168,510,450,520,1258.0
317,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,500,178,450,520,1258.0
318,Wildboy,Calboy,500,179,450,520,1259.0
319,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,169,510,450,520,1259.0
320,Living In History,Jackboy,500,180,450,520,1260.0
321,Glory Sound Prep,Jon Bellion,500,510,120,520,1260.0
322,The Definition,Jon Bellion,500,510,121,520,1261.0
323,Views,Drake,172,510,450,520,1262.0
324,RoadToCDK,Zlatan,500,183,450,520,1263.0
325,Hopeless Romantic,Tomi Thomas,500,510,124,520,1264.0
326,Drip Season 3 (Deluxe),Gunna,174,510,450,520,1264.0
327,Love Deep High Life,Omawumi,500,184,450,520,1264.0
328,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,500,185,450,520,1265.0
329,Heavy Is The Head,Stormzy,500,510,125,520,1265.0
330,Built For Whatever,Tee Grizzley,500,186,450,520,1266.0
331,Wins & Losses (Deluxe),Meek Mill,176,510,450,520,1266.0
332,Afro Series,Terri,500,187,450,520,1267.0
333,One and Only,Sheff G,500,188,450,520,1268.0
334,Grass 2 Grace,2Face Idibia,500,510,235,99,1269.75
335,Legendary,Tyga,500,190,450,520,1270.0
336,Shottaz 4Eva (Deluxe),MO3,500,191,450,520,1271.0
337,FLY AF,Clay James,500,192,450,520,1272.0
338,Play 2 Win,G Perico,500,193,450,520,1273.0
339,Question,Burna boy ft Don jazzy,500,194,450,520,1274.0
340,All Over The Place (Deluxe),KSI,500,510,135,520,1275.0
341,Stardust,Butch Dawson,500,196,450,520,1276.0
342,÷ (Deluxe),Ed Sheeran,500,510,136,520,1276.0
343,DARKEST HOUR pack,Sknny,500,510,137,520,1277.0
344,Loyalty Over Royalty (Deluxe),CJ,500,197,450,520,1277.0
345,Abnormal Normality,Reeplay,500,510,138,520,1278.0
346,Table For Two,Korede Bello,500,198,450,520,1278.0
347,Kommunity Service,YG & Mozzy,500,199,450,520,1279.0
348,Country Boy,DaBlixx Osha,500,510,140,520,1280.0
349,So Cold,"Bella Shmurda, ft popcaan",500,200,450,520,1280.0
350,Hitler Wears Hermes 8: Sincerely Adolf,Westside Gunn,500,510,142,520,1282.0
351,23 Is Back,JayDaYoungan,500,203,450,520,1283.0
352,Street OT,Olamide,500,510,143,520,1283.0
353,Chiomalized,Chioma Jesus,500,510,249,97,1283.25
354,Anything is Possible,Rehmahz,500,510,144,520,1284.0
355,Music (Songs From And Inspired By The Motion Picture),Sia,500,510,145,520,1285.0
356,GEEZYWORLD,OhGeesy,500,205,450,520,1285.0
357,"This Is Not The Tape, Sorry For The Wait 2",Kwesi Arthur,500,206,450,520,1286.0
358,Best of Burna Boy,Burna Boy,500,510,146,520,1286.0
359,Underrated,Deemoe,500,510,147,520,1287.0
360,Coffee Break,Problem,500,207,450,520,1287.0
361,Fever,Megan Thee Stallion,500,208,450,520,1288.0
362,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,500,510,148,520,1288.0
363,Born to Do It,Craig David,500,510,149,520,1289.0
364,You Signed Up For This,Maisie Peters,500,510,150,520,1290.0
365,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More",500,210,450,520,1290.0
366,Lil Durk Presents Only The Family Involved Vol.2,Only The Family,500,211,450,520,1291.0
367,Lil Migo,Lil Migo,500,212,450,520,1292.0
368,Unreleased 999,Juice Wrld,500,510,152,520,1292.0
369,Free Spirit,Khalid,500,510,153,520,1293.0
370,Burst Everywhere,Angela Okorie,500,213,450,520,1293.0
371,Taste EP,Nandy,500,214,450,520,1294.0
372,Independence Day,Fredo,500,510,154,520,1294.0
373,Building Bridges,Smallgod,500,215,450,520,1295.0
374,F*CK LOVE 3: OVER YOU,The Kid Laroi,500,510,156,520,1296.0
375,Little Lagos,Jinmi Abduls,500,510,157,520,1297.0
376,A Love Letter To You 4,Trippie Redd,500,510,159,520,1299.0
377,Let It Shine (Original Soundtrack),Various Artists,500,510,161,520,1301.0
378,To Pimp A Butterfly,Kendrick Lamar,500,510,162,520,1302.0
379,Fine Line,Harry Styles,500,510,164,520,1304.0
380,Baddest Guy Ever Liveth,Olamide,500,510,165,520,1305.0
381,Loud,Rihanna,500,510,166,520,1306.0
382,Confirmation,DennyB,500,510,168,520,1308.0
383,Local Mvp,Sainte,500,510,171,520,1311.0
384,Pure Heroine (Extended),Lorde,500,510,175,520,1315.0
385,The Chairman,M.I Abaga,500,510,176,520,1316.0
386,I Died For This!?,Grip,500,510,177,520,1317.0
387,LONG LIVE LOVE,Kirk Franklin,500,510,178,520,1318.0
388,FATHER OF 4,Offset,500,510,181,520,1321.0
389,Against All Odds,Efe,500,510,184,520,1324.0
390,Die Lit,Playboi Carti,500,510,185,520,1325.0
391,25,G Herbo,500,510,188,520,1328.0
392,Good Things,Dan + Shay,500,510,189,520,1329.0
393,Things I Wanted To Tell You,Kina,500,510,191,520,1331.0
394,Collection One,SAINt JHN,500,510,192,520,1332.0
395,Centrepiece,Akintoye,500,510,193,520,1333.0
396,Evolution,Joyner Lucas,500,510,195,520,1335.0
397,Mr. President,African China,500,510,196,520,1336.0
398,Gold,Adekunle Gold,500,510,199,520,1339.0
399,Live! At TerraKulture Arena,Brymo,500,510,200,520,1340.0
400,DAMN. COLLECTORS EDITION.,Kendrick Lamar,500,510,201,520,1341.0
401,2 in 1,Darkoo,500,510,202,520,1342.0
402,Jesus Music,Dj Horphuray,500,510,203,520,1343.0
403,CLEAR,Summer Walker,500,510,204,520,1344.0
404,Meanwhile EP,Gorillaz,500,510,205,520,1345.0
405,Gospel Worship 2021,Various Artists,500,510,206,520,1346.0
406,Different World,Alan Walker,500,510,208,520,1348.0
407,C.E.O,Dagrin,500,510,209,520,1349.0
408,Back of My Mind,H.E.R.,500,510,210,520,1350.0
409,Ignorance is Bliss,Skepta,500,510,211,520,1351.0
410,Artist 2.0 (Deluxe),A Boogie Wit da Hoodie,500,510,212,520,1352.0
411,The Very Best of Enya (Deluxe Edition),Enya,500,510,213,520,1353.0
412,Resurrection,Hugo P,500,510,214,520,1354.0
413,Danger,Psquare,500,510,215,520,1355.0
414,In The Lonely Hour,Sam Smith,500,510,216,520,1356.0
415,Maverick City Vol. 3 Part 1,Maverick City Music,500,510,217,520,1357.0
416,ADHD,Joyner Lucas,500,510,218,520,1358.0
417,Colours and Sounds,Niniola,500,510,222,520,1362.0
418,Melodrama,Lorde,500,510,226,520,1366.0
419,Kapacity,Kaptain,500,510,229,520,1369.0
420,Entertainer,D'banj,500,510,230,520,1370.0
421,Section.80,Kendrick Lamar,500,510,231,520,1371.0
422,Dutch From The 5th,Dutchavelli,500,510,232,520,1372.0
423,E Dide [Get Up],King Sunny Ade,500,510,234,520,1374.0
424,iLuwa,Luwa.Mp4,500,510,237,520,1377.0
425,House of Exile,Lucky Dube,500,510,239,520,1379.0
426,The 15th Day,J Hus,500,510,240,520,1380.0
427,Thats What They All Say,Jack Harlow,500,510,241,520,1381.0
428,Six Paths,Dave,500,510,242,520,1382.0
429,Beauty Behind The Madness,The Weeknd,500,510,243,520,1383.0
430,Big Doodie Lo,Doodie Lo,500,510,244,520,1384.0
431,Chrome,Zinoleesky,500,510,245,520,1385.0
432,Detroit 2,Big Sean,500,510,246,520,1386.0
433,"Lyrics to GO, Vol. 2",Kota the Friend,500,510,247,520,1387.0
434,Changes,Justin Bieber,500,510,248,520,1388.0
435,Game Over,Dave,500,510,250,520,1390.0
436,The Separation,Jon Bellion,500,510,251,520,1391.0
437,17,XXXTentacion,500,510,252,520,1392.0
438,Oṣó,Brymo,500,510,253,520,1393.0
439,ONCE UPON A TIME,Chika,500,510,254,520,1394.0
440,Generation Next 2,JayMikee,500,510,255,520,1395.0
441,Confluence Project,Mainland BlockParty,500,510,256,520,1396.0
442,Son of Mercy - EP,DaVido,500,510,258,520,1398.0
443,Suncity,Khalid,500,510,259,520,1399.0
