rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
61,Outside,Burna Boy,71,70,78,62,61,66,71,68.42857143
62,Product of My Environment,Abra Cadabra,63,63,72,68,73,67,74,68.57142857
63,While the World Was Burning,SAINt JHN,62,68,70,71,69,71,73,69.14285714
64,OXYGENE,EP - Oxlade,64,75,77,77,63,63,67,69.42857143
65,When It's All Said And Done... Take Time,GIVĒON,67,64,69,69,75,79,69,70.28571429
66,Ayra Starr,EP - Ayra Starr,80,66,63,58,71,76,79,70.42857143
67,Happier Than Ever,Billie Eilish,56,71,65,82,80,69,78,71.57142857
68,A Good Time,Davido,69,61,75,72,72,78,75,71.71428571
69,A Gangsta's Pain,Moneybagg Yo,70,67,67,67,78,87,87,74.71428571
70,East Atlanta Love Letter,6LACK,77,77,71,83,76,80,60,74.85714286
71,Ayo,Wizkid,75,79,76,81,79,81,58,75.57142857
72,Platinum Heart (Deluxe),Toosii,72,72,64,76,87,82,91,77.71428571
73,Mandy & The Jungle,Santi,81,80,79,80,83,89,81,81.85714286
74,Destined 2 Win,Lil Tjay,79,73,73,86,93,95,88,83.85714286
75,Death Race for Love,Juice WRLD,76,81,80,84,89,93,85,84
76,Die a Legend,Polo G,86,76,83,74,82,96,95,84.57142857
77,Hallelujah Again (Revelation 19:3),Nathaniel Bassey,52,49,45,301,51,48,46,84.57142857
78,Superstar,Wizkid,60,56,54,48,47,49,301,87.85714286
79,Citizen of the World,King Perryy,135,117,107,66,64,61,66,88
80,Sounds From the Other Side,Wizkid,83,89,96,88,86,94,86,88.85714286
81,All My Demons Greeting Me as a Friend,AURORA,90,88,92,96,90,84,82,88.85714286
82,Feed Tha Streets II,Roddy Ricch,85,85,87,90,88,97,102,90.57142857
83,BEAUTIFUL THUGGER GIRLS,Young Thug,84,83,91,91,97,99,109,93.42857143
84,Afro Pop Vol. 1,Adekunle Gold,78,82,81,99,101,126,89,93.71428571
85,The Palmwine Express,Show Dem Camp,87,90,99,97,95,90,100,94
86,The Message,Minister GUC,96,92,84,98,102,104,83,94.14285714
87,2014 Forest Hills Drive,J. Cole,101,87,101,104,92,103,80,95.42857143
88,4Play,EP - Olakira,113,137,86,85,68,88,94,95.85714286
89,Studying Abroad: Extended Stay,Masego,116,144,89,78,65,91,107,98.57142857
90,Zulu Man With Some Power,Nasty C,89,94,95,100,98,114,103,99
91,Dark Lane Demo Tapes,Drake,103,102,90,92,111,108,96,100.2857143
92,SAVAGE MODE II,21 Savage & Metro Boomin,100,97,82,93,100,130,104,100.8571429
93,Scorpion,Drake,111,121,93,89,99,102,97,101.7142857
94,Top,YoungBoy Never Broke Again,92,95,108,110,94,101,116,102.2857143
95,SoundGod Fest Reloaded,Runtown,95,96,106,115,96,98,111,102.4285714
96,Yes and Amen,Tope Alabi,73,86,110,122,119,110,106,103.7142857
97,The Human Condition,Jon Bellion,102,111,97,103,108,109,98,104
98,High Off Life,Future,82,98,100,95,104,115,135,104.1428571
99,PSYCHODRAMA,Dave,91,101,98,108,112,112,114,105.1428571
100,Roots,NSG,93,91,102,114,115,124,101,105.7142857
101,THE ANGEL YOU DON'T KNOW,Amaarae,74,74,48,25,23,26,28,107.4285714
102,Mirage,Mannywellz,136,105,112,94,109,105,108,109.8571429
103,NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,106,118,113,102,107,117,113,110.8571429
104,I LOVE GIRLS WITH TROBUL,Sarz & WurlD,94,106,118,101,122,120,122,111.8571429
105,Views,Drake,99,100,115,112,106,116,137,112.1428571
106,Free Dem Boyz,42 Dugg,97,93,111,111,105,127,146,112.8571429
107,Thank You For Believing,Toosii,98,108,105,106,124,128,127,113.7142857
108,Yellow,Brymo,118,109,114,116,125,113,115,115.7142857
109,Starboy,The Weeknd,144,141,121,105,113,106,93,117.5714286
110,Common Sense,J Hus,114,110,120,113,110,151,119,119.5714286
111,Dying to Live,Kodak Black,115,113,145,118,117,107,129,120.5714286
112,FATHER OF 4,Offset,105,112,124,127,123,129,128,121.1428571
113,Hood Boy Dreams,EP - Jeriq,109,107,103,121,128,141,147,122.2857143
114,beerbongs & bentleys,Post Malone,125,115,123,133,121,118,123,122.5714286
115,Divinely Uninspired To A Hellish Extent (Extended Deluxe),Lewis Capaldi,104,103,116,125,129,122,160,122.7142857
116,Over It,Summer Walker,150,301,94,59,70,85,105,123.4285714
117,Positions (Deluxe Edition),Ariana Grande,301,142,88,87,84,77,99,125.4285714
118,Collection One,SAINt JHN,127,119,133,117,118,140,130,126.2857143
119,More Life,Drake,124,126,135,124,126,135,131,128.7142857
120,Free Spirit,Khalid,130,130,130,120,134,131,141,130.8571429
121,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,141,128,122,131,136,136,139,133.2857143
122,Love Goes,Sam Smith,301,104,119,107,103,111,110,136.4285714
123,Heaven Or Hell,Don Toliver,117,150,139,130,133,138,151,136.8571429
124,Send Them To Coventry,Pa Salieu,121,124,131,135,127,137,186,137.2857143
125,ASA (Asha) [Deluxe Edition],Asa,148,129,117,136,132,189,120,138.7142857
126,Strings and Bling,Nasty C,126,136,125,140,147,160,159,141.8571429
127,Meet the Woo,Pop Smoke,137,140,127,139,139,166,150,142.5714286
128,Nothing Was the Same (Deluxe),Drake,134,138,143,137,142,150,171,145
129,"My Dear Melancholy,",The Weeknd,301,301,85,57,59,92,140,147.8571429
130,Exodus,DMX,65,84,104,142,301,168,191,150.7142857
131,MI 2: The Movie,M.I Abaga,119,133,301,123,114,146,132,152.5714286
132,Fuji the Sound,EP - K1 De Ultimate,112,122,129,147,301,154,124,155.5714286
133,Take Care (Deluxe Version),Drake,301,123,128,119,130,152,142,156.4285714
134,Scaled And Icy,twenty one pilots,107,99,109,138,301,163,181,156.8571429
135,Gratitude,Timaya,129,143,301,153,131,134,138,161.2857143
136,Light,MohBad,139,114,301,134,143,145,154,161.4285714
137,B4 The Storm,Internet Money,301,301,138,109,91,100,90,161.4285714
138,Pray 4 Love (Deluxe),Rod Wave,301,134,137,128,141,147,156,163.4285714
139,Indigo (Extended),Chris Brown,301,135,134,132,144,159,143,164
140,DAMN.,Kendrick Lamar,301,127,126,126,135,167,176,165.4285714
141,?,XXXTENTACION,146,120,132,146,301,164,157,166.5714286
143,Culture III,Migos,301,301,301,301,8,1,1,173.4285714
144,Chilombo (Deluxe Video Version),Jhené Aiko,108,301,140,165,120,301,126,180.1428571
146,"YP & Azanti, Vol. 1",PsychoYP & Azanti,120,148,301,151,301,121,190,190.2857143
147,Culture II,Migos,301,301,301,144,116,83,92,191.1428571
148,Wins & Losses (Deluxe),Meek Mill,145,301,301,143,140,169,148,192.4285714
149,Signed to the Streets 3,Lil Durk,142,301,150,149,301,186,136,195
150,The Greatest Showman (Original Motion Picture Soundtrack),"Benj Pasek & Justin Paul, Hugh Jackman, Keala Settle, Zac Efron, Zendaya",110,125,148,192,301,197,301,196.2857143
151,Twelve A.M,EP - Crayon,132,139,141,183,301,183,301,197.1428571
152,Alagbe,Qdot,138,301,146,163,301,194,165,201.1428571
153,JACKBOYS,JACKBOYS & Travis Scott,143,131,301,172,301,184,180,201.7142857
154,Flavour of Africa,Flavour,147,147,301,169,301,200,170,205
155,Redemption,Burna Boy,301,301,301,178,148,123,133,212.1428571
156,Culture,Migos,301,301,301,198,138,133,118,212.8571429
157,American Teen,Khalid,301,132,301,148,301,148,167,214
158,Love & Isolation,EP - Tay Iwar,301,301,147,129,145,175,301,214.1428571
159,No Love Lost (Deluxe),Blxst,301,301,301,150,137,156,172,216.8571429
160,The King Is Coming,Nathaniel Bassey,301,301,144,180,301,143,152,217.4285714
161,Happy Birthday Kodak,EP - Kodak Black,301,301,301,301,301,10,8,217.5714286
162,JORDI (Deluxe),Maroon 5,301,301,301,301,301,18,11,219.1428571
163,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,133,301,301,168,301,170,163,219.5714286
164,The Life Of Pi'erre 5,Pi'erre Bourne,301,301,301,301,301,25,16,220.8571429
165,Simisola (Deluxe),Simi,301,301,301,160,149,174,164,221.4285714
166,PLAYBOY,Tory Lanez,301,149,301,174,301,181,145,221.7142857
167,True 2 Myself,Lil Tjay,301,301,301,158,146,187,174,224
168,F*CK LOVE (SAVAGE),The Kid LAROI,140,116,142,301,301,301,301,228.8571429
169,Tha Carter V (Deluxe),Lil Wayne,301,301,301,141,301,139,134,231.1428571
170,The Spirit of Light,Tope Alabi & Ty Bello,128,301,301,161,301,132,301,232.1428571
171,THE ANGEL YOU DON'T KNOW,Amaarae,74,74,301,301,301,301,301,236.1428571
172,Anthems & Glory (Live),Todd Dulaney,301,301,301,301,301,86,64,236.4285714
173,Maverick City Vol. 3 Part 1,Maverick City Music,301,301,136,166,301,157,301,237.5714286
174,This Is Acting (Deluxe Version),Sia,301,301,301,170,301,158,149,240.1428571
175,Ignorance Is Bliss,Skepta,123,301,301,167,301,301,193,241
176,ANTI (Deluxe),Rihanna,301,301,301,182,301,142,161,241.2857143
177,Stoney (Deluxe),Post Malone,301,301,301,157,301,185,162,244
178,L.I.F.E,Leaving an Impact for Eternity (Deluxe Edition) - Burna Boy,301,301,301,179,301,155,177,245
179,Eyan Mayweather,Olamide,301,301,301,200,301,161,155,245.7142857
180,The Life of Pablo,Kanye West,301,301,301,145,301,196,188,247.5714286
181,So Much Fun (Deluxe),Young Thug,301,301,301,156,301,192,189,248.7142857
182,ÌRÌ (The Album Live),Sola Allyson,301,301,301,193,301,177,168,248.8571429
183,TOP MEMBA,Kida Kudz,301,301,301,301,301,125,112,248.8571429
184,Blonde,Frank Ocean,301,301,301,184,301,198,184,252.8571429
185,Moments in Between,Ruth B.,301,301,301,301,301,153,125,254.7142857
186,Better Days,Blezed,301,301,301,301,301,144,144,256.1428571
187,A Taste of Sugar,EP - Sugarbana,301,301,301,301,301,173,117,256.4285714
188,Top Chef Gotit,Lil Gotit,301,301,301,301,301,171,121,256.7142857
189,Seyi or Shay,Seyi Shay,301,301,301,301,301,119,178,257.4285714
190,Feed tha Streets,Roddy Ricch,301,146,301,154,301,301,301,257.8571429
191,T R A P S O U L (Deluxe),Bryson Tiller,301,301,301,301,301,162,158,260.7142857
192,Beauty Behind the Madness,The Weeknd,301,301,301,155,301,176,301,262.2857143
193,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert,301,145,301,191,301,301,301,263
194,Too Faithful,Moses Bliss,301,301,301,301,301,149,187,263
195,REAPER SZN (Deluxe),YXNG K.A,301,301,149,301,301,190,301,263.4285714
196,Celia,Tiwa Savage,301,301,301,152,301,188,301,263.5714286
197,CLOUDS (THE MIXTAPE),NF,301,301,301,301,301,172,173,264.2857143
198,Country Boy,DaBlixx Osha,301,301,301,301,301,178,175,265.4285714
199,Ctrl,SZA,301,301,301,177,301,179,301,265.8571429
200,Championships,Meek Mill,301,301,301,162,301,301,198,266.4285714
201,EDNA (Deluxe),Headie One,301,301,301,185,301,301,179,267
202,ZaZa Vibes,L.A.X,301,301,301,301,301,165,199,267
203,Heavy Is The Head,Stormzy,301,301,301,173,301,193,301,267.2857143
204,The Search,NF,301,301,301,171,301,195,301,267.2857143
205,BLAME IT ON BABY (DELUXE),DaBaby,301,301,301,187,301,301,182,267.7142857
206,i am > i was (Deluxe),21 Savage,301,301,301,186,301,191,301,268.8571429
207,Distant Relatives (Bonus Track Version),"Nas & Damian ""Jr. Gong"" Marley",301,301,301,301,301,180,197,268.8571429
208,JESUS IS KING,Kanye West,122,301,301,301,301,301,301,275.4285714
209,little BIG Man,Wretch 32,131,301,301,301,301,301,301,276.7142857
210,The Cross: My Gaze,Mercy Chinwo,149,301,301,301,301,301,301,279.2857143
211,Artist 2.0,A Boogie wit da Hoodie,301,301,301,301,150,301,301,279.4285714
212,Shockwave,Marshmello,301,301,301,301,301,301,153,279.8571429
213,Born Sinner (Deluxe Version),J. Cole,301,301,301,159,301,301,301,280.7142857
214,Wildfire,prettyboydo,301,301,301,164,301,301,301,281.4285714
215,x (Deluxe Edition),Ed Sheeran,301,301,301,301,301,301,166,281.7142857
216,Stony Hill,"Damian ""Jr. Gong"" Marley",301,301,301,301,301,301,169,282.1428571
217,Future Nostalgia,Dua Lipa,301,301,301,175,301,301,301,283
218,Saturn,EP - Victony,301,301,301,176,301,301,301,283.1428571
219,King of Love,Kizz Daniel,301,301,301,181,301,301,301,283.8571429
220,Forever,Popcaan,301,301,301,301,301,182,301,284
221,A True Champion,Rexxie,301,301,301,301,301,301,183,284.1428571
222,Purpose (Deluxe),Justin Bieber,301,301,301,301,301,301,185,284.4285714
223,Time & Chance (Deluxe),Odumodublvck,301,301,301,188,301,301,301,284.8571429
224,Changes,Justin Bieber,301,301,301,189,301,301,301,285
225,Graduation,Kanye West,301,301,301,190,301,301,301,285.1428571
226,In the Lonely Hour (Drowning Shadows Videos Edition),Sam Smith,301,301,301,301,301,301,192,285.4285714
227,Baddest Guy Ever Liveth,Olamide,301,301,301,301,301,301,194,285.7142857
228,Project Baby 2: All Grown Up (Deluxe),Kodak Black,301,301,301,194,301,301,301,285.7142857
229,Ultimate Collection,Don Moen,301,301,301,301,301,301,195,285.8571429
230,Birds in the Trap Sing McKnight,Travis Scott,301,301,301,195,301,301,301,285.8571429
231,4 Your Eyez Only,J. Cole,301,301,301,301,301,301,196,286
232,The Course of the Inevitable,Lloyd Banks,301,301,301,196,301,301,301,286
233,Shiesty Season,Spring Deluxe - Pooh Shiesty,301,301,301,197,301,301,301,286.1428571
234,Mixed Emotions -EP,EP - Abra Cadabra,301,301,301,199,301,301,301,286.4285714
235,Lucid,Aṣa,301,301,301,301,301,199,301,286.4285714
