rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,UY Scuti,Olamide,2,1,1,1,1,1,1,1.142857143
2,High Tension 2.0,Dangbana Republik & Bella Shmurda,1,2,2,2,2,2,2,1.857142857
3,A True Champion,Rexxie,3,4,3,3,4,3,5,3.571428571
4,High Tension (EP),Bella Shmurda,5,3,5,5,3,4,3,4
5,Somewhere Between Beauty & Magic,Joeboy,4,8,4,4,6,5,4,5
6,WONDALAND,Teni,7,5,6,6,5,6,7,6
7,Made in Lagos,Wizkid,6,9,8,7,9,9,6,7.714285714
8,Carpe Diem,Olamide,9,6,7,9,7,7,9,7.714285714
9,APOLLO,Fireboy DML,8,7,9,8,8,8,8,8
10,Twice As Tall,Burna Boy,11,11,12,10,10,11,10,10.71428571
11,What Have We Done,Omah Lay,10,12,11,12,11,10,11,11
12,Rema Compilation,Rema,12,10,10,11,12,12,12,11.28571429
13,A Better Time,Davido,13,14,15,13,16,13,14,14
14,THE GOAT,Polo G,15,16,14,14,13,14,13,14.14285714
15,Get Layd,Omah Lay,16,13,13,15,14,16,16,14.71428571
16,"Laughter, Tears & Goosebumps",Fireboy DML,14,15,16,16,15,15,15,15.14285714
17,Please Excuse Me for Being Antisocial,Roddy Ricch,19,20,17,17,17,17,19,18
18,Life of Betrayal 2x,Yungeen Ace,18,18,18,18,19,20,17,18.28571429
19,Chrome Eccentric Ep,Zinoleesky,20,17,20,20,22,25,20,20.57142857
20,Sex Over Love,Blaqbonez,17,19,19,28,21,18,22,20.57142857
21,High Off Life,Future,21,23,22,19,18,21,25,21.28571429
22,Rum & Boogie,Peruzzi,24,24,25,26,20,19,21,22.71428571
23,Man Of Galilee,Judikay,22,22,23,22,27,24,26,23.71428571
24,LIGHT (The EP),MohBad,27,27,29,21,24,22,18,24
25,Simisola,Simi,29,25,30,25,23,23,24,25.57142857
26,Gratitude,Timaya,25,28,26,24,25,28,23,25.57142857
27,Afro Pop Vol. 1,Adekunle Gold,26,26,21,31,29,26,32,27.28571429
28,The Golden Boy,KiDi,23,21,24,34,26,32,35,27.85714286
29,I'll Say It For You,Dax,28,30,27,35,28,29,36,30.42857143
30,Welcome to O'Block,King Von,33,32,38,30,32,27,28,31.42857143
31,LV N ATTN,Lojay & Sarz,30,29,31,23,31,35,42,31.57142857
32,Twelve A.M,Crayon,40,31,32,27,30,33,34,32.42857143
33,Love & Light,Joeboy,31,36,33,32,38,36,29,33.57142857
34,NEW ERA,Kiss Daniel,32,37,36,29,37,30,38,34.14285714
35,TOP PRIZE,ALKALINE,36,33,28,39,41,38,27,34.57142857
36,Boo of the Booless,Chiké,34,40,37,33,35,34,37,35.71428571
37,Boyfriend,CKay,38,41,44,37,34,31,30,36.42857143
38,Off The Yak,Young M.A,37,34,35,41,33,37,40,36.71428571
39,Razor,Cheque,41,35,41,36,36,41,41,38.71428571
40,King Of Love,Kizz Daniel,43,39,43,38,40,39,46,41.14285714
41,Simisola (Deluxe),Simi,42,45,39,42,39,46,43,42.28571429
42,Superstar,Wizkid,61,47,42,48,46,43,31,45.42857143
43,For Broken Ears,Tems,44,55,46,43,42,44,45,45.57142857
44,Omo Charlie Champagne Vol1,Simi,47,43,54,47,43,50,44,46.85714286
45,A Good Time,Davido,51,46,59,44,44,42,49,47.85714286
46,Bad Commando,Rema,45,52,40,53,47,47,52,48
47,Three,Patoranking,48,58,58,50,45,45,47,50.14285714
48,Top,YoungBoy Never Broke Again,52,44,49,51,67,51,39,50.42857143
49,Cultural Praise,Kcee & Okwesili Eze Group,50,42,50,59,48,58,53,51.42857143
50,Culture,Migos,62,57,47,52,50,48,48,52
51,...Shall We Begin...,Laycon,49,50,52,49,52,63,54,52.71428571
52,Soundgod Fest Vol.1,Runtown,58,53,51,45,49,64,50,52.85714286
53,Shiesty Season,Pooh Shiesty,35,51,48,70,65,49,66,54.85714286
54,Hot Pink,Doja Cat,54,48,55,57,62,57,59,56
55,The Cross: My Gaze,Mercy Chinwo,64,49,60,56,59,54,56,56.85714286
56,TattleTales,6ix9ine,55,60,56,62,55,68,51,58.14285714
57,Masta Groove,Masterkraft,57,54,57,60,58,52,76,59.14285714
58,Hakuna Matata,Dotman,56,67,62,55,60,53,74,61
59,Clone Wars Vol. 5 (- The Algorhythm),Show Dem Camp,53,68,53,54,73,66,82,64.14285714
60,Billionaire,Teni,78,63,66,58,54,70,64,64.71428571
61,OXYGENE,Oxlade,68,69,71,68,64,59,58,65.28571429
62,Herstory in the Making,Young M.A,69,70,69,71,56,56,68,65.57142857
63,Haitian Boy Kodak,Kodak Black,63,59,77,72,63,61,69,66.28571429
64,Deal with It,Phyno,67,56,64,66,69,71,73,66.57142857
65,The Message,Minister GUC,77,66,61,67,71,65,61,66.85714286
66,SAVAGE MODE II,21 Savage & Metro Boomin,66,75,72,75,57,72,55,67.42857143
67,Only The Family,Lil Durk Presents: Loyal Bros,65,78,70,65,70,60,70,68.28571429
68,USEE4YOURSELF,IDK,60,64,45,40,82,104,86,68.71428571
69,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna",59,86,84,87,61,62,57,70.85714286
70,Know You,Ladipoe,76,84,74,63,68,69,77,73
71,Hoodie SZN,A Boogie Wit Da Hoodie,71,73,65,86,79,74,63,73
72,SATISFIED,Mercy Chinwo,83,61,82,74,66,78,71,73.57142857
73,Pluto x Baby Pluto,Future & Lil Uzi Vert,72,76,67,61,92,77,80,75
74,Chulo Vibes,Timaya,81,79,93,69,72,73,65,76
75,Happy Birthday Kodak,Kodak Black,70,72,80,73,88,76,87,78
76,Wild West,Central Cee,82,71,81,81,87,88,67,79.57142857
77,SoundGod Fest Reloaded,Runtown,88,82,79,76,75,86,81,81
78,7,Lil Nas X,97,90,73,84,74,84,78,82.85714286
79,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune,75,81,83,85,107,75,79,83.57142857
80,TIME,Yaw Tog,92,65,78,79,86,89,99,84
81,LOL (Lord of Lamba),Naira Marley,84,80,95,93,77,81,90,85.71428571
82,Something Else,Mr Eazi,80,106,91,105,78,80,72,87.42857143
83,Trap Symphony EP,Roddy Ricch,98,85,92,82,76,85,95,87.57142857
84,The Prince I Became,Ric Hassani,91,89,88,91,81,82,109,90.14285714
85,Levon James,King Von,111,97,87,80,97,79,83,90.57142857
86,Alagbe,Qdot,90,87,101,98,80,93,91,91.42857143
87,So Much Fun,Young Thug,96,100,96,88,95,90,84,92.71428571
88,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert,79,93,75,96,135,67,108,93.28571429
89,PINK PLANET,Pink Sweat$,73,94,108,78,109,97,96,93.57142857
90,Good News,Megan Thee Stallion,95,74,76,102,85,105,120,93.85714286
91,Realms,Wande Coal,102,95,89,92,83,99,98,94
92,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again,86,88,115,100,96,98,75,94
93,Rema Freestyle EP,Rema,89,96,107,103,84,95,85,94.14285714
94,I Love Girls With Trobul,Sarz X WurlD,94,91,99,94,98,94,101,95.85714286
95,S.C.A.M,G4 Boyz,99,102,90,110,101,107,89,99.71428571
96,Slime Language 2,"Young Stoner Life, Young Thug & Gunna",85,104,112,113,90,92,110,100.8571429
97,On God II,Big Yavo,101,117,102,104,102,91,100,102.4285714
98,My Letter To You Riddim,Various Artists,87,92,128,125,132,96,60,102.8571429
99,The Beauty of Becoming,Rotimi,108,105,118,116,103,108,103,108.7142857
100,T R A P S O U L (Deluxe),Bryson Tiller,112,125,98,115,100,103,111,109.1428571
101,ZaZa Vibes,L.A.X,110,99,106,130,114,100,117,110.8571429
102,L.O.V.E.,Luh Kel,138,111,137,114,93,87,104,112
103,Mixed Emotions,Luh Kel,120,120,124,138,108,101,88,114.1428571
104,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)",128,123,97,127,131,106,112,117.7142857
105,Jackboy,Jackboy,117,113,110,112,123,109,142,118
106,Viral Infection 1.0,Ayanfe Viral,129,83,85,89,94,401,92,139
107,Shottaz 4Eva,MO3,39,38,34,46,51,401,401,144.2857143
108,Off The Record,Reekado Banks,109,98,104,107,91,401,113,146.1428571
109,The Palmwine Express,Show Dem Camp,105,103,120,118,99,401,102,149.7142857
110,PTSD,G Herbo,104,114,103,106,105,401,121,150.5714286
111,Nicotine,Trevor Daniel,93,108,116,108,130,401,105,151.5714286
112,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again,118,101,121,101,122,401,107,153
113,23 Is Back,JayDaYoungan,106,127,86,142,118,102,401,154.5714286
114,Greatest Lord,SINACH,121,112,132,124,111,401,123,160.5714286
115,Solid Focus Riddim,"Popcaan, Zamunda, Furnace",134,115,122,99,138,401,119,161.1428571
116,Dum and Dummer 2,Young Dolph & Key Glock,116,116,109,145,141,401,106,162
117,RESTLESS II,Simi,123,124,130,122,112,401,138,164.2857143
118,The Backend Child,NoCap,119,129,135,111,140,401,118,164.7142857
119,WUNNA,Gunna,144,109,144,117,113,401,139,166.7142857
120,Homesick,Trevor Daniel,125,142,119,131,133,401,116,166.7142857
121,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,135,131,131,119,124,401,129,167.1428571
122,L.O.V.E. (Deluxe),Luh Kel,114,130,138,158,136,401,94,167.2857143
123,CITIZEN OF THE WORLD,King Perryy,131,137,146,123,129,401,127,170.5714286
124,Seed,Gyakie,139,132,133,135,115,401,141,170.8571429
125,Amazing Grace,MEDIKAL,115,141,113,154,128,401,146,171.1428571
126,Afrodisíaco,Rauw Alejandro,100,119,173,120,125,401,165,171.8571429
127,Yabasi,Basketmouth,141,118,156,126,126,401,137,172.1428571
128,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats,124,136,150,134,143,401,130,174
129,Trench Baby,Lil Zay Osama,153,175,114,129,117,401,132,174.4285714
130,Trench Baby (Deluxe Edition),Lil Zay Osama,147,133,143,121,144,401,143,176
131,Roots,NSG,140,149,148,169,116,401,115,176.8571429
132,Cray Cray,Crayon,168,122,129,143,149,401,133,177.8571429
133,"Grandson, Vol. 1",King Von,132,144,149,149,147,401,134,179.4285714
134,Ice Daddy,Gucci Mane,143,134,126,150,151,401,174,182.7142857
135,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,136,152,127,137,156,401,173,183.1428571
136,Honorable,Hotkid,137,159,141,175,173,401,131,188.1428571
137,Aje (The Mixtape),Jaywon,148,121,165,163,166,401,172,190.8571429
138,The Idea Of Her,Ali Gatie,158,154,163,146,162,401,155,191.2857143
139,Ecstasy,Lil Kesh,164,160,164,147,160,401,153,192.7142857
140,Too Late Too Lit,KDDO,122,110,401,133,134,401,122,203.2857143
141,Taste EP,Nandy,127,401,171,144,119,401,126,212.7142857
142,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)",401,135,145,140,142,401,152,216.5714286
143,Anloga Junction,Stonebwoy,146,140,142,136,154,401,401,217.1428571
144,Black Love,Sarkodie,142,153,168,401,150,401,125,220
145,Space and Time,Justine Skye,171,150,125,161,145,401,401,222
146,The Prodigal,Mr. P,149,145,401,155,169,401,148,224
147,We All Shine,YNW Melly,154,401,154,152,172,401,161,227.8571429
148,Shiesty Season - Spring Deluxe,Pooh Shiesty,103,401,105,109,106,401,401,232.2857143
149,Mars,BadboyMarz,401,401,100,95,104,401,170,238.8571429
150,Big Grim Reaper,Big Scarr,107,148,157,401,110,401,401,246.4285714
151,PERFECT PICTURE,Dremo,401,401,174,97,127,401,128,247
152,Wildboy,Calboy,126,126,401,401,146,401,144,249.2857143
153,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur,151,128,401,157,401,401,135,253.4285714
154,6locc 6a6y,Lil Loaded,401,146,147,128,153,401,401,253.8571429
155,Kommunity Service,YG & Mozzy,156,401,401,156,157,401,136,258.2857143
156,Table For Two,Korede Bello,401,163,401,174,148,401,150,262.5714286
157,Mainland To Island,Oladips x Zlatan,159,166,401,148,163,401,401,262.7142857
158,Living In History,Jackboy,163,173,151,153,401,401,401,263.2857143
159,!,Trippie Redd,401,155,159,171,168,401,401,265.1428571
160,Kut Da Fan On,HOTBOII,152,168,172,401,401,401,167,266
161,"Amapiano To The World, Vol.2",DJ Kwamzy,401,401,68,90,121,401,401,269
162,Top Shotta,NLE Choppa,401,107,401,139,401,401,97,278.1428571
163,Building Bridges,Smallgod,113,158,401,401,401,401,140,287.8571429
164,Loyalty Over Royalty (Deluxe),CJ,150,401,134,401,137,401,401,289.2857143
165,Misunderstood,JayDaYoungan,157,156,111,401,401,401,401,289.7142857
166,The Mayor of Lagos,Mayorkun,161,401,401,141,139,401,401,292.1428571
167,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More",133,169,139,401,401,401,401,292.1428571
168,YOU,Ali Gatie,145,401,140,401,401,401,169,294
169,Artist 2.0,A Boogie Wit da Hoodie,401,401,153,401,165,401,147,295.5714286
170,The Prodigy,Skillibeng,165,139,401,401,401,401,162,295.7142857
171,Shottaz 4Eva,MO3,401,401,401,401,401,40,33,296.8571429
172,RoadToCDK,Zlatan,155,401,155,164,401,401,401,296.8571429
173,JOKES UP,Ron Suno,167,151,160,401,401,401,401,297.4285714
174,A Boy From Tandale,Diamond Platnumz,401,401,167,166,401,401,151,298.2857143
175,Empress,Yemi Alade,401,172,401,168,401,401,149,299
176,Kpanlogo,Darkovibes,166,170,401,401,401,401,164,300.5714286
