rank,album,artist,apple,audiomark,deezer,boom,RT
425,Gongo Aso,9ice,500,207,450,520,1287.0
426,The Definitive Collection,Luke Kelly,500,510,147,520,1287.0
427,CALL ME IF YOU GET LOST,"Tyler, The Creator",198,510,450,520,1288.0
428,Season 1 - BTS,Spencer Jordan,500,208,450,520,1288.0
429,Greatest Hits II (2011 Remaster),Queen,500,510,148,520,1288.0
430,Live At Wembley Stadium,Queen,500,510,149,520,1289.0
431,Kokovha,Makhadzi,500,209,450,520,1289.0
432,Bawskee 2,Comethazine,500,210,450,520,1290.0
433,"Sincerely, Kentrell",YoungBoy Never Broke Again,200,510,450,520,1290.0
434,Pulse,Pink Floyd,500,510,150,520,1290.0
435,Dawn,Yebba,201,510,450,520,1291.0
436,50 Irish Classic Folk Songs,Irish Folk Players,500,510,151,520,1291.0
437,Call Me Loose,Loski,500,211,450,520,1291.0
438,Ultimate Collection,Don Moen,202,510,450,520,1292.0
439,The Bodyguard - Original Soundtrack Album,Whitney Houston,500,510,152,520,1292.0
440,January 10th,Yo Gotti,500,212,450,520,1292.0
441,Surfacing,Sarah McLachlan,500,510,153,520,1293.0
442,Nothing Was the Same (Deluxe),Drake,203,510,450,520,1293.0
443,BAWSKEE 3.5,Comethazine,500,213,450,520,1293.0
444,Cheers,Obie Trice,500,510,154,520,1294.0
445,Maverick City Vol. 3 Part 1,Maverick City Music,204,510,450,520,1294.0
446,Ten,Pearl Jam,500,510,155,520,1295.0
447,Music For Sleeping,Gentle Vibrations,500,215,450,520,1295.0
448,Elvis 30 #1 Hits,Elvis Presley,500,510,156,520,1296.0
449,CM7: The World Is Yours,Yo Gotti,500,216,450,520,1296.0
450,i am > i was (Deluxe),21 Savage,206,510,450,520,1296.0
451,COME BACK,SETHOO GH,500,217,450,520,1297.0
452,Tha Carter V (Deluxe),Lil Wayne,207,510,450,520,1297.0
453,Bright Lights (Lights Re-pack / Bonus Version),Ellie Goulding,500,510,157,520,1297.0
454,My Beautiful Dark Twisted Fantasy,Kanye West,500,510,158,520,1298.0
455,The Black House,Sleepy Hallow,500,218,450,520,1298.0
456,Birds in the Trap Sing McKnight,Travis Scott,208,510,450,520,1298.0
457,Sigh No More (Deluxe),Mumford & Sons,500,510,159,520,1299.0
458,23,JayDaYoungan,500,220,450,520,1300.0
459,HNDRXX,Future,210,510,450,520,1300.0
460,Yield,Pearl Jam,500,510,160,520,1300.0
461,Send Them To Coventry,Pa Salieu,211,510,450,520,1301.0
462,Pain and Love EP,Fivio Foreign,500,221,450,520,1301.0
463,Tangled,Various Artists,500,510,161,520,1301.0
464,"Afromix, Ep. 1 (DJ Mix)",Spinall,212,510,450,520,1302.0
465,Pygmalion,Slowdive,500,510,162,520,1302.0
466,Of Dons & Divas,Vybz Kartel,500,222,450,520,1302.0
467,King Of The Dancehall,Vybz Kartel,500,223,450,520,1303.0
468,Darkness On the Edge of Town,Bruce Springsteen,500,510,163,520,1303.0
469,The Search,NF,214,510,450,520,1304.0
470,The Essential Perry Como,Perry Como,500,510,164,520,1304.0
471,Bawskee,Comethazine,500,224,450,520,1304.0
472,One Foot In,Nines,500,225,450,520,1305.0
473,One Night Only,Bee Gees,500,510,165,520,1305.0
474,CM6: Gangsta of the Year,Yo Gotti,500,226,450,520,1306.0
475,MI 2: The Movie,M.I Abaga,216,510,450,520,1306.0
476,Greatest Hits,The Cure,500,510,166,520,1306.0
477,Heavy Is The Head,Stormzy,217,510,450,520,1307.0
478,Cocaine Muzik,Yo Gotti,500,227,450,520,1307.0
479,The Ultimate Tribute To Garth Brooks,#1 Garth Brooks Tribute Band,500,510,167,520,1307.0
480,Speak Now,Taylor Swift,500,510,168,520,1308.0
481,Cocaine Muzik 3,Yo Gotti,500,228,450,520,1308.0
482,True 2 Myself,Lil Tjay,219,510,450,520,1309.0
483,Cocaine Muzik 4: Gangsta Grillz,Yo Gotti & Zedzilla,500,229,450,520,1309.0
484,Celebrity Skin,Hole,500,510,169,520,1309.0
485,Band On The Run (Standard),Paul McCartney,500,510,170,520,1310.0
486,PLAYBOY,Tory Lanez,500,231,450,520,1311.0
487,Rastaman Vibration,Bob Marley & The Wailers,500,510,171,520,1311.0
488,Heaven Or Hell,Don Toliver,222,510,450,520,1312.0
489,Classic Love / The Ultimate Ballads Album,Various Artists,500,510,172,520,1312.0
490,Science & Faith,The Script,500,510,173,520,1313.0
491,All Eyez On Nipsey,"Nipsey Hussle, 2Pac",500,233,450,520,1313.0
492,Ghetto Heisman,WC,500,510,174,520,1314.0
493,MWWU,WurlD,500,234,450,520,1314.0
494,i hope you're very unhappy without me,María Isabel,500,235,450,520,1315.0
495,Camp Rock 2: The Final Jam,Cast of Camp Rock 2,500,510,175,520,1315.0
496,Disintegration,The Cure,500,510,176,520,1316.0
497,Hate Love,Ann Marie,500,236,450,520,1316.0
498,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Various Artists,500,510,177,520,1317.0
499,Just Another Day,Rubberband O.G,500,238,450,520,1318.0
500,The Twilight Saga: Eclipse - The Score,Various Artists,500,510,178,520,1318.0
501,From The Choir Girl Hotel,Tori Amos,500,510,179,520,1319.0
502,Appetite For Destruction EP,Kofi Jamar,500,239,450,520,1319.0
503,Still in the Game,Keith Sweat,500,510,180,520,1320.0
504,My Arahya,Zarion Uti,500,240,450,520,1320.0
505,Testify,P.O.D,500,510,181,520,1321.0
506,New Light,Eric Bellinger,500,241,450,520,1321.0
507,Strange Little Girls,Tori Amos,500,510,182,520,1322.0
508,38 Baby 2,YoungBoy Never Broke Again,500,242,450,520,1322.0
509,23 Is Back,JayDaYoungan,500,243,450,520,1323.0
510,The Essential Paul Simon,Paul Simon,500,510,183,520,1323.0
511,Heat Of The Moment,Tink,500,244,450,520,1324.0
512,Seriously Funny,Kevin Hart,500,510,184,520,1324.0
513,IT’S REMBLE,Remble,500,245,450,520,1325.0
514,Fear of Music (Deluxe Version),Talking Heads,500,510,185,520,1325.0
515,StarStruck,Various Artists,500,510,186,520,1326.0
516,Taste EP,Nandy,500,246,450,520,1326.0
517,Murmur,R.E.M.,500,510,187,520,1327.0
518,For You,Vedo,500,247,450,520,1327.0
519,Reckoning,R.E.M.,500,510,188,520,1328.0
520,Table For Two,Korede Bello,500,249,450,520,1329.0
521,Aphrodite,Kylie Minogue,500,510,189,520,1329.0
522,Project Baby 2: All Grown Up (Deluxe Edition),Kodak Black,500,250,450,520,1330.0
523,Recovery,Eminem,500,510,190,520,1330.0
524,"So Wrong, It's Right",All Time Low,500,510,191,520,1331.0
525,Afro Series,Terri,500,251,450,520,1331.0
526,Casting Crowns,Casting Crowns,500,510,192,520,1332.0
527,Timeless Ep,Aje,500,252,450,520,1332.0
528,Toxic,Kranium,500,253,450,520,1333.0
529,Exile On Main Street,The Rolling Stones,500,510,193,520,1333.0
530,Legendary,Tyga,500,254,450,520,1334.0
531,Spirit Of The Irish: The Ultimate Collection,The Dubliners,500,510,194,520,1334.0
532,Our Earthly Pleasures,Maxïmo Park,500,510,195,520,1335.0
533,Artist 2.0,A Boogie Wit da Hoodie,500,255,450,520,1335.0
534,Black Love,Sarkodie,500,256,450,520,1336.0
535,Cray Cray,Crayon,500,257,450,520,1337.0
536,Big Grim Reaper,Big Scarr,500,258,450,520,1338.0
537,made in lagos,NA,500,510,450,21,1465.25
538,born of god,NA,500,510,450,36,1469.0
539,vibrator,NA,500,510,450,44,1471.0
540,before the chaos,NA,500,510,450,45,1471.25
541,fuji the sound,NA,500,510,450,46,1471.5
542,the life and times of 50th birthday edition,NA,500,510,450,48,1472.0
543,you have done me well,NA,500,510,450,50,1472.5
544,no bad songz,NA,500,510,450,57,1474.25
545,barry back the,NA,500,510,450,58,1474.5
546,the erigma ii,NA,500,510,450,59,1474.75
547,omo charlie champagne vol. i,NA,500,510,450,60,1475.0
548,kingdom now,NA,500,510,450,68,1477.0
549,warriors,NA,500,510,450,72,1478.0
550,you are great,NA,500,510,450,74,1478.5
551,this god is too good,NA,500,510,450,76,1479.0
552,xc3x8crxc3x8c,NA,500,510,450,77,1479.25
553,suddenly + amazing god,NA,500,510,450,81,1480.25
554,country moods,NA,500,510,450,82,1480.5
555,xc3x8cmxc3xbaxe1xb9xa3xe1xbaxb9!,NA,500,510,450,86,1481.5
556,by special request vol. 2,NA,500,510,450,87,1481.75
557,chiomalized,NA,500,510,450,89,1482.25
558,coast to coast,NA,500,510,450,92,1483.0
559,the playmaker,NA,500,510,450,93,1483.25
560,glory: proskuneo,NA,500,510,450,95,1483.75
561,feed tha streets ii,NA,500,510,450,97,1484.25
