Position,song,artist
1,Soundgasm,Rema
2,Feeling (feat. Buju),LADIPOE
3,Music Messiah (feat. Wande Coal),DJ Neptune
4,Bobo,Aya Nakamura
5,Sere Remix,"Spinall, Fireboy DML and 6LACK"
6,Hold Me Tight (feat. Peruzzi & Okwesili Eze Group),Kcee
7,Iphupho (feat. Kuhle),Jabzz Dimitri featuring Kuhle
8,Confident,Savage X Buju
9,This Your Body,Skales and Davido
10,FOCUS DANCE BEAT (feat. HAGMAN & ABATI),AJIMOVOIX_DRUMS
11,Baby,Brainee
12,Jemeni,Aymos and Focalistic
13,In Those Eyes,Ogranya
14,Tonongo,"Lojay, Sarz"
15,Money,"Terri, Bella Shmurda, Mohbad"
16,Sokoma,"Blaq Jerzee, Marioo and Eddy Kenzo"
17,Right Here,"Walshy Fire, Terri, Cloud Beats"
18,Lemonade,Ria sean
19,Jennifer Remix (feat. Rayvanny),Guchi ft Rayvanny
20,GUPTA (feat. Lady Du & Mellow and Sleazy),Focalistic and Mr JazziQ
21,Hurricane (feat. Buju Banton),Tomi Thomas
22,Chance (feat. Tay Iwar & Projexx),JulsBaby
23,Heartbreaker (feat. Nasty C),Blaqbonez
24,1. Confusion,M.anifest
25,Pempe,Seyi Shay and Yemi Alade
26,No Fugazy,Sarkodie
27,Door (feat. Kwesi Arthur),Joeboy
28,World,"Dangbana Republik, Bella Shmurda"
29,PEAKING,Tay Iwar
30,Egbon (feat. Phyno),Masterkraft
31,Cho Cho (feat. Davido & Mayorkun),Zlatan
32,"Zombie (feat. PsychoYP, Laycon & A-Q)",Blaqbonez
33,Attitude (feat. H Baba & Awilo Longomba),Harmonize
34,Leg Work,KOREDE BELLO
35,History,Cheque & Fireboy DML
36,"Are You Sure (feat. Zinoleesky, Emo Grae & Naira Marley)",Lyta
37,MOSLADO,Teni
38,COMING (feat. Busiswa),Naira Marley
39,Addicted,DJ Tunez & J. Anthoni
40,Bling (feat. Amaarae & Buju),Blaqbonez
41,Low Key Feat. Sarkodie (feat. Sarkodie),E.L
42,Ukimwona,H_ART THE BAND
43,Baridi (feat. Sanaipei Tande),Nviiri The Storyteller featuring Sanaipei Tande
44,"Currently (feat. Olamide, Falz & LK Kuddy)",Kizz Daniel
45,Thunder Fire You,Ric Hassani
46,One Time Ting,DJ Tunez & J. Anthoni
47,Complicated (feat. Yemi Alade & Bisa Kdei),Philkeyz featuring Yemi Alade and Bisa Kdei
48,Sore (Remix),"Yaw Tog, Stormzy & Kwesi Arthur"
49,HUSTLE,Teni
50,Wenge,Mimi Mars
51,Wagwan,Laycon
52,Falling For U,"Blaq Jerzee, Mr Eazi and Harmonize"
53,Focus,Joeboy
54,Sika Aba Fie,"Kweku Darlington, Yaw Tog, Kweku Flick"
55,Rush,Dangbana Republik X Bella Shmurda
56,Cash App (feat. Zlatan & lincoln),Bella Shmurda
57,Kiss Me Like You Miss Me,CKay
58,Sawa,Jux
59,The Don,Mr Eazi
60,Birthday Song (feat. Khaligraph Jones),"Nviiri The Storyteller, Sauti Sol and Bensoul featuring Khaligraph Jones"
61,Celebration,Joeboy
62,Bomb,DJ Tunez & J. Anthoni
63,KPK (Ko Por Ke),Rexxie and MohBad
64,FOR YOU (feat. Davido),Teni featuring Davido
65,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
66,Ke Star (feat. Vigro Deep),Focalistic featuring Vigro Deep
67,Godly,Omah Lay
68,Away,Ayra Starr
69,Ginger (feat. Burna Boy),Wizkid
70,INJURE ME,Teni
71,Show Me,Joeboy
72,Sukari,Zuchu
73,The Best (feat. Mayorkun),Davido
74,Funu,"Kabza De Small, DJ Maphorisa and TRESOR"
75,Walk On The Beach,Femi Leye
76,Every Weekend,DJ Tunez & J. Anthoni
77,"Kubo (feat. K.O, Focalistic & Bassie)","Kwesta featuring K.O, Focalistic and Bassie"
78,Roju,Chiké
79,Rock,Olamide
80,Angelina (feat. Zlatan),Dreamboy
81,Ball Till We Fall (feat. Bella Shmurda),Kida Kudz featuring Bella Shmurda
82,BACK TO THE SENDER (feat. Kofi Kinaata),Quamina MP
83,Akekho,Kekelingo
84,Vanity,MzVee and Kelvyn Boy
85,PINDA,Nedy Music
86,Changanya (feat. JUX & Kenz Ville),Jay Rox
87,I Like That,The Great Eddy
88,Aroma Persona,Izzik
89,AJE (feat. Remy Crown),DJ Big N
90,Know Person,Sean Tizzle
91,Pull Up,Gabzy
92,Fresh (feat. Samba Peuzzi),Iss 814
93,Kwadede,Kwabena Kwabena
94,Cassette (feat. King Promise),Nanky
95,I Miss You,Joda Kgosi
96,Somebody (feat. Phyno),Olamide
97,Duduke (French),Simi and Deja
98,CELEBRATE ME,Patoranking
