Position,album,artist
1,19 & Dangerous,Ayra Starr
2,High Tension 2.0,Dangbana Republik & Bella Shmurda
3,UY Scuti,Olamide
4,APOLLO,Fireboy DML
5,Somewhere Between Beauty & Magic,Joeboy
6,High Tension EP,Bella Shmurda
7,WONDALAND,Teni
8,Nothing To Prove,Victor AD
9,Carpe Diem,Olamide
10,What Have We Done,Omah Lay
11,Twice As Tall,Burna Boy
12,THE GOAT,Polo G
13,Rema Compilation,Rema
14,Zero Panic,Balloranking
15,Get Layd,Omah Lay
16,Eclipse,Troniq Music & Oxlade
17,LIGHT (The EP),MohBad
18,A True Champion,Rexxie
19,"Laughter, Tears & Goosebumps",Fireboy DML
20,Please Excuse Me for Being Antisocial,Roddy Ricch
21,NEW ERA,Kiss Daniel
22,Chrome Eccentric Ep,Zinoleesky
23,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers
24,High Off Life,Future
25,Rum & Boogie,Peruzzi
26,No Pressure,Sarkodie
27,King Of Love,Kizz Daniel
28,Afro Pop Vol. 1,Adekunle Gold
29,Sex Over Love,Blaqbonez
30,Simisola,Simi
31,Superstar,Wizkid
32,Man Of Galilee,Judikay
33,I'll Say It For You,Dax
34,Shottaz 4Eva,MO3
35,Shottaz 4Eva (Deluxe),MO3
36,The Golden Boy,KiDi
37,Gratitude,Timaya
38,LV N ATTN,Lojay & Sarz
39,Welcome to O'Block,King Von
40,Love & Light,Joeboy
41,Top,YoungBoy Never Broke Again
42,Simisola (Deluxe),Simi
43,Water & Garri,Tiwa Savage
44,Boo of the Booless,Chiké
45,Off The Yak,Young M.A
46,Life of Betrayal 2x,Yungeen Ace
47,Jackboy 2,Jackboy
48,Razor,Cheque
49,TOP PRIZE,ALKALINE
50,Bad Commando,Rema
51,Soundgod Fest Vol.1,Runtown
52,Boyfriend,CKay
53,Culture,Migos
54,Rudykillus,Rudeboy
55,7,Lil Nas X
56,Three,Patoranking
57,Hot Pink,Doja Cat
58,For Broken Ears,Tems
59,TattleTales,6ix9ine
60,Omo Charlie Champagne Vol1,Simi
61,The Cross: My Gaze,Mercy Chinwo
62,Shopla,Jaido P
63,Cultural Praise,Kcee & Okwesili Eze Group
64,Twice As Tall,Burna Boy
65,Hoodie SZN,A Boogie Wit Da Hoodie
66,All or Nothing,Rotimi
67,The Message,Minister GUC
68,Moon Boy,Yung Bleu
69,Just A Matter of Slime,YNW Melly
70,Herstory in the Making,Young M.A
71,SAVAGE MODE II,21 Savage & Metro Boomin
72,Twelve A.M,Crayon
73,OXYGENE,Oxlade
74,Haitian Boy Kodak,Kodak Black
75,SATISFIED,Mercy Chinwo
76,Lil Durk Presents: Loyal Bros,Only The Family
77,Shiesty Season,Pooh Shiesty
78,Billionaire,Teni
79,Dead roses  chronicles2,Corizo
80,Queendoncom,Yemi Alade
81,Dark Times,Victony
82,Euphoria,PsychoYP
83,LOL (Lord of Lamba),Naira Marley
84,Hakuna Matata,Dotman
85,New Season,Chidinma
86,Chulo Vibes,Timaya
87,...Shall We Begin...,Laycon
88,I Love Girls With Trobul,Sarz X WurlD
89,Good News,Megan Thee Stallion
90,Pluto x Baby Pluto,Future & Lil Uzi Vert
91,Deal with It,Phyno
92,Levon James,King Von
93,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
94,TOP MEMBA,Kida Kudz
95,L.O.V.E. (Deluxe),Luh Kel
96,Know You,Ladipoe
97,Happy Birthday Kodak,Kodak Black
98,Viral Infection 1.0,Ayanfe Viral
99,What Have We Done,Omah Lay
100,Alagbe,Qdot
101,SoundGod Fest Reloaded,Runtown
102,Masta Groove,Masterkraft
103,L.O.V.E.,Luh Kel
104,ZaZa Vibes,L.A.X
105,So Much Fun,Young Thug
106,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
107,Rema Freestyle EP,Rema
108,Realms,Wande Coal
109,The Beauty of Becoming,Rotimi
110,The Prince I Became,Ric Hassani
111,Wild West,Central Cee
112,Trap Symphony EP,Roddy Ricch
113,Top Shotta,NLE Choppa
114,The Prodigal,Mr. P
115,Redemption song,Corizo
116,My Letter To You Riddim,Various Artists
117,Off The Record,Reekado Banks
118,The Backend Child,NoCap
119,On God II,Big Yavo
120,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
121,Jackboy,Jackboy
122,TIME,Yaw Tog
123,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
124,PTSD,G Herbo
125,T R A P S O U L (Deluxe),Bryson Tiller
126,Something Else,Mr Eazi
127,S.C.A.M,G4 Boyz
128,The Palmwine Express,Show Dem Camp
129,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
130,Trench Baby (Deluxe Edition),Lil Zay Osama
131,WUNNA,Gunna
132,Play 2 Win,G Perico
133,Itheep,Moelogo
134,We All Shine,YNW Melly
135,Misunderstood,JayDaYoungan
136,One In A Million,Aaliyah
137,Wildboy,Calboy
138,Mixed Emotions,Luh Kel
139,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
140,The Mayor of Lagos,Mayorkun
141,RESTLESS II,Simi
142,Animal,Maria Becerra
143,Greatest Lord,SINACH
144,YOU,Ali Gatie
145,Kut Da Fan On,HOTBOII
146,PERFECT PICTURE,Dremo
147,Seed,Gyakie
148,GEEZYWORLD,OhGeesy
149,Anloga Junction,Stonebwoy
150,Roots,NSG
151,Aje (The Mixtape),Jaywon
152,The African Gentleman (Deluxe Version),Ric Hassani
153,Living In History,Jackboy
154,The Party Never Ends Unreleased Album,Juice WRLD
155,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
156,38 Baby 2,YoungBoy Never Broke Again
157,Dum and Dummer 2,Young Dolph & Key Glock
158,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
159,Trench Baby,Lil Zay Osama
160,!,Trippie Redd
161,"Scorpion, Vol. 2",Jizzle
162,6locc 6a6y,Lil Loaded
163,Heaven Or Hell,Don Toliver
164,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
165,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
166,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
