Position,song,artist
1,Feeling,LADIPOE
2,Rock,Olamide
3,PEPE,L.A.X & Davido
4,History,Cheque & Fireboy DML
5,COMING,Naira Marley
6,Ayewada,Barry Jhay
7,Focus,Joeboy
8,World,"Dangbana Republik, Bella Shmurda"
9,It Is What It Is,Adekunle Gold
10,Money,"Terri, Bella Shmurda, Mohbad"
11,Bling,Blaqbonez
12,INJURE ME,Teni
13,Kilometre,Burna Boy
14,Late At Night,Roddy Ricch
15,FOR YOU,Teni featuring Davido
16,Outside,Buju
17,Running (To You),ChikÃ©
18,Are You Sure,Lyta
19,Ke Star Remix,Focalistic & Davido
20,World (Alternate Cut),Bella Shmurda
21,Somebody Baby,Peruzzi & Davido
22,Olofofo,Victor AD
23,Essence,Wizkid
24,90â€™S,Seyi Vibez
25,Pronto,Ajebo Hustlers & Omah Lay
26,Felony,CKay
27,Cho Cho,Zlatan
28,Rush,Dangbana Republik X Bella Shmurda
29,Hallelu,Masterkraft
30,Too Correct,Crayon
31,Triumphant,Olamide
32,Ginger,Wizkid
33,Kilofeshe,Zinoleesky
34,Infinity,Olamide
35,Godly,Omah Lay
36,Bad Type,Seyi Vibez
37,Body (Remix),Tion Wayne x Russ Millions
38,Koleyewon,Naira Marley
39,Catalyst,Seyi Vibez
40,Cash App,Bella Shmurda
41,Lonely,Joeboy
42,High Way,DJ Kaywise & Phyno
43,Don Dada,Timaya
44,Door,Joeboy
45,Ori,Barry Jhay
46,23,Burna Boy
47,Sho Mo Mi,Bella Shmurda
48,The Best,Davido
49,Champion,Fireboy DML & D Smoke
50,This Your Body,Skales and Davido
51,KOLO,Ice Prince
52,Ginger Me (Intro),Bella Shmurda
53,Way Too Big,Burna Boy
54,KPK (Ko Por Ke),Rexxie and MohBad
55,PAMI,DJ Tunez
56,Omnipotent,Bella Shmurda
57,Liquor,Bella Shmurda
58,Chi Chi,Naira Marley
59,Sorry,MohBad
60,Early Momo,Vector
61,Bad Influence,Omah Lay
62,Southy Love,Peruzzi
63,Only You,Bella Shmurda
64,Vision 2020,Bella Shmurda
65,Upgrade,Bella Shmurda
66,Pay day,Seyi Vibez
67,Music Messiah,DJ Neptune
68,AVAILABLE,C Blvck
69,Muje,Barry Jhay
70,Door,Joeboy
71,LV N ATTN,"Lojay, Sarz"
72,Ma Pariwo,Zinoleesky
73,Can't Relate,Omah Lay
74,Happiness,Davolee
75,Holy Ground,Davido
76,Real Life,Burna Boy
77,Rest On Kashy,Anonymous Music
78,Colorado,Zugo
79,Colorado,Jimmygid
80,No Stress,WizKid
81,All My Life,M.I Abaga
82,Currently,Kizz Daniel
83,Your Body,Mayorkun
84,Damages,Tems
85,Loading,Olamide
86,Amope,Bella Shmurda
87,Fall for Me,Laycon
88,Picture Freestyle,Seyi Vibez
89,Dangbana Orisa,Bella Shmurda
90,At My Worst,Pink Sweat$
91,FEM,Davido
92,My Bebe,Omah Lay
93,If You No Love,ChikÃ©
94,Smile,Wizkid
95,All Love,Lil Durk
96,Celebration,Joeboy
97,Ball Till We Fall,Kida Kudz
98,Ponmo,Mohbad
99,God Sent,Seyi Vibez
100,Cultural Praise,Kcee & Okwesili Eze Group
101,3 Headed Goat,Lil Durk
102,Airplane Mode,Fireboy DML
103,Know You,Ladipoe
104,Commitment Issues,Central Cee
105,You,Omah Lay
106,Sere Remix,"Spinall, Fireboy DML and 6LACK"
107,The Box,Roddy Ricch
108,Wonderful,Burna Boy
109,Mandeman,Small Doctor
110,MOSLADO,Teni
111,Loved By You [Re],GoodyBoy
112,Egbon,Masterkraft
113,Green Light,Olamide
114,Adura,Mohbad
115,Die Young,Roddy Ricch
116,If E Happen For Lagos,Runtown
117,Omo Ologo,Lil Frosh
118,Ginger Me,Rema
119,Level Up (Twice As Tall),Burna Boy
120,Project Dreams,Roddy Ricch
121,Lenu (Remix),Buju
122,Activate,Stonebwoy
123,Legends,Juice WRLD
124,Zoom,Cheque
125,Hold Me Tight,Kcee
126,Flex,Kizz Daniel
127,Confession,Omah Lay
128,Lo Lo,Omah Lay
129,Rotate (Freestyle),Mr Eazi
130,Symphony,Seyi Vibez
131,Marlians Anthem,MohBad
132,Tonongo,"Lojay, Sarz"
133,Jackpot,Crayon
134,dimension,jae5 ft skepta & rema
135,Ye Ye Ye,Omah Lay
136,So Lovely,Buju
137,JO,Teni
138,Go Away,Fireboy DML
139,U Know Di Vibe,Aidonia
140,Abule,Patoranking
141,Damn,Omah Lay
142,HELL (interlude),corizo
143,If You No Love,ChikÃ©
144,Another Level,Olamide
145,So Crazy,Davido
146,Freaky,Hotkid
147,Life Is Good,Future
148,Happy Birthday,Simi feat. Adekunle Gold and Deja
149,Spell,Fireboy DML & Wande Coal
150,Damn,Omah Lay
