Position,song,artist
1,Lie,Kizz Daniel
2,So Cold,"Bella Shmurda, Popcaan"
3,Bloody Samaritan,Ayra Starr
4,Understand,Omah Lay
5,Peru,Fireboy DML
6,Question,Burna Boy
7,Sinner,Adekunle Gold
8,Naira Marley,Zinoleesky
9,Outside,Buju
10,Feel Good,Mohbad
11,Feeling,LADIPOE
12,Drug Test,Naira Marley
13,Peru (Refix),Buju
14,Rock,Olamide
15,Yaba Buluku [Remix],Dj Tarico & Burna Boy
16,CELEBRATE ME,Patoranking
17,Confident,Savage X Buju
18,Olofofo,Victor AD
19,Alubarika,Zlatan
20,Shameful,King OT
21,It Is What It Is,Adekunle Gold
22,Denge Pose,Lil Frosh
23,loving is harder,Johnny Drille
24,History,Cheque & Fireboy DML
25,Far Away,"Dangbana Republik, Bella Shmurda"
26,Ayewada,Barry Jhay
27,Testimony,Buju
28,Out There,"Dangbana Republik, Bella Shmurda"
29,COMING,Naira Marley
30,Ojuju,Troniq Music & Oxlade
31,Are You Sure,Lyta
32,Focus,Joeboy
33,INJURE ME,Teni
34,Money,"Terri, Bella Shmurda, Mohbad"
35,Running (To You),Chiké
36,FOR YOU,Teni featuring Davido
37,Professor  Peller,Seyi Vibez
38,Jailer,Olamide
39,40 BTC,Rexxie featuring Seyi Vibez
40,World (Alternate Cut),Bella Shmurda
41,Bling,Blaqbonez
42,Sorry,MohBad
43,Colorado,Zugo
44,Kogbede,CDQ featuring Wande Coal
45,Soldier Go,"Dangbana Republik, Bella Shmurda"
46,Triumphant,Olamide
47,Supernova,Balloranking
48,Godly,Omah Lay
49,Dorime,Teni
50,Lako,"Dangbana Republik, Bella Shmurda"
51,Hallelu,Masterkraft
52,Need For Speed,Olamide
53,Kilofeshe,Zinoleesky
54,Know the Difference,Icewear Vezzo
55,Julie,Olamide
56,Pronto,Ajebo Hustlers & Omah Lay
57,Kilometre,Burna Boy
58,Infinity,Olamide
59,Weapon,Rotimi
60,90’S,Seyi Vibez
61,Wonder,Dremo
62,PAMI,DJ Tunez
63,Lenu (Remix),Buju & Burna Boy
64,Ke Star Remix,Focalistic & Davido 
65,Somebody Baby,Peruzzi & Davido
66,Relentless,Booka600
67,Holiday,Balloranking
68,Cash App,Bella Shmurda
69,Bad Type,Seyi Vibez
70,Felony,CKay
71,Migrate,Ayanfe and Davido
72,Champion,Fireboy DML & D Smoke
73,Sho Mo Mi,Bella Shmurda
74,Mercy,Falz
75,Catalyst,Seyi Vibez
76,Base On Believe,Balloranking
77,Somebody’s Son,Tiwa Savage
78,Champion,"Dangbana Republik, Bella Shmurda"
79,Way Too Big,Burna Boy
80,All,Rexxie featuring Davido
81,Ori,Barry Jhay
82,Omnipotent,Bella Shmurda
83,23,Burna Boy
84,Vision 2020,Bella Shmurda
85,Upgrade,Bella Shmurda
86,Adura,Mohbad
87,Too Correct,Crayon
88,Eff All Day,Timaya
89,Black,Victor AD
90,Get Layd,Saintdan
91,Call Me Baby,Cheque
92,Ginger Me (Intro),Bella Shmurda
93,Bad Influence,Omah Lay
94,Koleyewon,Naira Marley
95,Blessed,Balloranking
96,Ma Pariwo,Zinoleesky
97,Late At Night,Roddy Ricch
98,So Lovely,Buju
99,Beggie Beggie,Ayra Starr featuring CKay
100,Muje,Barry Jhay
101,Pay day,Seyi Vibez
102,KPK (Ko Por Ke),Rexxie and MohBad
103,Don Dada,Timaya
104,Liquor,Bella Shmurda
105,Anymore,Victor AD
106,Cho Cho,Zlatan
107,Bia,Phyno
108,Southy Love,Peruzzi
109,Spiritual,Buju
110,Marlians Anthem,MohBad
111,Currently,Kizz Daniel
112,Best Life,Balloranking
113,Gangster,"Balloranking, Dablixx Oshaa"
114,Lonely,Joeboy
115,Be My Guest,WSTRN & Fireboy DML
116,PonPon,Olamide
117,Lonely,Ayra Starr
118,Tonongo,"Lojay, Sarz"
119,Ponmo,Mohbad
120,Somebody,Olamide
121,Non Living Thing,Sarkodie
122,Picture Freestyle,Seyi Vibez
123,Survive,Jaido P
124,God Sent,Seyi Vibez
125,High Way,DJ Kaywise & Phyno
126,Dangbana Orisa,Bella Shmurda
127,ThankFul,Balloranking
128,Airplane Mode,Fireboy DML
129,Early Momo,Vector
130,Real Life,Burna Boy
131,Sharing Locations,Meek Mill
132,Time No Dey,Balloranking
133,Legends,Juice WRLD
134,Can't Relate,Omah Lay
135,Omo Ologo,Lil Frosh featuring Zinoleesky
136,Rest On Kashy,Anonymous Music
137,Only You,Bella Shmurda
138,Amope,Bella Shmurda
139,Soundgasm,Rema
140,Damages,Tems
141,Happy Birthday,Simi feat. Adekunle Gold and Deja
142,More,Troniq Music & Oxlade
143,My Bebe,Omah Lay
144,Energy,DEW
145,Door,Joeboy
146,NORMALLY,Seyi Vibez
147,Flex,Kizz Daniel
148,It Ain't My Fault,"Babyface Ray, Big Sean, Hit-Boy"
149,You,Omah Lay
150,Fall for Me,Laycon
151,LICENSE,Vector
152,Chi Chi,Naira Marley
153,Die Young,Roddy Ricch
154,Never Die Poor,Balloranking
155,Cup of Tea,Olamide
156,Ginger Me,Rema
