Position,song,artist
1,Lie,Kizz Daniel
2,Question,Burna Boy
3,Understand,Omah Lay
4,Let Me Know,Mayorkun
5,Sinner,Adekunle Gold
6,Peru (Refix),Buju
7,Naira Marley,Zinoleesky
8,Peru,Fireboy DML
9,Bloody Samaritan,Ayra Starr
10,Outside,Buju
11,Feeling,LADIPOE
12,Drug Test,Naira Marley
13,Feel Good,Mohbad
14,Rock,Olamide
15,Yaba Buluku [Remix],Dj Tarico & Burna Boy
16,CELEBRATE ME,Patoranking
17,Denge Pose,Lil Frosh
18,Ojuju,Troniq Music & Oxlade
19,Alubarika,Zlatan
20,Shameful,King OT
21,Olofofo,Victor AD
22,It Is What It Is,Adekunle Gold
23,Essence,Wizkid
24,History,Cheque & Fireboy DML
25,COMING,Naira Marley
26,Confident,Savage X Buju
27,Testimony,Buju
28,Somebody’s Son,Tiwa Savage
29,Ayewada,Barry Jhay
30,Focus,Joeboy
31,Out There,"Dangbana Republik, Bella Shmurda"
32,Are You Sure,Lyta
33,Far Away,"Dangbana Republik, Bella Shmurda"
34,Professor  Peller,Seyi Vibez
35,INJURE ME,Teni
36,Running (To You),Chiké
37,Money,"Terri, Bella Shmurda, Mohbad"
38,Jailer,Olamide
39,FOR YOU,Teni featuring Davido
40,40 BTC,Rexxie featuring Seyi Vibez
41,Dorime,Teni
42,Bling,Blaqbonez
43,Sorry,MohBad
44,Need For Speed,Olamide
45,Colorado,Zugo
46,Ginger,Wizkid
47,Incomplete,Troniq Music & Oxlade
48,Godly,Omah Lay
49,Mercy,Falz
50,Julie,Olamide
51,Soldier Go,"Dangbana Republik, Bella Shmurda"
52,Kilometre,Burna Boy
53,Naanzaje,Diamond Platnumz
54,Kilofeshe,Zinoleesky
55,Triumphant,Olamide
56,Pronto,Ajebo Hustlers & Omah Lay
57,Lako,"Dangbana Republik, Bella Shmurda"
58,Hallelu,Masterkraft
59,Wonder,Dremo
60,90’S,Seyi Vibez
61,Infinity,Olamide
62,Supernova,Balloranking
63,Ke Star Remix,Focalistic & Davido 
64,Eff All Day,Timaya
65,Call Me Baby,Cheque
66,Bad Type,Seyi Vibez
67,PAMI,DJ Tunez
68,Lenu (Remix),Buju & Burna Boy
69,Felony,CKay
70,World (Alternate Cut),Bella Shmurda
71,Catalyst,Seyi Vibez
72,All,Rexxie featuring Davido
73,Somebody Baby,Peruzzi & Davido
74,Way Too Big,Burna Boy
75,Cash App,Bella Shmurda
76,Champion,Fireboy DML & D Smoke
77,Black,Victor AD
78,23,Burna Boy
79,Sho Mo Mi,Bella Shmurda
80,Holiday,Balloranking
81,Champion,"Dangbana Republik, Bella Shmurda"
82,Too Correct,Crayon
83,Bia,Phyno
84,Base On Believe,Balloranking
85,Tick Tock,Young Thug
86,Bad Influence,Omah Lay
87,Omnipotent,Bella Shmurda
88,More,Troniq Music & Oxlade
89,Koleyewon,Naira Marley
90,Upgrade,Bella Shmurda
91,Adura,Mohbad
92,Ma Pariwo,Zinoleesky
93,Ginger Me (Intro),Bella Shmurda
94,Don Dada,Timaya
95,Vision 2020,Bella Shmurda
96,Late At Night,Roddy Ricch
97,Non Living Thing,Sarkodie
98,Currently,Kizz Daniel
99,Anymore,Victor AD
100,Beggie Beggie,Ayra Starr featuring CKay
101,Ori,Barry Jhay
102,Pay day,Seyi Vibez
103,So Lovely,Buju
