Position,album,artist
74,Hoodie SZN,A Boogie Wit Da Hoodie
75,TattleTales,6ix9ine
76,OXYGENE,Oxlade
77,Dead roses  chronicles2,Corizo
78,Herstory in the Making,Young M.A
79,Hakuna Matata,Dotman
80,Chulo Vibes,Timaya
81,Levon James,King Von
82,Deal with It,Phyno
83,Haitian Boy Kodak,Kodak Black
84,Billionaire,Teni
85,LOL (Lord of Lamba),Naira Marley
86,Wild West,Central Cee
87,New Season,Chidinma
88,Know You,Ladipoe
89,...Shall We Begin...,Laycon
90,TIME,Yaw Tog
91,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
92,Happy Birthday Kodak,Kodak Black
93,Trap Symphony EP,Roddy Ricch
94,Euphoria,PsychoYP
95,Alagbe,Qdot
96,Realms,Wande Coal
97,L.O.V.E. (Deluxe),Luh Kel
98,PTSD,G Herbo
99,Queendoncom,Yemi Alade
100,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
101,Jackboy,Jackboy
102,Something Else,Mr Eazi
103,All That Matters,Ayanfe
104,Pluto x Baby Pluto,Future & Lil Uzi Vert
105,I Love Girls With Trobul,Sarz X WurlD
106,T R A P S O U L (Deluxe),Bryson Tiller
107,What Have We Done,Omah Lay
108,SoundGod Fest Reloaded,Runtown
109,So Much Fun,Young Thug
110,My Letter To You Riddim,Various Artists
111,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
112,Good News,Megan Thee Stallion
113,Dum and Dummer 2,Young Dolph & Key Glock
114,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
115,PINK PLANET,Pink Sweat$
116,Itheep,Moelogo
117,Shiesty Season - Spring Deluxe,Pooh Shiesty
118,Dark Times,Victony
119,Rema Freestyle EP,Rema
120,Off The Record,Reekado Banks
121,Mixed Emotions,Luh Kel
122,The Beauty of Becoming,Rotimi
123,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
124,TOP MEMBA,Kida Kudz
125,The Palmwine Express,Show Dem Camp
126,Viral Infection 1.0,Ayanfe Viral
127,ZaZa Vibes,L.A.X
128,The Backend Child,NoCap
129,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
130,On God II,Big Yavo
131,"Grandson, Vol. 1",King Von
132,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
133,Trench Baby (Deluxe Edition),Lil Zay Osama
134,"Scorpion, Vol. 2",Jizzle
135,Redemption song,Corizo
136,L.O.V.E.,Luh Kel
137,Top Shotta,NLE Choppa
138,We All Shine,YNW Melly
139,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
140,S.C.A.M,G4 Boyz
141,The Prodigal,Mr. P
142,The Mayor of Lagos,Mayorkun
143,The Prince I Became,Ric Hassani
144,Masta Groove,Masterkraft
145,Greatest Lord,SINACH
146,Living In History,Jackboy
147,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
148,Honorable,Hotkid
149,Kpanlogo,Darkovibes
150,Hitler Wears Hermes 8: Sincerely Adolf,Westside Gunn
151,IT’S REMBLE,Remble
152,Aje (The Mixtape),Jaywon
153,Wildboy,Calboy
154,The Idea Of Her,Ali Gatie
155,Yabasi,Basketmouth
156,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
157,RESTLESS II,Simi
158,6locc 6a6y,Lil Loaded
159,Table For Two,Korede Bello
160,YOU,Ali Gatie
161,Building Bridges,Smallgod
162,WUNNA,Gunna
163,Nsuo: The Mixtape,P Montana
164,Built For Whatever,Tee Grizzley
165,PERFECT PICTURE,Dremo
166,Anloga Junction,Stonebwoy
167,Step Harder,Yungeen Ace
168,One In A Million,Aaliyah
169,Roots,NSG
170,Cray Cray,Crayon
171,Leave Some Day (Muney Mix),Kevo Muney
172,!,Trippie Redd
173,FIXTAPE,Popcaan
