Position,song,artist
1,All The Above   ,Show Dem Camp
2,Euphoria   ,PsychoYP
3,No Fugazy   ,Sarkodie
4,No Fear (feat. Vic Mensa & Moliy) ,M.anifest
5,Align (feat. LadiPoe) ,Show Dem Camp featuring LadiPoe
6,Crown Of Clay (feat. Pheelz) ,Vector
7,KOLO (feat. Oxlade) ,Ice Prince 
8,Balance (feat. Joey B & Nshonamuzik) ,Pappy Kojo featuring Joey B and Nshonamuzik
9,Tycoon (feat. Reminisce & Mojo) ,Show Dem Camp featuring Reminisce and Mojo
10,Every Weekend   ,DJ Tunez & J. Anthoni
11,Guala (feat. Maison 2500 & New World Ray) ,Teezee
12,I Be (feat. Manu Crooks) ,Pappy Kojo featuring Manu Crooks
13,Fire In The Ghetto (feat. Troublle) ,Kwesta featuring Troublle
14,Sore (Remix)   ,"Yaw Tog, Stormzy & Kwesi Arthur"
15,Monster   ,Vnero feat. Tonez
16,Rappers (feat. Dremo) ,Dreylo feat. Dremo
17,Uomo (feat. Sarkodie & KiddBlack) ,Pappy Kojo featuring Sarkodie and KiddBlack
18,Odeshi   ,Kwvdwo Pvnch
19,"Loose Guard (I See, I Saw)   ",Legendary Styles & Falz
20,Squander (feat. Niniola) ,Falz
21,Toxic (feat. Adekunle Gold) ,Reminisce
22,Attention (feat. Oxlade & Merry-Lynn) ,PsychoYP
23,African Knockout   ,AFRICAN KNOCKOUT x M.I Abaga
24,Oulalalah   ,Samba Peuzzi
25,Action Figure   ,Gemini Major and AKA
26,"Condemn (feat. City Boy, O'Kenneth, reggie & Kwaku DMC) ",Jay Bahd
27,Could Have Been Worse   ,CDQ
28,Intense   ,"Blackway, Busta Rhymes"
29,Roll Call   ,$pacely
30,Lekki Epe (feat. Vector) ,Maxino feat. Vector
31,Where You Dey   ,"Kokopee, Erigga"
32,EVERYWHERE (feat. Buju) ,Straffitti featuring Buju
33,Don't Worry (feat. Emtee) ,Just G featuring Emtee
34,Flex and Ball (feat. Azanti & Lyta) ,PsychoYP
35,On The Streets (feat. Kwesi Arthur) ,Kweku Smoke featuring Kwesi Arthur
36,Three   ,Kweku Lee
37,"1 Sima (feat. Kojo Trip, The Township, Hyndu, Nemsis Loso & Yaw Lucaz) ",Pappy Kojo 
38,Bourdillon Love (feat. Three) ,Studio Magic x Fresh L
39,Drive By  (Fivio Freestyle)   ,So$aVelli
40,Dawgi (feat. Sarkodie) ,Amerado
41,Go Down   ,Bucky Raw
42,Molade (feat. Dwillsharmony & Ycee) ,Beatsbykarma
43,We Move (Freestyle)   ,Stonebwoy
44,Like Dat (feat. PsychoYP) ,Skillz 8Figure
45,Use to this   ,Marvy feat. Psycho YP
46,TikTok Girl (feat. Kofi Mole) ,Kwasi Yesu
47,Justice   ,KayMad
48,All I Need   ,Yung6ix
49,1. Confusion   ,M.anifest
50,Heartbreaker (feat. Nasty C) ,Blaqbonez
51,"Zombie (feat. PsychoYP, Laycon & A-Q) ",Blaqbonez
52,Run The Cheque   ,D-Truce
53,"Kubo (feat. K.O, Focalistic & Bassie) ","Kwesta featuring K.O, Focalistic and Bassie"
54,Snakes In The Crib (feat. Tshego AMG) ,Kwesta featuring Tshego AMG
55,Foreign (feat. Trigga the 24) ,ameen
56,Text My Ex (feat. Bryan The Mensah) ,D-Truce
57,BROWN (feat. Una Rams) ,King Lutendo featuring Una Rams
58,"Ghost (feat. Miles Caliph, Kadens & Tobii WTW) ",Stringz Beatz
59,CHANGE   ,"Lord Edward and Boy Nino feat. Murphy Cubic, Tyrone Jones"
60,THOHO KHULU PART 3   ,King Lutendo
61,HEATHROW   ,Droxx & Mo'gunz
62,waterbody   ,mwami
63,Mehia Sika (feat. Dead Peepol) ,ZACK GH
64,Who Be This Guy (feat. FALZ & M.I ABAGA) ,Kheengz
65,Cassette (feat. King Promise) ,Nanky
66,4 You   ,Yung D3mz
67,Goboyi (feat. Oladips & Tcash_omowest) ,"Odumodublvck, Reeplay"
68,Check Yourself   ,Kaptain
69,OPS   ,KashCPT
70,On the Move (feat. Dead Peepol) ,RichMiller
71,Omo X 100 (feat. Olamide) ,Reminisce
72,Sinner (feat. Kwaku DMC & LP2Loose) ,"Smallgod, Headie One, O'Kenneth"
73,My Crew (feat. Lil5ive) ,Kiiwii
74,Rise Of The Underdogs 2 (feat. Tomi Thomas) ,Show Dem Camp featuring Tomi Thomas
75,First Sermon   ,Black Sherif
76,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O'Kenneth) ",Jay Bahd
77,KSM   ,Naza
78,Wreckless Tactics   ,TRiPPY TRiPPY
79,Dorime (feat. Musette & Vector) ,Samklef
80,Ballance (feat. Made millz) ,Durella
81,Don’t Truss   ,PatricKxxLee
