Position,song,artist
1,Feeling,LADIPOE
2,Rock,Olamide
3,Naira Marley,Zinoleesky
4,Need For Speed,Olamide
5,Outside,Buju
6,COMING,Naira Marley
7,Jailer,Olamide
8,CELEBRATE ME,Patoranking
9,History,Cheque & Fireboy DML
10,Julie,Olamide
11,Confident,Savage X Buju
12,Korope,Lil Kesh
13,Ayewada,Barry Jhay
14,Focus,Joeboy
15,Boi Boi,Rexxie
16,PonPon,Olamide
17,Bling,Blaqbonez
18,It Is What It Is,Adekunle Gold
19,World,"Dangbana Republik, Bella Shmurda"
20,Somebody,Olamide
21,INJURE ME,Teni
22,Cup of Tea,Olamide
23,FOR YOU,Teni featuring Davido
24,Yaba Buluku [Remix],Dj Tarico & Burna Boy
25,Essence,Wizkid
26,Omo X 100,Reminisce
27,Running (To You),ChikÃ©
28,Are You Sure,Lyta
29,Soundgasm,Rema
30,Kilometre,Burna Boy
31,Olofofo,Victor AD
32,Money,"Terri, Bella Shmurda, Mohbad"
33,Ke Star Remix,Focalistic & Davido
34,All,Rexxie
35,Hallelu,Masterkraft
36,90â€™S,Seyi Vibez
37,Too Correct,Crayon
38,Somebody Baby,Peruzzi & Davido
39,Rush,Dangbana Republik X Bella Shmurda
40,Triumphant,Olamide
41,Felony,CKay
42,Pronto,Ajebo Hustlers & Omah Lay
43,Ginger,Wizkid
44,40 BTC,Rexxie
45,World (Alternate Cut),Bella Shmurda
46,Kilofeshe,Zinoleesky
47,Cho Cho,Zlatan
48,Frenemies,Rexxie
49,Godly,Omah Lay
50,Bad Type,Seyi Vibez
51,KPK (Ko Por Ke),Rexxie and MohBad
52,Infinity,Olamide
53,Catalyst,Seyi Vibez
54,Body (Remix),Tion Wayne x Russ Millions
55,Cash App,Bella Shmurda
56,Koleyewon,Naira Marley
57,Survive,Jaido P
58,PEPE,L.A.X & Davido
59,Lonely,Joeboy
60,Late At Night,Roddy Ricch
61,Ori,Barry Jhay
62,23,Burna Boy
63,Don Dada,Timaya
64,Sho Mo Mi,Bella Shmurda
65,Ginger Me (Intro),Bella Shmurda
66,Champion,Fireboy DML & D Smoke
67,The Best,Davido
68,High Way,DJ Kaywise & Phyno
69,PAMI,DJ Tunez
70,Way Too Big,Burna Boy
71,Kogi,Jumabee
72,Door,Joeboy
73,Picture Freestyle,Seyi Vibez
74,Omnipotent,Bella Shmurda
75,Liquor,Bella Shmurda
76,Vision 2020,Bella Shmurda
77,KOLO,Ice Prince
78,Pay day,Seyi Vibez
79,Sorry,MohBad
80,Early Momo,Vector
81,Bad Influence,Omah Lay
82,Only You,Bella Shmurda
83,Chi Chi,Naira Marley
84,Back2Back,Rexxie
85,Upgrade,Bella Shmurda
86,Ma Pariwo,Zinoleesky
87,Southy Love,Peruzzi
88,No Stress,WizKid
89,Lenu (Remix),Buju
90,Muje,Barry Jhay
91,Colorado,Zugo
92,So Lovely,Buju
93,KAMBA,Terry Apala
94,Real Life,Burna Boy
95,God Sent,Seyi Vibez
96,Bad Habits,Ed Sheeran
97,Fall for Me,Laycon
98,This Your Body,Skales and Davido
99,Smile,Wizkid
100,Holy Ground,Davido
101,Music Messiah,DJ Neptune
102,Can't Relate,Omah Lay
103,Amope,Bella Shmurda
104,Loading,Olamide
105,Door,Joeboy
106,Damages,Tems
107,All Love,Lil Durk
108,Happiness,Davolee
109,Dangbana Orisa,Bella Shmurda
110,FEM,Davido
111,Rest On Kashy,Anonymous Music
112,Currently,Kizz Daniel
113,Ginger Me,Rema
114,Airplane Mode,Fireboy DML
115,If You No Love,ChikÃ©
116,3 Headed Goat,Lil Durk
117,Your Body,Mayorkun
118,My Bebe,Omah Lay
119,Celebration,Joeboy
120,Fine Wine,R2Bees
121,At My Worst,Pink Sweat$
122,Ponmo,Mohbad
123,If E Happen For Lagos,Runtown
124,Die Young,Roddy Ricch
125,Wonderful,Burna Boy
126,Personal,Cassius Jay
127,You,Omah Lay
128,Cultural Praise,Kcee & Okwesili Eze Group
129,Bless The Booth Freestyle,OMB PEEZY
130,Legends,Juice WRLD
131,Adura,Mohbad
132,The Box,Roddy Ricch
133,Omo Ologo,Lil Frosh
134,Level Up (Twice As Tall),Burna Boy
135,Green Light,Olamide
136,Spiritual,Buju
137,Tonongo,"Lojay, Sarz"
138,Project Dreams,Roddy Ricch
139,MOSLADO,Teni
140,Zoom,Cheque
141,Symphony,Seyi Vibez
142,Egbon,Masterkraft
143,Activate,Stonebwoy
144,Lo Lo,Omah Lay
145,Abule,Patoranking
146,I Will Survive,Diamond Jimma
147,Sere Remix,"Spinall, Fireboy DML and 6LACK"
148,Mandeman,Small Doctor
149,Confession,Omah Lay
150,LV N ATTN,"Lojay, Sarz"
151,Know You,Ladipoe
152,Go Away,Fireboy DML
153,Commitment Issues,Central Cee
154,My Crew,Kiiwii
155,Woman,Rema
156,Flex,Kizz Daniel
157,Ball Till We Fall,Kida Kudz featuring Bella Shmurda
158,Ye Ye Ye,Omah Lay
159,Hold Me Tight,Kcee
160,Happy Birthday,Simi feat. Adekunle Gold and Deja
161,Life Is Good,Future
162,Damn,Omah Lay
163,So Crazy,Davido
164,HELL (interlude),corizo
165,JO,Teni
166,Spell,Fireboy DML & Wande Coal
167,Marlians Anthem,MohBad
168,Something Different,Adekunle Gold
169,Hood Scars 2,J.I the Prince of N.Y & Lil Tjay
170,Afar,Fireboy DML & Olamide
171,Damn,Omah Lay
172,Bounce,Rema
173,What Type Of Dance,DJ Kaywise
174,ELI,Fireboy DML
175,High Fashion,Roddy Ricch
176,Prayer Request,Victor AD
177,Beamer (Bad Boys),Rema
178,If You No Love,ChikÃ©
179,Jackpot,Crayon
180,Iron Man,Rema
181,Born to Win,Timaya
182,Hello Brother,Omah Lay
183,As E Dey Go,Naira Marley
184,Be Something,Polo G
185,Fear Nobody,Demide featuring Bella Shmurda
186,Like I Do,Fireboy DML
187,AG Baby,Adekunle Gold
188,dimension,jae5 ft skepta & rema
189,Do not Disturb,Omah Lay
190,Friday Feeling,Fireboy DML
191,Plenty,Olamide
192,Viral Moment,Lil Durk
