Position,album,artist
119,23 Is Back,JayDaYoungan
120,Signed To The Streets 3,Lil Durk
121,The Backend Child,NoCap
122,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
123,Greatest Lord,SINACH
124,Afrodisíaco,Rauw Alejandro
125,Anloga Junction,Stonebwoy
126,On God II,Big Yavo
127,Seed,Gyakie
128,CITIZEN OF THE WORLD,King Perryy
129,RESTLESS II,Simi
130,PTSD,G Herbo
131,Jackboy,Jackboy
132,Trench Baby,Lil Zay Osama
133,ZaZa Vibes,L.A.X
134,The Beauty of Becoming,Rotimi
135,Ice Daddy,Gucci Mane
136,Built For Whatever,Tee Grizzley
137,Off The Record,Reekado Banks
138,Wildboy,Calboy
139,T R A P S O U L (Deluxe),Bryson Tiller
140,Yabasi,Basketmouth
141,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu
142,Dum and Dummer 2,Young Dolph & Key Glock
143,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More"
144,Roots,NSG
145,Signed To The Streets 2.5,Lil Durk
146,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats
147,Top Shotta,NLE Choppa
148,L.O.V.E.,Luh Kel
149,Table For Two,Korede Bello
150,The Palmwine Express,Show Dem Camp
151,6locc 6a6y,Lil Loaded
152,WUNNA,Gunna
153,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
154,Aje (The Mixtape),Jaywon
155,Homesick,Trevor Daniel
156,Big Grim Reaper,Big Scarr
157,Only The Generals Part II,Kevin Gates
158,Blackstar,Kelvyn Boy
159,The Mayor of Lagos,Mayorkun
160,Kut Da Fan On,HOTBOII
161,Artist 2.0,A Boogie Wit da Hoodie
162,We All Shine,YNW Melly
163,Trap Symphony EP,Burna Boy
164,Afrostreets Vol 1,Rexxie
165,Loyalty Over Royalty,CJ
166,The Prodigal,Mr. P
167,YOU,Ali Gatie
168,Empress,Yemi Alade
169,A Boy From Tandale,Diamond Platnumz
170,Still Taking Risks,Quando Rondo
171,Suga,Megan Thee Stallion
172,Drip Or Drown 2,Gunna
173,Future Hndrxx Presents: The WIZRD,Future
174,Best Friend [Remix EP] [Extended Edition],Saweetie
175,Legendary,Tyga
176,The Prince I Became (Deluxe Edition),Ric Hassani
177,Afro Streets,Rexxie
178,Lil Migo,Lil Migo
179,Living In History,Jackboy
180,Kommunity Service,YG & Mozzy
