Position,album,artist
1,My Letter To You Riddim,Various Artists
2,Hot Pink,Doja Cat
3,Viral Infection 1.0,Ayanfe Viral
4,HELLBOY,Lil Peep
5,Bad Vibes Forever,XXXTENTACION
6,Extinction Level Event 2: The Wrath of God,Busta Rhymes
7,? (Deluxe),XXXTENTACION
8,Bandana,Freddie Gibbs & Madlib
9,17,XXXTENTACION
10,BTSB(Before The Story Begins),Charlz-Enek
11,The Spirit of Light,Tope Alabi & TY Bello
12,Sorry 4 The Wait 2,Lil Wayne
13,Feed Tha Streets,Roddy Ricch
14,2 Bunny the Mixtape,Skengdo and AM
15,TIMZ,Bad Boy Timz
16,Guess Who's Back,50 Cent
17,Cottonwood,NLE Choppa
18,Barry Back: The EP,Barry Jhay
19,Teach Me Culture,Barrington Levy
20,SKINS,XXXTENTACION
21,"Another Round (feat Chris Brown, Mary J. Blige, Fabolous & Kirko Bangz) [Re",Fat Joe
22,Gongo Aso,9ice
23,Season 1 - BTS,Spencer Jordan
24,Call Me Loose,Loski
