Position,album,artist
77,...Shall We Begin...,Laycon
78,Herstory in the Making,Young M.A
79,Hoodie SZN,A Boogie Wit Da Hoodie
80,SAVAGE MODE II,21 Savage & Metro Boomin
81,LOL (Lord of Lamba),Naira Marley
82,Chulo Vibes,Timaya
83,I Love Girls With Trobul,Sarz X WurlD
84,Haitian Boy Kodak,Kodak Black
85,Moon Boy,Yung Bleu
86,Lil Durk Presents: Loyal Bros,Only The Family
87,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
88,Happy Birthday Kodak,Kodak Black
89,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
90,What Have We Done,Omah Lay
91,Deal with It,Phyno
92,Hakuna Matata,Dotman
93,So Much Fun,Young Thug
94,Know You,Ladipoe
95,Dark Times,Victony
96,Levon James,King Von
97,TOP MEMBA,Kida Kudz
98,TIME,Yaw Tog
99,SoundGod Fest Reloaded,Runtown
100,L.O.V.E.,Luh Kel
101,T R A P S O U L (Deluxe),Bryson Tiller
102,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
103,Redemption song,Corizo
104,The Backend Child,NoCap
105,The Prince I Became,Ric Hassani
106,Trap Symphony EP,Roddy Ricch
107,Wild West,Central Cee
108,Realms,Wande Coal
109,My Letter To You Riddim,Various Artists
110,Pluto x Baby Pluto,Future & Lil Uzi Vert
111,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
112,Itheep,Moelogo
113,Good News,Megan Thee Stallion
114,Jackboy,Jackboy
115,L.O.V.E. (Deluxe),Luh Kel
116,Alagbe,Qdot
117,On God II,Big Yavo
118,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
119,Rema Freestyle EP,Rema
120,Mixed Emotions,Luh Kel
121,Something Else,Mr Eazi
122,The Prodigal,Mr. P
123,Greatest Lord,SINACH
124,Off The Record,Reekado Banks
125,Question,Burna boy ft Don jazzy
126,Amazing Grace,MEDIKAL
127,ZaZa Vibes,L.A.X
128,Viral Infection 1.0,Ayanfe Viral
129,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
130,WUNNA,Gunna
131,6locc 6a6y,Lil Loaded
132,One In A Million,Aaliyah
133,The Beauty of Becoming,Rotimi
134,The Mayor of Lagos,Mayorkun
135,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
136,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
137,The Palmwine Express,Show Dem Camp
138,Trench Baby (Deluxe Edition),Lil Zay Osama
139,Animal,Maria Becerra
140,Masta Groove,Masterkraft
141,Top Shotta,NLE Choppa
142,RESTLESS II,Simi
143,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
144,Aje (The Mixtape),Jaywon
145,Anloga Junction,Stonebwoy
146,Roots,NSG
147,Trench Baby,Lil Zay Osama
148,YOU,Ali Gatie
149,The Party Never Ends Unreleased Album,Juice WRLD
150,The Idea Of Her,Ali Gatie
151,PTSD,G Herbo
152,GEEZYWORLD,OhGeesy
153,"Grandson, Vol. 1",King Von
154,Hip Hop|Trap|Rap Instrumentals Certified 2020 TYPE BEATS,Ryzy.A  Beats
155,Wildboy,Calboy
156,Only The Generals Part II,Kevin Gates
157,Drip Or Drown 2,Gunna
158,PINK PLANET,Pink Sweat$
159,Play 2 Win,G Perico
160,We All Shine,YNW Melly
161,S.C.A.M,G4 Boyz
162,!,Trippie Redd
163,Yabasi,Basketmouth
164,Trap Symphony EP,Burna Boy
165,Table For Two,Korede Bello
166,Honorable,Hotkid
167,The African Gentleman (Deluxe Version),Ric Hassani
168,Big Grim Reaper,Big Scarr
169,CITIZEN OF THE WORLD,King Perryy
170,Loyalty Over Royalty (Deluxe),CJ
171,Seed,Gyakie
172,Living In History,Jackboy
173,All On Feelings EP,OT KinG
