Position,album,artist
120,Dum and Dummer 2,Young Dolph & Key Glock
121,Anloga Junction,Stonebwoy
122,Mixed Emotions,Luh Kel
123,Cray Cray,Crayon
124,Only The Generals Part II,Kevin Gates
125,Too Late Too Lit,KDDO
126,6locc 6a6y,Lil Loaded
127,Taste EP,Nandy
128,Homesick,Trevor Daniel
129,CITIZEN OF THE WORLD,King Perryy
130,The Mayor of Lagos,Mayorkun
131,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
132,Roots,NSG
133,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More"
134,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
135,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
136,Honorable,Hotkid
137,L.O.V.E. (Deluxe),Luh Kel
138,The Backend Child,NoCap
139,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
140,Top Shotta,NLE Choppa
141,In The Dark,Mizzle
142,RESTLESS II,Simi
143,Rora,Reekado Banks
144,Ice Daddy,Gucci Mane
145,ARE YOU FEELING IT TOO?,Syd B
146,The Idea Of Her,Ali Gatie
147,Ecstasy,Lil Kesh
148,Living In History,Jackboy
149,Trench Baby (Deluxe Edition),Lil Zay Osama
150,"Grandson, Vol. 1",King Von
151,Wish Me Well 3,YFN Lucci
152,Seed,Gyakie
153,Sour Milk,Joda Kgosi
154,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats
155,RETURN OF OKOMFO ANOKYE,Jay Bahd
156,Loyalty Over Royalty (Deluxe),CJ
157,We All Shine,YNW Melly
158,Amazing Grace,MEDIKAL
159,YOU,Ali Gatie
160,Table For Two,Korede Bello
161,Greatest Lord,SINACH
162,Heaven Or Hell,Don Toliver
163,Trap Symphony EP,Burna Boy
164,A Boy From Tandale,Diamond Platnumz
165,Timeless Ep,Aje
166,The Prodigal,Mr. P
167,Legendary,Tyga
168,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu
169,The Prodigy,Skillibeng
170,FIXTAPE,Popcaan
171,Mainland To Island,Oladips x Zlatan
172,The Prince I Became (Deluxe Edition),Ric Hassani
173,Eternal Atake,Lil Uzi Vert
