Position,album,artist
1,Somewhere Between Beauty & Magic,Joeboy
2,Carpe Diem,Olamide
3,WONDALAND,Teni
4,High Tension EP,Bella Shmurda
5,APOLLO,Fireboy DML
6,Made in Lagos,Wizkid
7,What Have We Done,Omah Lay
8,SoulFly,Rod Wave
9,Twice As Tall,Burna Boy
10,Get Layd,Omah Lay
11,Just Cause Y'all Waited 2 (Deluxe),Lil Durk
12,THE GOAT,Polo G
13,A Better Time,Davido
14,Just Cause Yâ€™all Waited 2,Lil Durk
15,Sex Over Love,Blaqbonez
16,Rum & Boogie,Peruzzi
17,Rema Compilation,Rema
18,"Laughter, Tears & Goosebumps",Fireboy DML
19,Please Excuse Me for Being Antisocial,Roddy Ricch
20,TOP PRIZE,ALKALINE
21,LIGHT (The EP),MohBad
22,Chrome Eccentric Ep,Zinoleesky
23,Twelve A.M,Crayon
24,High Off Life,Future
25,Gratitude,Timaya
26,Off The Yak,Young M.A
27,Man Of Galilee,Judikay
28,Simisola,Simi
29,Welcome to O'Block,King Von
30,Afro Pop Vol. 1,Adekunle Gold
31,Boyfriend,CKay
32,Boo of the Booless,ChikÃ©
33,I'll Say It For You,Dax
34,Razor,Cheque
35,King Of Love,Kizz Daniel
36,Top,YoungBoy Never Broke Again
37,NEW ERA,Kiss Daniel
38,...Shall We Begin...,Laycon
39,Shiesty Season,Pooh Shiesty
40,Love & Light,Joeboy
41,For Broken Ears,Tems
42,Cultural Praise,Kcee & Okwesili Eze Group
43,Omo Charlie Champagne Vol1,Simi
44,Haitian Boy Kodak,Kodak Black
45,TattleTales,6ix9ine
46,Three,Patoranking
47,LV N ATTN,Lojay & Sarz
48,A Good Time,Davido
49,Pray 4 Love,Rod Wave
50,Just Cause Y'all Waited,Lil Durk
51,Wild West,Central Cee
52,Ghetto Gospel,Rod Wave
53,Soundgod Fest Vol.1,Runtown
54,Hot Pink,Doja Cat
55,Love Songs 4 The Streets 2,Lil Durk
56,Culture,Migos
57,Shiesty Season - Spring Deluxe,Pooh Shiesty
58,Shottaz 4Eva,MO3
59,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
60,Bad Commando,Rema
61,Lil Durk Presents: Loyal Bros,Only The Family
62,6locc 6a6y,Lil Loaded
63,The Cross: My Gaze,Mercy Chinwo
64,Something Else,Mr Eazi
65,Know You,Ladipoe
66,S.C.A.M,G4 Boyz
67,Twice As Tall,Burna Boy
68,Billionaire,Teni
69,Herstory in the Making,Young M.A
70,OXYGENE,Oxlade
71,Hoodie SZN,A Boogie Wit Da Hoodie
72,PINK PLANET,Pink Sweat$
73,SAVAGE MODE II,21 Savage & Metro Boomin
74,7,Lil Nas X
75,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
76,Big Grim Reaper,Big Scarr
77,What Have We Done,Omah Lay
78,Deal with It,Phyno
79,Hakuna Matata,Dotman
80,Chulo Vibes,Timaya
81,I AM GUCHI,GUCHI
82,SoundGod Fest Reloaded,Runtown
83,The Prince I Became,Ric Hassani
84,TIME,Yaw Tog
85,SATISFIED,Mercy Chinwo
86,LOL (Lord of Lamba),Naira Marley
87,Pluto x Baby Pluto,Future & Lil Uzi Vert
88,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
89,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
90,Realms,Wande Coal
91,The Message,Minister GUC
92,PTSD,Rod Wave
93,Trap Symphony EP,Roddy Ricch
94,I Love Girls With Trobul,Sarz X WurlD
95,Too Late Too Lit,KDDO
96,Alagbe,Qdot
97,Good News,Megan Thee Stallion
98,T R A P S O U L (Deluxe),Bryson Tiller
99,Pray 4 Love (Deluxe),Rod Wave
100,PERFECT PICTURE,Dremo
