Position,album,artist
1,WONDALAND,Teni
2,Somewhere Between Beauty & Magic,Joeboy
3,Carpe Diem,Olamide
4,APOLLO,Fireboy DML
5,High Tension EP,Bella Shmurda
6,Made in Lagos,Wizkid
7,A Better Time,Davido
8,Twice As Tall,Burna Boy
9,What Have We Done,Omah Lay
10,Rema Compilation,Rema
11,Twice As Tall,Burna Boy
12,SoulFly,Rod Wave
13,Just Cause Y’all Waited 2,Lil Durk
14,"Laughter, Tears & Goosebumps",Fireboy DML
15,Just Cause Y'all Waited 2 (Deluxe),Lil Durk
16,Get Layd,Omah Lay
17,Sex Over Love,Blaqbonez
18,Rum & Boogie,Peruzzi
19,TOP PRIZE,ALKALINE
20,Please Excuse Me for Being Antisocial,Roddy Ricch
21,Man Of Galilee,Judikay
22,LIGHT (The EP),MohBad
23,Chrome Eccentric Ep,Zinoleesky
24,Boyfriend,CKay
25,High Off Life,Future
26,Gratitude,Timaya
27,Afro Pop Vol. 1,Adekunle Gold
28,Love & Light,Joeboy
29,Simisola,Simi
30,LV N ATTN,Lojay & Sarz
31,Twelve A.M,Crayon
32,Boo of the Booless,Chiké
33,Culture,Migos
34,Off The Yak,Young M.A
35,Shottaz 4Eva,MO3
36,Welcome to O'Block,King Von
37,Cultural Praise,Kcee & Okwesili Eze Group
38,I'll Say It For You,Dax
39,NEW ERA,Kiss Daniel
40,Omo Charlie Champagne Vol1,Simi
41,The Cross: My Gaze,Mercy Chinwo
42,King Of Love,Kizz Daniel
43,Razor,Cheque
44,Shiesty Season,Pooh Shiesty
45,A Good Time,Davido
46,Soundgod Fest Vol.1,Runtown
47,...Shall We Begin...,Laycon
48,Bad Commando,Rema
49,For Broken Ears,Tems
50,Haitian Boy Kodak,Kodak Black
51,TattleTales,6ix9ine
52,Know You,Ladipoe
53,Ghetto Gospel,Rod Wave
54,Hot Pink,Doja Cat
55,Three,Patoranking
56,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
57,Top Chef Gotit,Lil Gotit
58,Love Songs 4 The Streets 2,Lil Durk
59,Twice As Tall,Burna Boy
60,Hakuna Matata,Dotman
61,Wild West,Central Cee
62,The Message,Minister GUC
63,23 Is Back,JayDaYoungan
64,SATISFIED,Mercy Chinwo
65,Just Cause Y'all Waited,Lil Durk
66,The Prince I Became,Ric Hassani
67,Herstory in the Making,Young M.A
68,TIME,Yaw Tog
69,SAVAGE MODE II,21 Savage & Metro Boomin
70,Shiesty Season - Spring Deluxe,Pooh Shiesty
71,OXYGENE,Oxlade
72,Pray 4 Love,Rod Wave
73,Deal with It,Phyno
74,Good News,Megan Thee Stallion
75,7,Lil Nas X
76,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
77,Something Else,Mr Eazi
78,Top,YoungBoy Never Broke Again
79,Trap Symphony EP,Roddy Ricch
80,Lil Durk Presents: Loyal Bros,Only The Family
81,PINK PLANET,Pink Sweat$
82,SoundGod Fest Reloaded,Runtown
83,What Have We Done,Omah Lay
84,Hoodie SZN,A Boogie Wit Da Hoodie
85,Pluto x Baby Pluto,Future & Lil Uzi Vert
86,LOL (Lord of Lamba),Naira Marley
87,Viral Infection 1.0,Ayanfe Viral
88,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
89,I Love Girls With Trobul,Sarz X WurlD
90,Billionaire,Teni
91,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
92,Alagbe,Qdot
93,Chulo Vibes,Timaya
94,Realms,Wande Coal
95,CITIZEN OF THE WORLD,King Perryy
96,Nicotine,Trevor Daniel
97,6locc 6a6y,Lil Loaded
98,ZaZa Vibes,L.A.X
99,Rema Freestyle EP,Rema
100,S.C.A.M,G4 Boyz
101,The Prince I Became (Deluxe Edition),Ric Hassani
102,Too Late Too Lit,KDDO
103,Pray 4 Love (Deluxe),Rod Wave
104,Off The Record,Reekado Banks
105,Levon James,King Von
106,So Much Fun,Young Thug
107,The Beauty of Becoming,Rotimi
108,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
109,L.O.V.E.,Luh Kel
110,PTSD,Rod Wave
111,Amazing Grace,MEDIKAL
112,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
113,Anloga Junction,Stonebwoy
114,Homesick,Trevor Daniel
115,Greatest Lord,SINACH
116,Dum and Dummer 2,Young Dolph & Key Glock
117,Honorable,Hotkid
118,PTSD,G Herbo
119,L.O.V.E. (Deluxe),Luh Kel
120,WUNNA,Gunna
121,Yabasi,Basketmouth
122,Mixed Emotions,Luh Kel
123,T R A P S O U L (Deluxe),Bryson Tiller
124,RESTLESS II,Simi
125,Roots,NSG
126,Signed To The Streets 3,Lil Durk
127,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats
128,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
129,Shockwave,Marshmello
130,Wildboy,Calboy
131,A Beautiful Space,Grace Weber
132,RoadToCDK,Zlatan
133,The Prodigal,Mr. P
134,Jackboy,Jackboy
135,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
136,Mainland To Island,Oladips x Zlatan
137,1.5 Way Or No Way,Yung Mal
138,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
139,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
140,Cray Cray,Crayon
141,Trench Baby (Deluxe Edition),Lil Zay Osama
142,Top Shotta,NLE Choppa
143,Afro Series,Terri
144,Big Grim Reaper,Big Scarr
145,The Backend Child,NoCap
146,The Idea Of Her,Ali Gatie
147,Trap Symphony EP,Burna Boy
148,Only The Generals Part II,Kevin Gates
149,Legendary,Tyga
150,The Palmwine Express,Show Dem Camp
151,Blackstar,Kelvyn Boy
152,Ecstasy,Lil Kesh
153,Trench Baby,Lil Zay Osama
154,Kommunity Service,YG & Mozzy
155,Black Love,Sarkodie
156,Wish Me Well 3,YFN Lucci
157,Kut Da Fan On,HOTBOII
158,Signed To The Streets 2.5,Lil Durk
159,"Grandson, Vol. 1",King Von
160,Mr. Boombastic,Blaqbonez
161,Seed,Gyakie
162,We All Shine,YNW Melly
163,Rora,Reekado Banks
164,Timeless Ep,Aje
165,Still Taking Risks,Quando Rondo
166,A Boy From Tandale,Diamond Platnumz
167,YOU,Ali Gatie
168,Misunderstood,JayDaYoungan
169,Practice Makes Perfect,SR
170,Loyalty Over Royalty (Deluxe),CJ
171,Artist 2.0,A Boogie Wit da Hoodie
172,The Prodigy,Skillibeng
173,Aje (The Mixtape),Jaywon
174,Afrodisíaco,Rauw Alejandro
175,Kpanlogo,Darkovibes
176,Built For Whatever,Tee Grizzley
177,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More"
178,Eternal Atake,Lil Uzi Vert
179,Empress,Yemi Alade
180,The Mayor of Lagos,Mayorkun
181,Heaven Or Hell,Don Toliver
182,"This Is Not The Tape, Sorry For The Wait 2",Kwesi Arthur
