Position,album,artist
1,APOLLO,Fireboy DML
2,High Tension EP,Bella Shmurda
3,Carpe Diem,Olamide
4,Somewhere Between Beauty & Magic,Joeboy
5,WONDALAND,Teni
6,What Have We Done,Omah Lay
7,Made in Lagos,Wizkid
8,Rema Compilation,Rema
9,Just Cause Y'all Waited 2 (Deluxe),Lil Durk
10,"Laughter, Tears & Goosebumps",Fireboy DML
11,Chrome Eccentric Ep,Zinoleesky
12,High Off Life,Future
13,TOP PRIZE,ALKALINE
14,Man Of Galilee,Judikay
15,Gratitude,Timaya
16,Superstar,Wizkid
17,Welcome to O'Block,King Von
18,LIGHT (The EP),MohBad
19,Afro Pop Vol. 1,Adekunle Gold
20,LV N ATTN,Lojay & Sarz
21,Off The Yak,Young M.A
22,I'll Say It For You,Dax
23,Twelve A.M,Crayon
24,Simisola,Simi
25,Boyfriend,CKay
26,Boo of the Booless,Chiké
27,Shiesty Season,Pooh Shiesty
28,For Broken Ears,Tems
29,NEW ERA,Kiss Daniel
30,Razor,Cheque
31,Culture,Migos
32,Love & Light,Joeboy
33,Happy Birthday Kodak,Kodak Black
34,King Of Love,Kizz Daniel
35,Wild West,Central Cee
36,Herstory in the Making,Young M.A
37,Shottaz 4Eva,MO3
38,A Good Time,Davido
39,Cultural Praise,Kcee & Okwesili Eze Group
40,Three,Patoranking
41,TattleTales,6ix9ine
42,Haitian Boy Kodak,Kodak Black
43,23 Is Back,JayDaYoungan
44,Soundgod Fest Vol.1,Runtown
45,Not One Of Them,Dee Watkins
46,Love Songs 4 The Streets 2,Lil Durk
47,Know You,Ladipoe
48,Ghetto Gospel,Rod Wave
49,Top,YoungBoy Never Broke Again
50,...Shall We Begin...,Laycon
51,Just Cause Y'all Waited,Lil Durk
52,Hakuna Matata,Dotman
53,Hoodie SZN,A Boogie Wit Da Hoodie
54,Simisola (Deluxe),Simi
55,Omo Charlie Champagne Vol1,Simi
56,Pray 4 Love,Rod Wave
57,Twice As Tall,Burna Boy
58,OXYGENE,Oxlade
59,Hot Pink,Doja Cat
60,Bad Commando,Rema
61,The Cross: My Gaze,Mercy Chinwo
62,SoundGod Fest Reloaded,Runtown
63,Something Else,Mr Eazi
64,Lil Durk Presents: Loyal Bros,Only The Family
65,Levon James,King Von
66,Pluto x Baby Pluto,Future & Lil Uzi Vert
67,SAVAGE MODE II,21 Savage & Metro Boomin
68,PTSD,Rod Wave
69,PANDEMIC 2,Ruger
70,TIME,Yaw Tog
71,Chulo Vibes,Timaya
72,Trap Symphony EP,Roddy Ricch
73,PINK PLANET,Pink Sweat$
74,Realms,Wande Coal
75,The Message,Minister GUC
76,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
77,Deal with It,Phyno
78,SATISFIED,Mercy Chinwo
79,7,Lil Nas X
80,Alagbe,Qdot
81,What Have We Done,Omah Lay
82,LOL (Lord of Lamba),Naira Marley
83,Good News,Megan Thee Stallion
84,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
85,The Prince I Became,Ric Hassani
86,CITIZEN OF THE WORLD,King Perryy
87,Pray 4 Love (Deluxe),Rod Wave
88,S.C.A.M,G4 Boyz
89,So Much Fun,Young Thug
90,Until Death Call My Name (Reloaded),YoungBoy Never Broke Again
91,Dum and Dummer 2,Young Dolph & Key Glock
92,Rema Freestyle EP,Rema
93,Billionaire,Teni
94,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
95,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
96,Shiesty Season - Spring Deluxe,Pooh Shiesty
97,Signed To The Streets 3,Lil Durk
98,Too Late Too Lit,KDDO
99,T R A P S O U L (Deluxe),Bryson Tiller
100,ZaZa Vibes,L.A.X
101,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
102,Top Chef Gotit,Lil Gotit
103,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
104,Viral Infection 1.0,Ayanfe Viral
105,I Love Girls With Trobul,Sarz X WurlD
