Position,song,artist
1,High,Adekunle Gold and Davido
2,Shako,Barry Jhay
3,Lie,Kizz Daniel
4,Bloody Samaritan,Ayra Starr
5,Peru,Fireboy DML
6,Understand,Omah Lay
7,LOML,Cheque
8,So Cold,"Bella Shmurda, Popcaan"
9,Question,Burna Boy
10,Sinner,Adekunle Gold
11,Naira Marley,Zinoleesky
12,Outside,Buju
13,Feel Good,Mohbad
14,Feeling,LADIPOE
15,Drug Test,Naira Marley
16,Peru (Refix),Buju
17,Rock,Olamide
18,Drunk In Love,Dotman and Dj Neptune
19,Yaba Buluku [Remix],Dj Tarico & Burna Boy
20,CELEBRATE ME,Patoranking
21,Confident,Savage X Buju
22,Shameful,King OT
23,Olofofo,Victor AD
24,It Is What It Is,Adekunle Gold
25,Ayewada,Barry Jhay
26,Far Away,"Dangbana Republik, Bella Shmurda"
27,Alubarika,Zlatan
28,History,Cheque & Fireboy DML
29,COMING,Naira Marley
30,Testimony,Buju
31,Denge Pose,Lil Frosh
32,Out There,"Dangbana Republik, Bella Shmurda"
33,Ojuju,Troniq Music & Oxlade
34,Focus,Joeboy
35,Are You Sure,Lyta
36,loving is harder,Johnny Drille
37,INJURE ME,Teni
38,Running (To You),Chiké
39,Baby...,María Isabel
40,Money,"Terri, Bella Shmurda, Mohbad"
41,FOR YOU,Teni featuring Davido
42,Professor  Peller,Seyi Vibez
43,World (Alternate Cut),Bella Shmurda
44,Jailer,Olamide
45,40 BTC,Rexxie featuring Seyi Vibez
46,Sorry,MohBad
47,Bling,Blaqbonez
48,Colorado,Zugo
49,Triumphant,Olamide
50,Soldier Go,"Dangbana Republik, Bella Shmurda"
51,Godly,Omah Lay
52,Supernova,Balloranking
53,Lako,"Dangbana Republik, Bella Shmurda"
54,Hallelu,Masterkraft
55,Kilofeshe,Zinoleesky
56,Somebody’s Son,Tiwa Savage
57,Need For Speed,Olamide
58,Infinity,Olamide
59,Dorime,Teni
60,Pronto,Ajebo Hustlers & Omah Lay
61,Kilometre,Burna Boy
62,Julie,Olamide
63,Essence (Freestyle),Blaqbonez
64,90’S,Seyi Vibez
65,Wonder,Dremo
66,PAMI,DJ Tunez
67,Ke Star Remix,Focalistic & Davido 
68,Somebody Baby,Peruzzi & Davido
69,Lenu (Remix),Buju & Burna Boy
70,Felony,CKay
71,Ori,Barry Jhay
72,Cash App,Bella Shmurda
73,Holiday,Balloranking
74,Champion,Fireboy DML & D Smoke
75,Sho Mo Mi,Bella Shmurda
76,Bad Type,Seyi Vibez
77,Blue Notes 2,Meek Mill
78,Base On Believe,Balloranking
79,Kogbede,CDQ featuring Wande Coal
80,Way Too Big,Burna Boy
81,Catalyst,Seyi Vibez
82,All,Rexxie featuring Davido
83,Champion,"Dangbana Republik, Bella Shmurda"
84,Omnipotent,Bella Shmurda
85,Adura,Mohbad
86,Upgrade,Bella Shmurda
87,Mercy,Falz
88,Vision 2020,Bella Shmurda
89,23,Burna Boy
90,Late At Night,Roddy Ricch
91,Eff All Day,Timaya
92,Call Me Baby,Cheque
93,Muje,Barry Jhay
94,Too Correct,Crayon
95,Ginger Me (Intro),Bella Shmurda
96,Bad Influence,Omah Lay
97,Koleyewon,Naira Marley
98,Ma Pariwo,Zinoleesky
99,Black,Victor AD
100,Good Ones,Charli XCX
101,Don Dada,Timaya
102,Blessed,Balloranking
103,So Lovely,Buju
104,Migrate,Ayanfe and Davido
105,KPK (Ko Por Ke),Rexxie and MohBad
