rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Hot Pink,Doja Cat,8,2,60,55,55,47,58,40.714285714285715
2,Before We Fall Asleep,Johnny Drille,2,401,21,7,7,5,12,65.0
3,THE GOAT,Polo G,1,401,18,14,14,11,13,67.42857142857143
4,King Of Love,Kizz Daniel,5,401,30,24,24,30,27,77.28571428571429
5,No Pressure,Sarkodie,3,401,24,29,29,33,26,77.85714285714286
6,Boo of the Booless,Chiké,7,401,41,40,40,41,45,87.85714285714286
7,All That Matters,Ayanfe,6,401,48,35,35,53,72,92.85714285714286
8,All or Nothing,Rotimi,4,401,50,59,59,46,66,97.85714285714286
9,Queendoncom,Yemi Alade,11,401,85,77,77,76,79,115.14285714285714
10,19 & Dangerous,Ayra Starr,401,401,1,1,1,1,1,115.28571428571429
11,Shopla,Jaido P,10,401,75,64,64,81,116,115.85714285714286
12,UY Scuti,Olamide,401,401,2,2,2,2,3,116.14285714285714
13,High Tension 2.0,Dangbana Republik & Bella Shmurda,401,401,3,3,3,3,2,116.57142857142857
14,High Tension EP,Bella Shmurda,401,401,4,6,6,4,5,118.14285714285714
15,APOLLO,Fireboy DML,401,401,6,4,4,7,4,118.14285714285714
16,Moon Boy,Yung Bleu,9,401,72,86,86,88,89,118.71428571428571
17,WONDALAND,Teni,401,401,7,5,5,6,6,118.71428571428571
18,What Have We Done,Omah Lay,401,401,5,10,10,8,7,120.28571428571429
19,Somewhere Between Beauty & Magic,Joeboy,401,401,10,9,9,9,8,121.0
20,Carpe Diem,Olamide,401,401,8,8,8,10,11,121.0
21,Twice As Tall,Burna Boy,401,401,11,12,12,13,10,122.85714285714286
22,Rema Compilation,Rema,401,401,9,16,16,15,9,123.85714285714286
23,Nothing To Prove,Victor AD,401,401,14,11,11,17,14,124.14285714285714
24,Zero Panic,Balloranking,401,401,13,15,15,12,17,124.85714285714286
25,"Laughter, Tears & Goosebumps",Fireboy DML,401,401,12,17,17,18,16,126.0
26,Trap Symphony EP,Roddy Ricch,12,401,84,108,108,83,92,126.85714285714286
27,Eclipse,Troniq Music & Oxlade,401,401,22,13,13,21,20,127.28571428571429
28,A True Champion,Rexxie,401,401,19,18,18,14,21,127.42857142857143
29,Please Excuse Me for Being Antisocial,Roddy Ricch,401,401,16,19,19,19,18,127.57142857142857
30,Get Layd,Omah Lay,401,401,15,22,22,20,15,128.0
31,LIGHT (The EP),MohBad,401,401,20,21,21,16,19,128.42857142857142
32,NEW ERA,Kiss Daniel,401,401,17,20,20,24,24,129.57142857142858
33,High Off Life,Future,401,401,23,23,23,23,23,131.0
34,Afro Pop Vol. 1,Adekunle Gold,401,401,25,27,27,27,25,133.28571428571428
35,Chrome Eccentric Ep,Zinoleesky,401,401,27,30,30,22,22,133.28571428571428
36,Rum & Boogie,Peruzzi,401,401,28,26,26,26,28,133.71428571428572
37,Man Of Galilee,Judikay,401,401,26,28,28,25,31,134.28571428571428
38,Viral Infection 1.0,Ayanfe Viral,401,3,133,97,97,110,103,134.85714285714286
39,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers,401,401,31,25,25,28,34,135.0
40,Simisola,Simi,401,401,34,34,34,29,29,137.42857142857142
41,Sex Over Love,Blaqbonez,401,401,29,31,31,34,36,137.57142857142858
42,Gratitude,Timaya,401,401,35,32,32,31,33,137.85714285714286
43,Welcome to O'Block,King Von,401,401,32,37,37,38,30,139.42857142857142
44,Shottaz 4Eva (Deluxe),MO3,401,401,36,33,33,32,42,139.71428571428572
45,LV N ATTN,Lojay & Sarz,401,401,38,38,38,35,44,142.14285714285714
46,The Golden Boy,KiDi,401,401,39,39,39,40,37,142.28571428571428
47,I'll Say It For You,Dax,401,401,37,42,42,42,38,143.28571428571428
48,Razor,Cheque,401,401,45,43,43,37,41,144.42857142857142
49,For Broken Ears,Tems,401,401,44,44,44,43,43,145.71428571428572
50,The Cross: My Gaze,Mercy Chinwo,401,401,51,47,47,45,46,148.28571428571428
51,Boyfriend,CKay,401,401,46,51,51,52,39,148.71428571428572
52,My Letter To You Riddim,Various Artists,401,1,93,115,115,158,160,149.0
53,Top,YoungBoy Never Broke Again,401,401,54,45,45,55,53,150.57142857142858
54,Euphoria,PsychoYP,13,401,129,106,106,139,162,150.85714285714286
55,Water & Garri,Tiwa Savage,401,401,33,53,53,59,56,150.85714285714286
56,Simisola (Deluxe),Simi,401,401,57,52,52,44,54,151.57142857142858
57,Bad Commando,Rema,401,401,42,60,60,50,47,151.57142857142858
58,TOP PRIZE,ALKALINE,401,401,49,48,48,56,61,152.0
59,TattleTales,6ix9ine,401,401,62,57,57,48,40,152.28571428571428
60,Off The Yak,Young M.A,401,401,55,54,54,63,49,153.85714285714286
