rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feeling,LADIPOE,1,1,1,1,1,1,1,1.0
2,Rock,Olamide,2,2,2,2,2,2,2,2.0
3,History,Cheque & Fireboy DML,4,5,5,3,3,4,4,4.0
4,COMING,Naira Marley,5,4,4,4,4,5,6,4.571428571428571
5,Ayewada,Barry Jhay,6,6,6,5,5,6,7,5.857142857142857
6,Focus,Joeboy,9,9,9,7,6,7,8,7.857142857142857
7,World,"Dangbana Republik, Bella Shmurda",8,8,8,8,7,8,9,8.0
8,Late At Night,Roddy Ricch,3,3,3,6,10,14,21,8.571428571428571
9,Money,"Terri, Bella Shmurda, Mohbad",7,7,7,10,8,10,12,8.714285714285714
10,It Is What It Is,Adekunle Gold,11,11,11,11,9,9,10,10.285714285714286
11,Bling,Blaqbonez,14,13,13,12,11,11,14,12.571428571428571
12,Kilometre,Burna Boy,12,12,12,13,12,13,17,13.0
13,INJURE ME,Teni,13,14,14,14,13,12,15,13.571428571428571
14,FOR YOU,Teni featuring Davido,15,15,15,15,14,15,18,15.285714285714286
15,Running (To You),ChikÃ©,17,17,17,16,15,17,19,16.857142857142858
16,Are You Sure,Lyta,16,16,16,17,17,18,20,17.142857142857142
17,Outside,Buju,19,20,20,18,16,16,16,17.857142857142858
18,Ke Star Remix,Focalistic & Davido,18,18,18,19,18,19,22,18.857142857142858
19,World (Alternate Cut),Bella Shmurda,20,19,19,20,19,20,24,20.142857142857142
20,Somebody Baby,Peruzzi & Davido,21,21,21,21,20,21,23,21.142857142857142
21,90â€™S,Seyi Vibez,22,22,22,22,23,24,27,23.142857142857142
22,Pronto,Ajebo Hustlers & Omah Lay,26,23,23,25,24,25,28,24.857142857142858
23,Olofofo,Victor AD,29,29,29,23,21,22,25,25.428571428571427
24,Felony,CKay,23,25,25,26,25,26,29,25.571428571428573
25,Essence,Wizkid,30,28,28,24,22,23,26,25.857142857142858
26,Rush,Dangbana Republik X Bella Shmurda,24,24,24,28,26,28,32,26.571428571428573
27,Cho Cho,Zlatan,25,26,26,27,27,27,30,26.857142857142858
28,Hallelu,Masterkraft,27,27,27,29,28,29,33,28.571428571428573
29,Too Correct,Crayon,31,30,30,30,29,30,31,30.142857142857142
30,Triumphant,Olamide,33,32,32,31,30,31,34,31.857142857142858
31,Ginger,Wizkid,37,38,38,32,31,32,35,34.714285714285715
32,Kilofeshe,Zinoleesky,36,36,36,33,32,33,37,34.714285714285715
33,Bad Type,Seyi Vibez,39,35,35,34,35,36,40,36.285714285714285
34,Godly,Omah Lay,38,39,39,36,33,35,38,36.857142857142854
35,Body (Remix),Tion Wayne x Russ Millions,34,40,40,35,36,37,36,36.857142857142854
36,Infinity,Olamide,40,41,41,37,34,34,39,38.0
37,Koleyewon,Naira Marley,41,42,42,39,37,38,42,40.142857142857146
38,Catalyst,Seyi Vibez,45,44,44,40,39,39,43,42.0
39,High Way,DJ Kaywise & Phyno,43,43,43,43,41,42,46,43.0
40,Cash App,Bella Shmurda,44,45,45,42,40,40,45,43.0
41,Lonely,Joeboy,46,47,47,41,38,41,44,43.42857142857143
42,Door,Joeboy,49,48,48,44,44,44,49,46.57142857142857
43,Ori,Barry Jhay,50,50,50,45,43,45,47,47.142857142857146
44,Don Dada,Timaya,51,51,51,46,42,43,50,47.714285714285715
45,This Your Body,Skales and Davido,42,46,46,47,48,50,57,48.0
46,23,Burna Boy,55,54,54,48,45,46,51,50.42857142857143
47,The Best,Davido,54,53,53,50,49,48,54,51.57142857142857
48,Sho Mo Mi,Bella Shmurda,56,55,55,49,47,47,53,51.714285714285715
49,KOLO,Ice Prince,53,56,56,53,50,51,52,53.0
50,Champion,Fireboy DML & D Smoke,58,60,60,51,46,49,55,54.142857142857146
51,Ginger Me (Intro),Bella Shmurda,59,58,58,52,51,52,56,55.142857142857146
52,KPK (Ko Por Ke),Rexxie and MohBad,57,59,59,56,53,54,59,56.714285714285715
53,Way Too Big,Burna Boy,60,62,62,55,52,53,58,57.42857142857143
54,Music Messiah,DJ Neptune,47,52,52,57,59,67,74,58.285714285714285
55,PAMI,DJ Tunez,62,63,63,58,54,55,60,59.285714285714285
56,Chi Chi,Naira Marley,61,65,65,63,55,58,63,61.42857142857143
57,All My Life,M.I Abaga,63,34,34,54,69,81,100,62.142857142857146
58,Omnipotent,Bella Shmurda,70,68,68,60,56,56,62,62.857142857142854
59,Sorry,MohBad,73,66,66,61,57,59,64,63.714285714285715
60,Early Momo,Vector,65,74,74,65,58,60,61,65.28571428571429
61,Southy Love,Peruzzi,67,70,70,64,61,62,65,65.57142857142857
62,Liquor,Bella Shmurda,74,71,71,62,60,57,66,65.85714285714286
63,Bad Influence,Omah Lay,68,72,72,66,62,61,70,67.28571428571429
64,Pay day,Seyi Vibez,71,69,69,69,65,66,68,68.14285714285714
65,Only You,Bella Shmurda,72,73,73,67,64,63,71,69.0
66,Vision 2020,Bella Shmurda,76,75,75,70,63,64,69,70.28571428571429
67,Upgrade,Bella Shmurda,77,76,76,72,66,65,72,72.0
68,Muje,Barry Jhay,78,77,77,74,67,69,75,73.85714285714286
69,Can't Relate,Omah Lay,82,80,80,75,68,73,80,76.85714285714286
70,Ma Pariwo,Zinoleesky,80,81,81,79,74,72,76,77.57142857142857
71,Rotate (Freestyle),Mr Eazi,32,33,33,71,98,129,147,77.57142857142857
72,Happiness,Davolee,79,79,79,77,73,74,82,77.57142857142857
73,Rest On Kashy,Anonymous Music,81,78,78,78,76,77,79,78.14285714285714
74,Picture Freestyle,Seyi Vibez,66,67,67,83,85,88,91,78.14285714285714
75,Holy Ground,Davido,84,85,85,80,75,75,78,80.28571428571429
76,Colorado,Zugo,83,84,84,81,77,78,90,82.42857142857143
77,Real Life,Burna Boy,91,89,89,82,78,76,85,84.28571428571429
78,Your Body,Mayorkun,86,86,86,86,86,83,88,85.85714285714286
79,Currently,Kizz Daniel,88,87,87,89,82,82,87,86.0
80,Colorado,Jimmygid,94,90,90,84,80,79,93,87.14285714285714
81,Damages,Tems,92,97,97,85,81,84,84,88.57142857142857
82,Loading,Olamide,89,91,91,93,84,85,89,88.85714285714286
83,No Stress,WizKid,100,96,96,87,79,80,86,89.14285714285714
84,My Bebe,Omah Lay,93,93,93,88,83,92,98,91.42857142857143
85,Amope,Bella Shmurda,99,94,94,90,88,86,92,91.85714285714286
86,FEM,Davido,90,92,92,96,93,91,95,92.71428571428571
87,Dangbana Orisa,Bella Shmurda,98,95,95,91,89,89,96,93.28571428571429
88,Ball Till We Fall,Kida Kudz,87,88,88,97,95,97,104,93.71428571428571
89,At My Worst,Pink Sweat$,95,98,98,94,87,90,97,94.14285714285714
90,Celebration,Joeboy,96,100,100,95,91,96,102,97.14285714285714
91,Fall for Me,Laycon,301,99,99,99,92,87,83,122.85714285714286
92,Cultural Praise,Kcee & Okwesili Eze Group,301,82,82,102,100,100,103,124.28571428571429
93,Flamerz Flow,Meek Mill,28,31,31,92,131,301,301,130.71428571428572
94,Guchi Jennifer,Guchi,10,10,10,9,301,301,301,134.57142857142858
95,FOCUS DANCE BEAT,AJIMOVOIX_DRUMS,35,37,37,38,301,301,301,150.0
96,If You No Love,ChikÃ©,97,301,301,100,94,93,94,154.28571428571428
97,Nobody,KayBlinkz,75,61,61,59,301,301,301,165.57142857142858
98,ABAYA PALAVA,Tolibian,64,64,64,68,301,301,301,166.14285714285714
99,Coachella,Sarkodie and Kwesi Arthur,48,49,49,135,301,301,301,169.14285714285714
100,LV N ATTN,"Lojay, Sarz",301,301,301,73,71,71,81,171.28571428571428
101,AVAILABLE,C Blvck,301,301,301,117,70,68,73,175.85714285714286
102,Smile,Wizkid,301,301,301,98,90,94,99,183.42857142857142
103,All Love,Lil Durk,301,301,301,101,96,95,105,185.71428571428572
104,Ponmo,Mohbad,301,301,301,105,97,98,106,187.0
105,God Sent,Seyi Vibez,301,301,301,108,101,99,101,187.42857142857142
106,3 Headed Goat,Lil Durk,301,301,301,111,102,101,110,189.57142857142858
107,You,Omah Lay,301,301,301,112,103,105,112,190.71428571428572
108,Commitment Issues,Central Cee,301,301,301,106,105,104,120,191.14285714285714
109,Know You,Ladipoe,301,301,301,118,104,103,111,191.28571428571428
110,Sere Remix,"Spinall, Fireboy DML and 6LACK",301,301,301,107,106,106,118,191.42857142857142
111,PEPE,L.A.X & Davido,301,301,301,301,123,3,11,191.57142857142858
112,MOSLADO,Teni,301,301,301,110,108,110,113,192.0
113,Mandeman,Small Doctor,301,301,301,113,113,109,108,192.28571428571428
114,Airplane Mode,Fireboy DML,301,301,301,129,99,102,116,192.71428571428572
115,Wonderful,Burna Boy,301,301,301,115,107,108,117,192.85714285714286
116,The Box,Roddy Ricch,301,301,301,116,109,107,119,193.42857142857142
117,Loved By You [Re],GoodyBoy,301,301,301,109,114,111,121,194.0
118,Green Light,Olamide,301,301,301,122,112,113,114,194.85714285714286
119,Adura,Mohbad,301,301,301,114,111,114,124,195.14285714285714
120,Die Young,Roddy Ricch,301,301,301,119,110,115,122,195.57142857142858
121,CAN THEY HEAR US,Dua Lipa,52,57,57,301,301,301,301,195.71428571428572
122,Ginger Me,Rema,301,301,301,123,120,118,109,196.14285714285714
123,Egbon,Masterkraft,301,301,301,121,116,112,123,196.42857142857142
124,Hold Me Tight,Kcee,301,301,301,104,119,125,131,197.42857142857142
125,If E Happen For Lagos,Runtown,301,301,301,125,117,116,126,198.14285714285714
126,Omo Ologo,Lil Frosh,301,301,301,120,118,117,130,198.28571428571428
127,Level Up (Twice As Tall),Burna Boy,301,301,301,124,122,119,129,199.57142857142858
128,Project Dreams,Roddy Ricch,301,301,301,126,124,120,128,200.14285714285714
129,Activate,Stonebwoy,301,301,301,127,121,122,133,200.85714285714286
130,Zoom,Cheque,301,301,301,131,126,124,132,202.28571428571428
131,Lenu (Remix),Buju,301,301,301,137,128,121,127,202.28571428571428
132,Legends,Juice WRLD,301,301,301,128,127,123,136,202.42857142857142
133,dimension,jae5 ft skepta & rema,301,301,301,144,137,134,107,203.57142857142858
134,Flex,Kizz Daniel,301,301,301,133,130,126,134,203.71428571428572
135,Lo Lo,Omah Lay,301,301,301,136,125,128,135,203.85714285714286
136,Confession,Omah Lay,301,301,301,132,129,127,137,204.0
137,Symphony,Seyi Vibez,301,301,301,134,133,130,139,205.57142857142858
138,Marlians Anthem,MohBad,301,301,301,141,134,131,140,207.0
139,Tonongo,"Lojay, Sarz",301,301,301,139,139,132,138,207.28571428571428
140,Jackpot,Crayon,301,301,301,138,135,133,146,207.85714285714286
141,Ye Ye Ye,Omah Lay,301,301,301,142,136,135,143,208.42857142857142
142,JO,Teni,301,301,301,143,141,137,141,209.28571428571428
143,Go Away,Fireboy DML,301,301,301,148,138,138,148,210.71428571428572
144,Abule,Patoranking,301,301,301,146,143,140,145,211.0
145,So Crazy,Davido,301,301,301,147,149,145,149,213.28571428571428
146,Happy Birthday,Simi feat. Adekunle Gold and Deja,301,301,301,130,145,148,301,232.42857142857142
147,So Lovely,Buju,301,301,301,301,146,136,142,232.57142857142858
148,Freaky,Hotkid,301,301,301,140,140,146,301,232.85714285714286
149,HELL (interlude),corizo,301,301,301,145,142,142,301,233.28571428571428
150,Damn,Omah Lay,301,301,301,150,144,141,301,234.14285714285714
151,Life Is Good,Future,301,301,301,301,147,147,301,257.0
152,Spell,Fireboy DML & Wande Coal,301,301,301,301,301,149,150,257.7142857142857
153,Soundgasm,Rema,301,301,301,301,301,301,3,258.42857142857144
154,KPK (Remix),Rexxie,301,301,301,301,301,301,5,258.7142857142857
155,Makaveli,Kida Kudz,301,301,301,301,301,301,13,259.85714285714283
156,Lukuti,DJ AB,301,301,301,301,301,301,41,263.85714285714283
157,Baddest,"Yung Bleu, Chris Brown, 2 Chainz",301,301,301,301,301,301,48,264.85714285714283
158,Splash,Tyga,301,301,301,301,301,301,67,267.57142857142856
159,Smile For You,Mizzle,69,301,301,301,301,301,301,267.85714285714283
160,Troway,Whalez,301,301,301,103,301,301,301,272.7142857142857
161,Bless the Booth Freestyle,Lil Eazzyy,301,301,301,301,115,301,301,274.42857142857144
162,Kizo,TMP Offisial,301,301,301,301,301,301,115,274.42857142857144
163,Fingers Crossed,Trevor Daniel & Julia Michaels,301,301,301,301,301,301,125,275.85714285714283
164,Bobo,Aya Nakamura,301,301,301,301,132,301,301,276.85714285714283
165,U Know Di Vibe,Aidonia,301,301,301,301,301,139,301,277.85714285714283
166,Another Level,Olamide,301,301,301,301,301,144,301,278.57142857142856
167,Afar,Fireboy DML & Olamide,301,301,301,301,150,301,301,279.42857142857144
