Position,album,artist
76,So Much Fun,Young Thug
77,OXYGENE,Oxlade
78,Moon Boy,Yung Bleu
79,SAVAGE MODE II,21 Savage & Metro Boomin
80,Lil Durk Presents: Loyal Bros,Only The Family
81,All That Matters,Ayanfe
82,Haitian Boy Kodak,Kodak Black
83,I Love Girls With Trobul,Sarz X WurlD
84,Chulo Vibes,Timaya
85,Herstory in the Making,Young M.A
86,New Season,Chidinma
87,Hate Love,Ann Marie
88,Wild West,Central Cee
89,TIME,Yaw Tog
90,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
91,T R A P S O U L (Deluxe),Bryson Tiller
92,LOL (Lord of Lamba),Naira Marley
93,The Beauty of Becoming,Rotimi
94,Trap Symphony EP,Roddy Ricch
95,Appetite For Destruction EP,Kofi Jamar
96,What Have We Done,Omah Lay
97,Hoodie SZN,A Boogie Wit Da Hoodie
98,Shopla,Jaido P
99,On God II,Big Yavo
100,Pluto x Baby Pluto,Future & Lil Uzi Vert
101,Happy Birthday Kodak,Kodak Black
102,...Shall We Begin...,Laycon
103,Jackboy 2,Jackboy
104,Know You,Ladipoe
105,Levon James,King Von
106,SoundGod Fest Reloaded,Runtown
107,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
108,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
109,ZaZa Vibes,L.A.X
110,Rema Freestyle EP,Rema
111,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
112,TOP MEMBA,Kida Kudz
113,Top Shotta,NLE Choppa
114,Good News,Megan Thee Stallion
115,Off The Record,Reekado Banks
116,L.O.V.E. (Deluxe),Luh Kel
117,Something Else,Mr Eazi
118,Redemption song,Corizo
119,The Palmwine Express,Show Dem Camp
120,Realms,Wande Coal
121,New Light,Eric Bellinger
122,Alagbe,Qdot
123,Masta Groove,Masterkraft
124,Viral Infection 1.0,Ayanfe Viral
125,Jackboy,Jackboy
126,Shiesty Season - Spring Deluxe,Pooh Shiesty
127,The Prodigal,Mr. P
128,The Backend Child,NoCap
129,Greatest Lord,SINACH
130,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
131,The Prince I Became,Ric Hassani
132,The Mayor of Lagos,Mayorkun
133,Dark Times,Victony
134,PINK PLANET,Pink Sweat$
135,"Grandson, Vol. 1",King Von
136,S.C.A.M,G4 Boyz
137,Anloga Junction,Stonebwoy
138,38 Baby 2,YoungBoy Never Broke Again
139,RESTLESS II,Simi
140,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
141,Kut Da Fan On,HOTBOII
142,Beyond Bulletproof,Mozzy
143,PTSD,G Herbo
144,Mixed Emotions,Luh Kel
145,Wildboy,Calboy
146,WUNNA,Gunna
147,Roots,NSG
148,Trench Baby (Deluxe Edition),Lil Zay Osama
149,We All Shine,YNW Melly
150,The Idea Of Her,Ali Gatie
151,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
152,Trench Baby,Lil Zay Osama
153,My Letter To You Riddim,Various Artists
154,CITIZEN OF THE WORLD,King Perryy
155,Trap Symphony EP,Burna Boy
156,L.O.V.E.,Luh Kel
157,Yabasi,Basketmouth
158,PERFECT PICTURE,Dremo
159,Euphoria,PsychoYP
160,YOU,Ali Gatie
161,RoadToCDK,Zlatan
162,Honorable,Hotkid
163,Itheep,Moelogo
164,Aje (The Mixtape),Jaywon
165,Future Hndrxx Presents: The WIZRD,Future
166,Still Taking Risks,Quando Rondo
167,Rora,Reekado Banks
168,!,Trippie Redd
169,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More"
170,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
171,Kommunity Service,YG & Mozzy
172,Kpanlogo,Darkovibes
173,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
174,Misunderstood,JayDaYoungan
175,Table For Two,Korede Bello
