Position,album,artist
74,Billionaire,Teni
75,Hakuna Matata,Dotman
76,Queendoncom,Yemi Alade
77,Deal with It,Phyno
78,Rudykillus,Rudeboy
79,Shiesty Season,Pooh Shiesty
80,Twelve A.M,Crayon
81,Shopla,Jaido P
82,Wild West,Central Cee
83,Trap Symphony EP,Roddy Ricch
84,I Love Girls With Trobul,Sarz X WurlD
85,Good News,Megan Thee Stallion
86,So Much Fun,Young Thug
87,Pluto x Baby Pluto,Future & Lil Uzi Vert
88,Moon Boy,Yung Bleu
89,Chulo Vibes,Timaya
90,Haitian Boy Kodak,Kodak Black
91,LOL (Lord of Lamba),Naira Marley
92,Levon James,King Von
93,New Season,Chidinma
94,Happy Birthday Kodak,Kodak Black
95,Know You,Ladipoe
96,SoundGod Fest Reloaded,Runtown
97,Rema Freestyle EP,Rema
98,T R A P S O U L (Deluxe),Bryson Tiller
99,PTSD,G Herbo
100,Nobody: The Extended Playlist (Worldwide Remixes),DJ Neptune
101,...Shall We Begin...,Laycon
102,Realms,Wande Coal
103,Just Another Day,Rubberband O.G
104,Slime Language 2 (Deluxe),"Young Stoner Life, Young Thug & Gunna"
105,TIME,Yaw Tog
106,The Backend Child,NoCap
107,Something Else,Mr Eazi
108,What Have We Done,Omah Lay
109,Trench Baby,Lil Zay Osama
110,Viral Infection 1.0,Ayanfe Viral
111,Alagbe,Qdot
112,The Prince I Became,Ric Hassani
113,Jackboy 2,Jackboy
114,TOP MEMBA,Kida Kudz
115,Redemption song,Corizo
116,On God II,Big Yavo
117,If Summer Happened,Laime
118,Dark Times,Victony
119,The Beauty of Becoming,Rotimi
120,Greatest Lord,SINACH
121,PINK PLANET,Pink Sweat$
122,The Prodigal,Mr. P
123,My Arahya,Zarion Uti
124,PAPER ROUTE iLLUMINATi,Young Dolph & Paper Route EMPIRE
125,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
126,The Palmwine Express,Show Dem Camp
127,Trench Baby (Deluxe Edition),Lil Zay Osama
128,Off The Record,Reekado Banks
129,RESTLESS II,Simi
130,Pluto x Baby Pluto (Deluxe),Future & Lil Uzi Vert
131,Itheep,Moelogo
132,We All Shine,YNW Melly
133,Afrodisíaco,Rauw Alejandro
134,Jackboy,Jackboy
135,L.O.V.E.,Luh Kel
136,L.O.V.E. (Deluxe),Luh Kel
137,Top Shotta,NLE Choppa
138,Beyond Bulletproof,Mozzy
139,Euphoria,PsychoYP
140,Misunderstood,JayDaYoungan
141,Dum and Dummer 2,Young Dolph & Key Glock
142,6locc 6a6y,Lil Loaded
143,ZaZa Vibes,L.A.X
144,Mixed Emotions,Luh Kel
145,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A  Beats
146,WUNNA,Gunna
147,The Mayor of Lagos,Mayorkun
148,Yabasi,Basketmouth
149,Amazing Grace,MEDIKAL
150,Nobody Safe,Rich The Kid & YoungBoy Never Broke Again
151,Masta Groove,Masterkraft
152,S.C.A.M,G4 Boyz
153,Roots,NSG
154,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
155,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
156,Trap Symphony EP,Burna Boy
157,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
158,My Letter To You Riddim,Various Artists
159,Seed,Gyakie
160,Ecstasy,Lil Kesh
161,One In A Million,Aaliyah
162,Taste EP,Nandy
163,"Grandson, Vol. 1",King Von
164,Aje (The Mixtape),Jaywon
165,Living In History,Jackboy
166,Drip Or Drown 2,Gunna
167,Lost Child,NUSKI2SQUAD
168,Wish Me Well 3,YFN Lucci
169,Afro Series,Terri
170,Legendary,Tyga
171,The Idea Of Her,Ali Gatie
172,Black Love,Sarkodie
173,PERFECT PICTURE,Dremo
