rank,song,artist,audio,boom,youtube,spotify,deezer,RT
54,No Wahala,1da Banton,10,310,250,290,230,218.0
55,Bia,Phyno,300,21,250,290,230,218.2
56,Nimekuzoea,Nandy,11,310,250,290,230,218.2
57,It Is What It Is,Adekunle Gold,300,310,250,2,230,218.4
58,Lowkey,Xenia Manasseh,12,310,250,290,230,218.4
59,Need For Speed,Olamide,300,22,250,290,230,218.4
60,Catch A Vibe,Karun and MOMBRU,13,310,250,290,230,218.6
61,Cherry (feat. Xenia Manasseh),Mr Eazi,14,310,250,290,230,218.8
62,Julie,Olamide,300,24,250,290,230,218.8
63,Hapo Tu (feat. Chris Kaiga),Nyashinski,15,310,250,290,230,219.0
64,Baridi (feat. Sanaipei Tande),Nviiri The Storyteller featuring Sanaipei Tande,16,310,250,290,230,219.2
65,Sempe,L.A.X,300,310,250,6,230,219.2
66,Champion ft. D Smoke,Fireboy DML,300,27,250,290,230,219.4
67,"Are You Sure (feat. Zinoleesky, Emo Grae & Naira Marley)",Lyta,17,310,250,290,230,219.4
68,PEPE ft. Davido,L.A.X,300,28,250,290,230,219.6
69,DADA,Kobi Jonz,18,310,250,290,230,219.6
70,Professor Peller ft. Zlatan,Seyi Vibez,300,29,250,290,230,219.8
71,Falling For U,"Blaq Jerzee, Mr Eazi and Harmonize",19,310,250,290,230,219.8
72,Jafafa,Chinko Ekun & Mohbad,20,310,250,290,230,220.0
73,Can't Relate,Omah Lay,300,30,250,290,230,220.0
74,Soundgasm,Rema,300,310,250,10,230,220.0
75,My Baby,Di'Ja,21,310,250,290,230,220.2
76,Way Too Big,Burna Boy,300,31,250,290,230,220.2
77,LayLow,Amipatra,22,310,250,290,230,220.4
78,Alright (feat. Shatta Wale),King Promise,300,310,250,12,230,220.4
79,FALL IN LOVE,Willy Paul & Miss P,23,310,250,290,230,220.6
80,One Kiss,Victor AD,300,33,250,290,230,220.6
81,Closer,Diteh,24,310,250,290,230,220.8
82,Jailer ft. Jaywillz,Olamide,300,34,250,290,230,220.8
83,No Stress,WizKid,300,310,250,14,230,220.8
84,DKT,Oxlade,300,310,250,15,230,221.0
85,Believe (feat. Sarkodie & Kwesi Arthur),Pappy Kojo featuring Sarkodie and Kwesi Arthur,25,310,250,290,230,221.0
86,Tonight (feat. Adina Thembi),Pappy Kojo featuring Adina Thembi,26,310,250,290,230,221.2
87,Celebration,Joeboy,300,310,250,17,230,221.4
88,My Heart,Pappy Kojo and Kuami Eugene,27,310,250,290,230,221.4
89,Abu Dhabi,Ruger,300,38,250,290,230,221.6
90,Backup n Whyne,Miles Stunner,28,310,250,290,230,221.6
91,MOSLADO,Teni,300,310,250,18,230,221.6
92,Damn (feat. 6lack),Omah Lay,300,310,250,19,230,221.8
93,Kitenge,Nviiri The Storyteller,29,310,250,290,230,221.8
94,Niko Sawa (feat. Bien),Nviiri The Storyteller featuring Bien,30,310,250,290,230,222.0
95,Cool Me Down (feat. Wizkid),DJ Tunez,300,310,250,20,230,222.0
96,Dangerous Love,Tiwa Savage,300,310,250,21,230,222.2
97,Bembeleza,Nviiri The Storyteller,31,310,250,290,230,222.2
98,23,Burna Boy,300,42,250,290,230,222.4
99,Everytime,Remix - Spinall,300,310,250,22,230,222.4
100,Marry Me,"Smallgod, Harmonize",32,310,250,290,230,222.4
101,We Dont Know Feat. Ayisi (feat. Ayisi),E.L,33,310,250,290,230,222.6
102,Pretty Girl,Adekunle Gold,300,310,250,23,230,222.6
103,Saudi Arabia,Mr Eazi,300,310,250,24,230,222.8
104,Love Cycle (feat. Davido),Enisa,34,310,250,290,230,222.8
105,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,300,44,250,290,230,222.8
106,Roju,Chike,300,45,250,290,230,223.0
107,Kunle,Ladé,35,310,250,290,230,223.0
108,Tellin Me Something,Nelson Freitas,300,310,250,25,230,223.0
109,Activate,Stonebwoy,300,310,250,26,230,223.2
110,PonPon ft. Fave,Olamide,300,46,250,290,230,223.2
111,Bless Boys,Victor AD,300,47,250,290,230,223.4
112,Jei Jei,Mr Leo,37,310,250,290,230,223.4
113,Jeje de Whine,CKay,300,310,250,27,230,223.4
114,Flex,Kizz Daniel,300,310,250,28,230,223.6
115,Shima,Tha Boy Myles,38,310,250,290,230,223.6
116,Adura ft. Mohbad,Bella Shmurda,300,49,250,290,230,223.8
117,Stronger,Team Salut,39,310,250,290,230,223.8
118,Addicted,Niniola,300,310,250,30,230,224.0
119,Obajeti,Toofit feat. Ice Prince,40,310,250,290,230,224.0
120,Lole,Kendickson,300,50,250,290,230,224.0
121,The Don,Mr Eazi,300,310,250,31,230,224.2
122,Can’t Feel,F-NIC,41,310,250,290,230,224.2
123,Rotate (Freestyle),Mr Eazi,300,51,250,290,230,224.2
124,Give,Magasco,42,310,250,290,230,224.4
125,Dorime ,Teni,300,52,250,290,230,224.4
126,Sinner,"Adekunle Gold, Lucky Daye",300,310,250,32,230,224.4
127,Cash App ft. Zlatan & Lincoln,Bella Shmurda,300,53,250,290,230,224.6
128,Bygone,SkiiBii,43,310,250,290,230,224.6
129,Sere,Spinall,300,310,250,33,230,224.6
130,Milele,"Somi, Thandiswa",300,310,250,34,230,224.8
131,Right Here,"Walshy Fire, Terri, Cloud Beats",45,310,250,290,230,225.0
132,Angel,Ric Hassani,300,310,250,35,230,225.0
133,Bad Influence ,Omah Lay,300,55,250,290,230,225.0
134,JUMPING SHIP,Amaarae,300,310,250,36,230,225.2
135,Born Sinner (feat. Davido & Peruzzi),Mr Peak,46,310,250,290,230,225.2
136,Good Thang,Chrystel,47,310,250,290,230,225.4
137,Green Light,Olamide,300,310,250,38,230,225.6
138,Girl From Ghana,The Great Eddy,48,310,250,290,230,225.6
139,I Like That,The Great Eddy,49,310,250,290,230,225.8
140,Badman Love,Skales,300,310,250,39,230,225.8
141,For Good,Eon Natty,50,310,250,290,230,226.0
142,This Your Body,Skales,300,310,250,40,230,226.0
143,E Choke,Nautyca,51,310,250,290,230,226.2
144,Tele,Kelvyn Boy,300,310,250,42,230,226.4
145,Permission,Damosh,52,310,250,290,230,226.4
146,Ride or Die,Joda,53,310,250,290,230,226.6
147,Only One (feat. King Promise),Navy Kenzo,300,310,250,43,230,226.6
148,Petty (feat. Virtue),KIM of Diamonds,54,310,250,290,230,226.8
149,Fireboy DML,Fireboy DML,300,310,4,290,230,226.8
150,Can't Let You Go,Remix - Stefflon Don,300,310,250,44,230,226.8
151,Proud,Oladapo,300,310,250,46,230,227.2
152,Ke Star (feat. Vigro Deep),Focalistic,300,310,6,290,230,227.2
153,Kini Issue,Runtown,300,310,250,47,230,227.4
154,Smile (feat. H.E.R.),WizKid,300,310,250,48,230,227.6
155,Let Dem Kno,Smallgod,300,310,8,290,230,227.6
156,Southy Love (feat. Fireboy DML),Peruzzi,300,310,9,290,230,227.8
157,CHOP N PRAY,WurlD,300,310,250,50,230,228.0
158,KOLO (feat. Oxlade),Ice Prince,300,310,10,290,230,228.0
159,Jeshi,Harmonize,300,310,250,51,230,228.2
160,High Way,Dj Kaywise,300,310,11,290,230,228.2
161,Wettin Dey Sup,Burna Boy,300,310,250,52,230,228.4
162,Coming,Naira Marley,300,310,12,290,230,228.4
163,Mamela,Mi Casa,300,310,250,53,230,228.6
164,Monalisa,Lojay,300,310,13,290,230,228.6
165,ELI,Fireboy DML,300,310,250,55,230,229.0
166,Koroba,Tiwa Savage,300,310,15,290,230,229.0
167,Gobe,Remix - L.A.X,300,310,250,56,230,229.2
168,Ogaranya,Reminisce,300,310,250,57,230,229.4
169,Ubomi Abumanga,Sun-El Musician,300,310,250,58,230,229.6
170,Shadé,Fireboy DML,300,310,19,290,230,229.8
171,Konna,HarrySong,300,310,250,60,230,230.0
172,One Shirt (feat. Jonzing World),D'Prince,300,310,250,61,230,230.2
173,Scripture,Dexta Daps,300,310,250,62,230,230.4
174,Zinoleesky,MarlianMusic HQ,300,310,22,290,230,230.4
175,All (Official Audio) (feat. Davido),Rexxie,300,310,23,290,230,230.6
176,Bling (feat. Amaarae & Buju),Blaqbonez,300,310,250,290,3,230.6
177,Forever (Remix),Gyakie,300,310,250,290,4,230.8
178,Need You,Fitila,300,310,250,64,230,230.8
179,Baajo,Joeboy,300,310,24,290,230,230.8
180,Berna,Flavour,300,310,250,65,230,231.0
181,Far Away,Bella Shmurda,300,310,26,290,230,231.2
182,Konnect,Maleek Berry,300,310,250,66,230,231.2
183,Your Body,Mayorkun,300,310,27,290,230,231.4
184,Chance,Juls,300,310,250,67,230,231.4
185,ALREADY,Beyoncé,300,310,250,68,230,231.6
186,Nana Nyame,Gyakie,300,310,250,69,230,231.8
187,Call Me Baby,Cheque,300,310,250,290,10,232.0
188,Why (Afrobeat),DJ Flex,300,310,250,70,230,232.0
189,Enjoyment (lyric Video),Yemi Alade,300,310,30,290,230,232.0
190,"Jam Now, Simmer Down",Blinky Bill,300,310,250,71,230,232.2
191,Jeje,Diamond Platnumz,300,310,250,72,230,232.4
192,Ginger (feat. Burna Boy),Wizkid,300,310,32,290,230,232.4
193,Searching,Lady Donli,300,310,250,290,12,232.4
194,Fine Wine (feat. King Promise & Joeboy),R2Bees,300,310,250,73,230,232.6
195,Vibration,Fireboy Dml,300,310,250,290,13,232.6
196,Away,Ayra Starr,300,310,250,290,14,232.8
197,All My Life (feat. Oxlade),M.I Abaga,300,310,34,290,230,232.8
198,Ohema,Buju,300,310,250,74,230,232.8
199,NO LONGER BENEFICIAL,Simi,300,310,250,75,230,233.0
200,African Sugar (feat. Tiwa Savage),Tayc,300,310,35,290,230,233.0
201,Baby I'm Jealous,Mr Eazi,300,310,250,290,15,233.0
202,Confident,Savage,300,310,250,76,230,233.2
203,Whine,Gyakie,300,310,250,290,16,233.2
204,Shine Your Light (feat. Akon),Master KG,300,310,250,290,17,233.4
205,Verified (feat. Mayorkun),Laycon,300,310,37,290,230,233.4
206,I Choose You,Yemi Alade,300,310,250,77,230,233.4
207,Nana,TomE,300,310,250,290,18,233.6
208,See Love,Peruzzi,300,310,39,290,230,233.8
209,Baikoko,Mbosso,300,310,250,290,19,233.8
210,Haunisumbui,Diamond Platnumz,300,310,250,80,230,234.0
211,Say Cheese,KiDi,300,310,250,290,20,234.0
212,Naira Marley,Zinoleesky,300,310,41,290,230,234.2
213,Fine Fine,Korede Bello,300,310,250,81,230,234.2
214,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,42,290,230,234.4
215,Meliza,DJ Flex,300,310,250,83,230,234.6
216,Bossy Part II,WurlD,300,310,250,290,23,234.6
217,AG Baby,Nailah Blackman,300,310,43,290,230,234.6
218,French Kiss,Mr Eazi,300,310,44,290,230,234.8
219,Everything,Ric Hassani,300,310,250,84,230,234.8
220,La La (feat. Ckay),DaVido,300,310,250,290,24,234.8
221,World People,Basketmouth,300,310,45,290,230,235.0
222,Akulaleki,Samthing Soweto,300,310,250,85,230,235.0
223,Bank Notification,Ciza,300,310,250,290,25,235.0
224,Dollar (feat. R2bees),DJ Spinall,300,310,46,290,230,235.2
225,Sound,Diamond Platnumz,300,310,250,87,230,235.4
226,Nobody,DJ Neptune,300,310,250,290,27,235.4
227,Spiritual (feat. Patoranking & Kuami Eugene),KiDi,300,310,47,290,230,235.4
228,Questions,Shekhinah,300,310,250,290,28,235.6
229,Coachella (feat. Kwesi Arthur),Sarkodie,300,310,49,290,230,235.8
230,Damages,Tems,300,310,250,290,30,236.0
231,Suzanna,Sauti Sol,300,310,50,290,230,236.0
232,I Love You,Mr. P,300,310,250,290,31,236.2
233,Fire on the Mountain,Salatiel,300,310,250,290,32,236.4
234,Man Dem,Crayon,300,310,250,290,37,237.4
235,Thunder Fire You,Ric Hassani,300,310,250,290,39,237.8
236,Indlovu,DJ Zinhle,300,310,250,290,40,238.0
237,Ryde,Niniola,300,310,250,290,42,238.4
238,Designer,Tekno,300,310,250,290,43,238.6
239,Phone,Eli Njuchi,300,310,250,290,44,238.8
