rank,song,artist,audio,boom,youtube,spotify,deezer,RT
1,Bounce,Ruger,300,4,3,16,2,65.0
2,Essence (feat. Tems),Wizkid,300,23,1,4,6,66.8
3,Feeling,LADIPOE,300,2,2,5,230,107.8
4,Kilometre,Burna Boy,300,16,18,9,230,114.6
5,Understand,Omah Lay,300,1,48,1,230,116.0
6,Rock,Olamide,300,3,5,49,230,117.4
7,FOR YOU,Teni,300,35,250,11,29,125.0
8,Running (To You),Chike,300,19,250,63,1,126.6
9,Lonely,Joeboy,300,43,250,7,38,127.6
10,Abule,Patoranking,300,37,40,41,230,129.6
11,Somebody ft. Phyno,Olamide,7,32,250,290,230,161.8
12,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,300,36,250,37,230,170.6
13,Godly,Omah Lay,300,18,17,290,230,171.0
14,Infinity,Olamide,300,11,250,290,5,171.2
15,Too Correct,Crayon,300,25,20,290,230,173.0
16,Door,Joeboy,300,26,21,290,230,173.4
17,Touch It,KiDi,8,310,250,290,11,173.8
18,Somebody Baby,Peruzzi & Davido,36,310,7,290,230,174.6
19,Loading (feat. Bad Boy Timz),Olamide,300,40,14,290,230,174.8
20,Onyeka (Baby),Burna Boy,300,310,31,8,230,175.8
21,Focus,Joeboy,300,9,250,290,34,176.6
22,Chargie,"Reekado Banks, Teejay & Lord Afrixana",9,310,250,88,230,177.4
23,Love Like This (feat. Fireboy DML),Lil Kesh,300,39,28,290,230,177.4
24,Summeryomuthi,Blaq Diamond,300,310,250,3,26,177.8
25,My Bebe,Omah Lay,300,41,29,290,230,178.0
26,If You No Love (feat. Mayorkun),Chike,300,48,25,290,230,178.6
27,Woman,Rema,300,310,250,13,21,178.8
28,Felony,CKay,300,56,250,59,230,179.0
29,Slow Down,King Promise,300,310,250,29,9,179.6
30,Outside,Buju,300,310,250,45,7,182.4
31,Mercy (Official Audio),Falz,300,54,52,290,230,185.2
32,Peaches (Masterkraft Remix),Justin Bieber,300,310,38,290,8,189.2
33,Enjoy (Remix),Tekno,300,310,33,290,22,191.0
34,Kiss Me Like You Miss Me,CKay,300,310,250,54,41,191.0
35,The Best (feat. Mayorkun),Davido,300,310,36,290,33,193.8
36,Luva Luva,Runtown,300,310,250,86,35,196.2
37,Big Thug Boys,AV,300,5,250,290,230,215.0
38,Show Me,Joeboy,300,6,250,290,230,215.2
39,History ft. Fireboy DML,Cheque,300,7,250,290,230,215.4
40,Medicine,Jaywillz,300,8,250,290,230,215.6
41,Rise Up ft. Falz,2Baba,300,10,250,290,230,216.0
42,Yote Sawa,Nandy,1,310,250,290,230,216.2
43,My Jaber (Friday) (feat. Brizy Annechild),H_ART THE BAND featuring Brizy Annechild,2,310,250,290,230,216.4
44,Any More ft. Phyno,Victor AD,300,12,250,290,230,216.4
45,Black ft. Mr Eazi,Victor AD,300,13,250,290,230,216.6
46,Cut Soap,Fiokee & Raybekah,3,310,250,290,230,216.6
47,Yktv (feat. Lady Donli),Ilaye,4,310,250,290,230,216.8
48,Celebrate Me,Patoranking,300,14,250,290,230,216.8
49,Gonto,Ibejii,5,310,250,290,230,217.0
50,Triumphant ft. Bella Shmurda,Olamide,300,15,250,290,230,217.0
51,New Couple,Nandy,6,310,250,290,230,217.2
52,OLOFOFO,Victor AD,300,17,250,290,230,217.4
53,Testimony,Buju,300,20,250,290,230,218.0
