rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Bounce (Official Video),Ruger,1,1,1,1,1,5,5,2.142857142857143
2,Understand,Omah Lay,2,2,2,2,2,4,4,2.5714285714285716
3,Essence (feat. Tems),Wizkid,3,3,3,3,3,13,13,5.857142857142857
4,Feeling,Ladipoe,4,4,4,4,4,11,11,6.0
5,Monalisa,Lojay,8,8,8,8,8,2,2,6.285714285714286
6,Peru,Fireboy DML,5,5,5,5,5,10,10,6.428571428571429
7,Lie (Audio),Kizz Daniel,7,7,7,7,7,9,9,7.571428571428571
8,Southy Love (feat. Fireboy DML),Peruzzi,9,9,9,9,9,7,7,8.428571428571429
9,Ke Star (feat. Vigro Deep),Focalistic,6,6,6,6,6,22,22,10.571428571428571
10,Bloody Samaritan,Ayra Starr,17,17,17,17,17,1,1,12.428571428571429
11,Godly,Omah Lay,10,10,10,10,10,19,19,12.571428571428571
12,Rock (Official Video),Olamide,11,11,11,11,11,17,17,12.714285714285714
13,KOLO (feat. Oxlade),Ice Prince,12,12,12,12,12,18,18,13.714285714285714
14,Coming,Naira Marley,15,15,15,15,15,16,16,15.285714285714286
15,Door,Joeboy,19,19,19,19,19,6,6,15.285714285714286
16,High Way,Dj Kaywise,14,14,14,14,14,25,25,17.142857142857142
17,Too Correct,Crayon,18,18,18,18,18,15,15,17.142857142857142
18,Somebody Baby,Davido,16,16,16,16,16,21,21,17.428571428571427
19,Love Like This (feat. Fireboy DML),Lil Kesh,23,23,23,23,23,14,14,20.428571428571427
20,Bounce,Rema,21,21,21,21,21,24,24,21.857142857142858
21,Ojuju,Troniq Music,20,20,20,20,20,27,27,22.0
22,If You No Love (feat. Mayorkun),Chike,24,24,24,24,24,23,23,23.714285714285715
23,Baajo,Kwesi Arthur,22,22,22,22,22,28,28,23.714285714285715
24,Kilofeshe,Zinoleesky,27,27,27,27,27,26,26,26.714285714285715
25,Loading (feat. Bad Boy Timz),Olamide,26,26,26,26,26,29,29,26.857142857142858
26,My Bebe,Omah Lay,25,25,25,25,25,33,33,27.285714285714285
27,Ogogoro (Official Audio),Yemi Alade,28,28,28,28,28,30,30,28.571428571428573
28,Fendi (feat. Joeboy),Blaqbonez,30,30,30,30,30,32,32,30.571428571428573
29,Let Dem Kno,Kwesi Arthur,31,31,31,31,31,35,35,32.142857142857146
30,Dollar (feat. R2bees),DJ Spinall,33,33,33,33,33,34,34,33.285714285714285
31,Mercy (Official Music Video),Falz,32,32,32,32,32,37,37,33.42857142857143
32,Make Up Your Mind (feat. Tekno),Ice Prince,35,35,35,35,35,36,36,35.285714285714285
33,AG Baby,Nailah Blackman,37,37,37,37,37,38,38,37.285714285714285
34,Ginger (feat. Burna Boy),Wizkid,38,38,38,38,38,40,40,38.57142857142857
35,Abule,Patoranking,36,36,36,36,36,47,47,39.142857142857146
36,Onyeka (Baby),Burna Boy,39,39,39,39,39,41,41,39.57142857142857
37,Far Away,Bella Shmurda,41,41,41,41,41,39,39,40.42857142857143
38,Verified (feat. Mayorkun),Laycon,40,40,40,40,40,48,48,42.285714285714285
39,Zinoleesky,Naira Marley,42,42,42,42,42,44,44,42.57142857142857
40,All My Life (feat. Oxlade),M.I Abaga,43,43,43,43,43,42,42,42.714285714285715
41,World People,Basketmouth,44,44,44,44,44,49,49,45.42857142857143
42,The Best (feat. Mayorkun),Davido,46,46,46,46,46,46,46,46.0
43,Morenike (feat. Teni),Ejoya,45,45,45,45,45,50,50,46.42857142857143
44,Enjoy (Remix),Tekno,48,48,48,48,48,43,43,46.57142857142857
45,French Kiss,Mr Eazi,49,49,49,49,49,45,45,47.857142857142854
46,Kilometre,Burna Boy,13,13,13,13,13,201,201,66.71428571428571
47,Shadé,Fireboy DML,29,201,201,29,29,31,31,78.71428571428571
48,Koroba,Tiwa Savage,34,34,34,34,34,201,201,81.71428571428571
49,Peaches (Masterkraft Remix) (feat. Alpha P & Omah Lay),Justin Bieber,47,47,47,47,47,201,201,91.0
50,See Love,Peruzzi,50,50,50,50,50,201,201,93.14285714285714
51,African Sugar (feat. Tiwa Savage),Tayc,51,51,51,51,51,201,201,93.85714285714286
52,Coachella,Sarkodie,52,52,52,52,52,201,201,94.57142857142857
53,Anoti (Audio),Wizkid,201,201,201,201,201,3,3,144.42857142857142
54,Mood (Audio) (feat. Buju),Wizkid,201,201,201,201,201,8,8,145.85714285714286
55,Somebody’s Son (Audio),Tiwa Savage,201,201,201,201,201,12,12,147.0
56,Question (feat. Don Jazzy),Burna Boy,201,201,201,201,201,20,20,149.28571428571428
57,Fireboy DML,Fireboy DML,201,29,29,201,201,201,201,151.85714285714286
