,Position,song,artist
0,1,Bounce,Ruger
1,2,Infinity,Olamide
2,3,NEED ME,Gyakie
3,4,Bling (feat. Amaarae & Buju),Blaqbonez
4,5,Running (To You),Chike
5,6,Essence (feat. Justin Bieber & Tems),Wizkid
6,7,Forever (Remix),Gyakie
7,8,Peru,Fireboy Dml
8,9,Feeling,LADIPOE
9,10,Snitch,Ayra Starr
10,11,Pray,Victony
11,12,Ogogoro,Yemi Alade
12,13,Peaches (Masterkraft Remix),Justin Bieber
