rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Bounce (Official Video),Ruger,1,1,1,1,1,1,1,1.0
2,Essence (feat. Tems),Wizkid,2,2,2,2,2,3,3,2.2857142857142856
3,Understand,Omah Lay,3,3,3,3,3,2,2,2.7142857142857144
4,Feeling,Ladipoe,4,4,4,4,4,4,4,4.0
5,Peru,Fireboy DML,5,5,5,5,5,5,5,5.0
6,Monalisa,Lojay,6,6,6,6,6,8,8,6.571428571428571
7,Lie (Audio),Kizz Daniel,7,7,7,7,7,7,7,7.0
8,Ke Star (feat. Vigro Deep),Focalistic,9,9,9,9,9,6,6,8.142857142857142
9,Godly,Omah Lay,11,11,11,11,11,10,10,10.714285714285714
10,Bloody Samaritan,Ayra Starr,10,10,10,10,10,17,17,12.0
11,Kilometre,Burna Boy,14,14,14,14,14,13,13,13.714285714285714
12,Southy Love (feat. Fireboy DML),Peruzzi,16,16,16,16,16,9,9,14.0
13,Coming,Naira Marley,15,15,15,15,15,15,15,15.0
14,KOLO (feat. Oxlade),Ice Prince,18,18,18,18,18,12,12,16.285714285714285
15,Fendi (feat. Joeboy),Blaqbonez,12,12,12,12,12,30,30,17.142857142857142
16,Too Correct,Crayon,17,17,17,17,17,18,18,17.285714285714285
17,Somebody Baby,Davido,19,19,19,19,19,16,16,18.142857142857142
18,Rock (Official Video),Olamide,24,24,24,24,24,11,11,20.285714285714285
19,Bounce,Rema,21,21,21,21,21,21,21,21.0
20,Love Like This (feat. Fireboy DML),Lil Kesh,23,23,23,23,23,23,23,23.0
21,Loading (feat. Bad Boy Timz),Olamide,22,22,22,22,22,26,26,23.142857142857142
22,Dollar (feat. R2bees),DJ Spinall,20,20,20,20,20,33,33,23.714285714285715
23,Baajo,Kwesi Arthur,26,26,26,26,26,22,22,24.857142857142858
24,High Way,Dj Kaywise,31,31,31,31,31,14,14,26.142857142857142
25,If You No Love (feat. Mayorkun),Chike,28,28,28,28,28,24,24,26.857142857142858
26,My Bebe,Omah Lay,29,29,29,29,29,25,25,27.857142857142858
27,Let Dem Kno,Kwesi Arthur,27,27,27,27,27,31,31,28.142857142857142
28,Morenike (feat. Teni),Ejoya,25,25,25,25,25,45,45,30.714285714285715
29,Shadé,Fireboy DML,32,32,32,32,32,29,29,31.142857142857142
30,AG Baby,Nailah Blackman,30,30,30,30,30,37,37,32.0
31,Kilofeshe,Zinoleesky,35,35,35,35,35,27,27,32.714285714285715
32,Make Up Your Mind (feat. Tekno),Ice Prince,33,33,33,33,33,35,35,33.57142857142857
33,Abule,Patoranking,34,34,34,34,34,36,36,34.57142857142857
34,Ginger (feat. Burna Boy),Wizkid,36,36,36,36,36,38,38,36.57142857142857
35,Far Away,Bella Shmurda,38,38,38,38,38,41,41,38.857142857142854
36,Koroba,Tiwa Savage,42,42,42,42,42,34,34,39.714285714285715
37,Onyeka (Baby),Burna Boy,40,40,40,40,40,39,39,39.714285714285715
38,All My Life (feat. Oxlade),M.I Abaga,39,39,39,39,39,43,43,40.142857142857146
39,Verified (feat. Mayorkun),Laycon,41,41,41,41,41,40,40,40.714285714285715
40,Ogogoro (Official Audio),Yemi Alade,46,46,46,46,46,28,28,40.857142857142854
41,Zinoleesky,Naira Marley,43,43,43,43,43,42,42,42.714285714285715
42,Peaches (Masterkraft Remix) (feat. Alpha P & Omah Lay),Justin Bieber,44,44,44,44,44,47,47,44.857142857142854
43,The Best (feat. Mayorkun),Davido,45,45,45,45,45,46,46,45.285714285714285
44,World People,Basketmouth,47,47,47,47,47,44,44,46.142857142857146
45,French Kiss,Mr Eazi,48,48,48,48,48,49,49,48.285714285714285
46,Enjoy (Remix),Tekno,49,49,49,49,49,48,48,48.714285714285715
47,See Love,Peruzzi,50,50,50,50,50,50,50,50.0
48,African Sugar (feat. Tiwa Savage),Tayc,51,51,51,51,51,51,51,51.0
49,Coachella,Sarkodie,52,52,52,52,52,52,52,52.0
50,Ojuju,Oxlade,8,8,8,8,8,201,201,63.142857142857146
51,Door,Joeboy,13,201,201,13,13,19,19,68.42857142857143
52,Mercy (Lyrics Video),Falz,37,37,37,37,37,201,201,83.85714285714286
53,Door,Kwesi Arthur,201,13,13,201,201,201,201,147.28571428571428
54,Ojuju,Troniq Music,201,201,201,201,201,20,20,149.28571428571428
55,Mercy (Official Music Video),Falz,201,201,201,201,201,32,32,152.71428571428572
