Position,song,artist
1,Understand,Omah Lay
2,System,Dave and  Wizkid
3,Essence (feat. Tems),Wizkid
4,Testimony,Buju
5,Far Away,Dangbana Republik and  Bella Shmurda
6,Feeling,LADIPOE and  Buju
7,Rock,Olamide
8,Soundgasm,Rema
9,Sinner,Adekunle Gold and  Lucky Daye
10,Shopping Spree (feat. Chris Brown & Young Thug),Davido
11,Slow Down,King Promise
12,Solace,Ajebo Hustlers
13,Bounce,Ruger
14,Monalisa,Lojay and  Sarz
15,Professor Peller (feat. Zlatan),Seyi Vibez
16,Southy Love (feat. Fireboy DML),Peruzzi
17,La La (feat. CKay),Davido
18,Show Me,Joeboy
19,Peru,Fireboy DML
20,All (feat. Davido),Rexxie
21,Naira Marley,Zinoleesky
22,Bling (feat. Amaarae & Buju),Blaqbonez
23,Outside,Buju
24,Unconditionally,Ajebutter 22 and  Oxlade
25,I DONT MIND,Tosin Robeck
26,Yafun Yafun,Ajebo Hustlers
27,Wonder Mama (feat. Adekunle Gold),MHD
28,Fancy,Uche Malik
29,The Key,Tems
30,Party Next Door,Dangbana Republik and  Bella Shmurda
31,Feel Good,MohBad
32,Enjoyment,Yemi Alade
33,Somebody (feat. Phyno),Olamide
34,Rise Up,2Baba and  Falz
35,Money Man (feat. Kuami Eugene) [Remix],Malcolm Nuna
36,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
37,Dimension (feat. Skepta & Rema),JAE5
38,Frenemies (feat. Oxlade),Rexxie
39,Slow Down (feat. Tion Wayne),DARKOO
40,Shege,Purple Plutonian
41,Lady,Nchinye
42,No Sleeping (feat. Zlatan),1da Banton
43,Sweet Escape,Mizzle
44,It Is What It Is,Adekunle Gold
45,One Time (feat. Reekado Banks),Moelogo
46,INJURE ME,Teni
47,Dis moi comment.,Tayc
48,Sans moi,Franglish and  Aya Nakamura
49,Fine Wine (feat. King Promise & Joeboy),R2Bees
50,KOLO (feat. Oxlade),Ice Prince
51,T.Y.B,"Del B,  Phyno and  Mufasa"
52,Mad At Me,The Flowolf
53,Bia,Phyno
54,Send Me Nudes (feat. Joey B),KiDi
55,Sere (Remix),"Spinall,  Fireboy DML and  6LACK"
56,Carolina,Yung D3mz
57,DKT,Oxlade
58,Joy,BadTheSoundBoy
59,Oshofree (feat. s3nami),YKB
60,Stuntin,"Mix Master David,  Verse Simmonds and  Oxlade"
61,Kilometre,Burna Boy
62,Coming,Naira Marley and  Busiswa
63,Korope,Lil Kesh and  Naira Marley
64,Egbon,Masterkraft and  Phyno
65,Carry Go (feat. Zlatan),Schengen Owner
66,The Best (feat. Mayorkun),Davido
67,Verified (feat. Mayorkun),Laycon
68,Baajo,Kwesi Arthur and  Joeboy
69,LV N ATTN feat. Wizkid,Lojay and  Sarz
70,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy
71,Bank On It,Burna Boy
72,Baby Go,Otile Brown and  Kizz Daniel
73,Figure 8,Kida Kudz and  Gemitaiz
74,Ginger (feat. Burna Boy),Wizkid
75,Forever (Remix),Gyakie and  Omah Lay
76,Somebody Baby,Davido and  Peruzzi
77,Do Yourself,Angelique Kidjo and  Burna Boy
78,Baba Nla,Dr Dolor and  Buju
79,Kilofeshe,Zinoleesky
80,Tropical Breeze,Magnom and  Caine
81,LEGGO,Serge Ibaka and  Tayc
82,Midnight Crush (feat. Magasco & Soukexc3xafna),Jeune Lio
83,Free Your Mind,Blaq Jerzee and  Jux
