Position,song,artist
1,Let Me Know,Mayorkun
2,Ojuju,Oxlade and  Troniq Music
3,Understand,Omah Lay
4,Lie,Kizz Daniel
5,Tales By Moonlight (feat. Amaarae),Tiwa Savage
6,Peru,Fireboy DML
7,Feeling,LADIPOE and  Buju
8,Sinner,Adekunle Gold and  Lucky Daye
9,Essence (feat. Justin Bieber & Tems),Wizkid
10,Naira Marley,Zinoleesky
11,Outside,Buju
12,Monalisa,Lojay and  Sarz
13,Southy Love (feat. Fireboy DML),Peruzzi
14,STAMINA (feat. LuuDadeejay),WurlD and  Major League Djz
15,Fendi (feat. Joeboy),Blaqbonez
16,Cocaine,Dai Verse
17,Rock,Olamide
18,Soundgasm,Rema
19,Fashion Killer,Ayra Starr
20,Frenemies (feat. Oxlade),Rexxie
21,Testimony,Buju
22,Ring My Line (feat. Headie One),King Promise
23,The Key,Tems
24,NEED ME,Gyakie
25,Pay Me,Oxlade and  Troniq Music
26,Somebodyxe2x80x99s Son (feat. Brandy),Tiwa Savage
27,make me feel (feat. Tori J & Yung D3mz),Ginius
28,Fine Wine (feat. King Promise & Joeboy),R2Bees
29,It Is What It Is,Adekunle Gold
30,Bounce,Ruger
31,Feel Good,MohBad
32,Solace,Ajebo Hustlers
33,Show Me,Joeboy
34,Joy,Blxckie and  Oxlade
35,Pray,Victony
36,Melo,Liya
37,Far Away,Dangbana Republik and  Bella Shmurda
38,Gbese,Ogranya and  Show Dem Camp
39,Dimension (feat. Skepta & Rema),JAE5
40,Sweet Escape,Mizzle
41,Lazarus,Dave and  Boj
42,Erima (feat. Terri & Minz),DJ Latitude
43,Bank On It,Burna Boy
44,Bling (feat. Amaarae & Buju),Blaqbonez
45,Alone,Oladapo
46,Shopping Spree (feat. Chris Brown & Young Thug),Davido
47,"My Touch (feat. Medikal, D-Black & Kwesi Arthur) [Remix]","Eugy,  Chop Daily and  Falz"
48,La La (feat. CKay),Davido
49,Coming,Naira Marley and  Busiswa
50,Somebody (feat. Phyno),Olamide
51,INJURE ME,Teni
52,Non Living Thing (feat. Oxlade),Sarkodie
53,System,Dave and  Wizkid
54,Slow Down,King Promise
55,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
56,Yafun Yafun,Ajebo Hustlers
57,Sere (Remix),"Spinall,  Fireboy DML and  6LACK"
58,LV N ATTN feat. Wizkid,Lojay and  Sarz
59,Rise Up,2Baba and  Falz
60,Bloody Samaritan,Ayra Starr
61,Sans moi,Franglish and  Aya Nakamura
62,All (feat. Davido),Rexxie
63,Better Thing,Joeboy
64,Professor Peller (feat. Zlatan),Seyi Vibez
65,Black (feat. Mr Eazi),Victor AD
66,All Correct (feat. ToluDaDi),YN the Afropikin
67,Kilometre,Burna Boy
68,Mercy,Falz
69,Dodo,May D
70,Love Me,Juls and  Niniola
71,Spotlight (feat. El Choco),Darrell Cole
72,Wonder Mama (feat. Adekunle Gold),MHD
73,One Time (feat. Reekado Banks),Moelogo
74,Ginger (feat. Burna Boy),Wizkid
75,Somebody Baby,Davido and  Peruzzi
76,Dis moi comment.,Tayc
77,Sweety,Yemi Alade
78,Money Bag,Ria Sean
79,Baby Go,Otile Brown and  Kizz Daniel
80,Joy,BadTheSoundBoy
81,Drug Test,Naira Marley
82,Me Den You,KashBwoy and  Kuami Eugene
83,Carolina,Yung D3mz
84,Unconditionally,Ajebutter 22 and  Oxlade
85,Party Next Door,Dangbana Republik and  Bella Shmurda
86,Semilese,Scott Giri
87,Tu Amour (feat. Ojujucalaba),Jake Chowman
88,Fancy,Uche Malik
89,W I L D,Lady Donli
90,Be My Lover,Jizzle and  Mr Eazi
