rank,song,artist,apple,audio,youtube,boom,spotify,RT
37,Sere Remix   ,"Spinall,  Fireboy DML and  6LACK",53,37,250,350,290,196.0
38,Anoti (Audio),Wizkid,19,310,11,350,290,196.0
39,Let Me Know (Official Music Video),Mayorkun,17,310,16,350,290,196.6
40,Ojuju   ,Troniq Music and  Oxlade,13,80,250,350,290,196.6
41,Loco ft. Mayorkun,KDDO,300,310,39,47,290,197.2
42,Fame   ,Killertunes and  Nissi,6,94,250,350,290,198.0
43,Godly,Omah Lay,300,310,19,350,13,198.4
44,Testimony,Buju,300,19,43,350,290,200.4
45,System (feat. WizKid),Dave and  Wizkid,52,310,250,350,50,202.4
46,Fine Wine (feat. King Promise & Joeboy) ,R2Bees,75,48,250,350,290,202.6
47,Southy Love (feat. Fireboy DML),Peruzzi,28,310,38,350,290,203.2
48,Celebrate Me (Official Video),Patoranking,300,38,41,350,290,203.8
49,Fendi (feat. Joeboy),Blaqbonez,49,310,28,350,290,205.4
50,Ghetto Vigilante   ,Uche B and  Kwesi Arthur,66,88,250,350,290,208.8
51,Crazy Tings,Tems,2,310,250,350,133,209.0
52,Yafun Yafun   ,Ajebo Hustlers,89,67,250,350,290,209.2
53,KOLO (feat. Oxlade),Ice Prince,300,310,49,350,39,209.6
54,Money (feat. Teni),terri,300,310,250,45,150,211.0
55,Bling (feat. Buju & Amaarae),Blaqbonez,82,310,32,350,290,212.8
56,So Cold   ,Bella Shmurda and  Popcaan,86,89,250,350,290,213.0
57,Faster,L.A.X,300,93,53,350,290,217.2
58,Ke Star,Focalistic,300,310,12,350,116,217.6
59,Fashion Killer,Ayra Starr,60,310,250,350,148,223.6
60,Peteru (Peter),Greatman Takit,300,310,250,3,290,230.6
61,Story,Greatman Takit,300,310,250,4,290,230.8
62,Pempe ft. Yemi Alade,Seyi Shay,300,310,250,5,290,231.0
63,Joro Kini Joro,Wizerd,300,310,250,6,290,231.2
64,Rotate (Freestyle),Mr Eazi,300,310,250,7,290,231.4
65,Whyne,Akuchi,300,310,250,9,290,231.8
66,My Daddy,Greatman Takit,300,310,250,10,290,232.0
67,Too Correct ft. Rema,Crayon,300,310,250,12,290,232.4
68,"Lagos Anthem (Remix) ft. Oberz, Frescool, Oladips, Kabex & Trod",Zlatan,300,310,250,13,290,232.6
69,Focus Vibe,Slimcase,300,310,250,14,290,232.8
70,GAT ME SINGING,Luddy Dave,300,310,250,16,290,233.2
71,6AM,Blaq Jerzee,300,310,250,17,290,233.4
72,Jackpot ft. Bella Shumurda,Crayon,300,310,250,18,290,233.6
73,Kabaa ft. Mayorkun,Idowest,300,310,250,19,290,233.8
74,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar",Falz,300,310,250,23,290,234.6
75,Emotion,Eltee Skhillz,300,310,250,25,290,235.0
76,Don Dada,Timaya,300,310,250,31,290,236.2
77,Cho Cho ft. Davido & Mayorkun,Zlatan,300,310,250,32,290,236.4
78,Holy Ghost Fire ft. The Cavemen,KDDO,300,310,250,33,290,236.6
79,Off You ft. KiDi,Young Jonn,300,310,250,34,290,236.8
80,Obodo,JINNY SAVAGE,300,310,250,36,290,237.2
81,Verified ft. Mayorkun,Laycon,300,310,250,37,290,237.4
82,Koleyewon,Naira Marley,300,310,250,40,290,238.0
83,Pronto ft. Omah Lay,Ajebo Hustlers,300,310,250,42,290,238.4
84,Assalamu Alakaium   ,Gemini Major,300,3,250,350,290,238.6
85,Jafafa ft. Mohbad,Chinko Ekun,300,310,250,43,290,238.6
86,Sugar Daddy ft. Olamide,Dj Enimoney,300,310,250,44,290,238.8
87,Alari   ,Liya,300,4,250,350,290,238.8
88,Raha (feat. Nadia Mukami) ,Arrow Bwoy,300,5,250,350,290,239.0
89,Constantly ft. Mayorkun & Peruzzi,Speroachbeatz,300,310,250,46,290,239.2
90,Wonder (feat. Patoranking) ,Dremo,300,6,250,350,290,239.2
91,Who Talk (feat. Adekunle Gold & Ria Sean) ,Moelogo,300,7,250,350,290,239.4
92,Egbon ft. Phyno,Masterkraft,300,310,250,48,290,239.6
93,Kilofese (Remix) ft. Mayorkun & Busiswa,Zinoleesky,300,310,250,49,290,239.8
94,All Mine Remix (feat. Buju) ,Kinsolo,300,9,250,350,290,239.8
95,Black (feat. Mr Eazi) ,Victor AD,300,10,250,350,290,240.0
96,Rise Up   ,2Baba & Falz,300,12,250,350,290,240.4
97,Round 2 (feat. Giggs) ,Sarkodie,300,13,250,350,290,240.6
98,Professor  Peller (feat. Zlatan) ,Seyi Vibez,300,14,250,350,290,240.8
99,Sinner,Adekunle Gold and  Lucky Daye,5,310,250,350,290,241.0
100,Party Next Door   ,"Dangbana Republik, Bella Shmurda",300,17,250,350,290,241.4
101,LOML (feat. Olamide),Cheque,8,310,250,350,290,241.6
102,"IYO (feat. Focalistic, Mapara A Jazz & Ntosh Gazi) ",Diamond Platnumz,300,18,250,350,290,241.6
103,First Sermon   ,Black Sherif,300,20,250,350,290,242.0
104,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O'Kenneth) ",Jay Bahd,300,21,250,350,290,242.2
105,Antidote (feat. Adekunle Gold),Nao,300,310,250,350,3,242.6
106,love nwantiti (feat. DJ Yo & AX'EL) [Remix],CKay,14,310,250,350,290,242.8
107,Love Somebody,Rotimi,300,310,250,350,5,243.0
108,Mandy,Scribz Riley,300,310,250,350,6,243.2
109,Jennifer Remix (feat. Rayvanny) ,Guchi ft Rayvanny,300,26,250,350,290,243.2
110,Cut Soap   ,DJ Xclusive and Rulerboy,300,27,250,350,290,243.4
111,Real Life (feat. Stormzy),Burna Boy,300,310,250,350,7,243.4
112,Touch It   ,KiDi,300,28,250,350,290,243.6
113,Yote Sawa   ,Nandy,300,29,250,350,290,243.8
114,D & G (feat. Summer Walker),DaVido,300,310,250,350,9,243.8
115,Kini Issue,Niinety9,20,310,250,350,290,244.0
116,Free Your Mind (feat. Jux & BlaqJerzee) ,BlaqJerzee,300,30,250,350,290,244.0
117,Praise   ,Fameye,300,31,250,350,290,244.2
118,Silver Tongue Devil (feat. Shenseea),Masego,300,310,250,350,11,244.2
119,Nimekuzoea   ,Nandy,300,32,250,350,290,244.4
120,I Dey Miss You (feat. Imanse),Skales,22,310,250,350,290,244.4
121,All (feat. Davido) ,Rexxie featuring Davido,300,33,250,350,290,244.6
122,Nobody,Chike Agada,23,310,250,350,290,244.6
123,Frenemies (feat. Oxlade),Rexxie,24,310,250,350,290,244.8
124,Damn (feat. 6lack),Omah Lay,300,310,250,350,14,244.8
125,Tekiller   ,CDQ,300,34,250,350,290,244.8
126,All The Above   ,Show Dem Camp,300,35,250,350,290,245.0
127,Woman,Doja Cat,300,310,250,350,15,245.0
128,Madrid: Tease Me,Kwabsmah,25,310,250,350,290,245.0
129,AWAY,Oxlade,300,310,250,350,16,245.2
130,Kamata   ,Diamond Platnumz,300,36,250,350,290,245.2
131,Jazz Up,"Dj Java,  Remy Baggins and  PsychoYP",26,310,250,350,290,245.2
132,No Stress,WizKid,300,310,250,350,17,245.4
133,Fiction (feat. Busy Signal),Rotimi,300,310,250,350,18,245.6
134,Chargie (feat. Jonny Blaze & Stadic) ,"Reekado Banks, Teejay & Lord Afrixana",300,39,250,350,290,245.8
135,Can't Let You Go,Stefflon Don,300,310,250,350,19,245.8
136,Falling (feat. Kidi),Nviiri The Storyteller,30,310,250,350,290,246.0
137,"Ndombolo (feat. K2ga, Abdukiba & Tommy Flavour) ",Alikiba,300,40,250,350,290,246.0
138,Blessed (feat. Damian Marley),WizKid,300,310,250,350,20,246.0
139,Dorime (feat. Musette & Vector) ,Samklef,300,41,250,350,290,246.2
140,Bena,Jinmi Abduls,31,310,250,350,290,246.2
141,Point and Kill,Little Simz,300,310,250,350,21,246.2
142,Work Fada (feat. Nas & Rich King) ,Tiwa Savage,300,42,250,350,290,246.4
143,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,300,310,250,350,22,246.4
144,Satisfy My Soul,Ria Sean,32,310,250,350,290,246.4
145,Salute (feat. RudeBoy) ,Alikiba,300,43,250,350,290,246.6
146,Eve Bounce,Remix - Yung L,300,310,250,350,23,246.6
147,Cocaine,Dai Verse,33,310,250,350,290,246.6
148,Ginger Me,Rema,300,310,250,350,24,246.8
149,Iphupho (feat. Kuhle) ,Jabzz Dimitri featuring Kuhle,300,44,250,350,290,246.8
150,Bank On It,Burna Boy,34,310,250,350,290,246.8
151,KSM   ,Naza,300,45,250,350,290,247.0
152,Let Me Go (feat. Ayxc3xbcxc3xbc & BAWS),Issa & Assouad,35,310,250,350,290,247.0
153,Gum Body (feat. Jorja Smith),Burna Boy,300,310,250,350,25,247.0
154,Know Your Worth,Khalid,300,310,250,350,26,247.2
155,New Couple   ,Nandy,300,46,250,350,290,247.2
156,I Miss You   ,Joda Kgosi,300,47,250,350,290,247.4
157,Somebodyxe2x80x99s Son (feat. Brandy),Tiwa Savage,37,310,250,350,290,247.4
158,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,300,310,250,350,27,247.4
159,Angelic,Jaivah,38,310,250,350,290,247.6
160,Blessings REMIX (feat. French Montana & Davido),Angel,300,310,250,350,28,247.6
161,Dream Girl,Global Remix - Ir Sais,300,310,250,350,29,247.8
162,WHAT YOU NEED,Kinsolo,39,310,250,350,290,247.8
163,Simple Instruction   ,"Smallgod, R2Bees",300,49,250,350,290,247.8
164,Lonely,Joeboy,300,310,250,350,30,248.0
165,Naira Marley,Zinoleesky,40,310,250,350,290,248.0
166,Omo X 100 (feat. Olamide) ,Reminisce,300,50,250,350,290,248.0
167,Come Over (Remix),Jorja Smith,300,310,250,350,31,248.2
168,Confident   ,Savage X Buju,300,51,250,350,290,248.2
169,MAKAVELI,T-Classic,41,310,250,350,290,248.2
170,Tales By Moonlight (feat. Amaarae) ,Tiwa Savage,300,52,250,350,290,248.4
171,Lo Lo,Omah Lay,300,310,250,350,32,248.4
172,Baby I'm Jealous,Mr Eazi,300,310,250,350,33,248.6
173,Pray,Victony,43,310,250,350,290,248.6
174,Mama Mia (feat. Joeboy),Jaido P,44,310,250,350,290,248.8
175,E Be Mad,Mr Eazi,300,310,250,350,34,248.8
176,4AM,Manny Norté,300,310,250,350,35,249.0
177,Shako,Barry Jhay,45,310,250,350,290,249.0
178,FOCUS DANCE BEAT (feat. HAGMAN & ABATI) ,AJIMOVOIX_DRUMS,300,55,250,350,290,249.0
179,Baby   ,Brainee,300,56,250,350,290,249.2
180,Everytime,Spinall,300,310,250,350,36,249.2
181,Jemeni   ,Aymos and Focalistic,300,57,250,350,290,249.4
182,Peace,Mannywellz,300,310,250,350,37,249.4
183,In Those Eyes   ,Ogranya,300,58,250,350,290,249.6
184,Longtime (feat. Skepta),WizKid,300,310,250,350,38,249.6
185,Brown Skin   ,Masterkraft,300,59,250,350,290,249.8
186,Practice Patience,YKB,50,310,250,350,290,250.0
187,Princess Cuts (feat. Young T & Bugsey),Headie One,300,310,250,350,40,250.0
188,Tonongo   ,"Lojay, Sarz",300,60,250,350,290,250.0
189,Sokoma   ,"Blaq Jerzee, Marioo and Eddy Kenzo",300,61,250,350,290,250.2
190,Killa (feat. DaVido),Teyana Taylor,300,310,250,350,41,250.2
191,Alone,Oladapo,51,310,250,350,290,250.2
192,Pretty Girl,Adekunle Gold,300,310,250,350,42,250.4
193,Right Here   ,"Walshy Fire, Terri, Cloud Beats",300,62,250,350,290,250.4
194,Smile (feat. H.E.R.),WizKid,300,310,250,350,43,250.6
195,Lemonade   ,Ria sean,300,63,250,350,290,250.6
196,Wayo,Mr. Jukeboxx,54,310,250,350,290,250.8
197,Bobo,Aya Nakamura,300,310,250,350,44,250.8
198,GUPTA (feat. Lady Du & Mellow and Sleazy) ,Focalistic and Mr JazziQ,300,64,250,350,290,250.8
199,Table for Two   ,Bella Alubo,300,65,250,350,290,251.0
200,Oreke,E Kelly,300,310,250,350,45,251.0
201,Unconditionally   ,"Ajebutter22, Oxlade",300,66,250,350,290,251.2
202,Alelxc3xbayxc3xa0 Mxc3xa9je,Brymo,56,310,250,350,290,251.2
203,Ryde,Niniola,300,310,250,350,46,251.2
204,ALREADY,Beyoncé,300,310,250,350,47,251.4
205,Migrate,Ayanfe and  Davido,58,310,250,350,290,251.6
206,Soweto Blues,Juls,300,310,250,350,48,251.6
207,Sika Aba Fie   ,"Kweku Darlington, Yaw Tog, Kweku Flick",300,68,250,350,290,251.6
208,MAD,Sarz,300,310,250,350,49,251.8
209,Cash App (feat. Zlatan & lincoln) ,Bella Shmurda,300,69,250,350,290,251.8
210,Lazarus,Dave and  Boj,59,310,250,350,290,251.8
211,Sizophelelaphi   ,Msaki and Oskido,300,70,250,350,290,252.0
212,Sponono,Kabza De Small,300,310,250,350,51,252.2
213,Dance   ,Humblesmith,300,71,250,350,290,252.2
214,Shopping Spree (feat. Chris Brown & Young Thug),Davido,61,310,250,350,290,252.2
215,Steady,Wizkid,62,310,250,350,290,252.4
216,Times Two (X2) (feat. Buju) ,WANI,300,72,250,350,290,252.4
217,Guestlist,Frenna,300,310,250,350,53,252.6
218,Popote (feat. Vernyuy Tina) ,Wini,300,73,250,350,290,252.6
219,LV N ATTN feat. Wizkid,Lojay and  Sarz,63,310,250,350,290,252.6
220,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico,300,310,13,350,290,252.6
221,Higher,Tems,300,310,250,350,54,252.8
222,NEED ME,Gyakie,64,310,250,350,290,252.8
223,Drug Test   ,Naira Marley,300,74,250,350,290,252.8
224,Cool Me Down,Majeek,65,310,250,350,290,253.0
225,Oxlade,Oxlade,300,310,15,350,290,253.0
226,Lenu,Remix - Buju,300,310,250,350,55,253.0
227,DRUNK GUITAR (feat. Potter Payper),NSG,300,310,250,350,56,253.2
228,Ogogoro   ,Yemi Alade,300,76,250,350,290,253.2
229,Location (feat. Burna Boy),Dave,300,310,250,350,57,253.4
230,Alubarika (feat. Buju) ,Zlatan,300,77,250,350,290,253.4
231,Pay Me,Troniq Music and  Oxlade,68,310,250,350,290,253.6
232,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,300,310,250,350,58,253.6
233,BE MY LOVER   ,"Jizzle, Mr Eazi",300,78,250,350,290,253.6
234,Let Dem Kno,Kwesi Arthur,300,310,18,350,290,253.6
235,Filo (feat. Wande Coal) ,Kelly Anthony featuring Wande Coal,300,79,250,350,290,253.8
236,In My Bed,Rotimi,300,310,250,350,59,253.8
237,Summer Bounce,Blaq Jerzee and  Joeboy,69,310,250,350,290,253.8
238,Fayah (feat. Alpha P),Rotimi,70,310,250,350,290,254.0
239,Peace Of Mind,Rema,300,310,250,350,60,254.0
240,Koroba,Tiwa Savage,300,310,250,350,61,254.2
241,Forever (Remix),Gyakie,300,310,21,350,290,254.2
242,Trina,Jinmi Abduls,71,310,250,350,290,254.2
243,Felicitation   ,"Dj Voyst, Joeboy",300,81,250,350,290,254.2
244,STAMINA (feat. LuuDadeejay),WurlD and  Major League Djz,72,310,250,350,290,254.4
245,MOSLADO,Teni,300,310,250,350,62,254.4
246,Shameful   ,King OT,300,82,250,350,290,254.4
247,Say Cheese,KiDi,300,310,250,350,63,254.6
248,Ring My Line (feat. Headie One),King Promise,73,310,250,350,290,254.6
249,BROKE AGAIN (REMIX) (feat. Stonebwoy) ,Jizzle,300,83,250,350,290,254.6
250,Door,Kwesi Arthur,300,310,24,350,290,254.8
251,Lakiriboto   ,Liya and Davido,300,84,250,350,290,254.8
252,Carolina,Yung D3mz,74,310,250,350,290,254.8
253,Solo,Shakka,300,310,250,350,64,254.8
254,God's Work (feat. iLL BLU),IAMDDB,300,310,250,350,65,255.0
255,Flavour,Flavour,300,310,25,350,290,255.0
256,+234 (Daily Paper)   ,PsychoYP,300,86,250,350,290,255.2
257,make me feel (feat. Tori J & Yung D3mz),Ginius,76,310,250,350,290,255.2
258,Attention,Tiwa Savage,300,310,250,350,66,255.2
259,Solace,Ajebo Hustlers,77,310,250,350,290,255.4
260,See Through,Chip,300,310,250,350,68,255.6
261,Joy,Blxckie and  Oxlade,78,310,250,350,290,255.6
262,Melo,Liya,79,310,250,350,290,255.8
263,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,300,310,250,350,69,255.8
264,Far Away,Dangbana Republik and  Bella Shmurda,80,310,250,350,290,256.0
265,No More (feat. Ozbeazy) ,Looking for Avala,300,90,250,350,290,256.0
266,Lento,Mr Eazi,300,310,250,350,70,256.0
267,Ewele (feat. Dunnie & Focalistic) ,Gemini Major,300,91,250,350,290,256.2
268,I Spy,Lila Iké,300,310,250,350,71,256.2
269,Erima (feat. Terri & Minz),DJ Latitude,81,310,250,350,290,256.2
270,It Go Bad,Nnabu,300,310,250,350,72,256.4
271,in the light (feat. Ayra Starr) ,Johnny Drille featuring Ayra Starr,300,92,250,350,290,256.4
272,Tattoo,Fireboy DML,300,310,250,350,73,256.6
273,Felony,CKay,300,310,33,350,290,256.6
274,Smooth MF,Agho,300,310,250,350,74,256.8
275,Infinity (feat. Omah Lay),Olamide,300,310,34,350,290,256.8
276,Zinoleesky,Naira Marley,300,310,35,350,290,257.0
277,Nnobody,Nnabu,300,310,250,350,75,257.0
278,REQUIRE,DJ Tunez,300,310,250,350,77,257.4
279,Trouble,"DRB Lasgidi, Fresh L., Tems",300,310,250,350,78,257.6
280,Carefully,Nana Fofie,300,310,250,350,79,257.8
281,Sans moi,Franglish and  Aya Nakamura,90,310,250,350,290,258.0
282,Wonder Mama (feat. Adekunle Gold),MHD,91,310,250,350,290,258.2
283,Joro,WizKid,300,310,250,350,81,258.2
284,Fkn Around (feat. Megan Thee Stallion),Cuppy Remix - Phony Ppl,300,310,250,350,82,258.4
285,Dis moi comment.,Tayc,92,310,250,350,290,258.4
286,Champion,Fireboy DML,300,310,250,350,83,258.6
287,Love Nobody,WurlD,300,310,250,350,84,258.8
288,Enjoy (Remix),Tekno,300,310,45,350,290,259.0
289,The Don,Mr Eazi,300,310,250,350,85,259.0
290,It Is What It Is,Adekunle Gold,300,310,46,350,290,259.2
291,Oh My,Lavaud,300,310,250,350,86,259.2
292,Non Living Things,Sarkodie,300,310,47,350,290,259.4
293,Be Honest (feat. Burna Boy),Jorja Smith,300,310,250,350,88,259.6
294,Bad Shit,Jarreau Vandal,300,310,250,350,89,259.8
295,Juls featuring Niniola,Juls,300,310,50,350,290,260.0
296,Play Play (feat. Burna Boy),J Hus,300,310,250,350,90,260.0
297,Love Me,Juls,300,310,51,350,290,260.2
298,Nu Riddim,Ycee,300,310,250,350,91,260.2
299,juju,Zubi,300,310,250,350,93,260.6
300,Wishes,Juls,300,310,250,350,94,260.8
301,Do To Me,H.E.R.,300,310,250,350,95,261.0
302,Rumour,Kaien Cruz,300,310,250,350,96,261.2
303,CHOP N PRAY,WurlD,300,310,250,350,97,261.4
304,Badman Love,Remix - Skales,300,310,250,350,98,261.6
305,I No Go Give Up On You,Mr Eazi,300,310,250,350,99,261.8
306,Pamela,Wauve,300,310,250,350,100,262.0
307,African Girl Bad,Zoro,300,310,250,350,101,262.2
308,So Lovely,Buju,300,310,250,350,102,262.4
309,Marry Me,Smallgod,300,310,250,350,103,262.6
310,Risky,DaVido,300,310,250,350,104,262.8
311,Wonderful,Burna Boy,300,310,250,350,105,263.0
312,A Million,Mannywellz,300,310,250,350,106,263.2
313,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,250,350,107,263.4
314,Simmer (feat. Burna Boy),Mahalia,300,310,250,350,108,263.6
315,JA ARA E,Burna Boy,300,310,250,350,109,263.8
316,Fiesta,Opvibes,300,310,250,350,111,264.2
317,Domitilla,Lisa Yaro,300,310,250,350,112,264.4
318,Dangerous Love,Møme Edit - Tiwa Savage,300,310,250,350,113,264.6
319,So Crazy (feat. Lil Baby),DaVido,300,310,250,350,114,264.8
320,The Recipe,Aluna,300,310,250,350,115,265.0
321,Surround Me,Ayotemi,300,310,250,350,117,265.4
322,Baajo,Kwesi Arthur,300,310,250,350,118,265.6
323,HOLD ON,Oxlade,300,310,250,350,119,265.8
324,Whine It (feat. Sauti Sol),Patoranking,300,310,250,350,120,266.0
325,Comfortable (feat. Davido),Preme,300,310,250,350,121,266.2
326,Luva Luva,Runtown,300,310,250,350,122,266.4
327,Holy Ground (feat. Nicki Minaj),DaVido,300,310,250,350,123,266.6
328,Repeat (feat. Koffee),J Hus,300,310,250,350,124,266.8
329,Beg Friend,Juls,300,310,250,350,125,267.0
330,Sweetie Odo,Juls,300,310,250,350,126,267.2
331,Mr Workerman,Odeal,300,310,250,350,127,267.4
332,Sweeter Love,Curtis J,300,310,250,350,131,268.2
333,On It (feat. PnB Rock & K1NG),Crumz,300,310,250,350,134,268.8
334,Ready,Yung L,300,310,250,350,136,269.2
335,Wicked,Juls,300,310,250,350,138,269.6
336,Body,Reen,300,310,250,350,139,269.8
337,Sleepless Nights (feat. Davido),Trey Songz,300,310,250,350,140,270.0
338,Take Me Home,Lady Donli,300,310,250,350,141,270.2
339,Roll It,Richie Benson,300,310,250,350,142,270.4
340,Fantasy,Niniola,300,310,250,350,143,270.6
341,Under Pressure,Jay Teazer,300,310,250,350,144,270.8
342,Karma,Cuppy,300,310,250,350,145,271.0
343,Gimme Love,Remix - Seyi Shay,300,310,250,350,146,271.2
344,Proppa,Etana,300,310,250,350,147,271.4
345,Midnight Boom,with ChocQuibTown & Afro B - Ir Sais,300,310,250,350,149,271.8
346,Siberia (feat. Burna Boy),Headie One,300,310,250,350,151,272.2
347,COMO UN BEBÉ,J Balvin,300,310,250,350,152,272.4
348,Dollas and Cents,TOBi,300,310,250,350,153,272.6
349,Questions (feat. Kojo Funds),Gino J,300,310,250,350,154,272.8
350,Temptation,Tiwa Savage,300,310,250,350,156,273.2
351,Fever,Iyanya,300,310,250,350,157,273.4
