rank,song,artist,apple,audio,youtube,boom,spotify,RT
163,Attitude (feat. H Baba & Awilo Longomba) ,Harmonize,300,54,250,350,290,248.8
164,Soweto Blues,Juls,300,310,250,350,34,248.8
165,One Time (feat. Reekado Banks),Moelogo,45,310,250,350,290,249.0
166,Tattoo,Fireboy DML,300,310,250,350,35,249.0
167,MOSLADO,Teni,300,310,250,350,36,249.2
168,"Currently (feat. Olamide, Falz & LK Kuddy) ",Kizz Daniel,300,56,250,350,290,249.2
169,Sponono,Kabza De Small,300,310,250,350,37,249.4
170,Dis moi comment.,Tayc,47,310,250,350,290,249.4
171,Sore (Remix)   ,"Yaw Tog, Stormzy & Kwesi Arthur",300,57,250,350,290,249.4
172,E Be Mad,Mr Eazi,300,310,250,350,38,249.6
173,Focus   ,Joeboy,300,58,250,350,290,249.6
174,Sans moi,Franglish and  Aya Nakamura,48,310,250,350,290,249.6
175,Sika Aba Fie   ,"Kweku Darlington, Yaw Tog, Kweku Flick",300,59,250,350,290,249.8
176,MAD,Sarz,300,310,250,350,39,249.8
177,Cash App (feat. Zlatan & lincoln) ,Bella Shmurda,300,60,250,350,290,250.0
178,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,300,310,250,350,40,250.0
179,T.Y.B,"Del B,  Phyno and  Mufasa",51,310,250,350,290,250.2
180,Celebration   ,Joeboy,300,61,250,350,290,250.2
181,Mad At Me,The Flowolf,52,310,250,350,290,250.4
182,Pretty Girl,Adekunle Gold,300,310,250,350,42,250.4
183,Bobo,Aya Nakamura,300,310,250,350,43,250.6
184,Bia,Phyno,53,310,250,350,290,250.6
185,Send Me Nudes (feat. Joey B),KiDi,54,310,250,350,290,250.8
186,God's Work (feat. iLL BLU),IAMDDB,300,310,250,350,44,250.8
187,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,300,310,250,350,45,251.0
188,Carolina,Yung D3mz,56,310,250,350,290,251.2
189,Everytime,Spinall,300,310,250,350,46,251.2
190,DKT,Oxlade,57,310,250,350,290,251.4
191,Say Cheese,KiDi,300,310,250,350,47,251.4
192,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico,300,310,7,350,290,251.4
193,It Go Bad,Nnabu,300,310,250,350,48,251.6
194,Joy,BadTheSoundBoy,58,310,250,350,290,251.6
195,Blessings REMIX (feat. French Montana & Davido),Angel,300,310,250,350,49,251.8
196,Oshofree (feat. s3nami),YKB,59,310,250,350,290,251.8
197,Stuntin,"Mix Master David,  Verse Simmonds and  Oxlade",60,310,250,350,290,252.0
198,Do To Me,H.E.R.,300,310,250,350,50,252.0
199,Oreke,E Kelly,300,310,250,350,51,252.2
200,Walk On The Beach   ,Femi Leye,300,71,250,350,290,252.2
201,Location (feat. Burna Boy),Dave,300,310,250,350,52,252.4
202,Every Weekend   ,DJ Tunez & J. Anthoni,300,72,250,350,290,252.4
203,Korope,Lil Kesh and  Naira Marley,63,310,250,350,290,252.6
204,See Through,Chip,300,310,250,350,53,252.6
205,"Kubo (feat. K.O, Focalistic & Bassie) ","Kwesta featuring K.O, Focalistic and Bassie",300,73,250,350,290,252.6
206,Infinity (feat. Omah Lay),Olamide,300,310,14,350,290,252.8
207,Roju   ,Chiké,300,74,250,350,290,252.8
208,Play Play (feat. Burna Boy),J Hus,300,310,250,350,55,253.0
209,Carry Go (feat. Zlatan),Schengen Owner,65,310,250,350,290,253.0
210,Enjoy (Remix),Tekno,300,310,16,350,290,253.2
211,Dream Girl,Global Remix - Ir Sais,300,310,250,350,56,253.2
212,Ball Till We Fall (feat. Bella Shmurda) ,Kida Kudz featuring Bella Shmurda,300,76,250,350,290,253.2
213,Lento,Mr Eazi,300,310,250,350,57,253.4
214,BACK TO THE SENDER (feat. Kofi Kinaata) ,Quamina MP,300,77,250,350,290,253.4
215,4AM,Manny Norté,300,310,250,350,58,253.6
216,Akekho   ,Kekelingo,300,78,250,350,290,253.6
217,LV N ATTN feat. Wizkid,Lojay and  Sarz,69,310,250,350,290,253.8
218,Vanity   ,MzVee and Kelvyn Boy,300,79,250,350,290,253.8
219,PINDA   ,Nedy Music,300,80,250,350,290,254.0
220,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy,70,310,250,350,290,254.0
221,Bank On It,Burna Boy,71,310,250,350,290,254.2
222,Lenu,Remix - Buju,300,310,250,350,61,254.2
223,Changanya (feat. Jux & Kenz Ville) ,Jay Rox x Jux,300,81,250,350,290,254.2
224,CKay,CKay,300,310,22,350,290,254.4
225,Cassette (feat. King Promise) ,Nanky,300,82,250,350,290,254.4
226,Higher,Tems,300,310,250,350,62,254.4
227,Baby Go,Otile Brown and  Kizz Daniel,72,310,250,350,290,254.4
228,Petty   ,Olamide,300,83,250,350,290,254.6
229,Peace,Mannywellz,300,310,250,350,63,254.6
230,Figure 8,Kida Kudz and  Gemitaiz,73,310,250,350,290,254.6
231,Duduke (French)   ,Simi and Deja,300,84,250,350,290,254.8
232,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,300,310,250,350,64,254.8
233,Wonderful,Burna Boy,300,310,250,350,65,255.0
234,23,Burna Boy,300,310,26,350,290,255.2
235,Sizophelelaphi   ,Oskido and Msaki,300,86,250,350,290,255.2
236,Dance   ,Humblesmith,300,87,250,350,290,255.4
237,Do Yourself,Angelique Kidjo and  Burna Boy,77,310,250,350,290,255.4
238,Badman Love,Remix - Skales,300,310,250,350,67,255.4
239,Sacrifices (feat. Tim Lyre),DAP The Contract,300,310,250,350,68,255.6
240,Times Two (X2) (feat. Buju) ,WANI,300,88,250,350,290,255.6
241,Baba Nla,Dr Dolor and  Buju,78,310,250,350,290,255.6
242,A Million,Mannywellz,300,310,250,350,69,255.8
243,Tropical Breeze,Magnom and  Caine,80,310,250,350,290,256.0
244,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,300,310,250,350,70,256.0
245,juju,Zubi,300,310,250,350,71,256.2
246,LEGGO,Serge Ibaka and  Tayc,81,310,250,350,290,256.2
247,Midnight Crush (feat. Magasco & Soukexc3xafna),Jeune Lio,82,310,250,350,290,256.4
248,History (feat. Fireboy DML),Cheque,300,310,32,350,290,256.4
249,Ryde,Niniola,300,310,250,350,72,256.4
250,Peace Of Mind,Rema,300,310,250,350,73,256.6
251,Nu Riddim,Ycee,300,310,250,350,74,256.8
252,I Spy,Lila Iké,300,310,250,350,75,257.0
253,JA ARA E,Burna Boy,300,310,250,350,76,257.2
254,FIND YOUR WAY BACK,Beyoncé,300,310,250,350,77,257.4
255,Door,Joeboy,300,310,38,350,290,257.6
256,Take Me Home,Lady Donli,300,310,250,350,78,257.6
257,Carefully,Nana Fofie,300,310,250,350,79,257.8
258,Temptation,Tiwa Savage,300,310,250,350,80,258.0
259,Holy Ground (feat. Nicki Minaj),DaVido,300,310,250,350,81,258.2
260,Fine Fine,Korede Bello,300,310,41,350,290,258.2
261,Bad Shit,Jarreau Vandal,300,310,250,350,83,258.6
262,Bling ft. Amaarae & Buju (Official Video),Blaqbonez,300,310,43,350,290,258.6
263,The Recipe,Aluna,300,310,250,350,84,258.8
264,Smooth MF,Agho,300,310,250,350,85,259.0
265,Love Nobody,WurlD,300,310,250,350,86,259.2
266,Ayra Starr,MavinRecords,300,310,46,350,290,259.2
267,Be Honest (feat. Burna Boy),Jorja Smith,300,310,250,350,87,259.4
268,High Way,Dj Kaywise,300,310,47,350,290,259.4
269,All My Life (feat. Oxlade),M.I Abaga,300,310,48,350,290,259.6
270,Beamer (Bad Boys),Rema,300,310,250,350,88,259.6
271,Guestlist,Frenna,300,310,250,350,89,259.8
272,Flavour,Flavour,300,310,49,350,290,259.8
273,Fkn Around (feat. Megan Thee Stallion),Cuppy Remix - Phony Ppl,300,310,250,350,90,260.0
274,Solo,Shakka,300,310,250,350,91,260.2
275,So Crazy (feat. Lil Baby),DaVido,300,310,250,350,92,260.4
276,Fireboy DML,Fireboy DML,300,310,53,350,290,260.6
277,REQUIRE,DJ Tunez,300,310,250,350,93,260.6
278,DRUNK GUITAR (feat. Potter Payper),NSG,300,310,250,350,94,260.8
279,Trouble,"DRB Lasgidi, Fresh L., Tems",300,310,250,350,95,261.0
280,Champion,Fireboy DML,300,310,250,350,96,261.2
281,Let Dem Kno,Smallgod,300,310,56,350,290,261.2
282,Buju,Buju,300,310,57,350,290,261.4
283,Anybody,Burna Boy,300,310,250,350,97,261.4
284,Repeat (feat. Koffee),J Hus,300,310,250,350,98,261.6
285,Doudou,Aya Nakamura,300,310,250,350,99,261.8
286,CHOP N PRAY,WurlD,300,310,250,350,100,262.0
287,I No Go Give Up On You,Mr Eazi,300,310,250,350,101,262.2
288,Marry Me,Smallgod,300,310,250,350,103,262.6
289,Joro,WizKid,300,310,250,350,104,262.8
290,The Don,Mr Eazi,300,310,250,350,105,263.0
291,Simmer (feat. Burna Boy),Mahalia,300,310,250,350,106,263.2
292,Going Out Of My Way (feat. Mr Eazi),M.O,300,310,250,350,108,263.6
293,Wicked,Juls,300,310,250,350,113,264.6
294,Surround Me,Ayotemi,300,310,250,350,114,264.8
295,On It (feat. PnB Rock & K1NG),Crumz,300,310,250,350,115,265.0
296,Sweetie Odo,Juls,300,310,250,350,116,265.2
297,Under Pressure,Jay Teazer,300,310,250,350,117,265.4
298,Oh My,Lavaud,300,310,250,350,118,265.6
299,Luva Luva,Runtown,300,310,250,350,119,265.8
300,Beg Friend,Juls,300,310,250,350,120,266.0
301,Proppa,Etana,300,310,250,350,121,266.2
302,Pamela,Wauve,300,310,250,350,123,266.6
303,African Girl Bad,Zoro,300,310,250,350,124,266.8
304,Make Up Your Mind (feat. Tekno),Ice Prince,300,310,250,350,125,267.0
305,Fiesta,Opvibes,300,310,250,350,126,267.2
306,Curious (feat. Jimi Tents & Garren),VanJess,300,310,250,350,128,267.6
307,Risky,DaVido,300,310,250,350,129,267.8
308,Comfortable (feat. Davido),Preme,300,310,250,350,131,268.2
309,Dollas and Cents,TOBi,300,310,250,350,132,268.4
310,Enter Body,DJ Flex,300,310,250,350,141,270.2
311,So Lovely,Buju,300,310,250,350,143,270.6
312,plenty feat. Sons of Sonix,Ambré,300,310,250,350,145,271.0
313,Nobody (Amapiano),DJ Neptune,300,310,250,350,146,271.2
314,Wishes,Juls,300,310,250,350,148,271.6
315,Nnobody,Nnabu,300,310,250,350,149,271.8
316,My Oasis (feat. Burna Boy),Sam Smith,300,310,250,350,150,272.0
317,Oh My Gawd (feat. Nicki Minaj & K4MO),Mr Eazi,300,310,250,350,151,272.2
318,Strong & Solid,GMK,300,310,250,350,152,272.4
319,Roll It,Richie Benson,300,310,250,350,153,272.6
320,Dumebi (Matoma Remix),Rema,300,310,250,350,154,272.8
321,"Sorrow, Tears And Blood",GoldLink,300,310,250,350,155,273.0
322,ELI,Fireboy DML,300,310,250,350,156,273.2
323,Sleepless Nights (feat. Davido),Trey Songz,300,310,250,350,157,273.4
324,Laisse ça,Lala &ce,300,310,250,350,158,273.6
325,Dangerous Love,Møme Edit - Tiwa Savage,300,310,250,350,159,273.8
326,Blessing,Stonebwoy,300,310,250,350,160,274.0
