rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Antidote (feat. Adekunle Gold),Nao,2,3,2,2,2,3,3,2.4285714285714284
2,Love Somebody,Rotimi,4,7,4,13,8,4,4,6.285714285714286
3,Ginger (feat. Burna Boy),WizKid,6,6,6,6,9,2,14,7.0
4,Mandy,Scribz Riley,3,4,3,16,4,7,12,7.0
5,Real Life (feat. Stormzy),Burna Boy,7,9,7,7,6,9,7,7.428571428571429
6,Damn (feat. 6lack),Omah Lay,5,5,12,4,3,18,9,8.0
7,Slow Down (feat. Tion Wayne),Darkoo,10,10,10,10,10,10,10,10.0
8,D & G (feat. Summer Walker),DaVido,11,8,8,8,11,16,11,10.428571428571429
9,Trouble,"DRB Lasgidi, Fresh L., Tems",15,19,11,3,5,14,13,11.428571428571429
10,Godly,Omah Lay,12,16,5,11,13,6,19,11.714285714285714
11,Essence (feat. Tems),WizKid,14,21,14,21,26,8,2,15.142857142857142
12,Gum Body (feat. Jorja Smith),Burna Boy,13,18,13,15,14,19,21,16.142857142857142
13,No Stress,WizKid,21,14,21,14,19,22,8,17.0
14,Silver Tongue Devil (feat. Shenseea),Masego,8,12,16,5,7,11,74,19.0
15,AWAY,Oxlade,20,13,17,22,42,17,28,22.714285714285715
16,Eve Bounce,Remix - Yung L,22,32,23,30,18,24,26,25.0
17,Ginger Me,Rema,17,15,9,37,37,29,31,25.0
18,Blessings REMIX (feat. French Montana & Davido),Angel,32,24,20,20,17,26,39,25.428571428571427
19,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,28,26,29,18,29,32,38,28.571428571428573
20,Know Your Worth,Khalid,26,31,28,27,30,33,27,28.857142857142858
21,Can't Let You Go,Stefflon Don,36,35,32,29,24,31,16,29.0
22,KOLO (feat. Oxlade),Ice Prince,16,22,24,48,27,37,35,29.857142857142858
23,Blessed (feat. Damian Marley),WizKid,30,30,30,43,34,13,33,30.428571428571427
24,Lo Lo,Omah Lay,35,34,22,33,23,28,49,32.0
25,Dream Girl,Global Remix - Ir Sais,19,17,35,32,56,39,34,33.142857142857146
26,Baby I'm Jealous,Mr Eazi,45,40,53,42,16,21,17,33.42857142857143
27,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,18,33,40,40,12,47,61,35.857142857142854
28,Come Over (Remix),Jorja Smith,42,46,18,41,49,36,43,39.285714285714285
29,In My Bed,Rotimi,33,23,46,39,40,59,41,40.142857142857146
30,Lonely,Joeboy,41,48,39,35,45,50,24,40.285714285714285
31,ALREADY,Beyoncé,38,29,37,46,36,42,59,41.0
32,4AM,Manny Norté,23,59,42,31,31,56,60,43.142857142857146
33,Princess Cuts (feat. Young T & Bugsey),Headie One,31,20,27,49,43,67,67,43.42857142857143
34,Smile (feat. H.E.R.),WizKid,43,43,36,51,50,38,44,43.57142857142857
35,Longtime (feat. Skepta),WizKid,37,37,56,36,44,45,52,43.857142857142854
36,E Be Mad,Mr Eazi,61,61,43,9,33,72,37,45.142857142857146
37,Everytime,Spinall,71,84,48,34,28,35,22,46.0
38,Sponono,Kabza De Small,58,55,41,24,35,65,63,48.714285714285715
39,Bobo,Aya Nakamura,34,45,38,62,51,49,62,48.714285714285715
40,It Go Bad,Nnabu,24,56,95,17,32,82,45,50.142857142857146
41,See Through,Chip,59,68,44,28,21,57,76,50.42857142857143
42,Koroba,Tiwa Savage,27,38,57,60,72,60,42,50.857142857142854
43,Tattoo,Fireboy DML,51,50,54,95,38,53,32,53.285714285714285
44,Peace,Mannywellz,79,72,59,63,22,44,36,53.57142857142857
45,System (feat. WizKid),Dave,52,51,49,68,60,48,55,54.714285714285715
46,Killa (feat. DaVido),Teyana Taylor,50,36,52,58,52,73,64,55.0
47,Soweto Blues,Juls,56,66,47,83,59,34,40,55.0
48,Can't Let You Go,Remix - Stefflon Don,66,78,75,19,41,64,48,55.857142857142854
49,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,39,42,45,64,73,55,77,56.42857142857143
50,Pretty Girl,Adekunle Gold,40,41,58,56,88,84,29,56.57142857142857
51,MOSLADO,Teni,64,49,31,82,84,63,23,56.57142857142857
52,Guestlist,Frenna,55,64,51,45,54,52,82,57.57142857142857
53,Say Cheese,KiDi,67,52,96,44,39,76,51,60.714285714285715
54,Attention,Tiwa Savage,57,62,66,52,78,41,69,60.714285714285715
55,Oreke,E Kelly,63,27,86,47,79,43,81,60.857142857142854
56,A Million,Mannywellz,88,53,90,23,46,97,78,67.85714285714286
57,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,70,75,50,85,89,61,54,69.14285714285714
58,Ryde,Niniola,65,54,74,77,71,77,70,69.71428571428571
59,Lento,Mr Eazi,53,69,72,55,48,94,99,70.0
60,Peace Of Mind,Rema,46,301,33,12,15,51,79,76.71428571428571
61,DRUNK GUITAR (feat. Potter Payper),NSG,69,73,98,75,92,91,73,81.57142857142857
62,Essence (feat. Justin Bieber & Tems),"WizKid, Justin Bieber, Tems",1,1,1,1,1,301,301,86.71428571428571
63,Nu Riddim,Ycee,85,95,94,80,96,78,90,88.28571428571429
64,Higher,Tems,89,301,34,54,67,40,53,91.14285714285714
65,MAD,Sarz,29,44,77,71,75,301,47,92.0
66,Lenu,Remix - Buju,49,28,93,301,53,74,80,96.85714285714286
67,Dimension (feat. Skepta & Rema),JAE5,9,11,15,26,20,301,301,97.57142857142857
