rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feeling ft. Buju,LADIPOE,1,1,5,5,5,5,5,3.857142857142857
2,Music Messiah ft. Wande Coal,DJ Neptune,2,2,6,6,6,6,6,4.857142857142857
3,Peteru (Peter),Greatman Takit,3,3,11,11,11,11,11,8.714285714285714
4,Story,Greatman Takit,4,4,17,17,17,17,17,13.285714285714286
5,Pempe ft. Yemi Alade,Seyi Shay,5,5,18,18,18,18,18,14.285714285714286
6,Joro Kini Joro,Wizerd,6,6,19,19,19,19,19,15.285714285714286
7,Rotate (Freestyle),Mr Eazi,7,7,20,20,20,20,20,16.285714285714285
8,Show Me,Joeboy,8,8,23,23,23,23,23,18.714285714285715
9,Whyne,Akuchi,9,9,25,25,25,25,25,20.428571428571427
10,My Daddy,Greatman Takit,10,10,27,27,27,27,27,22.142857142857142
11,Kilometre,Burna Boy,11,11,29,29,29,29,29,23.857142857142858
12,Too Correct ft. Rema,Crayon,12,12,31,31,31,31,31,25.571428571428573
13,"Lagos Anthem (Remix) ft. Oberz, Frescool, Oladips, Kabex & Trod",Zlatan,13,13,35,35,35,35,35,28.714285714285715
14,Focus Vibe,Slimcase,14,14,40,40,40,40,40,32.57142857142857
15,This Your Body ft. Davido,Skales,15,15,41,41,41,41,41,33.57142857142857
16,GAT ME SINGING,Luddy Dave,16,16,42,42,42,42,42,34.57142857142857
17,6AM,Blaq Jerzee,17,17,44,44,44,44,44,36.285714285714285
18,Jackpot ft. Bella Shumurda,Crayon,18,18,48,48,48,48,48,39.42857142857143
19,Kabaa ft. Mayorkun,Idowest,19,19,49,49,49,49,49,40.42857142857143
20,Peru,Fireboy DML,201,201,1,1,1,1,1,58.142857142857146
21,Outside,Buju,201,201,2,2,2,2,2,58.857142857142854
22,La La ft. Ckay,Davido,201,201,3,3,3,3,3,59.57142857142857
23,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar",Falz,201,201,4,4,4,4,4,60.285714285714285
24,PEPE ft. Davido,L.A.X,201,201,7,7,7,7,7,62.42857142857143
25,Emotion,Eltee Skhillz,201,201,8,8,8,8,8,63.142857142857146
26,KPK (Remix) ft. Sho Madjozi & MohBad,Rexxie,201,201,9,9,9,9,9,63.857142857142854
27,Essence ft. Tems,WizKid,201,201,10,10,10,10,10,64.57142857142857
28,Somebody Baby ft. Davido,Peruzzi,201,201,12,12,12,12,12,66.0
29,INJURE ME,Teni,201,201,13,13,13,13,13,66.71428571428571
30,Coming ft. Busiswa,Naira Marley,201,201,14,14,14,14,14,67.42857142857143
31,Don Dada,Timaya,201,201,15,15,15,15,15,68.14285714285714
32,Cho Cho ft. Davido & Mayorkun,Zlatan,201,201,16,16,16,16,16,68.85714285714286
33,Holy Ghost Fire ft. The Cavemen,KDDO,201,201,21,21,21,21,21,72.42857142857143
34,Off You ft. KiDi,Young Jonn,201,201,22,22,22,22,22,73.14285714285714
35,Bounce,Ruger,201,201,24,24,24,24,24,74.57142857142857
36,Obodo,JINNY SAVAGE,201,201,26,26,26,26,26,76.0
37,Verified ft. Mayorkun,Laycon,201,201,28,28,28,28,28,77.42857142857143
38,FOR YOU ft. Davido,Teni,201,201,30,30,30,30,30,78.85714285714286
39,Hallelu ft. Bella Shmurda & Zlatan,Masterkraft,201,201,32,32,32,32,32,80.28571428571429
40,Koleyewon,Naira Marley,201,201,33,33,33,33,33,81.0
41,Ginger ft. Burna Boy,WizKid,201,201,34,34,34,34,34,81.71428571428571
42,Pronto ft. Omah Lay,Ajebo Hustlers,201,201,36,36,36,36,36,83.14285714285714
43,Jafafa ft. Mohbad,Chinko Ekun,201,201,37,37,37,37,37,83.85714285714286
44,Sugar Daddy ft. Olamide,Dj Enimoney,201,201,38,38,38,38,38,84.57142857142857
45,Money ft. Bella Shmurda & Mohbad,terri,201,201,39,39,39,39,39,85.28571428571429
46,Constantly ft. Mayorkun & Peruzzi,Speroachbeatz,201,201,43,43,43,43,43,88.14285714285714
47,Loco ft. Mayorkun,KDDO,201,201,45,45,45,45,45,89.57142857142857
48,Egbon ft. Phyno,Masterkraft,201,201,46,46,46,46,46,90.28571428571429
49,Kilofese (Remix) ft. Mayorkun & Busiswa,Zinoleesky,201,201,47,47,47,47,47,91.0
50,The Key,Tems,201,201,50,50,50,50,50,93.14285714285714
