,artist,song
0,Ada Ehi,Everything
1,Ada Ehi,Never Go Down ft. Limoblaze
2,Ada Ehi,Congratulations ft. Buchi
3,Moses Bliss,You I Live For
4,Steve Crown,You Are Yahweh
5,Ada Ehi,Thank You For My Life
6,Nathaniel Bassey,Hallelujah Challenge Praise Medley
7,Ada Ehi,More Than Enough
8,Diana Hamilton,Adom Grace
9,Ada Ehi,"Congratulations ft, Buchi"
10,Mercy Chinwo,Obinasom
11,Chidinma,Jehovah Overdo
12,Ada Ehi,Now
13,Steve Crown,Hosanna
14,Steve Crown,You Are Great
15,Moses Bliss,"Bigger EveryDay ft. Festizie, Membrane, Uwa, Chris Heavens & Temple"
16,Moses Bliss,Too Faithful
17,Steve Crown,Your Love ft. Tope Alabi
18,Steve Crown,What A Mighty God ft. Nathaniel Bassey
19,Dunsin Oyekan,Fragrance to Fire
20,Testimony Jaga,My Evidence ft. Frank Edwards
21,Onos,Faithful God (Live)
22,JayMikee,Heaven
23,Samsong,Jesus ft. Mercy Chinwo
24,Ada Ehi,Fix My Eyes On You ft. Sinach
25,Victoria Orenze,Spirit Chant
26,Nathaniel Bassey,Emmanuel
27,Nathaniel Bassey,Yeshua Hamashiach
28,Sinach,Way Maker
29,Steve Crown,Powerful Glorious God
30,Sinach,Omemma
31,Tope Alabi,Yes And Amen
32,Chris Morgan,Amanamo ft. Mercy Chinwo
33,Moses Bliss,Taking Care
34,Ada Ehi,New Level
35,Prospa Ochimana,Ekwueme ft. Osinachi Nwachukwu (ETTWP)
36,Frank Edwards,CHIOMA (AFRO VIBE)
37,Tope Alabi,Lae La O Ma Bo Oluwa
38,Steve Crown,All The Glory
39,Ada Ehi,Finally
40,Steve Crown,AMEN ft. Joe Mettle
41,Frank Edwards,NO OTHER NAME
42,Nathaniel Bassey,Olorun Agbaye - You Are Mighty ft. Chandler Moore & Oba
43,Joe Mettle,Ye Obua Mi (My Help)
44,Moses Bliss,Count On Me
45,Moses Bliss,You I Live For ft. Loveworld Indomitable Choir
46,Diana Hamilton,Nyansabuakwa Nyame
47,Chioma Jesus,Too Much
48,Samuel Folabi,Jehovah Overdo
49,Chioma Jesus,Chineke Idi Nma
50,Yemi Adeyemo,Jesus I Am Calling
51,Nathaniel Bassey,Yahweh Yahweh ft. Sinach
52,Tope Alabi,Jesu Ore Otito
53,Tope Alabi,You Are Worthy
54,Steve Crown,Mighty God ft. Nathaniel Bassey
55,Dunsin Oyekan,Yah
56,Moses Bliss,God Is Real
57,Chris Shalom,My Beautifier
58,Mercy Chinwo,Akamdinelu
59,Chioma Jesus,Okemmuo Ft. Mercy Chinwo
60,Joyce Blessing,Adam Nana
61,Sinach,All Things Are Ready
62,Nathaniel Bassey,"Olorun Agbaye - You Are Mighty ft. Chandler Moore, Oba"
63,Moses Bliss,In Your Hands
64,Chris Shalom,JESUS
65,Mercy Chinwo,Chinedum
66,Mercy Chinwo,Onememma ft. Chioma Jesus
67,Chioma Jesus,Bulldozer
68,Dunsin Oyekan,At All Cost
69,Tope Alabi,Halleluyah
70,Celestine Donkor,Agbebolo ft. NHYIRABA GIDEON
71,Mercy Chinwo,Na You Dey Reign
72,Ada Ehi,Settled
73,Joe Mettle,Yesu Mo
74,Ada Ehi,Notice
75,Ada Ehi,iTestify
76,Tee Worship,All Things New
77,Moses Bliss,Bigger Everyday
78,Minister GUC,God of Vengeance
79,Jlyricz,Dey Drop
80,Ada Ehi,Shine ft. Chize & Nosa
81,ROSNY KAYIBA,Nazo bondela yo (Je te prie)
82,Ada Ehi,Cheta 
83,David G,Covenant Keeper
84,Tim Godfrey,Nara
85,Joe Praize,Unchangeable God
86,Deborah Lukalu,Pamoja
87,Chioma Jesus,Oka Ome
88,Frank Edwards,Under The Canopy
89,Mercy Chinwo,Excess Love
90,Nathaniel Bassey,Hallelujah Challenge Worship Medley
91,Solomon Lange,Mai Taimako Na (My Helper)
92,Adeyinka Alaseyori,Arojinle (Deep Thought)
93,Dunsin Oyekan,Worship Your Maker
94,Steve Crown,Yesu Na
95,Jimmy D Psalmist,Covenant Keeping God
96,Steve Crown,Imela
97,Indira,Je Laisse Tout A Dieu
98,Joe Mettle,My Everything
99,Nandy,Wanibariki
