rank,song,artist,apple,boom,youtube,RT
102,Your Love Is Amazing (feat. Bethuel Lasoi),Rebekah Dawn,45,510,450,335.0
103,O De (He's Here),"HHPG,  Tobi Walker,  Bukola Bekes and  Uwana Etuk",46,510,450,335.3333333333333
104,Thank You,Kobby Mantey and  Joe Mettle,47,510,450,335.6666666666667
105,Unchangeable God,Joe Praize,500,57,450,335.6666666666667
106,God of Wonders,Simon Onah,48,510,450,336.0
107,Hozanna,Claire Bahi,49,510,450,336.3333333333333
108,Jesu Doh (feat. Jahdiel),EBEN,50,510,450,336.6666666666667
109,More Than a Song,Dunsin Oyekan,500,60,450,336.6666666666667
110,Warriors Worship (Medley),Nayaah,51,510,450,337.0
111,Agbebolo ft. NHYIRABA GIDEON,Celestine Donkor,500,61,450,337.0
112,Yahweh,Mercy Chinwo,500,510,1,337.0
113,Amen,Tjsarx,52,510,450,337.3333333333333
114,Baba Ese ft. Yoruba Mass Choir,Mike Abdul,500,62,450,337.3333333333333
115,All Things New,Tee Worship,53,510,450,337.6666666666667
116,Heaven,JayMikee,500,63,450,337.6666666666667
117,King of Glory (feat. Darlene Zschech),Sinach,54,510,450,338.0
118,Indomitable,Jimmy D Psalmist,500,510,5,338.3333333333333
119,Lions,T Sharp,56,510,450,338.6666666666667
120,Tremble,Lauren Daigle,500,66,450,338.6666666666667
121,Best of Me,Double F,57,510,450,339.0
122,Kampeni,Goodluck Gozbert,500,67,450,339.0
123,Ajibole,Protek Illasheva and  Marizu,58,510,450,339.3333333333333
124,God Most High,Shalom Braide,59,510,450,339.6666666666667
125,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,500,510,9,339.6666666666667
126,Local Praise,MOGmusic,500,69,450,339.6666666666667
127,Adam Nana,Joyce Blessing,500,70,450,340.0
128,Awone (feat. Chris Morgan),naomee,60,510,450,340.0
129,Nothing Without You (feat. Kirk Whalum),Dr Tumi,500,510,10,340.0
130,Lae La O Ma Bo Oluwa,Tope Alabi,500,71,450,340.3333333333333
131,Rejoice in the Lord Philippians 4:4,Victoria Orenze,500,510,11,340.3333333333333
132,Fourthman (feat. Chris Morgan),Caleb Audu,62,510,450,340.6666666666667
133,One Moment,Freke Umoh,500,510,12,340.6666666666667
134,I Overcame,Ada Ehi,500,73,450,341.0
135,Magnify,Dare David,500,510,13,341.0
136,Great & Mighty (Awimayehun),Segun John,63,510,450,341.0
137,Mai Taimako Na (My Helper),Solomon Lange,500,74,450,341.3333333333333
138,Oga Jesus,Daniel Mylez,64,510,450,341.3333333333333
139,Jesus Jehovah,Lara George,500,510,15,341.6666666666667
140,Amazing,Isyrose,65,510,450,341.6666666666667
141,I Will Praise You,Solomon Lange,500,75,450,341.6666666666667
142,Okemmuo Ft. Mercy Chinwo,Chioma Jesus,500,76,450,342.0
143,Oluwa Is Involved,Joyce Blessing,66,510,450,342.0
144,Most High,Frank Edwards,67,510,450,342.3333333333333
145,Ekundayo,Yinka Ayefele,500,77,450,342.3333333333333
146,We Raise a Sound (feat. 121selah),Nosa,500,510,18,342.6666666666667
147,You Fight for Me,Mahalia Buchanan,68,510,450,342.6666666666667
148,Akamdinelu,Mercy Chinwo,500,78,450,342.6666666666667
149,We Prevail (feat. Maranda Curtis),Sinach,69,510,450,343.0
150,They That Wait (feat. MOG),Joe Mettle,70,510,450,343.3333333333333
151,Je Veux Te Louer,Indira,500,80,450,343.3333333333333
152,Worship with Angels (feat. Joe Praize),PV Idemudia,71,510,450,343.6666666666667
153,I Am Yours,Ify Ehis,72,510,450,344.0
154,Too Much,Chioma Jesus,73,510,450,344.3333333333333
155,Jesus Never Fails,MaryJane Nweke,500,510,23,344.3333333333333
156,Cheta ,Ada Ehi,500,84,450,344.6666666666667
157,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey,500,510,24,344.6666666666667
158,Knowing You,Minister GUC,500,510,25,345.0
159,Liyinqaba,Hle and  Hlengiwe Mhlaba,75,510,450,345.0
160,Afadhali Yesu ft.Guardian Angel,Goodluck Gozbert,500,85,450,345.0
161,Ekele,Desai David,76,510,450,345.3333333333333
162,Love My Home,Sinach,500,510,26,345.3333333333333
163,God No Go Shame Us,Prinx Emmanuel,500,86,450,345.3333333333333
164,Oka'ome,Chioma Jesus,77,510,450,345.6666666666667
165,Mighty Man of War,Jimmy D Psalmist,500,87,450,345.6666666666667
166,Unchangeable,Joe Praize,500,510,27,345.6666666666667
167,Ubangiji (feat. Steve Williz),Younggod,78,510,450,346.0
168,My Everything,Joe Mettle,500,89,450,346.3333333333333
169,Perfect Love,Rhema 'Ye,79,510,450,346.3333333333333
170,Adonai [Live],Elijah Oyelade,500,510,30,346.6666666666667
171,Billion Words,Limoblaze and  Onos,80,510,450,346.6666666666667
172,Oyoyo Chukwu ft. Israel Dammy & EeZee Tee,Mercy Chinwo,500,90,450,346.6666666666667
173,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,91,450,347.0
174,God of Vengeance,Minister GUC,500,510,31,347.0
175,Delight,Freke Umoh,81,510,450,347.0
176,Aleluya (feat. Aaron Moses & Laila Olivera),Maverick City Musica,500,93,450,347.6666666666667
177,I Believe,Jessika Kioja,83,510,450,347.6666666666667
178,WE WORSHIP YOU,Frank Edwards,500,510,34,348.0
179,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,84,510,450,348.0
180,Notice,Ada Ehi,500,95,450,348.3333333333333
181,Your Word Is Truth (Live),CHRIS SHALOM,500,510,36,348.6666666666667
182,We Bow Down,Sinach,86,510,450,348.6666666666667
183,Jesu Ore Otito,Tope Alabi,500,97,450,349.0
184,Show Up,Ema Onyx,500,510,37,349.0
185,Konyana,Dr Tumi,87,510,450,349.0
186,Tested and Trusted,BOSE PETER,88,510,450,349.3333333333333
187,Just Wanna Praise (Jubilee Edition),Afy Douglas,500,98,450,349.3333333333333
188,The Harvest,Eben,500,99,450,349.6666666666667
189,Alpha & Omega (feat. Chris Morgan),K Praise,89,510,450,349.6666666666667
190,Oka Ome,Chioma Jesus,500,100,450,350.0
191,Peace In the Storm,Sinach,500,510,40,350.0
192,Unastahili,Evelyn Wanjiru,90,510,450,350.0
193,Amanamo (feat. Mercy Chinwo),Chris Morgan,92,510,450,350.6666666666667
194,You No Dey Use Me Play,Ema Onyx,500,510,43,351.0
195,New Dimension (Live),Onos,94,510,450,351.3333333333333
196,Grace Is Available,Sammie Okposo,97,510,450,352.3333333333333
197,Rid Me of Those Things,Elijah Oyelade,500,510,47,352.3333333333333
198,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,48,352.6666666666667
199,Cultural Praise Vol.2,KCee and  Okwesili Eze Group,98,510,450,352.6666666666667
200,Great I Am,Dare David,500,510,49,353.0
201,Do,Austin Hogan,99,510,450,353.0
202,Healing Stream,Evans Ighodalo,500,510,50,353.3333333333333
203,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,52,354.0
204,Yahweh Be Praised ( Live ),Emmasings,500,510,53,354.3333333333333
205,ADA EHI,Ada Ehi,500,510,58,356.0
206,Yours (Live),Minister GUC,500,510,61,357.0
207,Imole De,Dunsin Oyekan,500,510,65,358.3333333333333
208,IZURUKEME (more than enough),Promise Benson,500,510,66,358.6666666666667
209,Gratitude,Tope Alabi,500,510,67,359.0
210,Man of Galilee,Judikay,500,510,68,359.3333333333333
211,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,69,359.6666666666667
212,Same God,Segun John,500,510,70,360.0
213,Idinma,Judikay,500,510,71,360.3333333333333
214,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,72,360.6666666666667
215,You Are Jehovah,Prospa Ochimana,500,510,73,361.0
216,Awesome God,SINACH,500,510,74,361.3333333333333
217,Yes Lord (Live),Judikay,500,510,75,361.6666666666667
218,Spirit Pray (Live),Elijah Oyelade,500,510,76,362.0
219,I Win,Samsong,500,510,77,362.3333333333333
220,Eze Nara Ekele,Steve Crown,500,510,78,362.6666666666667
221,We Wait on You,Steve Crown,500,510,79,363.0
222,Born to Worship,Prinz,500,510,80,363.3333333333333
223,Aye Ole,Infinity,500,510,81,363.6666666666667
224,Korede,Mike Abdul,500,510,82,364.0
225,Iyin Ye O,Tope Alabi,500,510,84,364.6666666666667
226,E Dey Work,Samsong,500,510,85,365.0
227,Nobody Can,Sammie Okposo,500,510,86,365.3333333333333
228,My Peace,Elijah Oyelade,500,510,88,366.0
229,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,89,366.3333333333333
230,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,90,366.6666666666667
231,God Alone (Live),Joe Praize,500,510,91,367.0
232,SOLA ALLYSON,Sola Allyson Obaniyi,500,510,92,367.3333333333333
233,Ta Lo Dabii Re,Tope Alabi,500,510,95,368.3333333333333
234,Ebe,Sola Allyson,500,510,96,368.6666666666667
235,Iyin,Sola Allyson,500,510,97,369.0
236,Imole,Sola Allyson,500,510,99,369.6666666666667
237,Mimo,Sola Allyson,500,510,101,370.3333333333333
238,David G,David G,500,510,102,370.6666666666667
239,Take Over,1spirit & Theopilus Sunday,500,510,103,371.0
240,On #Yes and Amen Album,Tope Alabi,500,510,106,372.0
241,FRANK EDWARDS ,FRANK EDWARDS,500,510,109,373.0
