,artist,song
0,Ada Ehi,Everything
1,Ada Ehi,Never Go Down ft. Limoblaze
2,Ada Ehi,Congratulations ft. Buchi
3,Moses Bliss,Too Faithful
4,Mercy Chinwo,Obinasom
5,Diana Hamilton,Adom Grace
6,Steve Crown,You Are Yahweh
7,Ada Ehi,More Than Enough
8,Ada Ehi,"Congratulations ft, Buchi"
9,Moses Bliss,You I Live For
10,Ada Ehi,Thank You For My Life
11,Nathaniel Bassey,Hallelujah Challenge Praise Medley
12,Ada Ehi,Fix My Eyes On You ft. Sinach
13,Steve Crown,You Are Great
14,Eben,Jesus Power
15,Ada Ehi,Now
16,Steve Crown,Hosanna
17,Moses Bliss,"Bigger EveryDay ft. Festizie, Membrane, Uwa, Chris Heavens & Temple"
18,Dunsin Oyekan,Fragrance to Fire
19,Eben,The Harvest
20,Sinach,Way Maker
21,Nathaniel Bassey,Yeshua Hamashiach
22,Chidinma,Jehovah Overdo
23,Samsong,Jesus ft. Mercy Chinwo
24,Nathaniel Bassey,Emmanuel
25,JayMikee,Heaven
26,Sinach,Omemma
27,Steve Crown,All The Glory
28,Steve Crown,Your Love ft. Tope Alabi
29,Victoria Orenze,Spirit Chant
30,Prospa Ochimana,Ekwueme ft. Osinachi Nwachukwu (ETTWP)
31,Moses Bliss,Taking Care
32,Tope Alabi,Yes And Amen
33,Onos,Faithful God (Live)
34,Ada Ehi,New Level
35,Frank Edwards,CHIOMA (AFRO VIBE)
36,Nathaniel Bassey,Olorun Agbaye - You Are Mighty ft. Chandler Moore & Oba
37,Joe Mettle,Ye Obua Mi (My Help)
38,Chris Tomlin,Good To Be Loved By You ft. Tyler Hubbard
39,Eben,Yahweh
40,Frank Edwards,NO OTHER NAME
41,Ada Ehi,Finally
42,Moses Bliss,Bigger Everyday
43,Nathaniel Bassey,Hallelujah Challenge Worship Medley
44,Diana Hamilton,Nyansabuakwa Nyame
45,Nathaniel Bassey,"Olorun Agbaye - You Are Mighty ft. Chandler Moore, Oba"
46,Nathaniel Bassey,Yahweh Yahweh ft. Sinach
47,Dunsin Oyekan,Yah
48,Tope Alabi,Lae La O Ma Bo Oluwa
49,Chris Shalom,My Beautifier
50,MaryJane Nweke,Jesus Never Fails ft. Mercy Chinwo
51,Efe Lucky,He Never Failed Me
52,Eben,You Are Great
53,ROSNY KAYIBA,Nazo bondela yo (Je te prie)
54,Moses Bliss,You I Live For ft. Loveworld Indomitable Choir
55,Steve Crown,What A Mighty God ft. Nathaniel Bassey
56,Dunsin Oyekan,At All Cost
57,Ada Ehi,iTestify
58,Steve Crown,Mighty God ft. Nathaniel Bassey
59,Tope Alabi,You Are Worthy
60,Mercy Chinwo,Excess Love
61,Mercy Chinwo,Onememma ft. Chioma Jesus
62,Mercy Chinwo,Chinedum
63,David G,Covenant Keeper
64,Mercy Chinwo,Akamdinelu
65,Joe Praize,Unchangeable God
66,Chioma Jesus,Okemmuo Ft. Mercy Chinwo
67,Mercy Chinwo,Na You Dey Reign
68,Joyce Blessing,Adam Nana
69,Ada Ehi,Settled
70,Travis Greene,Hold on Me ft. Kirk Franklin & John P. Kee
71,Sinach,All Things Are Ready
72,Moses Bliss,In Your Hands
73,Testimony Jaga,My Evidence ft. Frank Edwards
74,Chioma Jesus,Bulldozer
75,Tope Alabi,Jesu Ore Otito
76,Chris Shalom,JESUS
77,Steve Crown,AMEN ft. Joe Mettle
78,Tim Godfrey,Nara
79,Tope Alabi,Halleluyah
80,Celestine Donkor,Agbebolo ft. NHYIRABA GIDEON
81,One Hallelujah,Heaven Rejoicing ft. Tosin Bee & Moses Onofeghara
82,Minister GUC,God of Vengeance
83,Dr Ken-Ethan WOGHIREN,By The Holy Ghost 
84,Ada Ehi,Notice
85,Ada Ehi,Cheta 
86,Moses Bliss,God Is Real
87,Eben,Oh I Will Bless
88,Steve Crown,Imela
89,Ada Ehi,I Overcame
90,Indira,Je Laisse Tout A Dieu
91,Frank Edwards,Under The Canopy
92,Solomon Lange,Mai Taimako Na (My Helper)
93,Joe Mettle,Yesu Mo
94,Dunsin Oyekan,Worship Your Maker
95,Eben,Hallelujah Song
96,Chioma Jesus,Oka Ome
97,Moses Bliss,Count On Me
98,Dare Overcomer,Greater Glory
99,Ada Ehi,Shine ft. Chize & Nosa
