rank,song,artist,apple,boom,youtube,RT
92,Finally,Ada Ehi,500,46,450,332.0
93,Jesu Doh,"EBEN, Jahdiel",37,510,450,332.3333333333333
94,All Things New,Tee Worship,38,510,450,332.6666666666667
95,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,48,450,332.6666666666667
96,King of Glory (feat. Darlene Zschech),Sinach,39,510,450,333.0
97,Covenant Keeper,David G,500,49,450,333.0
98,Lions,T Sharp,40,510,450,333.3333333333333
99,Unchangeable God,Joe Praize,500,51,450,333.6666666666667
100,Best of Me,Double F,41,510,450,333.6666666666667
101,Ajibole,"Protek Illasheva, Marizu",42,510,450,334.0
102,Onememma ft. Chioma Jesus,Mercy Chinwo,500,52,450,334.0
103,Awone (feat. Chris Morgan),naomee,43,510,450,334.3333333333333
104,He Never Failed Me,Efe Lucky,500,53,450,334.3333333333333
105,Fourthman (feat. Chris Morgan),Caleb Audu,44,510,450,334.6666666666667
106,iTestify,Ada Ehi,500,54,450,334.6666666666667
107,Great & Mighty (Awimayehun),Segun John,45,510,450,335.0
108,Lae La O Ma Bo Oluwa,Tope Alabi,500,56,450,335.3333333333333
109,Amazing,Isyrose,46,510,450,335.3333333333333
110,Most High,Frank Edwards,47,510,450,335.6666666666667
111,You Fight for Me,Mahalia Buchanan,48,510,450,336.0
112,We Prevail (feat. Maranda Curtis),Sinach,49,510,450,336.3333333333333
113,Ekele,Desai David,51,510,450,337.0
114,Akamdinelu,Mercy Chinwo,500,61,450,337.0
115,Settled,Ada Ehi,500,62,450,337.3333333333333
116,Oka'ome,Chioma Jesus,52,510,450,337.3333333333333
117,Perfect Love,Rhema 'Ye,53,510,450,337.6666666666667
118,Good To Be Loved By You ft. Tyler Hubbard,Chris Tomlin,500,64,450,338.0
119,INDOMITABLE,Jimmy D Psalmist,500,510,4,338.0
120,I Believe,Jessika Kioja,55,510,450,338.3333333333333
121,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,56,510,450,338.6666666666667
122,Bulldozer,Chioma Jesus,500,66,450,338.6666666666667
123,Imole,Sola Allyson,500,510,6,338.6666666666667
124,Je Laisse Tout A Dieu,Indira,500,67,450,339.0
125,Konyana,Dr Tumi,58,510,450,339.3333333333333
126,Okemmuo Ft. Mercy Chinwo,Chioma Jesus,500,68,450,339.3333333333333
127,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,500,510,9,339.6666666666667
128,Chukwu Eze,Melody Gabriel,59,510,450,339.6666666666667
129,Adam Nana,Joyce Blessing,500,69,450,339.6666666666667
130,Unastahili,Evelyn Wanjiru,60,510,450,340.0
131,Nothing Without You (feat. Kirk Whalum),Dr Tumi,500,510,10,340.0
132,Rejoice in the Lord Philippians 4:4,Victoria Orenze,500,510,11,340.3333333333333
133,Amanamo (feat. Mercy Chinwo),Chris Morgan,62,510,450,340.6666666666667
134,One Moment,Freke Umoh,500,510,12,340.6666666666667
135,Yesu Mo,Joe Mettle,500,73,450,341.0
136,Magnify,Dare David,500,510,13,341.0
137,What A Mighty God ft. Nathaniel Bassey,Steve Crown,500,74,450,341.3333333333333
138,Jesus Jehovah,Lara George,500,510,15,341.6666666666667
139,Grace Is Available,Sammie Okposo,65,510,450,341.6666666666667
140,Cultural Praise Vol.2,"KCee, Okwesili Eze Group",66,510,450,342.0
141,Agbebolo ft. NHYIRABA GIDEON,Celestine Donkor,500,76,450,342.0
142,Do,Austin Hogan,67,510,450,342.3333333333333
143,Greatest Lord,Sinach,69,510,450,343.0
144,Praise Medley (Live in London),Joe Mettle,70,510,450,343.3333333333333
145,Mma Mma,Frank Edwards,71,510,450,343.6666666666667
146,Okokroko (Remix) [Live],Sonnie Badu,73,510,450,344.3333333333333
147,Jesus Never Fails,MaryJane Nweke,500,510,23,344.3333333333333
148,Have Mercy (Live),Victoria Orenze,500,83,450,344.3333333333333
149,You Remain the Same,Dunsin Oyekan,500,84,450,344.6666666666667
150,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey,500,510,24,344.6666666666667
151,Knowing You,Minister GUC,500,510,25,345.0
152,I Overcame,Ada Ehi,500,85,450,345.0
153,Holy Ghost (Live),Joe Praize,75,510,450,345.0
154,Jesu Ore Otito,Tope Alabi,500,86,450,345.3333333333333
155,Nothing Is Impossible (feat. Tope Alabi),EBEN,76,510,450,345.3333333333333
156,Love My Home,Sinach,500,510,26,345.3333333333333
157,Je Veux Te Louer,Indira,500,87,450,345.6666666666667
158,Grateful,Sinach,77,510,450,345.6666666666667
159,Unchangeable,Joe Praize,500,510,27,345.6666666666667
160,Mai Taimako Na (My Helper),Solomon Lange,500,88,450,346.0
161,Cheta ,Ada Ehi,500,89,450,346.3333333333333
162,Take Over,1spirit & Theopilus Sunday,500,510,29,346.3333333333333
163,We Testify,Deborah Lukalu,79,510,450,346.3333333333333
164,Cultural Praise Vol. 3,"KCee, Okwesili Eze Group",80,510,450,346.6666666666667
165,Adonai [Live],Elijah Oyelade,500,510,31,347.0
166,More Than a Song,Dunsin Oyekan,500,91,450,347.0
167,Awurade,Jayana,81,510,450,347.0
168,Ekundayo,Yinka Ayefele,500,92,450,347.3333333333333
169,I Made It,Gabriel Eziashi,83,510,450,347.6666666666667
170,Incredible God (Live),Mercy Chinwo,84,510,450,348.0
171,Notice,Ada Ehi,500,94,450,348.0
172,WE WORSHIP YOU,Frank Edwards,500,510,35,348.3333333333333
173,We Bow Down,Sinach,85,510,450,348.3333333333333
174,Oka Ome,Chioma Jesus,500,95,450,348.3333333333333
175,You Are God (Live),"Chingtok Ishaku, House of Judah",86,510,450,348.6666666666667
176,I Will Praise You,Solomon Lange,500,96,450,348.6666666666667
177,Your Word Is Truth (Live),CHRIS SHALOM,500,510,37,349.0
178,Eze (Radio Edit) [feat. Osby Berry],Dare David,87,510,450,349.0
179,Mighty Man of War,Jimmy D Psalmist,500,98,450,349.3333333333333
180,Jesus Is Coming,Judikay,88,510,450,349.3333333333333
181,Show Up,Ema Onyx,500,510,38,349.3333333333333
182,Shine ft. Chize & Nosa,Ada Ehi,500,99,450,349.6666666666667
183,Overflow,Sinach,500,100,450,350.0
184,Peace In the Storm,Sinach,500,510,41,350.3333333333333
185,No One Like You,"Flavour, Semah",92,510,450,350.6666666666667
186,You No Dey Use Me Play,Ema Onyx,500,510,44,351.3333333333333
187,Rid Me of Those Things,Elijah Oyelade,500,510,48,352.6666666666667
188,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,49,353.0
189,Great I Am,Dare David,500,510,50,353.3333333333333
190,SOLA ALLYSON,Sola Allyson,500,510,51,353.6666666666667
191,Healing Stream,Evans Ighodalo,500,510,52,354.0
192,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,54,354.6666666666667
193,Yahweh Be Praised ( Live ),Emmasings,500,510,55,355.0
194,Yours (Live),Minister GUC,500,510,63,357.6666666666667
195,Mimo,Sola Allyson,500,510,66,358.6666666666667
196,Imole De,Dunsin Oyekan,500,510,69,359.6666666666667
197,IZURUKEME (more than enough),Promise Benson,500,510,70,360.0
198,Gratitude,Tope Alabi,500,510,71,360.3333333333333
199,Man of Galilee,Judikay,500,510,72,360.6666666666667
200,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,73,361.0
201,Same God,Segun John,500,510,74,361.3333333333333
202,Idinma,Judikay,500,510,75,361.6666666666667
203,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,76,362.0
204,You Are Jehovah,Prospa Ochimana,500,510,77,362.3333333333333
205,Awesome God,SINACH,500,510,78,362.6666666666667
206,Yes Lord (Live),Judikay,500,510,79,363.0
207,Spirit Pray (Live),Elijah Oyelade,500,510,80,363.3333333333333
208,I Win,Samsong,500,510,81,363.6666666666667
209,Eze Nara Ekele,Steve Crown,500,510,83,364.3333333333333
210,We Wait on You,Steve Crown,500,510,85,365.0
211,Ebe,Sola Allyson,500,510,86,365.3333333333333
212,Born to Worship,Prinz,500,510,87,365.6666666666667
213,Aye Ole,Infinity,500,510,88,366.0
214,Korede,Mike Abdul,500,510,89,366.3333333333333
215,Iyin,Sola Allyson,500,510,90,366.6666666666667
216,Iyin Ye O,Tope Alabi,500,510,91,367.0
217,E Dey Work,Samsong,500,510,92,367.3333333333333
218,Nobody Can,Sammie Okposo,500,510,93,367.6666666666667
219,My Peace,Elijah Oyelade,500,510,95,368.3333333333333
220,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,96,368.6666666666667
221,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,97,369.0
222,God Alone (Live),Joe Praize,500,510,98,369.3333333333333
223,Ta Lo Dabii Re,Tope Alabi,500,510,99,369.6666666666667
224,ADA EHI,Ada Ehi,500,510,100,370.0
225,Mercy Chinwo,EeZeeConceptz,500,510,102,370.6666666666667
226,On #Yes and Amen Album,Tope Alabi,500,510,103,371.0
