rank,song,artist,Previous week,weeks on chart
1,Everything (Amen),Timi Dakolo,1,2
2,Too Faithful,Moses Bliss,2,2
3,Congratulations (feat. Buchi),Ada Ehi,0,1
4,Olorun Agbaye - You Are Mighty (feat. Chandler Moore & O/B/A),Nathaniel Bassey,0,1
5,Omemma,Judikay,5,2
6,Bigger Everyday,"Moses Bliss, Festizie, Membrane, Uwa, Chris Heavens, Temple",0,1
7,Now,Ada Ehi,7,2
8,Excess Love (feat. J.J. Hairston & Youthful Praise) [Remix],Mercy Chinwo,0,1
9,Nara (feat. Travis Greene),Tim Godfrey,0,1
10,Hosanna (Live),Steve Crown,0,1
11,Jehovah Overdo,Chidinma,14,2
12,Ye Obua Mi (My Help),Joe Mettle,13,2
13,Faithful God (Live),Onos,15,2
14,Fire (feat. Okey Sokay),Dj Ernesty,0,1
15,Yahweh Yahweh (feat. Sinach),Nathaniel Bassey,0,1
16,Too Much,Chioma Jesus,17,2
17,Amen,Tjsarx,0,1
18,Adom Grace,Diana Hamilton,20,2
19,All Things New,Tee Worship,21,2
20,Amanamo (feat. Mercy Chinwo),Chris Morgan,0,1
21,Oka ome,Chioma Jesus,0,1
22,You are Yahweh,Steve Crown,23,2
23,Obinasom,Mercy Chinwo,24,2
24,Onyedikagi (feat. Glowrie),Mercy Chinwo,25,2
25,You are Great,Steve Crown,27,2
26,Way Maker,Sinach,28,2
27,Worship Your Maker,Dunsin Oyekan,9,2
28,Beautiful (feat. Nathaniel Bassey),Sinach,26,2
29,Jesus (feat. Mercy Chinwo),Samsong,29,2
30,Fragrance to Fire,Dunsin Oyekan,30,2
31,More Than Gold,Judith Kanayo,0,1
32,Yes And Amen,Tope Alabi,31,2
33,Hallelujah No Go Finish,Freke Umoh,32,2
34,NO OTHER NAME,Frank Edwards,33,2
35,Covenant Keeping God,Jimmy D Psalmist,10,2
36,At All Cost,Dunsin Oyekan,41,2
37,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey,34,2
38,Chinedum,Mercy Chinwo,38,2
39,Mighty God (feat. Nathaniel Bassey),Steve Crown,39,2
40,My Father & My Friend (feat. Stephanie Kome Ita),Elijah Oyelade,0,1
41,You Are Worthy,Tope Alabi,0,1
42,Battles,Tim Godfrey,40,2
43,Akamdinelu,Mercy Chinwo,37,2
44,All Things Are Ready,Sinach,42,2
45,In Your Hands,Moses Bliss,35,2
46,We Raise a Sound (feat. 121SELAH),Nosa,0,1
47,Na You Dey Reign,Mercy Chinwo,44,2
48,Halleluyah,Tope Alabi,46,2
49,God of Vengeance,Minister GUC,45,2
50,Under The Canopy,Frank Edwards,48,2
