Position,song,artist,album
1,I Bow,Judikay,I Bow - Single
2,Ye Obua Mi (My Help),Joe Mettle,Ye Obua Mi (My Help) - Single
3,This Love,Chidinma,This Love - Single
4,More Than Gold,Judith Kanayo,More Than Gold - Single
5,Everything (Amen),Timi Dakolo,Everything (Amen) - Single
6,Olorun Agbaye - You Are Mighty (feat. Chandler Moore & O/B/A),Nathaniel Bassey,Olorun Agbaye - You Are Mighty - Single (feat. Chandler Moore & O/B/A) - Single
7,Onyedikagi (feat. Glowrie),Mercy Chinwo,Onyedikagi (feat. Glowrie) - Single
8,Too Faithful,Moses Bliss,Too Faithful
9,Ebube Jehovah,Victor Ike,Ebube Jehovah - Single
10,Excess Love (feat. J.J. Hairston & Youthful Praise) [Remix],Mercy Chinwo,SATISFIED
11,In This Place,Minister GUC,In This Place - EP
12,Never Forget Your Love,Anny,Never Forget Your Love - Single
13,Capable God,Judikay,Man of Galilee
14,Worship Your Maker,Dunsin Oyekan,The Gospel of the Kingdom
15,Everything,Ada Ehi,Everything - Single
16,Beautiful (feat. Nathaniel Bassey),Sinach,Greatest Lord
17,Hallelujah No Go Finish,Freke Umoh,Hallelujah No Go Finish - Single
18,Yahweh Yahweh (feat. Sinach),Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
19,Omemma,Judikay,Man of Galilee
20,All in All,CalledOut music,Roots - EP
21,Hosanna (Live),Steve Crown,Hosanna (Live) - Single
22,Nothing Missing,Preye Odede,Nothing Missing - Single
23,Too Much,Chioma Jesus,Next Level
24,Thank You,"Kobby Mantey, Joe Mettle",Thank You - Single
25,Jesu Doh,"EBEN, Jahdiel",Jesu Doh - Single
26,All Things New,Tee Worship,All Things New - Single
27,King of Glory (feat. Darlene Zschech),Sinach,Greatest Lord
28,Lions,T Sharp,Lions - Single
29,Congratulations (feat. Buchi),Ada Ehi,Born of God
30,Oga Jesus,Daniel Mylez,Oga Jesus - Single
31,Best of Me,Double F,Best of Me - Single
32,Awone (feat. Chris Morgan),naomee,Beautified by Grace
33,Great & Mighty (Awimayehun),Segun John,Great & Mighty (Awimayehun) - Single
34,Cultural Praise Vol. 3,"KCee, Okwesili Eze Group",Cultural Praise
35,Jehovah Overdo,Chidinma,Jehovah Overdo - Single
36,Covenant Keeping God,Jimmy D Psalmist,Indomitable
37,Amazing,Isyrose,Amazing - Single
38,Most High,Frank Edwards,Anglican
39,You Fight for Me,Mahalia Buchanan,You Fight for Me - Single
40,Amen,Tjsarx,The Journey
41,We Prevail (feat. Maranda Curtis),Sinach,Greatest Lord
42,Fire (feat. Okey Sokay),Dj Ernesty,Fire (feat. Okey Sokay) - Single
43,Billion Words,"Limoblaze, Onos",Billion Words - Single
44,Faithful God (Live),Onos,Faithful God (Live) - Single
45,Ekele,Desai David,Ekele - Single
46,Oka\'ome,Chioma Jesus,Chiomalized
47,Perfect Love,Rhema \'Ye,Perfect Love - Single
48,Hosanna,TDR,Hosanna - Single
49,I Believe,Jessika Kioja,I Believe - Single
50,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,Answer Your Name (feat. Rosemary Chibuogwu) - Single
51,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey,Already Won
52,Konyana,Dr Tumi,The Great Shepherd
53,Chukwu Eze,Melody Gabriel,Chukwu Eze - Single
54,Unastahili,Evelyn Wanjiru,Unastahili - Single
55,Bigger Everyday,"Moses Bliss, Festizie, Membrane, Uwa, Chris Heavens, Temple",Bigger Everyday - Single
56,Your Name Is Jesus,Eljoe Onoja,Songs of Eljoe (Deluxe)
57,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga,Mercy O ! - Single (feat. Ini Adesanya & Pastor Sarah Omakwu) - Single
58,Amanamo (feat. Mercy Chinwo),Chris Morgan,The Rebirth
59,Battles,Tim Godfrey,Already Won
60,My Father & My Friend (feat. Stephanie Kome Ita),Elijah Oyelade,My Father & My Friend - Single (feat. Stephanie Kome Ita) - Single
61,Grace Is Available,Sammie Okposo,Grace Is Available - Single
