Position,song,artist
1,Too Faithful,Moses Bliss
2,Jesus the Son of God,Chidinma
3,Roar,Dunsin Oyekan
4,Olorun Agbaye - You Are Mighty (feat. Chandler Moore & O/B/A),Nathaniel Bassey
5,New Dimension (Live),Onos
6,I Bow,Judikay
7,Worship with Angels (feat. Joe Praize),PV Idemudia
8,Jehovah Overdo,Chidinma
9,Excess Love (feat. J.J. Hairston & Youthful Praise) [Remix],Mercy Chinwo
10,Oga Jesus,Daniel Mylez
11,Hallelujah (feat. Dunsin Oyekan),Joe Mettle
12,Omemma,Judikay
13,Made In Amazing,Timothy Bassey
14,Hallelujah No Go Finish,Freke Umoh
15,Good God,Limoblaze and  Ada Ehi
16,Holy,Monica Eze
17,Onyedikagi (feat. Glowrie),Mercy Chinwo
18,Everything (Amen),Timi Dakolo
19,Tested and Trusted,BOSE PETER
20,More Than Gold,Judith Kanayo
21,Covenant Keeping God,Jimmy D Psalmist
22,I Am Yours,Ify Ehis
23,Amen,Tjsarx
24,Congratulations (feat. Buchi),Ada Ehi
25,They That Wait (feat. MOG),Joe Mettle
26,Your Love Is Amazing (feat. Bethuel Lasoi),Rebekah Dawn
27,Ebube Jehovah,Victor Ike
28,Your Name Is Jesus,Eljoe Onoja
29,Song of Victory,Esther Olugbemi
30,No Troubles,Chris Morgan
31,This Love,Chidinma
32,Ye Obua Mi (My Help),Joe Mettle
33,Worship Your Maker,Dunsin Oyekan
34,In This Place,Minister GUC
35,Hallelujah,Elisha Amana
36,One Song,Ikiri Lawrence
37,Never Forget Your Love,Anny
38,Capable God,Judikay
39,xc3x8cmxe1xbbx8dxccx81lxe1xbaxb9xccx80,T Sharp
40,More Than Conquerors,Chelsea Levi
41,Everything,Ada Ehi
42,Beautiful (feat. Nathaniel Bassey),Sinach
43,This Love,Chidinma
44,"A New Wave of Glory (feat. Tosin Bee, Segunfunmi, Moses Onofeghara & Femi Okunuga)",One Hallelujah
45,Mmoloki Waka,Choko
46,Yahweh Yahweh (feat. Sinach),Nathaniel Bassey
47,All in All,CalledOut Music
48,Hosanna (Live),Steve Crown
49,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga
50,Nothing Missing,Preye Odede
51,Thank You,Kobby Mantey and  Joe Mettle
52,God of Wonders,Simon Onah
53,Hozanna,Claire Bahi
54,Jesu Doh (feat. Jahdiel),EBEN
55,Warriors Worship (Medley),Nayaah
56,All Things New,Tee Worship
57,King of Glory (feat. Darlene Zschech),Sinach
58,Now,Ada Ehi
59,Lions,T Sharp
60,Best of Me,Double F
61,Ajibole,Protek Illasheva and  Marizu
62,God Most High,Shalom Braide
63,Awone (feat. Chris Morgan),naomee
64,My Father My God (Live),Jimmy D Psalmist
65,Fourthman (feat. Chris Morgan),Caleb Audu
66,Great & Mighty (Awimayehun),Segun John
67,Amazing,Isyrose
68,Oluwa Is Involved,Joyce Blessing
69,Most High,Frank Edwards
70,You Fight for Me,Mahalia Buchanan
71,We Prevail (feat. Maranda Curtis),Sinach
72,Too Much,Chioma Jesus
73,Faithful God (Live),Onos
74,Liyinqaba,Hle and  Hlengiwe Mhlaba
75,Ekele,Desai David
76,Oka'ome,Chioma Jesus
77,Ubangiji (feat. Steve Williz),Younggod
78,Perfect Love,Rhema 'Ye
79,Billion Words,Limoblaze and  Onos
80,Delight,Freke Umoh
81,Hosanna,TDR
82,I Believe,Jessika Kioja
83,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu
84,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey
85,We Bow Down,Sinach
86,Konyana,Dr Tumi
87,Chukwu Eze,Melody Gabriel
88,Alpha & Omega (feat. Chris Morgan),K Praise
89,Unastahili,Evelyn Wanjiru
90,Bigger Everyday,"Moses Bliss,  Festizie,  Membrane,  Uwa,  Chris Heavens and  Temple"
91,Amanamo (feat. Mercy Chinwo),Chris Morgan
92,Battles,Tim Godfrey
93,My Father & My Friend (feat. Stephanie Kome Ita),Elijah Oyelade
94,Nara (feat. Travis Greene),Tim Godfrey
95,Grace Is Available,Sammie Okposo
96,Cultural Praise Vol.2,KCee and  Okwesili Eze Group
97,Do,Austin Hogan
98,Bless Me (feat. Ada Ehi),Mercy Masika
99,Greatest Lord,Sinach
100,Evidence,Opera-David Benson
