rank,song,artist,apple,boom,youtube,RT
29,NO OTHER NAME,Frank Edwards,500,33,56,196.33333333333334
30,More Than Gold (feat. Mercy Chinwo),Judith Kanayo,20,510,60,196.66666666666666
31,Na You Dey Reign,Mercy Chinwo,500,53,46,199.66666666666666
32,You Are Worthy,Tope Alabi,500,70,30,200.0
33,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey,84,510,7,200.33333333333334
34,Chinedum,Mercy Chinwo,500,80,36,205.33333333333334
35,All That Matters,Minister GUC,500,62,57,206.33333333333334
36,In Your Hands,Moses Bliss,500,87,33,206.66666666666666
37,My Father & My Friend,Elijah Oyelade,93,510,19,207.33333333333334
38,Mighty God (feat. Nathaniel Bassey),Steve Crown,500,54,69,207.66666666666666
39,Imela,Steve Crown,500,68,65,211.0
40,Battles,Tim Godfrey,92,510,40,214.0
41,Halleluyah,Tope Alabi,500,90,58,216.0
42,All Things Are Ready,Sinach,500,83,68,217.0
43,Under The Canopy,Frank Edwards,500,96,62,219.33333333333334
44,Bless Me (feat. Ada Ehi),Mercy Masika,98,510,96,234.66666666666666
45,Never Go Down ft. Limoblaze,Ada Ehi,500,2,450,317.3333333333333
46,Adom Grace,Diana Hamilton,500,5,450,318.3333333333333
47,Hallelujah Challenge Praise Medley,Nathaniel Bassey,500,9,450,319.6666666666667
48,More Than Enough,Ada Ehi,500,10,450,320.0
49,Jesus the Son of God,Chidinma,2,510,450,320.6666666666667
50,Fix My Eyes On You ft. Sinach,Ada Ehi,500,12,450,320.6666666666667
51,Roar,Dunsin Oyekan,3,510,450,321.0
52,Thank You For My Life,Ada Ehi,500,13,450,321.0
53,New Dimension (Live),Onos,5,510,450,321.6666666666667
54,I Bow,Judikay,6,510,450,322.0
55,Worship with Angels (feat. Joe Praize),PV Idemudia,7,510,450,322.3333333333333
56,"Bigger Every Day ft. Festizie, Membrane, Uwa, Chris Heavens & Temple",Moses Bliss,500,17,450,322.3333333333333
57,All The Glory,Steve Crown,500,18,450,322.6666666666667
58,Oga Jesus,Daniel Mylez,10,510,450,323.3333333333333
59,Hallelujah (feat. Dunsin Oyekan),Joe Mettle,11,510,450,323.6666666666667
60,Yeshua Hamashiach,Nathaniel Bassey,500,21,450,323.6666666666667
61,Taking Care,Moses Bliss,500,22,450,324.0
62,Made In Amazing,Timothy Bassey,13,510,450,324.3333333333333
63,Emmanuel,Nathaniel Bassey,500,24,450,324.6666666666667
64,Good God,Limoblaze and  Ada Ehi,15,510,450,325.0
65,Holy,Monica Eze,16,510,450,325.3333333333333
66,Your Love ft. Tope Alabi,Steve Crown,500,27,450,325.6666666666667
67,Tested and Trusted,BOSE PETER,19,510,450,326.3333333333333
68,Spirit Chant,Victoria Orenze,500,29,450,326.3333333333333
69,CHIOMA (AFRO VIBE),Frank Edwards,500,30,450,326.6666666666667
70,Hallelujah Challenge Worship Medley,Nathaniel Bassey,500,31,450,327.0
71,I Am Yours,Ify Ehis,22,510,450,327.3333333333333
72,Amen,Tjsarx,23,510,450,327.6666666666667
73,Ekwueme ft. Osinachi Nwachukwu (ETTWP),Prospa Ochimana,500,34,450,328.0
74,They That Wait (feat. MOG),Joe Mettle,25,510,450,328.3333333333333
75,Kampeni,Goodluck Gozbert,500,35,450,328.3333333333333
76,Covenant Keeper,David G,500,36,450,328.6666666666667
77,Your Love Is Amazing (feat. Bethuel Lasoi),Rebekah Dawn,26,510,450,328.6666666666667
78,Yesu Mo,Joe Mettle,500,37,450,329.0
79,Ebube Jehovah,Victor Ike,27,510,450,329.0
80,Your Name Is Jesus,Eljoe Onoja,28,510,450,329.3333333333333
81,Song of Victory,Esther Olugbemi,29,510,450,329.6666666666667
82,Nyansabuakwa Nyame,Diana Hamilton,500,39,450,329.6666666666667
83,Yah,Dunsin Oyekan,500,40,450,330.0
84,No Troubles,Chris Morgan,30,510,450,330.0
85,This Love,Chidinma,31,510,450,330.3333333333333
86,You Are Not Man,Tosin Ajolore,500,42,450,330.6666666666667
87,New Level,Ada Ehi,500,43,450,331.0
88,In This Place,Minister GUC,34,510,450,331.3333333333333
89,My Beautifier,Chris Shalom,500,45,450,331.6666666666667
90,Finally,Ada Ehi,500,46,450,332.0
91,One Song,Ikiri Lawrence,36,510,450,332.0
92,All Because Of You,Elijah Oyelade,500,47,450,332.3333333333333
93,Never Forget Your Love,Anny,37,510,450,332.3333333333333
94,You I Live For ft. Loveworld Indomitable Choir,Moses Bliss,500,48,450,332.6666666666667
95,Capable God,Judikay,38,510,450,332.6666666666667
96,xc3x8cmxe1xbbx8dxccx81lxe1xbaxb9xccx80,T Sharp,39,510,450,333.0
97,Have Mercy (Live),Victoria Orenze,500,50,450,333.3333333333333
98,More Than Conquerors,Chelsea Levi,40,510,450,333.3333333333333
99,Je Laisse Tout A Dieu,Indira,500,51,450,333.6666666666667
100,"A New Wave of Glory (feat. Tosin Bee, Segunfunmi, Moses Onofeghara & Femi Okunuga)",One Hallelujah,44,510,450,334.6666666666667
101,iTestify,Ada Ehi,500,55,450,335.0
102,Mmoloki Waka,Choko,45,510,450,335.0
103,You Remain the Same,Dunsin Oyekan,500,56,450,335.3333333333333
104,Onememma ft. Chioma Jesus,Mercy Chinwo,500,57,450,335.6666666666667
105,All in All,CalledOut Music,47,510,450,335.6666666666667
106,Jesus Power,Eben,500,58,450,336.0
107,Settled,Ada Ehi,500,59,450,336.3333333333333
108,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga,49,510,450,336.3333333333333
109,Nothing Missing,Preye Odede,50,510,450,336.6666666666667
110,Heaven,JayMikee,500,60,450,336.6666666666667
111,Yahweh,Mercy Chinwo,500,510,1,337.0
112,Unchangeable God,Joe Praize,500,61,450,337.0
113,Thank You,Kobby Mantey and  Joe Mettle,51,510,450,337.0
114,God of Wonders,Simon Onah,52,510,450,337.3333333333333
115,Hozanna,Claire Bahi,53,510,450,337.6666666666667
116,Jesu Doh (feat. Jahdiel),EBEN,54,510,450,338.0
117,Warriors Worship (Medley),Nayaah,55,510,450,338.3333333333333
118,INDOMITABLE,Jimmy D Psalmist,500,510,5,338.3333333333333
119,Bulldozer,Chioma Jesus,500,65,450,338.3333333333333
120,More Than a Song,Dunsin Oyekan,500,66,450,338.6666666666667
121,All Things New,Tee Worship,56,510,450,338.6666666666667
122,Agbebolo ft. NHYIRABA GIDEON,Celestine Donkor,500,67,450,339.0
123,King of Glory (feat. Darlene Zschech),Sinach,57,510,450,339.0
124,Baba Ese ft. Yoruba Mass Choir,Mike Abdul,500,69,450,339.6666666666667
125,Lions,T Sharp,59,510,450,339.6666666666667
126,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,500,510,9,339.6666666666667
127,Nothing Without You (feat. Kirk Whalum),Dr Tumi,500,510,10,340.0
128,Best of Me,Double F,60,510,450,340.0
129,Rejoice in the Lord Philippians 4:4,Victoria Orenze,500,510,11,340.3333333333333
130,Afadhali Yesu ft.Guardian Angel,Goodluck Gozbert,500,71,450,340.3333333333333
131,Ajibole,Protek Illasheva and  Marizu,61,510,450,340.3333333333333
132,God Most High,Shalom Braide,62,510,450,340.6666666666667
133,Adam Nana,Joyce Blessing,500,72,450,340.6666666666667
134,One Moment,Freke Umoh,500,510,12,340.6666666666667
135,Awone (feat. Chris Morgan),naomee,63,510,450,341.0
136,Magnify,Dare David,500,510,13,341.0
137,Lae La O Ma Bo Oluwa,Tope Alabi,500,73,450,341.0
138,Fourthman (feat. Chris Morgan),Caleb Audu,65,510,450,341.6666666666667
139,Je Veux Te Louer,Indira,500,75,450,341.6666666666667
140,Jesus Jehovah,Lara George,500,510,15,341.6666666666667
141,Great & Mighty (Awimayehun),Segun John,66,510,450,342.0
142,Okemmuo Ft. Mercy Chinwo,Chioma Jesus,500,76,450,342.0
143,Amazing,Isyrose,67,510,450,342.3333333333333
144,I Overcame,Ada Ehi,500,77,450,342.3333333333333
145,We Raise a Sound (feat. 121selah),Nosa,500,510,18,342.6666666666667
146,Oluwa Is Involved,Joyce Blessing,68,510,450,342.6666666666667
147,Mai Taimako Na (My Helper),Solomon Lange,500,78,450,342.6666666666667
148,Most High,Frank Edwards,69,510,450,343.0
149,You Fight for Me,Mahalia Buchanan,70,510,450,343.3333333333333
150,We Prevail (feat. Maranda Curtis),Sinach,71,510,450,343.6666666666667
151,I Will Praise You,Solomon Lange,500,81,450,343.6666666666667
152,Ekundayo,Yinka Ayefele,500,82,450,344.0
153,Too Much,Chioma Jesus,72,510,450,344.0
154,Jesus Never Fails,MaryJane Nweke,500,510,23,344.3333333333333
155,Liyinqaba,Hle and  Hlengiwe Mhlaba,74,510,450,344.6666666666667
156,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey,500,510,24,344.6666666666667
157,Cheta ,Ada Ehi,500,84,450,344.6666666666667
158,Ekele,Desai David,75,510,450,345.0
159,Knowing You,Minister GUC,500,510,25,345.0
160,Love My Home,Sinach,500,510,26,345.3333333333333
161,Oka'ome,Chioma Jesus,76,510,450,345.3333333333333
162,Unchangeable,Joe Praize,500,510,27,345.6666666666667
163,Ubangiji (feat. Steve Williz),Younggod,77,510,450,345.6666666666667
164,Akamdinelu,Mercy Chinwo,500,88,450,346.0
165,Perfect Love,Rhema 'Ye,78,510,450,346.0
166,Take Over,1spirit & Theopilus Sunday,500,510,29,346.3333333333333
167,Billion Words,Limoblaze and  Onos,79,510,450,346.3333333333333
168,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,89,450,346.3333333333333
169,Delight,Freke Umoh,80,510,450,346.6666666666667
170,Adonai [Live],Elijah Oyelade,500,510,31,347.0
171,Local Praise,MOGmusic,500,91,450,347.0
172,I Believe,Jessika Kioja,82,510,450,347.3333333333333
173,God of Vengeance,Minister GUC,500,510,32,347.3333333333333
174,The Harvest,Eben,500,92,450,347.3333333333333
175,Mighty Man of War,Jimmy D Psalmist,500,93,450,347.6666666666667
176,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,83,510,450,347.6666666666667
177,My Everything,Joe Mettle,500,94,450,348.0
178,Notice,Ada Ehi,500,95,450,348.3333333333333
179,We Bow Down,Sinach,85,510,450,348.3333333333333
180,WE WORSHIP YOU,Frank Edwards,500,510,35,348.3333333333333
181,Konyana,Dr Tumi,86,510,450,348.6666666666667
182,Jesu Ore Otito,Tope Alabi,500,97,450,349.0
183,Chukwu Eze,Melody Gabriel,87,510,450,349.0
184,Your Word Is Truth (Live),CHRIS SHALOM,500,510,37,349.0
185,God No Go Shame Us,Prinx Emmanuel,500,98,450,349.3333333333333
186,Show Up,Ema Onyx,500,510,38,349.3333333333333
187,Alpha & Omega (feat. Chris Morgan),K Praise,88,510,450,349.3333333333333
188,Unastahili,Evelyn Wanjiru,89,510,450,349.6666666666667
189,Oyoyo Chukwu ft. Israel Dammy & EeZee Tee,Mercy Chinwo,500,99,450,349.6666666666667
190,What A Mighty God ft. Nathaniel Bassey,Steve Crown,500,100,450,350.0
191,Peace In the Storm,Sinach,500,510,41,350.3333333333333
192,Amanamo (feat. Mercy Chinwo),Chris Morgan,91,510,450,350.3333333333333
193,You No Dey Use Me Play,Ema Onyx,500,510,44,351.3333333333333
194,Grace Is Available,Sammie Okposo,95,510,450,351.6666666666667
195,Cultural Praise Vol.2,KCee and  Okwesili Eze Group,96,510,450,352.0
196,Do,Austin Hogan,97,510,450,352.3333333333333
197,Imole,Sola Allyson,500,510,48,352.6666666666667
198,Greatest Lord,Sinach,99,510,450,353.0
199,Rid Me of Those Things,Elijah Oyelade,500,510,49,353.0
200,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,50,353.3333333333333
201,Evidence,Opera-David Benson,100,510,450,353.3333333333333
202,Great I Am,Dare David,500,510,51,353.6666666666667
203,Healing Stream,Evans Ighodalo,500,510,52,354.0
204,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,54,354.6666666666667
205,Yahweh Be Praised ( Live ),Emmasings,500,510,55,355.0
206,ADA EHI,Ada Ehi,500,510,61,357.0
207,Yours (Live),Minister GUC,500,510,64,358.0
208,Mimo,Sola Allyson,500,510,67,359.0
209,Imole De,Dunsin Oyekan,500,510,70,360.0
210,IZURUKEME (more than enough),Promise Benson,500,510,71,360.3333333333333
211,Gratitude,Tope Alabi,500,510,72,360.6666666666667
212,Man of Galilee,Judikay,500,510,73,361.0
213,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,74,361.3333333333333
214,On #Yes and Amen Album,Tope Alabi,500,510,75,361.6666666666667
215,Same God,Segun John,500,510,76,362.0
216,Idinma,Judikay,500,510,77,362.3333333333333
217,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,78,362.6666666666667
218,You Are Jehovah,Prospa Ochimana,500,510,79,363.0
219,Awesome God,SINACH,500,510,80,363.3333333333333
220,Yes Lord (Live),Judikay,500,510,81,363.6666666666667
221,Spirit Pray (Live),Elijah Oyelade,500,510,82,364.0
222,I Win,Samsong,500,510,83,364.3333333333333
223,Eze Nara Ekele,Steve Crown,500,510,85,365.0
224,We Wait on You,Steve Crown,500,510,86,365.3333333333333
225,ÌRÌ,Sola Allyson,500,510,87,365.6666666666667
226,Ebe,Sola Allyson,500,510,88,366.0
227,Born to Worship,Prinz,500,510,89,366.3333333333333
228,Aye Ole,Infinity,500,510,90,366.6666666666667
229,Korede,Mike Abdul,500,510,91,367.0
230,Iyin,Sola Allyson,500,510,92,367.3333333333333
231,Iyin Ye O,Tope Alabi,500,510,93,367.6666666666667
232,E Dey Work,Samsong,500,510,94,368.0
233,Nobody Can,Sammie Okposo,500,510,95,368.3333333333333
234,My Peace,Elijah Oyelade,500,510,97,369.0
235,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,98,369.3333333333333
236,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,99,369.6666666666667
237,God Alone (Live),Joe Praize,500,510,100,370.0
238,SOLA ALLYSON,Sola Allyson,500,510,101,370.3333333333333
