rank,song,artist,Previous week,weeks on chart
1,Everything (Amen),Ada Ehi,1,11
2,Congratulations (feat. Buchi),Ada Ehi,3,11
3,Too Faithful,Moses Bliss,2,10
4,Worship Your Maker,Dunsin Oyekan,4,10
5,Omemma,Judikay,5,11
6,Excess Love (feat. J.J. Hairston & Youthful Praise) [Remix],Mercy Chinwo,6,10
7,Now,Ada Ehi,7,11
8,Jehovah Overdo,Chidinma,12,10
9,Bigger Everyday,"Moses Bliss,  Festizie,  Membrane,  Uwa,  Chris Heavens and  Temple",9,10
10,Olorun Agbaye - You Are Mighty (feat. Chandler Moore & O/B/A),Nathaniel Bassey,10,8
11,Yahweh Yahweh (feat. Sinach),Nathaniel Bassey,11,11
12,Hosanna (Live),Steve Crown,13,11
13,You are Yahweh,Steve Crown,14,5
14,Obinasom,Mercy Chinwo,15,10
15,Onyedikagi (feat. Glowrie),Mercy Chinwo,16,10
16,Way Maker,Sinach,17,11
17,Covenant Keeping God,Jimmy D Psalmist,29,10
18,Jesus (feat. Mercy Chinwo),Samsong,21,11
19,Beautiful (feat. Nathaniel Bassey),Sinach,19,9
20,You are Great,Steve Crown,22,10
21,Faithful God (Live),Onos,20,9
22,Fragrance to Fire,Dunsin Oyekan,24,11
23,Ye Obua Mi (My Help),Joe Mettle,18,11
24,More Than Gold,Judith Kanayo,25,11
25,My Father My God,Jimmy D Psalmist,23,11
26,Yes And Amen,Tope Alabi,26,11
27,Nara (feat. Travis Greene),Tim Godfrey,8,11
28,NO OTHER NAME,Frank Edwards,35,11
29,At All Cost,Dunsin Oyekan,27,11
30,Na You Dey Reign,Mercy Chinwo,30,9
31,You Are Worthy,Tope Alabi,31,10
32,Hallelujah No Go Finish,Freke Umoh,28,9
33,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey,32,9
34,Never Go Down ft. Limoblaze,Ada Ehi,45,7
35,Chinedum,Mercy Chinwo,36,6
36,Adom Grace,Diana Hamilton,46,11
37,In Your Hands,Moses Bliss,34,11
38,Amazing God,Mercy Chinwo,0,1
39,Mighty God (feat. Nathaniel Bassey),Steve Crown,37,8
40,All That Matters,Minister GUC,33,6
41,Imela,Steve Crown,39,10
42,Halleluyah,Tope Alabi,40,11
43,Suddenly,Mercy Chinwo,0,1
44,Battles,Tim Godfrey,41,8
45,Under The Canopy,Frank Edwards,42,4
46,All Things Are Ready,Sinach,43,4
47,I Overcame,Ada Ehi,0,1
48,Eze Nara Ekele,Steve Crown,0,1
49,Hallelujah Challenge Praise Medley,Nathaniel Bassey,47,3
50,More Than Enough,Ada Ehi,48,2
