Position,song,artist
1,Hallelujah (feat. Dunsin Oyekan),Joe Mettle
2,Too Faithful,Moses Bliss
3,I Bow,Judikay
4,Excess Love (feat. J.J. Hairston & Youthful Praise) [Remix],Mercy Chinwo
5,Oga Jesus,Daniel Mylez
6,Olorun Agbaye - You Are Mighty (feat. Chandler Moore & O/B/A),Nathaniel Bassey
7,Alpha & Omega (feat. Chris Morgan),K Praise
8,Good God,Limoblaze and  Ada Ehi
9,Onyedikagi (feat. Glowrie),Mercy Chinwo
10,Everything (Amen),Timi Dakolo
11,More Than Gold,Judith Kanayo
12,Covenant Keeping God,Jimmy D Psalmist
13,Amen,Tjsarx
14,Congratulations (feat. Buchi),Ada Ehi
15,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga
16,Omemma,Judikay
17,We Hail You,Nayaah
18,They That Wait (feat. MOG),Joe Mettle
19,Billion Words,Limoblaze and  Onos
20,Ebube Jehovah,Victor Ike
21,Your Name Is Jesus,Eljoe Onoja
22,Song of Victory,Esther Olugbemi
23,No Troubles,Chris Morgan
24,Ye Obua Mi (My Help),Joe Mettle
25,Worship Your Maker,Dunsin Oyekan
26,In This Place,Minister GUC
27,Jehovah Overdo,Chidinma
28,Never Forget Your Love,Anny
29,Capable God,Judikay
30,Everything,Ada Ehi
31,Beautiful (feat. Nathaniel Bassey),Sinach
32,This Love,Chidinma
33,Hallelujah No Go Finish,Freke Umoh
34,Too Much,Chioma Jesus
35,Yahweh Yahweh (feat. Sinach),Nathaniel Bassey
36,All in All,CalledOut Music
37,Hosanna (Live),Steve Crown
38,Nothing Missing,Preye Odede
39,Thank You,Kobby Mantey and  Joe Mettle
40,Jesu Doh,EBEN and  Jahdiel
41,All Things New,Tee Worship
42,King of Glory (feat. Darlene Zschech),Sinach
43,Lions,T Sharp
44,Best of Me,Double F
45,Ajibole,Protek Illasheva and  Marizu
46,God Most High,Shalom Braide
47,Awone (feat. Chris Morgan),naomee
48,My Father My God (Live),Jimmy D Psalmist
49,Fourthman (feat. Chris Morgan),Caleb Audu
50,Great & Mighty (Awimayehun),Segun John
51,Amazing,Isyrose
52,Most High,Frank Edwards
53,You Fight for Me,Mahalia Buchanan
54,We Prevail (feat. Maranda Curtis),Sinach
55,Faithful God (Live),Onos
56,Liyinqaba,Hle and  Hlengiwe Mhlaba
57,Ekele,Desai David
58,Oka ome,Chioma Jesus
59,Ubangiji (feat. Steve Williz),Younggod
60,Perfect Love,Rhema 'Ye
61,Hosanna,TDR
62,I Believe,Jessika Kioja
63,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu
64,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey
65,Konyana,Dr Tumi
66,Chukwu Eze,Melody Gabriel
67,Unastahili,Evelyn Wanjiru
68,Bigger Everyday,"Moses Bliss,  Festizie,  Membrane,  Uwa,  Chris Heavens and  Temple"
69,Amanamo (feat. Mercy Chinwo),Chris Morgan
70,Battles,Tim Godfrey
71,My Father & My Friend (feat. Stephanie Kome Ita),Elijah Oyelade
72,Grace Is Available,Sammie Okposo
73,Cultural Praise Vol.2,KCee and  Okwesili Eze Group
74,Do,Austin Hogan
75,Bless Me (feat. Ada Ehi),Mercy Masika
76,Greatest Lord,Sinach
77,Evidence,Opera-David Benson
78,Praise Medley (Live in London),Joe Mettle
79,Mma Mma,Frank Edwards
80,Baba Ese (feat. Yoruba Mass Choir),Mike Abdul
81,Okokroko (Remix) [Live],Sonnie Badu
82,We Raise a Sound (feat. 121SELAH),Nosa
83,Holy Ghost (Live),Joe Praize
84,Nothing Is Impossible (feat. Tope Alabi),EBEN
85,Grateful,Sinach
86,Yahweh (feat. Gabriel Eziashi),Ifeoma Okoli
87,We Testify,Deborah Lukalu
88,Cultural Praise Vol. 3,KCee and  Okwesili Eze Group
89,Awurade,Jayana
90,Now,Ada Ehi
91,I Made It,Gabriel Eziashi
92,Incredible God (Live),Mercy Chinwo
93,We Bow Down,Sinach
94,You Are God (Live),Chingtok Ishaku and  House of Judah
95,Eze (Radio Edit) [feat. Osby Berry],Dare David
96,Jesus Is Coming,Judikay
97,Nara (feat. Travis Greene),Tim Godfrey
98,Adom Grace,Diana Hamilton
99,Wanibariki,Nandy
100,No One Like You,Flavour and  Semah
