,artist,song
0,Ada Ehi,Everything
1,Ada Ehi,Never Go Down ft. Limoblaze
2,Ada Ehi,Congratulations ft. Buchi
3,Diana Hamilton,Adom Grace
4,Steve Crown,You Are Yahweh
5,Moses Bliss,Too Faithful
6,Ada Ehi,"Congratulations ft, Buchi"
7,Mercy Chinwo,Obinasom
8,Nathaniel Bassey,Hallelujah Challenge Praise Medley
9,Ada Ehi,More Than Enough
10,Ada Ehi,Thank You For My Life
11,Steve Crown,You Are Great
12,Ada Ehi,Fix My Eyes On You ft. Sinach
13,Steve Crown,Hosanna
14,Ada Ehi,Now
15,Moses Bliss,"Bigger Every Day ft. Festizie, Membrane, Uwa, Chris Heavens & Temple"
16,Dunsin Oyekan,Fragrance to Fire
17,Eben,Jesus Power
18,Sinach,Way Maker
19,Chidinma,Jehovah Overdo
20,Nathaniel Bassey,Yeshua Hamashiach
21,Moses Bliss,You I Live For
22,Sinach,Omemma
23,Samsong,Jesus ft. Mercy Chinwo
24,Nathaniel Bassey,Emmanuel
25,Onos,Faithful God (Live)
26,Moses Bliss,Taking Care
27,Steve Crown,All The Glory
28,Steve Crown,Your Love ft. Tope Alabi
29,Prospa Ochimana,Ekwueme ft. Osinachi Nwachukwu (ETTWP)
30,Victoria Orenze,Spirit Chant
31,Nathaniel Bassey,Hallelujah Challenge Worship Medley
32,Tope Alabi,Yes And Amen
33,Frank Edwards,CHIOMA (AFRO VIBE)
34,Joe Mettle,Ye Obua Mi (My Help)
35,Nathaniel Bassey,Olorun Agbaye - You Are Mighty ft. Chandler Moore & Oba
36,Nathaniel Bassey,"Olorun Agbaye - You Are Mighty ft. Chandler Moore, Oba"
37,Frank Edwards,NO OTHER NAME
38,Eben,The Harvest
39,Nathaniel Bassey,Yahweh Yahweh ft. Sinach
40,JayMikee,Heaven
41,Ada Ehi,New Level
42,Chris Shalom,My Beautifier
43,Dunsin Oyekan,Yah
44,Diana Hamilton,Nyansabuakwa Nyame
45,Ada Ehi,Finally
46,Dunsin Oyekan,At All Cost
47,ROSNY KAYIBA,Nazo bondela yo (Je te prie)
48,David G,Covenant Keeper
49,Moses Bliss,You I Live For ft. Loveworld Indomitable Choir
50,Joe Praize,Unchangeable God
51,Mercy Chinwo,Onememma ft. Chioma Jesus
52,Efe Lucky,He Never Failed Me
53,Ada Ehi,iTestify
54,Steve Crown,Mighty God ft. Nathaniel Bassey
55,Tope Alabi,Lae La O Ma Bo Oluwa
56,Mercy Chinwo,Excess Love
57,Moses Bliss,Bigger Everyday
58,Mercy Chinwo,Na You Dey Reign
59,Tope Alabi,You Are Worthy
60,Mercy Chinwo,Akamdinelu
61,Ada Ehi,Settled
62,Mercy Chinwo,Chinedum
63,Chris Tomlin,Good To Be Loved By You ft. Tyler Hubbard
64,Eben,You Are Great
65,Chioma Jesus,Bulldozer
66,Indira,Je Laisse Tout A Dieu
67,Chioma Jesus,Okemmuo Ft. Mercy Chinwo
68,Joyce Blessing,Adam Nana
69,Sinach,All Things Are Ready
70,Eben,Yahweh
71,Tim Godfrey,Nara
72,Joe Mettle,Yesu Mo
73,Steve Crown,What A Mighty God ft. Nathaniel Bassey
74,Chris Shalom,JESUS
75,Celestine Donkor,Agbebolo ft. NHYIRABA GIDEON
76,Mike Abdul,Baba Ese ft. Yoruba Mass Choir
77,Tope Alabi,Halleluyah
78,Moses Bliss,In Your Hands
79,Dunsin Oyekan,Worship Your Maker
80,Minister GUC,All That Matters
81,Steve Crown,Imela
82,Victoria Orenze,Have Mercy (Live)
83,Dunsin Oyekan,You Remain the Same
84,Ada Ehi,I Overcame
85,Tope Alabi,Jesu Ore Otito
86,Indira,Je Veux Te Louer
87,Solomon Lange,Mai Taimako Na (My Helper)
88,Ada Ehi,Cheta 
89,Frank Edwards,Under The Canopy
90,Dunsin Oyekan,More Than a Song
91,Yinka Ayefele,Ekundayo
92,Minister GUC,God of Vengeance
93,Ada Ehi,Notice
94,Chioma Jesus,Oka Ome
95,Solomon Lange,I Will Praise You
96,Nandy,Wanibariki
97,Jimmy D Psalmist,Mighty Man of War
98,Ada Ehi,Shine ft. Chize & Nosa
99,Sinach,Overflow
