rank,song,artist,apple,boom,youtube,RT
29,More Than Gold (feat. Mercy Chinwo),Judith Kanayo,8,510,61,193.0
30,Yes And Amen,Tope Alabi,500,33,46,193.0
31,You Are Worthy,Tope Alabi,500,60,30,196.66666666666666
32,Covenant Keeping God,Jimmy D Psalmist,42,510,39,197.0
33,My Father & My Friend,Elijah Oyelade,62,510,19,197.0
34,Oka Ome,Chioma Jesus,50,97,450,199.0
35,NO OTHER NAME,Frank Edwards,500,41,57,199.33333333333334
36,Chinedum,Mercy Chinwo,500,63,36,199.66666666666666
37,Hallelujah No Go Finish,Freke Umoh,26,510,64,200.0
38,We Raise a Sound (feat. 121selah),Nosa,72,510,18,200.0
39,At All Cost,Dunsin Oyekan,500,57,44,200.33333333333334
40,In Your Hands,Moses Bliss,500,73,33,202.0
41,Battles,Tim Godfrey,61,510,40,203.66666666666666
42,God of Vengeance,Minister GUC,500,83,32,205.0
43,Na You Dey Reign,Mercy Chinwo,500,68,47,205.0
44,Mighty God (feat. Nathaniel Bassey),Steve Crown,500,59,70,209.66666666666666
45,Halleluyah,Tope Alabi,500,80,59,213.0
46,All Things Are Ready,Sinach,500,72,69,213.66666666666666
47,Imela,Steve Crown,500,89,66,218.33333333333334
48,Under The Canopy,Frank Edwards,500,92,63,218.33333333333334
49,Bless Me (feat. Ada Ehi),Mercy Masika,66,510,96,224.0
50,Never Go Down ft. Limoblaze,Ada Ehi,500,2,450,317.3333333333333
51,More Than Enough,Ada Ehi,500,8,450,319.3333333333333
52,You I Live For,Moses Bliss,500,10,450,320.0
53,Thank You For My Life,Ada Ehi,500,11,450,320.3333333333333
54,I Bow,Judikay,1,510,450,320.3333333333333
55,Hallelujah Challenge Praise Medley,Nathaniel Bassey,500,12,450,320.6666666666667
56,Fix My Eyes On You ft. Sinach,Ada Ehi,500,13,450,321.0
57,Jesus Power,Eben,500,15,450,321.6666666666667
58,Good God,"Limoblaze, Ada Ehi",5,510,450,321.6666666666667
59,The Harvest,Eben,500,20,450,323.3333333333333
60,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga,11,510,450,323.6666666666667
61,Yeshua Hamashiach,Nathaniel Bassey,500,22,450,324.0
62,Ebube Jehovah,Victor Ike,13,510,450,324.3333333333333
63,Your Name Is Jesus,Eljoe Onoja,14,510,450,324.6666666666667
64,Song of Victory,Esther Olugbemi,15,510,450,325.0
65,Emmanuel,Nathaniel Bassey,500,25,450,325.0
66,No Troubles,Chris Morgan,16,510,450,325.3333333333333
67,Heaven,JayMikee,500,26,450,325.3333333333333
68,All The Glory,Steve Crown,500,28,450,326.0
69,Your Love ft. Tope Alabi,Steve Crown,500,29,450,326.3333333333333
70,In This Place,Minister GUC,19,510,450,326.3333333333333
71,Spirit Chant,Victoria Orenze,500,30,450,326.6666666666667
72,Never Forget Your Love,Anny,21,510,450,327.0
73,Ekwueme ft. Osinachi Nwachukwu (ETTWP),Prospa Ochimana,500,31,450,327.0
74,Capable God,Judikay,22,510,450,327.3333333333333
75,Taking Care,Moses Bliss,500,32,450,327.3333333333333
76,New Level,Ada Ehi,500,35,450,328.3333333333333
77,This Love,Chidinma,25,510,450,328.3333333333333
78,CHIOMA (AFRO VIBE),Frank Edwards,500,36,450,328.6666666666667
79,All in All,CalledOut Music,28,510,450,329.3333333333333
80,Good To Be Loved By You ft. Tyler Hubbard,Chris Tomlin,500,39,450,329.6666666666667
81,Nothing Missing,Preye Odede,30,510,450,330.0
82,Too Much,Chioma Jesus,31,510,450,330.3333333333333
83,Finally,Ada Ehi,500,42,450,330.6666666666667
84,Thank You,"Kobby Mantey, Joe Mettle",32,510,450,330.6666666666667
85,Jesu Doh,"EBEN, Jahdiel",33,510,450,331.0
86,Hallelujah Challenge Worship Medley,Nathaniel Bassey,500,44,450,331.3333333333333
87,All Things New,Tee Worship,34,510,450,331.3333333333333
88,King of Glory (feat. Darlene Zschech),Sinach,35,510,450,331.6666666666667
89,Nyansabuakwa Nyame,Diana Hamilton,500,45,450,331.6666666666667
90,Lions,T Sharp,36,510,450,332.0
91,Oga Jesus,Daniel Mylez,37,510,450,332.3333333333333
92,Yah,Dunsin Oyekan,500,48,450,332.6666666666667
93,Best of Me,Double F,38,510,450,332.6666666666667
94,Lae La O Ma Bo Oluwa,Tope Alabi,500,49,450,333.0
95,Awone (feat. Chris Morgan),naomee,39,510,450,333.0
96,Fourthman (feat. Chris Morgan),Caleb Audu,40,510,450,333.3333333333333
97,My Beautifier,Chris Shalom,500,50,450,333.3333333333333
98,Great & Mighty (Awimayehun),Segun John,41,510,450,333.6666666666667
99,He Never Failed Me,Efe Lucky,500,52,450,334.0
100,Amazing,Isyrose,43,510,450,334.3333333333333
101,Most High,Frank Edwards,44,510,450,334.6666666666667
102,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,54,450,334.6666666666667
103,You Fight for Me,Mahalia Buchanan,45,510,450,335.0
104,What A Mighty God ft. Nathaniel Bassey,Steve Crown,500,56,450,335.3333333333333
105,We Prevail (feat. Maranda Curtis),Sinach,46,510,450,335.3333333333333
106,Billion Words,"Limoblaze, Onos",47,510,450,335.6666666666667
107,iTestify,Ada Ehi,500,58,450,336.0
108,Ekele,Desai David,49,510,450,336.3333333333333
109,Perfect Love,Rhema 'Ye,51,510,450,337.0
110,Onememma ft. Chioma Jesus,Mercy Chinwo,500,62,450,337.3333333333333
111,I Believe,Jessika Kioja,53,510,450,337.6666666666667
112,Covenant Keeper,David G,500,64,450,338.0
113,INDOMITABLE,Jimmy D Psalmist,500,510,4,338.0
114,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu,54,510,450,338.0
115,Akamdinelu,Mercy Chinwo,500,65,450,338.3333333333333
116,Imole,Sola Allyson,500,510,6,338.6666666666667
117,Konyana,Dr Tumi,56,510,450,338.6666666666667
118,Unchangeable God,Joe Praize,500,66,450,338.6666666666667
119,Chukwu Eze,Melody Gabriel,57,510,450,339.0
120,Okemmuo Ft. Mercy Chinwo,Chioma Jesus,500,67,450,339.0
121,Unastahili,Evelyn Wanjiru,58,510,450,339.3333333333333
122,Adam Nana,Joyce Blessing,500,69,450,339.6666666666667
123,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,500,510,9,339.6666666666667
124,Amanamo (feat. Mercy Chinwo),Chris Morgan,60,510,450,340.0
125,Nothing Without You (feat. Kirk Whalum),Dr Tumi,500,510,10,340.0
126,Settled,Ada Ehi,500,70,450,340.0
127,Hold on Me ft. Kirk Franklin & John P. Kee,Travis Greene,500,71,450,340.3333333333333
128,Rejoice in the Lord Philippians 4:4,Victoria Orenze,500,510,11,340.3333333333333
129,One Moment,Freke Umoh,500,510,12,340.6666666666667
130,Magnify,Dare David,500,510,13,341.0
131,Grace Is Available,Sammie Okposo,63,510,450,341.0
132,Cultural Praise Vol.2,"KCee, Okwesili Eze Group",64,510,450,341.3333333333333
133,My Evidence ft. Frank Edwards,Testimony Jaga,500,74,450,341.3333333333333
134,Do,Austin Hogan,65,510,450,341.6666666666667
135,Bulldozer,Chioma Jesus,500,75,450,341.6666666666667
136,Jesus Jehovah,Lara George,500,510,15,341.6666666666667
137,Jesu Ore Otito,Tope Alabi,500,76,450,342.0
138,Greatest Lord,Sinach,67,510,450,342.3333333333333
139,Praise Medley (Live in London),Joe Mettle,68,510,450,342.6666666666667
140,Mma Mma,Frank Edwards,69,510,450,343.0
141,Baba Ese (feat. Yoruba Mass Choir),Mike Abdul,70,510,450,343.3333333333333
142,Okokroko (Remix) [Live],Sonnie Badu,71,510,450,343.6666666666667
143,Agbebolo ft. NHYIRABA GIDEON,Celestine Donkor,500,81,450,343.6666666666667
144,Heaven Rejoicing ft. Tosin Bee & Moses Onofeghara,One Hallelujah,500,82,450,344.0
145,Holy Ghost (Live),Joe Praize,73,510,450,344.3333333333333
146,By The Holy Ghost ,Dr Ken-Ethan WOGHIREN,500,84,450,344.6666666666667
147,Nothing Is Impossible (feat. Tope Alabi),EBEN,74,510,450,344.6666666666667
148,Notice,Ada Ehi,500,85,450,345.0
149,Knowing You,Minister GUC,500,510,25,345.0
150,Grateful,Sinach,75,510,450,345.0
151,Cheta ,Ada Ehi,500,86,450,345.3333333333333
152,Love My Home,Sinach,500,510,26,345.3333333333333
153,We Testify,Deborah Lukalu,77,510,450,345.6666666666667
154,Unchangeable,Joe Praize,500,510,27,345.6666666666667
155,God Is Real,Moses Bliss,500,87,450,345.6666666666667
156,Cultural Praise Vol. 3,"KCee, Okwesili Eze Group",78,510,450,346.0
157,Oh I Will Bless,Eben,500,88,450,346.0
158,Awurade,Jayana,79,510,450,346.3333333333333
159,Take Over,1spirit & Theopilus Sunday,500,510,29,346.3333333333333
160,I Overcame,Ada Ehi,500,90,450,346.6666666666667
161,I Made It,Gabriel Eziashi,81,510,450,347.0
162,Adonai [Live],Elijah Oyelade,500,510,31,347.0
163,Je Laisse Tout A Dieu,Indira,500,91,450,347.0
164,Incredible God (Live),Mercy Chinwo,82,510,450,347.3333333333333
165,Mai Taimako Na (My Helper),Solomon Lange,500,93,450,347.6666666666667
166,We Bow Down,Sinach,83,510,450,347.6666666666667
167,Yesu Mo,Joe Mettle,500,94,450,348.0
168,You Are God (Live),"Chingtok Ishaku, House of Judah",84,510,450,348.0
169,WE WORSHIP YOU,Frank Edwards,500,510,35,348.3333333333333
170,Eze (Radio Edit) [feat. Osby Berry],Dare David,85,510,450,348.3333333333333
171,Jesus Is Coming,Judikay,86,510,450,348.6666666666667
172,Hallelujah Song,Eben,500,96,450,348.6666666666667
173,Your Word Is Truth (Live),CHRIS SHALOM,500,510,37,349.0
174,Count On Me,Moses Bliss,500,98,450,349.3333333333333
175,Show Up,Ema Onyx,500,510,38,349.3333333333333
176,Wanibariki,Nandy,89,510,450,349.6666666666667
177,Greater Glory,Dare Overcomer,500,99,450,349.6666666666667
178,No One Like You,"Flavour, Semah",90,510,450,350.0
179,Shine ft. Chize & Nosa,Ada Ehi,500,100,450,350.0
180,Peace In the Storm,Sinach,500,510,41,350.3333333333333
181,You No Dey Use Me Play,Ema Onyx,500,510,45,351.6666666666667
182,Rid Me of Those Things,Elijah Oyelade,500,510,49,353.0
183,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,50,353.3333333333333
184,Great I Am,Dare David,500,510,51,353.6666666666667
185,SOLA ALLYSON,Sola Allyson,500,510,52,354.0
186,Healing Stream,Evans Ighodalo,500,510,53,354.3333333333333
187,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,55,355.0
188,Yahweh Be Praised ( Live ),Emmasings,500,510,56,355.3333333333333
189,All That Matters,GUC,500,510,58,356.0
190,ADA EHI,Ada Ehi,500,510,62,357.3333333333333
191,Yours (Live),Minister GUC,500,510,65,358.3333333333333
192,Mimo,Sola Allyson,500,510,68,359.3333333333333
193,Imole De,Dunsin Oyekan,500,510,71,360.3333333333333
194,IZURUKEME (more than enough),Promise Benson,500,510,72,360.6666666666667
195,Gratitude,Tope Alabi,500,510,73,361.0
196,Man of Galilee,Judikay,500,510,74,361.3333333333333
197,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,75,361.6666666666667
198,Ta Lo Dabii Re,Tope Alabi,500,510,76,362.0
199,Same God,Segun John,500,510,77,362.3333333333333
200,Idinma,Judikay,500,510,78,362.6666666666667
201,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,79,363.0
202,You Are Jehovah,Prospa Ochimana,500,510,80,363.3333333333333
203,Awesome God,SINACH,500,510,81,363.6666666666667
204,Yes Lord (Live),Judikay,500,510,82,364.0
205,Spirit Pray (Live),Elijah Oyelade,500,510,83,364.3333333333333
206,I Win,Samsong,500,510,84,364.6666666666667
207,Eze Nara Ekele,Steve Crown,500,510,86,365.3333333333333
208,We Wait on You,Steve Crown,500,510,87,365.6666666666667
209,Ebe,Sola Allyson,500,510,88,366.0
210,Born to Worship,Prinz,500,510,89,366.3333333333333
211,Aye Ole,Infinity,500,510,90,366.6666666666667
212,Korede,Mike Abdul,500,510,91,367.0
213,Iyin,Sola Allyson,500,510,92,367.3333333333333
214,Iyin Ye O,Tope Alabi,500,510,93,367.6666666666667
215,E Dey Work,Samsong,500,510,94,368.0
216,Nobody Can,Sammie Okposo,500,510,95,368.3333333333333
217,My Peace,Elijah Oyelade,500,510,97,369.0
218,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,98,369.3333333333333
219,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,99,369.6666666666667
220,God Alone,Joe Praize,500,510,100,370.0
221,Mercy Chinwo,EeZeeConceptz,500,510,101,370.3333333333333
