rank,song,artist,apple,boom,youtube,RT
154,Nazo bondela yo (Je te prie),ROSNY KAYIBA,500,84,450,344.6666666666667
155,Jesus Never Fails,MaryJane Nweke,500,510,24,344.6666666666667
156,Amanamo (feat. Mercy Chinwo),Chris Morgan,75,510,450,345.0
157,What A Mighty God ft. Nathaniel Bassey,Steve Crown,500,85,450,345.0
158,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey,500,510,25,345.0
159,Knowing You,Minister GUC,500,510,26,345.3333333333333
160,Ekundayo,Yinka Ayefele,500,86,450,345.3333333333333
161,Love My Home,Sinach,500,510,27,345.6666666666667
162,Oka Ome,Chioma Jesus,500,87,450,345.6666666666667
163,Mighty Man of War,Jimmy D Psalmist,500,88,450,346.0
164,Grace Is Available,Sammie Okposo,78,510,450,346.0
165,Unchangeable,Joe Praize,500,510,28,346.0
166,Cultural Praise Vol.2,KCee and  Okwesili Eze Group,79,510,450,346.3333333333333
167,Jesu Ore Otito,Tope Alabi,500,89,450,346.3333333333333
168,Take Over,1spirit & Theopilus Sunday,500,510,30,346.6666666666667
169,Jesus Power,Eben,500,90,450,346.6666666666667
170,Do,Austin Hogan,80,510,450,346.6666666666667
171,The Harvest,Eben,500,91,450,347.0
172,Adonai [Live],Elijah Oyelade,500,510,32,347.3333333333333
173,Greatest Lord,Sinach,82,510,450,347.3333333333333
174,Evidence,Opera-David Benson,83,510,450,347.6666666666667
175,My Everything,Joe Mettle,500,94,450,348.0
176,Praise Medley (Live in London),Joe Mettle,84,510,450,348.0
177,Notice,Ada Ehi,500,95,450,348.3333333333333
178,Mma Mma,Frank Edwards,85,510,450,348.3333333333333
179,Oyoyo Chukwu ft. Israel Dammy & EeZee Tee,Mercy Chinwo,500,96,450,348.6666666666667
180,WE WORSHIP YOU,Frank Edwards,500,510,36,348.6666666666667
181,Okokroko (Remix) [Live],Sonnie Badu,87,510,450,349.0
182,Your Word Is Truth (Live),CHRIS SHALOM,500,510,38,349.3333333333333
183,Shine ft. Chize & Nosa,Ada Ehi,500,98,450,349.3333333333333
184,Holy Ghost (Live),Joe Praize,89,510,450,349.6666666666667
185,Show Up,Ema Onyx,500,510,39,349.6666666666667
186,Nothing Is Impossible (feat. Tope Alabi),EBEN,90,510,450,350.0
187,Overflow,Sinach,500,100,450,350.0
188,Peace In the Storm,Sinach,500,510,42,350.6666666666667
189,We Testify,Deborah Lukalu,93,510,450,351.0
190,Cultural Praise Vol. 3,KCee and  Okwesili Eze Group,94,510,450,351.3333333333333
191,Awurade,Jayana,95,510,450,351.6666666666667
192,You No Dey Use Me Play,Ema Onyx,500,510,45,351.6666666666667
193,I Made It,Gabriel Eziashi,97,510,450,352.3333333333333
194,Incredible God (Live),Mercy Chinwo,98,510,450,352.6666666666667
195,We Bow Down,Sinach,99,510,450,353.0
196,Rid Me of Those Things,Elijah Oyelade,500,510,49,353.0
197,My Praise (feat. Solomon Lange),Norine Mindeyes,500,510,50,353.3333333333333
198,You Are God (Live),Chingtok Ishaku and  House of Judah,100,510,450,353.3333333333333
199,Great I Am,Dare David,500,510,51,353.6666666666667
200,ÌRÌ,Sola Allyson,500,510,52,354.0
201,Healing Stream,Evans Ighodalo,500,510,53,354.3333333333333
202,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo,500,510,54,354.6666666666667
203,Yahweh Be Praised ( Live ),Emmasings,500,510,55,355.0
204,ADA EHI,Ada Ehi,500,510,61,357.0
205,Yours (Live),Minister GUC,500,510,64,358.0
206,Mimo,Sola Allyson,500,510,67,359.0
207,Imole De,Dunsin Oyekan,500,510,70,360.0
208,IZURUKEME (more than enough),Promise Benson,500,510,71,360.3333333333333
209,Gratitude,Tope Alabi,500,510,72,360.6666666666667
210,Man of Galilee,Judikay,500,510,73,361.0
211,Angels Bow (feat. Phil Thompson),Steve Crown,500,510,74,361.3333333333333
212,On #Yes and Amen Album,Tope Alabi,500,510,75,361.6666666666667
213,Same God,Segun John,500,510,76,362.0
214,Idinma,Judikay,500,510,77,362.3333333333333
215,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE,500,510,78,362.6666666666667
216,You Are Jehovah,Prospa Ochimana,500,510,79,363.0
217,Awesome God,SINACH,500,510,80,363.3333333333333
218,Yes Lord (Live),Judikay,500,510,81,363.6666666666667
219,Spirit Pray (Live),Elijah Oyelade,500,510,82,364.0
220,I Win,Samsong,500,510,83,364.3333333333333
221,We Wait on You,Steve Crown,500,510,86,365.3333333333333
222,Ebe,Sola Allyson,500,510,87,365.6666666666667
223,Born to Worship,Prinz,500,510,88,366.0
224,Aye Ole,Infinity,500,510,89,366.3333333333333
225,Korede,Mike Abdul,500,510,90,366.6666666666667
226,Iyin,Sola Allyson,500,510,91,367.0
227,Iyin Ye O,Tope Alabi,500,510,92,367.3333333333333
228,E Dey Work,Samsong,500,510,93,367.6666666666667
229,Nobody Can,Sammie Okposo,500,510,94,368.0
230,My Peace,Elijah Oyelade,500,510,96,368.6666666666667
231,Iro Halleluyah (feat. Tope Alabi),Mike Abdul,500,510,97,369.0
232,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul,500,510,98,369.3333333333333
233,God Alone (Live),Joe Praize,500,510,99,369.6666666666667
234,SINACH ft. Nolly | OMEMMA ,Sinach,500,510,101,370.3333333333333
