Position,song,artist,album
1,Feeling,"LADIPOE, Buju",Feeling - Single
2,Bounce,Ruger,PANDEMIC - EP
3,Rock,Olamide,UY Scuti
4,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo] - Single"
5,Bling (feat. Amaarae & Buju),Blaqbonez,Sex Over Love
6,Dimension (feat. Skepta & Rema),JAE5,Dimension (feat. Skepta & Rema) - Single
7,m y . l i f e,"J. Cole, 21 Savage, Morray",The Off-Season
8,Coming,"Naira Marley, Busiswa",Coming - Single
9,Kilometre,Burna Boy,Kilometre - Single
10,a m a r i,J. Cole,The Off-Season
11,Show Me,Joeboy,Somewhere Between Beauty & Magic
12,History,"Cheque, Fireboy DML",History - Single
13,Essence (feat. Tems),Wizkid,Made In Lagos
14,9 5 . s o u t h,J. Cole,The Off-Season
15,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
16,Forever (Remix),"Gyakie, Omah Lay",Forever (Remix)
17,Pronto,"Ajebo Hustlers, Omah Lay",Pronto - Single
18,Felony,CKay,Felony - Single
19,Focus,Joeboy,Somewhere Between Beauty & Magic
20,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido",Ke Star (Remix) [feat. Virgo Deep] - Single
21,Somebody Baby,"Davido, Peruzzi",Rum & Boogie
22,It Is What It Is,Adekunle Gold,It Is What It Is - Single
23,a p p l y i n g . p r e s s u r e,J. Cole,The Off-Season
24,Loved By You (feat. Burna Boy),Justin Bieber,Justice
25,La La (feat. CKay),Davido,A Better Time
26,Bounce,Rema,Bounce - Single
27,l e t . g o . m y . h a n d,"J. Cole, Bas, 6LACK",The Off-Season
28,Ginger (feat. Burna Boy),Wizkid,Made In Lagos
29,Southy Love (feat. Fireboy DML),Peruzzi,Southy Love (feat. Fireboy DML) - Single
30,Running (To You),"Chike, Simi",Running (To You) - Single
31,1 0 0 . m i l \xe2\x80\x98,"J. Cole, Bas",The Off-Season
32,i n t e r l u d e,J. Cole,The Off-Season
33,World,"Dangbana Republik, Bella Shmurda",World - Single
34,Seeing Green,"Nicki Minaj, Drake, Lil Wayne",Beam Me Up Scotty
35,Peaches (feat. Daniel Caesar & GIV\xc4\x92ON),Justin Bieber,Justice
36,p u n c h i n \xe2\x80\x98 . t h e . c l o c k,J. Cole,The Off-Season
37,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid,Made In Lagos
38,Commitment Issues,Central Cee,Wild West
39,FOR YOU (feat. Davido),Teni,WONDALAND
40,KOLO (feat. Oxlade),Ice Prince,KOLO (feat. Oxlade) - Single
41,Rush,"Dangbana Republik, Bella Shmurda",Rush - Single
42,Early Momo (feat. GoodGirl LA),Vector,Early Momo (feat. GoodGirl LA) - Single
43,23,Burna Boy,Twice as Tall
44,t h e . c l i m b . b a c k,J. Cole,The Off-Season
45,Fendi (feat. Joeboy),Blaqbonez,Sex Over Love
46,High Way,"DJ Kaywise, Phyno",High Way - Single
47,The Best (feat. Mayorkun),Davido,A Better Time
48,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,Hallelu (feat. Bella Shmurda & Zlatan) - Single
49,Godly,Omah Lay,What Have We Done - EP
50,Too Correct,"Crayon, Rema",Twelve A.M - EP
51,INJURE ME,Teni,WONDALAND
52,Kilofeshe,Zinoleesky,Kilofeshe - Single
53,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke) - Single
54,h u n g e r . o n . h i l l s i d e,"J. Cole, Bas",The Off-Season
55,Okwaraji,Blaqbonez,Sex Over Love
56,c l o s e,J. Cole,The Off-Season
57,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App - Single
58,Straightenin,Migos,Straightenin - Single
59,Verified (feat. Mayorkun),Laycon,...Shall We Begin...
60,Way Too Big,Burna Boy,Twice as Tall
61,Runaway,AURORA,All My Demons Greeting Me As a Friend (Deluxe)
62,Bank on It,Burna Boy,Twice As Tall
63,Reckless,Wizkid,Made In Lagos
64,Loco (feat. Mayorkun),KDDO,TOO LATE TOO LIT (EP)
65,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open - Single
66,Jowo,Davido,A Better Time
67,Focus Beat Dance,Hagman,Focus Beat Dance - Single
68,HEARTBREAK ANNIVERSARY,GIV\xc4\x92ON,HEARTBREAK ANNIVERSARY - Single
69,Abu Dhabi,Ruger,PANDEMIC - EP
70,Infinity (feat. Omah Lay),Olamide,Carpe Diem
71,Body,"Russ Millions, Tion Wayne",Body - Single
72,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,KHALED KHALED
73,Real Life (feat. Stormzy),Burna Boy,Twice as Tall
74,Door,"Joeboy, Kwesi Arthur",Door - Single
75,No Stress,Wizkid,Made In Lagos
76,His & Hers (feat. Gunna),"Internet Money, Don Toliver, Lil Uzi Vert",His & Hers (feat. Gunna) - Single
77,Longtime (feat. Skepta),Wizkid,Made In Lagos
78,Cho Cho (feat. Davido & Mayorkun),Zlatan,Cho Cho (feat. Davido & Mayorkun) - Single
79,Away,Ayra Starr,Ayra Starr - EP
80,Beamer Body,"KDDO, Davido",TOO LATE TOO LIT (EP)
81,RAPSTAR,Polo G,RAPSTAR - Single
82,Sweet One,Wizkid,Made In Lagos
83,Koleyewon,Naira Marley,Koleyewon - Single
84,Holy Ground (feat. Nicki Minaj),Davido,A Better Time
85,True Love (feat. Tay Iwar & Projexx),Wizkid,Made In Lagos
86,Calling My Phone,"Lil Tjay, 6LACK",Calling My Phone - Single
87,Loading (feat. Bad Boy Timz),Olamide,Carpe Diem
88,Sere (Remix),"Spinall, Fireboy DML, 6LACK",Sere (Remix) - Single
89,Mighty Wine,Wizkid,Made In Lagos
90,BBC (feat. Tiwa Savage) [Remix],Blaqbonez,Sex Over Love
91,Damages,Tems,For Broken Ears
92,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay) - Single"
93,Ruger,Ruger,PANDEMIC - EP
94,Mood Swings (feat. Lil Tjay),Pop Smoke,Shoot For The Stars Aim For The Moon
95,World (Alternate Cut),"Dangbana Republik, Bella Shmurda",World (Alternate Cut) - Single
96,Piece of Me (feat. Ella Mai),Wizkid,Made In Lagos
97,Outside,Buju,Outside - Single
98,Your Body,Mayorkun,Your Body - Single
99,Okay,Adekunle Gold,"Afro Pop, Vol. 1"
100,Bad Influence,Omah Lay,Get Layd - EP
