Position,song,artist
1,Mood (feat. Buju),Wizkid
2,Understand,Omah Lay
3,Peru,Fireboy DML
4,Monalisa,Lojay and  Sarz
5,High,Adekunle Gold and  Davido
6,Outside,Buju
7,Feeling,LADIPOE and  Buju
8,Lie,Kizz Daniel
9,Fountains (feat. Tems),Drake
10,Ojuju,Troniq Music and  Oxlade
11,Rock,Olamide
12,Question (feat. Don Jazzy),Burna Boy
13,Bloody Samaritan,Ayra Starr
14,LOML (feat. Olamide),Cheque
15,Falling (feat. Kidi),Nviiri The Storyteller
16,Bena,Jinmi Abduls
17,Satisfy My Soul,Ria Sean
18,Sinner,Adekunle Gold and  Lucky Daye
19,Testimony,Buju
20,Let Me Know,Mayorkun
21,Anoti,Wizkid
22,Cocaine,Dai Verse
23,Essence (feat. Justin Bieber & Tems),Wizkid
24,Somebodyxe2x80x99s Son (feat. Brandy),Tiwa Savage
25,WHAT YOU NEED,Kinsolo
26,Naira Marley,Zinoleesky
27,MAKAVELI,T-Classic
28,Bounce,Ruger
29,Mama Mia (feat. Joeboy),Jaido P
30,Shako,Barry Jhay
31,Southy Love (feat. Fireboy DML),Peruzzi
32,The Key,Tems
33,Show Me,Joeboy
34,La La (feat. CKay),Davido
35,Fendi (feat. Joeboy),Blaqbonez
36,Practice Patience,YKB
37,Sere (Remix),"Spinall,  Fireboy DML and  6LACK"
38,Feel Good,MohBad
39,INJURE ME,Teni
40,Slow Down,King Promise
41,System,Dave and  Wizkid
42,Migrate,Ayanfe and  Davido
43,Soundgasm,Rema
44,Lazarus,Dave and  Boj
45,Hata Iweje,Jaivah
46,Frenemies (feat. Oxlade),Rexxie
47,Fashion Killer,Ayra Starr
48,Shopping Spree (feat. Chris Brown & Young Thug),Davido
49,Steady,Wizkid
50,LV N ATTN feat. Wizkid,Lojay and  Sarz
51,NEED ME,Gyakie
52,Cool Me Down,Majeek
53,Outside (feat. Skillz 8figure & Tomi Agape),P. Montana
54,Pay Me,Troniq Music and  Oxlade
55,Summer Bounce,Blaq Jerzee and  Joeboy
56,Fayah (feat. Alpha P),Rotimi
57,Trina,Jinmi Abduls
58,It Is What It Is,Adekunle Gold
59,STAMINA (feat. LuuDadeejay),WurlD and  Major League Djz
60,Ghetto Vigilante,Uche B and  Kwesi Arthur
61,Ring My Line (feat. Headie One),King Promise
62,Carolina,Yung D3mz
63,Fine Wine (feat. King Promise & Joeboy),R2Bees
64,Man Up,Waye
65,make me feel (feat. Tori J & Yung D3mz),Ginius
66,Solace,Ajebo Hustlers
67,Joy,Blxckie and  Oxlade
68,Pray,Victony
69,Melo,Liya
70,Far Away,Dangbana Republik and  Bella Shmurda
71,Dimension (feat. Skepta & Rema),JAE5
72,Erima (feat. Terri & Minz),DJ Latitude
73,Bank On It,Burna Boy
74,Bling (feat. Amaarae & Buju),Blaqbonez
75,Somebody Baby,Davido and  Peruzzi
76,Alone,Oladapo
77,Coming,Naira Marley and  Busiswa
78,So Cold,Bella Shmurda and  Popcaan
79,Non Living Thing (feat. Oxlade),Sarkodie
80,Yafun Yafun,Ajebo Hustlers
81,Rise Up,2Baba and  Falz
82,Sans moi,Franglish and  Aya Nakamura
83,Mercy,Falz
84,Wonder Mama (feat. Adekunle Gold),MHD
85,Dis moi comment.,Tayc
86,Sweety,Yemi Alade
87,Tales By Moonlight (feat. Amaarae),Tiwa Savage
