Position,song,artist
1,Peru,Fireboy DML
2,Mood (feat. Buju),Wizkid
3,Bloody Samaritan,Ayra Starr
4,High,Adekunle Gold and  Davido
5,Anoti,Wizkid
6,Lie,Kizz Daniel
7,Feel Good,MohBad
8,Understand,Omah Lay
9,Monalisa,Lojay and  Sarz
10,Cocaine,Dai Verse
11,Essence (feat. Justin Bieber & Tems),Wizkid
12,Fountains (feat. Tems),Drake
13,Question (feat. Don Jazzy),Burna Boy
14,Girls Want Girls (feat. Lil Baby),Drake
15,Crazy Tings,Tems
16,Sinner,Adekunle Gold and  Lucky Daye
17,Bounce,Ruger
18,Outside,Buju
19,Steady,Wizkid
20,Fair Trade (feat. Travis Scott),Drake
21,Ojuju,Troniq Music and  Oxlade
22,Way 2 Sexy (feat. Future & Young Thug),Drake
23,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],DJ Tarico and  Burna Boy
24,Let Me Know,Mayorkun
25,Somebody’s Son (feat. Brandy),Tiwa Savage
26,Big Thug Boys,AV
27,Medicine,Jaywillz
28,Naira Marley,Zinoleesky
29,Feeling,LADIPOE and  Buju
30,Champagne Poetry,Drake
31,Confident,Savage and  Buju
32,In The Bible (feat. Lil Durk & GIVĒON),Drake
33,Fashion Killer,Ayra Starr
34,Love All (feat. JAY-Z),Drake
35,Essence (feat. Tems),Wizkid
36,Soundgasm,Rema
37,Rock,Olamide
38,Testimony,Buju
39,Cast (Gen Z Anthem),Ayra Starr
40,Party Next Door,Dangbana Republik and  Bella Shmurda
41,Ginger (feat. Burna Boy),Wizkid
42,TSU,Drake
43,Hurricane,Kanye West
44,Colorado,Zugo and  Dai Verse
45,Papi’s Home,Drake
46,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
47,Dimension (feat. Skepta & Rema),JAE5
48,N 2 Deep (feat. Future),Drake
49,No Friends In The Industry,Drake
50,Knife Talk (feat. 21 Savage & Project Pat),Drake
51,Àkọ́kọ́,Brymo
52,Beggie Beggie (feat. Ckay),Ayra Starr
53,Bling (feat. Amaarae & Buju),Blaqbonez
54,Clash,Dave and  Stormzy
55,Méjì Méjì,Brymo
56,7am On Bridle Path,Drake
57,Coming,Naira Marley and  Busiswa
58,Alelúyà Méje,Brymo
59,LOML (feat. Olamide),Cheque
60,Pipe Down,Drake
61,System,Dave and  Wizkid
62,Show Me,Joeboy
63,Reckless,Wizkid
64,So Cold,Bella Shmurda and  Popcaan
65,Ọkùnrin Mẹ́ta (Ẹ̀dùn Ọkàn),Brymo
66,Felony,CKay
67,Southy Love (feat. Fireboy DML),Peruzzi
68,Shako,Barry Jhay
69,Race My Mind,Drake
70,Tonongo,Lojay and  Sarz
71,Far Away,Dangbana Republik and  Bella Shmurda
72,You Only Live Twice (feat. Lil Wayne & Rick Ross),Drake
73,Jail,Kanye West
74,INDUSTRY BABY,Lil Nas X and  Jack Harlow
75,Lazarus,Dave and  Boj
76,Off The Grid,Kanye West
77,Pronto,Ajebo Hustlers and  Omah Lay
78,Get Along Better (feat. Ty Dolla $ign),Drake
79,Yebba’s Heartbreak,Drake and  Yebba
80,HUSTLE,Teni
81,MAKAVELI,T-Classic
82,Longtime (feat. Skepta),Wizkid
83,Sweet One,Wizkid
84,23,Burna Boy
85,Tèmi Nì Tèmi,Brymo
86,Ọkán Mi Ti Fọ́ Wẹ́wẹ́,Brymo
87,IMY2 (feat. Kid Cudi),Drake
88,It Is What It Is,Adekunle Gold
89,Need To Know,Doja Cat
90,Mighty Wine,Wizkid
91,Way Too Big,Burna Boy
92,No Stress,Wizkid
93,True Love (feat. Tay Iwar & Projexx),Wizkid
94,Moon,Kanye West
95,Have Mercy,Chlöe
96,STAY,The Kid LAROI and  Justin Bieber
97,Rush,Dangbana Republik and  Bella Shmurda
98,Òkùnkùn,Brymo
99,Abu Dhabi,Ruger
100,Piece of Me (feat. Ella Mai),Wizkid
