Position,song,artist,album
68,Baajo,"Kwesi Arthur, Joeboy",Baajo - Single
69,The Key,Tems,For Broken Ears
70,The Best (feat. Mayorkun),Davido,A Better Time
71,Have Fun,Bad Boy Timz,Have Fun - Single
72,Visa (Remix),"Kelvyn Boy, Joey B, Kwesi Arthur",Visa (Remix) - Single
73,INJURE ME,Teni,WONDALAND
74,6AM,Blaq Jerzee,6AM - Single
75,Godly,Omah Lay,What Have We Done - EP
76,Somebody Baby,"Davido, Peruzzi",Rum & Boogie
77,Verified (feat. Mayorkun),Laycon,...Shall We Begin...
78,Baby Go,"Otile Brown, Kizz Daniel",Baby Go - Single
79,HUSTLE,Teni,WONDALAND
80,Jowo,Davido,A Better Time
81,Ginger (feat. Burna Boy),Wizkid,Made In Lagos
82,Squander (feat. Niniola & Sayfar) [Remix],"Falz, Kamo Mphela, Mpura",Squander (feat. Niniola & Sayfar) [Remix] - Single
83,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah - Single
84,Loading (feat. Bad Boy Timz),Olamide,Carpe Diem
85,Danca,Acebergtm,Far from Home - EP
86,Big Boss,Didi B,Big Boss - Single
