Position,song,artist
1,Naira Marley,Zinoleesky
2,Cut Soap,"DJ Xclusive, Rulerboy"
3,Jafafa,"Chinko Ekun, MohBad"
4,Champion,"Dangbana Republik, Bella Shmurda"
5,Korope,"Lil Kesh, Naira Marley"
6,Mofoti 2.0 (feat. Naira Marley & Sarkodie),Rexxie
7,Check Am,Chief Obi
8,Hello xe1xbaxb8,"Reminisce, WestSyde"
9,Sapa (feat. Idowest),Bravo AZ
10,Abeykehh (feat. Diamond Platnumz & Flavour),Masterkraft
11,TEMPLE (Remix) [feat. Bella Shmurda & Wande Coal],Aloma
12,Kpk (Remix) [feat. Sho Madjozi & MohBad],Rexxie
13,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
14,Party Next Door,"Dangbana Republik, Bella Shmurda"
15,Problem (feat. Idowest),Stackz
16,Rush,"Dangbana Republik, Bella Shmurda"
17,No Retire,Jaivah
18,Troway (feat. Zlatan),Whalez
19,Cho Cho (feat. Davido & Mayorkun),Zlatan
20,Gbowo,Nikita
21,Tekiller,CDQ
22,About Money,SunkkeySnoop
23,Coming,"Naira Marley, Busiswa"
24,Koleyewon,Naira Marley
25,Normal (feat. Nigga Tee),Hypeman Dewale Mr Pablo
26,High Way,"DJ Kaywise, Phyno"
27,Available (feat. MohBad),C Blvck
28,Egbon,"Masterkraft, Phyno"
29,Mr Money,Asake
30,Focus Vibe,Slimcase
31,Asampepe,"Wale Turner, Idowest"
32,Meji,"DwillsHarmony, Viktor Snipes, Chinko Ekun"
33,Squander (feat. Niniola & Sayfar) [Remix],"Falz, Kamo Mphela, Mpura"
34,Aye Dun Gan,Oyibo Rebel
35,Kilofese (feat. Mayorkun & Busiswa) [Remix],Zinoleesky
36,Sugar Daddy,"DJ Enimoney, Olamide"
37,"Lagos Anthem Remix (feat. Oberz, Frescool, Oladips, Kabex & TROD)",Zlatan
38,World,"Dangbana Republik, Bella Shmurda"
39,Baba Fela Remix (feat. Zlatan & Laycon),Mr. Real
40,Sugar Daddy (feat. Small Doctor & Mohbad),OG Hyper
41,Hallelujah,"Oladips, Zlatan"
42,Kabaa (feat. Mayorkun),Idowest
43,Barawo (feat. Davido) [Remix],Ajebo Hustlers
44,Tesina Pot,"Jaido P, Olamide"
45,Wagwan,Laycon
46,Lagbaja,Sona
47,Mandeman (feat. Davido) [Remix],Small Doctor
48,Dey Here,BoyMX
49,Shamaya (feat. Patoranking),Idowest
50,Prayer (feat. Drekiss),Lexzydreamz
51,Cash App,"Bella Shmurda, Zlatan, Lincoln"
52,Aunty Fisayo,QD
53,Another Banger,Realonyechi
54,Doing Well Remix (feat. Skales),Ryme
55,Formula 1,Damibliz
56,Certainly (feat. Wale Turner & Jaido P),BODE BLAQ
57,Kokanmi,Qdot
58,If No Be You (feat. Mayorkun),Jamopyper
59,Pump Your Parry (Remix) [feat. Naira Marley & C Blvck],Abramsoul
60,Mofo,Fikky
61,E Choke,Bils
62,Kafaya (feat. Bella Shmurda),Daniel Brown
63,My Life,"Dj Manuel, Zlatan"
64,"What Type of Dance (feat. Mayorkun, Naira Marley & Zlatan)",DJ Kaywise
65,Moyan,CDQ
66,Oge (feat. Bad Boy Timz),Anonymous Music
67,Want (feat. DanDizzy),Rage
68,Billing Npayan,Obaflow
69,Bad Boy,"Dj Fizzy, Baddy Osha, Slimcase, CDQ"
70,NGNP (No Girlfriend No Problem) [feat. Zlatan],Idowest
71,Dedede,"Boyodre, Dayo Chino"
72,Hustle (feat. Zlatan),Reklyn
73,The Matter (feat. Papisnoop),Zlatan
74,Isolova,Peruzzi
75,Olopa (feat. Zlatan),Qdot
76,One Leg Up (feat. Tekno),Blaq Jerzee
