Position,song,artist,album
1,Frenemies (feat. Oxlade),Rexxie,A True Champion
2,Feeling,"LADIPOE, Buju",Feeling - Single
3,Confident,"Savage, Buju",Confident - Single
4,Send Me Nudes (feat. Joey B),KiDi,The Golden Boy
5,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy,So Long (feat. Tomi Thomas & Larry Gaaga) - Single
6,Right Back,"Skaa, Buju",Right Back - Single
7,The Key,Tems,For Broken Ears
8,Sisi Caro,"Governor of Africa, Oxlade",Sisi Caro - Single
9,Bling (feat. Amaarae & Buju),Blaqbonez,Sex Over Love
10,Soundgasm,Rema,Soundgasm - Single
11,Kogi (feat. Bella Shmurda & Poco Lee),Jumabee,Kogi (feat. Bella Shmurda & Poco Lee) - Single
12,Outside,Buju,Outside - Single
13,Cry Another Day,"Zubi, anatu, Gabriel",Cry Another Day - Single
14,Rise of the Underdogs 2 (feat. Tomi Thomas),Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
15,Serenade (feat. Loti),Begho,Serenade (feat. Loti) - Single
16,Ball Till We Fall (feat. Bella Shmurda),Kida Kudz,Ball Till We Fall (feat. Bella Shmurda) - Single
17,10Pm In Lekki,"Victor Collins, MisterKay",Lust & Emotions - EP
18,Dark Twisted Fantasy,T\'neeya,Dark Twisted Fantasy - Single
19,Let Go,T\xc3\x96ME,Dreams - EP
20,Tdk (feat. SirBastien),DAP The Contract,"Powers, Vol. 2"
21,Kiss Me Like You Miss Me,CKay,Boyfriend
22,Dont Mind.,G-West,Dont Mind. - Single
23,Fiya (feat. Ogranya),Amadi Blue,Fiya (feat. Ogranya) - Single
24,DKT,Oxlade,DKT - Single
25,LUV HRTS (feat. Odunsi (The Engine)),Zamir,LUV HRTS (feat. Odunsi (The Engine)) - Single
26,Don\'t You Go,"Yungace, Bella Alubo",Don\'t You Go - Single
27,Birthday (feat. Buju & Moelogo),Rexxie,A True Champion
28,Emotions,BOJ,Emotions - Single
29,Sweet Escape,Mizzle,In The Dark
30,Wotm,Richie Benson,Wotm - Single
31,Runaway,DSO,The D&L - Single
32,Indecisive,Niinety9,Indecisive - Single
33,Star Friends,Salome,Shelly - EP
34,Your Body,Yang 21,Quickie - Single
35,Show My Side (feat. Amaarae),CKay,Boyfriend
36,Stay With Me,Layzee Ella,When The Lights Go Off - EP
37,Sacrifices (feat. Tim Lyre),DAP The Contract,"Powers, Vol. 2"
38,Bounce,Ruger,PANDEMIC - EP
39,ONE,Tosin Robeck,THE NEXT CHAPTER - EP
40,Faaji (feat. Leo Luve),Zubi,The Love Games We Play - EP
41,Can You See Her (Acoustic),"Tha Beatsmith, Ogranya",Vanity (Acoustic Version) - EP
42,Barb\xc3\xa4dos (feat. Show Dem Camp),Shaykeh,The Subtle Art of Seduction
43,Yktv (feat. Lady Donli),Ilaye,Sixth Sense - EP
44,Fever,Sut\xc3\xa9 Iwar,199X
45,Nervous (feat. BULLY),Shabazz,Nervous (feat. BULLY) - Single
46,L.I.T.A,Big Klef,L.I.T.A - Single
47,"Don Dada (feat. Boyymaph, Moudini & LT)",Killer Producer,Mark My Words
48,Early Momo (feat. GoodGirl LA),Vector,Early Momo (feat. GoodGirl LA) - Single
49,Kpokom (feat. Oxlade),Brainee,Kpokom (feat. Oxlade) - Single
50,In Those Eyes,Ogranya,In Those Eyes - Single
51,SAD GIRLZ LUV MONEY (feat. Moliy),Amaarae,THE ANGEL YOU DON\'T KNOW
52,U (feat. SGaWD),Sut\xc3\xa9 Iwar,199X
53,Body Position,Nathan Walid,Body Position - Single
54,Ltf,"Victor Collins, MisterKay",Lust & Emotions - EP
55,Want It,"The Abe Effect, Bella Alubo",Want It - Single
56,Don\'t (feat. Show Dem Camp),Ilaye,Sixth Sense - EP
57,Fever,Yung D3mz,Fever - Single
58,Heaven (feat. Buju) [Remix],Dts,Heaven (feat. Buju) [Remix] - Single
59,Tornado,chuXchu,Luv Struck - EP
60,Fancy (feat. Africaine),Niinety9,Fancy (feat. Africaine) - Single
61,PEAKING,Tay Iwar,Love & Isolation - EP
62,Whine That Ting,"Nappy, Bella Shmurda",Whine That Ting - Single
63,Makaveli,Kida Kudz,TOP MEMBA
64,Location,Abib,Surulere - EP
65,Tonongo,"Lojay, Sarz",Tonongo - Single
66,Living In Bondage,prettyboydo,Living in Bondage - Single
67,OTF,"Yinoluu, Riverays",Petal Scent - EP
68,Dubai,Skaa,Dubai - Single
69,Gentil,"Zubi, anatu, Gabriel",Gentil - Single
70,Body On Fire (feat. Buju & Inci),"Jess ETA, S\'Bling",Body On Fire (feat. Buju & Inci) - Single
71,Sativa (feat. Minz),Runtown,Sound God Fest Reloaded
72,Gemini (feat. Givens),Carto,Fallen Stars - EP
73,Sere (Remix),"Spinall, Fireboy DML, 6LACK",Sere (Remix) - Single
74,Only Fan,N\xc3\xba Baby,Only Fan - Single
75,History,"Cheque, Fireboy DML",History - Single
76,Euphoria (feat. Victony),Hoodini,Euphoria (feat. Victony) - Single
77,Depth,jojobaby,Depth - Single
78,Supersonic (feat. Tay Iwar),Le Mav,Supersonic (feat. Tay Iwar) - Single
79,Sweet Body (feat. Buju & Moliy),SuperSmashBroz,Black Soap: Reloaded
80,JUMPING SHIP,"Amaarae, Kojey Radical, Cruel Santino",THE ANGEL YOU DON\'T KNOW
81,Broken,Victony,Broken - Single
82,Thunder,Chrystel,Prey - Single
83,Pronto,"Ajebo Hustlers, Omah Lay",Pronto - Single
84,Energy (feat. Minz & Bella Shmurda),Spinall,Grace
