Position,song,artist
1,Understand,Omah Lay
2,Essence (feat. Tems),Wizkid
3,Testimony,Buju
4,Far Away,"Dangbana Republik, Bella Shmurda"
5,Feeling,"LADIPOE, Buju"
6,Rock,Olamide
7,Soundgasm,Rema
8,Sinner,"Adekunle Gold, Lucky Daye"
9,Slow Down,King Promise
10,Bounce,Ruger
11,Monalisa,"Lojay, Sarz"
12,Southy Love (feat. Fireboy DML),Peruzzi
13,La La (feat. CKay),Davido
14,Show Me,Joeboy
15,All (feat. Davido),Rexxie
16,Naira Marley,Zinoleesky
17,Bling (feat. Amaarae & Buju),Blaqbonez
18,Outside,Buju
19,Yafun Yafun,Ajebo Hustlers
20,Wonder Mama (feat. Adekunle Gold),MHD
21,Fancy,Uche Malik
22,The Key,Tems
23,Party Next Door,"Dangbana Republik, Bella Shmurda"
24,Feel Good,MohBad
25,Enjoyment,Yemi Alade
26,Somebody (feat. Phyno),Olamide
27,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
28,Dimension (feat. Skepta & Rema),JAE5
29,Slow Down (feat. Tion Wayne),DARKOO
30,Shege,Purple Plutonian
31,Swxc3xa9,Mus
32,Peaches (Masterkraft Remix) [feat. Alpha P & Omah Lay],Justin Bieber
33,Frenemies (feat. Oxlade),Rexxie
34,Sweet Escape,Mizzle
35,It Is What It Is,Adekunle Gold
36,One Time (feat. Reekado Banks),Moelogo
37,INJURE ME,Teni
38,Dis moi comment.,Tayc
39,Sans moi,"Franglish, Aya Nakamura"
40,Fine Wine (feat. King Promise & Joeboy),R2Bees
41,KOLO (feat. Oxlade),Ice Prince
42,T.Y.B,"Del B, Phyno, Mufasa"
43,Mad At Me,The Flowolf
44,Bia,Phyno
45,Send Me Nudes (feat. Joey B),KiDi
46,Sere (Remix),"Spinall, Fireboy DML, 6LACK"
47,Carolina,Yung D3mz
48,DKT,Oxlade
49,Joy,BadTheSoundBoy
50,Oshofree (feat. s3nami),YKB
51,Stuntin,"Mix Master David, Verse Simmonds, Oxlade"
52,Kilometre,Burna Boy
53,Coming,"Naira Marley, Busiswa"
54,Korope,"Lil Kesh, Naira Marley"
55,Egbon,"Masterkraft, Phyno"
56,Carry Go (feat. Zlatan),Schengen Owner
57,The Best (feat. Mayorkun),Davido
58,Verified (feat. Mayorkun),Laycon
59,Jackpot (feat. Bella Shmurda),Crayon
60,Kogi (feat. Bella Shmurda & Poco Lee),Jumabee
61,PEPE,"L.A.X, Davido"
62,Baajo,"Kwesi Arthur, Joeboy"
63,LV N ATTN feat. Wizkid,"Lojay, Sarz"
64,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy
65,Bank On It,Burna Boy
66,Baby Go,"Otile Brown, Kizz Daniel"
67,Figure 8,"Kida Kudz, Gemitaiz"
68,Ginger (feat. Burna Boy),Wizkid
69,Forever (Remix),"Gyakie, Omah Lay"
70,Jowo,Davido
71,Somebody Baby,"Davido, Peruzzi"
72,Do Yourself,"Angelique Kidjo, Burna Boy"
73,Baba Nla,"Dr Dolor, Buju"
74,Kilofeshe,Zinoleesky
75,Lifestyle,Fireboy DML
76,Pronto,"Ajebo Hustlers, Omah Lay"
77,Tropical Breeze,"Magnom, Caine"
78,LEGGO,"Serge Ibaka, Tayc"
79,Midnight Crush (feat. Magasco & Soukexc3xafna),Jeune Lio
80,Free Your Mind,"Blaq Jerzee, Jux"
81,Sisi Caro,"Governor of Africa, Oxlade"
82,Berna Reloaded,"Flavour, Fally Ipupa, Diamond Platnumz"
83,Juju,Idyl
84,Mofoti 2.0 (feat. Naira Marley & Sarkodie),Rexxie
85,Chill,KO-C
86,Whisper,JTwice
87,I'm Strong,"Stonebwoy, SQUASH"
88,Kenkey Seller (Remix) [feat. Medikal],Quamina Mp
89,Ohemaa,Kelvin Black
90,Loading (feat. Bad Boy Timz),Olamide
